,Oreilly Mcluke,Ring Of Honour,Alpine Affair,Lucky Bucky,Gee Gee Als Prince,Power Magnum,Sparkling One,Tiltherewarsyou,Copper Charm
11-01-2023 14:46:00.508188,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.75)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:01.771198,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 9.0, 8.75)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:03.054472,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 9.0, 8.75)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:04.371594,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 9.0, 8.75)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.3)"
11-01-2023 14:46:05.696135,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 9.0, 8.75)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.3)"
11-01-2023 14:46:07.018550,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 9.0, 8.5)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:08.299473,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 8.8, 8.5)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:09.597924,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 8.8, 8.5)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.3)"
11-01-2023 14:46:10.953168,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 8.8, 8.5)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.3)"
11-01-2023 14:46:12.245853,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 8.8, 8.5)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:13.535165,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 8.8, 8.5)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:14.776479,"(5.0, 6.2, 5.978947368421053)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 8.8, 9.049999999999999)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:16.055808,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 14.666666666666666)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.669565217391305)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.26)"
11-01-2023 14:46:17.330153,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 13.833333333333334)","(19.0, 34.0, 32.25)","(7.0, 9.4, 8.51578947368421)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.26)"
11-01-2023 14:46:18.637242,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 13.833333333333334)","(19.0, 34.0, 32.25)","(7.0, 9.4, 8.51578947368421)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:19.963892,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 13.833333333333334)","(19.0, 34.0, 32.25)","(7.0, 9.4, 8.7)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:21.329785,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 13.833333333333334)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.7)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:22.567536,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 13.833333333333334)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:23.803744,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 13.833333333333334)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:25.096484,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 18.0, 13.9)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.26)"
11-01-2023 14:46:26.403829,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 17.5, 14.0)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.26)"
11-01-2023 14:46:27.712403,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 17.0, 13.5)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:28.976590,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:30.195747,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.26)"
11-01-2023 14:46:31.452209,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.646153846153846)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.26)"
11-01-2023 14:46:32.726669,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.25)","(7.0, 9.2, 8.52)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.26)"
11-01-2023 14:46:33.953895,"(5.0, 6.2, 5.85)","(13.0, 25.0, 22.333333333333332)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.25)","(7.0, 9.0, 8.399999999999999)","(4.0, 4.6, 4.43943661971831)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.0)","(4.2, 5.5, 5.15)"
11-01-2023 14:46:35.305551,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 14.166666666666666)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:36.655346,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 14.166666666666666)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:38.008898,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:39.342227,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:40.658532,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:41.999747,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:43.254319,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:44.515417,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:45.769657,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:47.021898,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:48.237660,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:49.428016,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:50.708502,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:51.986353,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.485714285714286)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:53.621398,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:55.338540,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:57.257657,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:46:58.868548,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:00.252359,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:01.559224,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.0)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:02.857302,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.6, 8.3)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:04.181300,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:05.525989,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:06.860338,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:08.272760,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:09.788607,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:11.232932,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:12.628703,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:14.044070,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:15.435304,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:16.784790,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:18.157001,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:19.517226,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.6)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.447058823529412)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:20.771237,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 30.666666666666668)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:22.096755,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:23.365504,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:24.671857,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:25.995271,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:27.330672,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:28.723135,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:30.081087,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.75)","(17.0, 46.0, 30.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:31.343468,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.514285714285714)","(17.0, 46.0, 34.8)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:32.684916,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.514285714285714)","(17.0, 46.0, 28.285714285714285)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:34.024270,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.514285714285714)","(17.0, 44.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:35.342245,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.514285714285714)","(17.0, 42.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:36.661032,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.4, 7.65)","(17.0, 42.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:38.108078,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.0, 7.457142857142857)","(17.0, 42.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:39.621178,"(5.0, 6.2, 5.7625)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.0, 7.457142857142857)","(17.0, 42.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:41.091380,"(5.0, 6.2, 5.955555555555556)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.466666666666667)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.0, 7.4)","(17.0, 42.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:42.555093,"(5.0, 6.2, 5.964285714285714)","(13.0, 25.0, 20.0)","(11.0, 16.5, 13.5)","(19.0, 34.0, 32.8)","(7.0, 9.0, 8.7)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.2, 7.8)","(17.0, 42.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:44.020154,"(5.0, 6.2, 6.025)","(13.0, 25.0, 20.0)","(11.0, 16.5, 14.166666666666666)","(19.0, 34.0, 32.8)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.0, 7.8)","(17.0, 42.0, 27.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:45.493758,"(5.0, 6.2, 6.044444444444444)","(13.0, 25.0, 20.0)","(11.0, 16.5, 14.166666666666666)","(19.0, 34.0, 32.8)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.0, 7.8)","(17.0, 42.0, 34.0)","(4.2, 5.5, 5.2)"
11-01-2023 14:47:46.987764,"(5.0, 6.2, 6.044444444444444)","(13.0, 25.0, 20.0)","(11.0, 16.5, 14.166666666666666)","(19.0, 34.0, 32.8)","(7.0, 9.2, 8.45)","(4.0, 4.6, 4.443835616438356)","(5.0, 9.0, 7.8)","(17.0, 40.0, 34.0)","(4.2, 5.5, 5.2)"
