,Windsors Champion,Missing Link,Salsa Rita,Captain Sam,Ms Headley
15-12-2022 12:36:40.245859,"(2.45, 2.94, 2.9361290322580644)","(5.5, 6.2, 5.988235294117647)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.554098360655737)"
15-12-2022 12:36:41.179080,"(2.45, 2.92, 2.900701754385965)","(5.5, 6.2, 6.05)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.554098360655737)"
15-12-2022 12:36:42.147154,"(2.45, 2.9, 2.8857142857142857)","(5.5, 6.2, 6.05)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.554098360655737)"
15-12-2022 12:36:43.094012,"(2.45, 2.96, 2.9570212765957447)","(5.5, 6.2, 6.05)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.554098360655737)"
15-12-2022 12:36:44.055912,"(2.45, 3.0, 2.9699999999999998)","(5.5, 6.2, 5.988235294117647)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:45.020903,"(2.45, 3.0, 2.9699999999999998)","(5.5, 6.2, 5.923076923076923)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:45.971245,"(2.45, 2.98, 2.94)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:47.019429,"(2.45, 3.0, 2.9699999999999998)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:47.908186,"(2.45, 2.98, 2.94)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:48.770212,"(2.45, 3.0, 2.9699999999999998)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:49.784543,"(2.45, 3.0, 2.9699999999999998)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:50.779912,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:51.603034,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:52.536940,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.945454545454545)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:53.554549,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:54.492959,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:55.325849,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:56.234570,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:57.148645,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.524528301886792)"
15-12-2022 12:36:58.085377,"(2.45, 3.0, 2.937391304347826)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 19.3125)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.483333333333333)"
15-12-2022 12:36:59.061992,"(2.45, 3.0, 2.9236363636363634)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.483333333333333)"
15-12-2022 12:36:59.950733,"(2.45, 3.0, 2.9236363636363634)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.483333333333333)"
15-12-2022 12:37:00.838060,"(2.45, 2.98, 2.95)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.6, 4.6, 4.483333333333333)"
15-12-2022 12:37:05.934328,"(2.5, 3.0, 2.99125)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.7, 4.6, 4.483333333333333)"
15-12-2022 12:37:06.930050,"(2.5, 3.0, 2.99125)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.7, 4.6, 4.5)"
15-12-2022 12:37:07.967317,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.7, 4.6, 4.501754385964912)"
15-12-2022 12:37:08.910829,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:09.744641,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.888888888888888)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.175)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:10.664857,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.127272727272727)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:11.624804,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.132142857142857)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:12.568029,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.132142857142857)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:13.455212,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.132142857142857)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:14.443148,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.132142857142857)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:15.296487,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.132142857142857)","(3.7, 4.6, 4.4526315789473685)"
15-12-2022 12:37:16.243740,"(2.5, 3.0, 2.937777777777778)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.132142857142857)","(3.7, 4.6, 4.4879999999999995)"
15-12-2022 12:37:17.173805,"(2.5, 3.0, 2.9076923076923076)","(5.5, 6.2, 5.860377358490566)","(13.0, 21.0, 17.90625)","(4.6, 5.4, 5.146153846153846)","(3.7, 4.5, 4.5)"
15-12-2022 12:37:17.998849,"(2.5, 3.0, 2.916)","(5.5, 6.2, 5.690566037735849)","(13.0, 21.0, 18.0)","(4.6, 5.3, 5.146153846153846)","(3.7, 4.6, 4.5)"
15-12-2022 12:37:18.899312,"(2.5, 3.0, 2.916)","(5.5, 6.0, 5.846153846153846)","(13.0, 21.0, 18.0)","(4.6, 5.4, 5.16)","(3.7, 4.5, 4.417391304347826)"
15-12-2022 12:37:19.873692,"(2.5, 3.0, 2.916)","(5.5, 6.0, 5.9)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.16)","(3.7, 4.6, 4.45)"
15-12-2022 12:37:20.862292,"(2.5, 3.0, 2.916)","(5.5, 6.0, 5.9)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.16)","(3.7, 4.6, 4.434375)"
15-12-2022 12:37:21.876956,"(2.5, 3.0, 2.916)","(5.5, 6.0, 5.9)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.16)","(3.7, 4.5, 4.434375)"
15-12-2022 12:37:22.839318,"(2.5, 3.0, 2.916)","(5.5, 6.0, 5.818181818181818)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.16)","(3.7, 4.5, 4.434375)"
15-12-2022 12:37:23.911253,"(2.5, 3.0, 2.888)","(5.5, 5.9, 5.728571428571429)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.271428571428571)","(3.7, 4.5, 4.456410256410257)"
15-12-2022 12:37:24.991633,"(2.5, 3.0, 2.972)","(5.5, 5.9, 5.728571428571429)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.271428571428571)","(3.7, 4.6, 4.456410256410257)"
15-12-2022 12:37:26.029149,"(2.5, 3.0, 2.972)","(5.5, 6.0, 5.685714285714285)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.271428571428571)","(3.7, 4.6, 4.392307692307693)"
15-12-2022 12:37:27.052947,"(2.5, 3.0, 2.972)","(5.5, 6.0, 5.685714285714285)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.271428571428571)","(3.7, 4.6, 4.392307692307693)"
15-12-2022 12:37:28.064861,"(2.5, 3.0, 2.972)","(5.5, 6.0, 5.866666666666666)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.271428571428571)","(3.7, 4.6, 4.392307692307693)"
15-12-2022 12:37:29.161510,"(2.5, 3.0, 2.972)","(5.5, 6.0, 5.866666666666666)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.271428571428571)","(3.7, 4.6, 4.336585365853659)"
15-12-2022 12:37:30.231637,"(2.5, 2.82, 2.789473684210526)","(5.5, 6.0, 5.866666666666666)","(13.0, 21.0, 18.5)","(4.6, 5.4, 5.25)","(3.7, 4.6, 4.366666666666666)"
15-12-2022 12:37:31.404204,"(2.5, 3.0, 2.9808695652173913)","(5.5, 6.0, 5.866666666666666)","(13.0, 21.0, 19.045454545454547)","(4.6, 5.4, 5.25)","(3.7, 4.6, 4.366666666666666)"
15-12-2022 12:37:32.537621,"(2.5, 3.0, 2.9808695652173913)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.25)","(3.7, 4.6, 4.366666666666666)"
15-12-2022 12:37:33.541480,"(2.5, 3.0, 2.887441860465116)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.25)","(3.7, 4.6, 4.4399999999999995)"
15-12-2022 12:37:34.456781,"(2.5, 2.98, 2.9492307692307693)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.25)","(3.7, 4.6, 4.4399999999999995)"
15-12-2022 12:37:35.479738,"(2.5, 2.98, 2.9492307692307693)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.4399999999999995)"
15-12-2022 12:37:36.482571,"(2.5, 2.98, 2.9492307692307693)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.4399999999999995)"
15-12-2022 12:37:37.420960,"(2.5, 2.98, 2.9492307692307693)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.375)"
15-12-2022 12:37:38.282608,"(2.5, 2.96, 2.8454545454545452)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.375)"
15-12-2022 12:37:39.276309,"(2.5, 2.96, 2.8454545454545452)","(5.5, 6.0, 5.866666666666666)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.413793103448276)"
15-12-2022 12:37:40.245888,"(2.5, 2.96, 2.7974193548387096)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.413793103448276)"
15-12-2022 12:37:41.204142,"(2.5, 2.96, 2.767058823529412)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.413793103448276)"
15-12-2022 12:37:42.153318,"(2.5, 2.96, 2.767058823529412)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.7, 4.6, 4.413793103448276)"
15-12-2022 12:37:43.095070,"(2.6, 2.96, 2.767058823529412)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.413793103448276)"
15-12-2022 12:37:43.951254,"(2.6, 2.96, 2.767058823529412)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.413793103448276)"
15-12-2022 12:37:44.922289,"(2.6, 2.96, 2.767058823529412)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.413793103448276)"
15-12-2022 12:37:45.937214,"(2.6, 2.94, 2.9033333333333333)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.413793103448276)"
15-12-2022 12:37:46.769387,"(2.6, 2.94, 2.9325423728813558)","(5.5, 6.2, 5.652941176470588)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.413793103448276)"
15-12-2022 12:37:47.671604,"(2.6, 2.94, 2.925806451612903)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.375)"
15-12-2022 12:37:48.634730,"(2.6, 2.94, 2.925806451612903)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.375)"
15-12-2022 12:37:49.599672,"(2.6, 2.94, 2.925806451612903)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.375)"
15-12-2022 12:37:50.420806,"(2.6, 2.94, 2.925806451612903)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.375)"
15-12-2022 12:37:51.326151,"(2.6, 2.94, 2.913333333333333)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:52.258083,"(2.6, 2.94, 2.913333333333333)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:53.153588,"(2.6, 2.94, 2.913333333333333)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:54.049781,"(2.6, 2.94, 2.913333333333333)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:54.966566,"(2.6, 2.94, 2.913333333333333)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:55.919227,"(2.6, 2.94, 2.913333333333333)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.2875)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:56.776613,"(2.6, 2.94, 2.913333333333333)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.3076923076923075)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:57.679241,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 19.045454545454547)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:58.642250,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 20.0, 17.666666666666668)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:37:59.548722,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 22.0, 18.333333333333332)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:38:00.388822,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.475555555555555)"
15-12-2022 12:38:01.226561,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.485714285714286)"
15-12-2022 12:38:02.166692,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.509090909090909)"
15-12-2022 12:38:03.100948,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.509090909090909)"
15-12-2022 12:38:03.973207,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.509090909090909)"
15-12-2022 12:38:04.781651,"(2.6, 2.94, 2.89)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.509090909090909)"
15-12-2022 12:38:05.668403,"(2.6, 2.94, 2.782857142857143)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.509090909090909)"
15-12-2022 12:38:06.547824,"(2.6, 2.94, 2.782857142857143)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.509090909090909)"
15-12-2022 12:38:07.505428,"(2.6, 2.94, 2.8015384615384615)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.65)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:08.423557,"(2.6, 2.92, 2.8000000000000003)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.65)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:09.305085,"(2.6, 2.92, 2.8000000000000003)","(5.5, 6.0, 5.645283018867924)","(13.0, 21.0, 19.65)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:10.118216,"(2.6, 2.92, 2.8120000000000003)","(5.5, 6.0, 5.591304347826087)","(13.0, 21.0, 19.65)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:11.045305,"(2.6, 2.92, 2.8120000000000003)","(5.5, 6.0, 5.591304347826087)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:11.964312,"(2.6, 2.92, 2.8120000000000003)","(5.5, 6.0, 5.591304347826087)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:12.867684,"(2.6, 2.92, 2.8120000000000003)","(5.5, 6.0, 5.591304347826087)","(13.0, 21.0, 19.772727272727273)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:13.740381,"(2.6, 2.92, 2.8120000000000003)","(5.5, 6.0, 5.580821917808219)","(13.0, 17.0, 16.964285714285715)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:14.658934,"(2.6, 2.92, 2.8120000000000003)","(5.5, 6.0, 5.567796610169491)","(13.0, 21.0, 20.15625)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:15.516866,"(2.6, 2.92, 2.8120000000000003)","(5.5, 6.0, 5.567796610169491)","(13.0, 21.0, 20.15625)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:16.333706,"(2.6, 2.92, 2.8120000000000003)","(5.5, 5.9, 5.677777777777778)","(13.0, 21.0, 20.15625)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:17.275992,"(2.6, 2.92, 2.8120000000000003)","(5.5, 5.9, 5.677777777777778)","(13.0, 21.0, 20.15625)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.511111111111111)"
15-12-2022 12:38:18.205364,"(2.6, 2.92, 2.8120000000000003)","(5.5, 5.9, 5.677777777777778)","(13.0, 21.0, 20.15625)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:19.034219,"(2.6, 2.92, 2.8120000000000003)","(5.5, 5.9, 5.677777777777778)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:19.825333,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.567796610169491)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:20.795050,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.567796610169491)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:21.731131,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.567796610169491)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:22.627362,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.567796610169491)","(13.0, 21.0, 19.636363636363637)","(4.6, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:23.510296,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.567796610169491)","(13.0, 21.0, 19.636363636363637)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:24.314641,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.613636363636363)","(13.0, 21.0, 19.636363636363637)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:25.226663,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:26.108012,"(2.6, 2.92, 2.821176470588235)","(5.5, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:26.957706,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:27.773741,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:28.675361,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:29.554445,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:30.420035,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:31.348015,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.613636363636363)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:32.183967,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.6688311688311686)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:32.996160,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.6688311688311686)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:33.914433,"(2.5, 2.92, 2.821176470588235)","(5.0, 6.0, 5.6688311688311686)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:34.847584,"(2.5, 2.92, 2.8352941176470585)","(5.0, 6.0, 5.6688311688311686)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:35.662318,"(2.5, 2.92, 2.8352941176470585)","(5.0, 6.0, 5.6688311688311686)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:36.490153,"(2.5, 2.92, 2.8352941176470585)","(5.0, 6.0, 5.6688311688311686)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
15-12-2022 12:38:37.424127,"(2.5, 2.92, 2.8352941176470585)","(5.0, 6.0, 5.6688311688311686)","(13.0, 21.0, 20.0625)","(5.0, 5.4, 5.345454545454546)","(3.8, 4.6, 4.442105263157894)"
