,Flyin Disco,Telkem Jay,Miss Willoughby,Bonnie Pauline,No Noney,Morissette,Spinner Of Yarns,Alexandra Thegreat,Your Grace
11-01-2023 16:19:38.467851,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:39.685526,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:40.839359,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:42.022913,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:43.242634,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:44.510428,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:45.752234,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:47.163406,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:48.528580,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:49.743693,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:50.987311,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:52.260677,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(18.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:53.416709,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:54.630791,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(81.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(18.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:55.752505,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:56.852976,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.354285714285716)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:57.923444,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:19:58.978398,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:00.066463,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:01.209292,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:02.335167,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:03.480942,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:04.624354,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:05.772766,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:06.987080,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:08.093504,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 8.833333333333334)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:09.205170,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:10.349127,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:11.518638,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:12.724157,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:13.966045,"(4.8, 6.8, 5.68)","(1.7, 2.62, 2.448)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:15.223666,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:16.447561,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:17.689168,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:19.000000,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:20.219824,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:21.448702,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.346875)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:22.627830,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 10.5, 10.672727272727272)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:23.759995,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.672727272727272)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:25.189459,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.672727272727272)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:26.487831,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.672727272727272)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:27.759545,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.672727272727272)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:28.938012,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:30.114368,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:31.294895,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:32.493369,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 34.166666666666664)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:33.606241,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 85.0, 30.0)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:34.702985,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 60.0, 30.0)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:35.983426,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 60.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:37.118943,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:38.247658,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 8.35)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:39.423347,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:40.666572,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:41.890292,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:43.020954,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:44.247565,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:45.409961,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:46.472099,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:47.607311,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:48.718549,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:49.850124,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:51.021793,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:52.157204,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:53.323929,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:54.446211,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(6.5, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(5.5, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(17.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:55.631664,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:56.855831,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:57.986600,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:20:59.149516,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:21:00.260976,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:21:01.426675,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:21:02.569548,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 167.14285714285714)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 36.333333333333336)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:21:03.729754,"(4.8, 6.8, 5.68)","(1.7, 2.62, 1.8569014084507043)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 170.0)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 53.0)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
11-01-2023 16:21:04.922177,"(4.8, 6.8, 5.68)","(1.7, 2.56, 1.8541176470588234)","(7.0, 12.0, 9.514285714285714)","(91.0, 210.0, 170.0)","(41.0, 150.0, 107.25)","(6.0, 11.0, 10.67878787878788)","(26.0, 65.0, 53.0)","(15.0, 55.0, 34.333333333333336)","(19.0, 29.0, 26.46153846153846)"
