,Jimmy The Bear,El Crimp Adore,Real Mickoy,Little Amelia,Behind Greywalls,Shes The One,Magic Bee,Donald Lane
10-01-2023 18:55:28.746907,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 16.444444444444443)"
10-01-2023 18:55:29.827271,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 16.444444444444443)"
10-01-2023 18:55:30.919567,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 16.444444444444443)"
10-01-2023 18:55:31.953584,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 16.444444444444443)"
10-01-2023 18:55:33.032517,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 16.444444444444443)"
10-01-2023 18:55:34.142788,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 16.444444444444443)"
10-01-2023 18:55:35.247183,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 17.3)"
10-01-2023 18:55:36.317027,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 31.5625)","(14.0, 38.0, 20.85)","(9.0, 25.0, 17.3)"
10-01-2023 18:55:37.391619,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 325.0)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:38.545181,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 450.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:39.676329,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:40.780821,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:41.878888,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:42.992814,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:44.052231,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:45.174676,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:46.180118,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:47.165703,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 391.6666666666667)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:48.237804,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:49.278000,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:50.437586,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:51.610374,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:52.677637,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:53.758925,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:54.824092,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:55.863571,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:56.945300,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:57.947613,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:55:59.057284,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:00.111665,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:01.147350,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:02.143708,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:03.125631,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:04.131059,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:05.117383,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:06.108168,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 20.85)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:07.101351,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 22.409090909090907)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:08.153588,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 22.409090909090907)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:09.152226,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 22.409090909090907)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:10.389756,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 22.409090909090907)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:11.426639,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 22.409090909090907)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:12.437624,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 35.0)","(14.0, 38.0, 22.409090909090907)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:13.947655,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 28.454545454545453)","(14.0, 38.0, 29.425)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:15.178945,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 28.454545454545453)","(14.0, 38.0, 29.425)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:16.836801,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 29.425)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:17.934229,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 29.425)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:18.972764,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 29.425)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:19.978536,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 29.425)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:21.010725,"(4.4, 7.2, 5.866666666666667)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 497.22222222222223)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 31.194444444444446)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:22.010592,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 28.666666666666668)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:23.144065,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 21.666666666666664)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:24.258068,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 21.666666666666664)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:25.349431,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 21.666666666666664)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:26.373834,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 21.666666666666664)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:27.408696,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 21.666666666666664)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:28.428176,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 21.666666666666664)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:29.438268,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 21.666666666666664)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:30.437268,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:31.451605,"(4.4, 7.6, 6.044444444444444)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:32.466411,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:33.512620,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:34.606575,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:35.705356,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:37.058538,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:38.263895,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:39.493263,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:40.757331,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:41.994132,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:43.208224,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:44.352886,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:45.595903,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:46.911145,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:48.161944,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:49.363683,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:50.679078,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:51.905601,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:53.317234,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:54.587917,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:55.757411,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:56.880970,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:57.911828,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
10-01-2023 18:56:58.996936,"(4.4, 7.8, 6.133333333333333)","(2.15, 3.25, 3.2238235294117645)","(5.5, 9.0, 7.25)","(5.0, 8.0, 6.388888888888888)","(81.0, 550.0, 470.83333333333337)","(18.0, 55.0, 28.81818181818182)","(14.0, 38.0, 20.5)","(9.0, 25.0, 15.523076923076923)"
