,Jimmy The Bear,El Crimp Adore,Real Mickoy,Little Amelia,Behind Greywalls,Shes The One,Magic Bee,Donald Lane
10-01-2023 19:05:05.511250,"(4.4, 6.6, 6.066666666666666)","(2.15, 3.15, 3.053174603174603)","(5.5, 7.0, 6.4)","(5.0, 7.2, 6.844444444444445)","(81.0, 210.0, 163.33333333333331)","(18.0, 38.0, 26.666666666666668)","(13.0, 14.0, 12.88888888888889)","(10.0, 23.0, 17.5)"
10-01-2023 19:05:06.501854,"(4.4, 6.6, 6.066666666666666)","(2.15, 3.05, 2.995)","(5.5, 7.0, 6.4)","(5.0, 7.2, 6.0)","(81.0, 200.0, 156.66666666666669)","(18.0, 34.0, 31.0)","(13.0, 14.0, 12.425925925925926)","(10.0, 22.0, 13.666666666666666)"
10-01-2023 19:05:07.577497,"(4.4, 6.6, 6.2444444444444445)","(2.15, 3.05, 2.9681818181818183)","(5.5, 7.4, 6.6000000000000005)","(5.0, 7.2, 6.2)","(81.0, 200.0, 156.66666666666669)","(18.0, 34.0, 28.0)","(13.0, 14.0, 11.875)","(10.0, 22.0, 13.666666666666666)"
10-01-2023 19:05:08.581656,"(4.4, 6.6, 6.142857142857142)","(2.15, 3.05, 2.9699999999999998)","(5.5, 7.4, 6.5)","(5.0, 7.0, 6.763636363636364)","(81.0, 200.0, 156.66666666666669)","(18.0, 34.0, 28.0)","(13.0, 14.0, 11.875)","(10.0, 22.0, 12.5)"
10-01-2023 19:05:09.706811,"(4.4, 6.6, 6.142857142857142)","(2.15, 3.05, 2.961551724137931)","(5.5, 7.4, 6.800000000000001)","(5.0, 7.0, 6.133333333333333)","(81.0, 200.0, 156.66666666666669)","(18.0, 34.0, 28.0)","(13.0, 14.0, 12.229166666666666)","(10.0, 22.0, 16.5)"
10-01-2023 19:05:10.799184,"(4.4, 6.6, 6.1)","(2.15, 3.05, 2.961551724137931)","(5.5, 7.4, 6.800000000000001)","(5.0, 6.8, 6.133333333333333)","(81.0, 200.0, 156.66666666666669)","(18.0, 32.0, 30.666666666666664)","(13.0, 14.0, 12.3)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:11.891526,"(4.4, 6.4, 6.050000000000001)","(2.15, 3.05, 2.9685714285714284)","(5.5, 7.2, 6.7)","(5.0, 6.6, 5.866666666666666)","(81.0, 200.0, 150.0)","(18.0, 32.0, 34.8)","(13.0, 14.0, 12.3)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:12.946000,"(4.4, 6.4, 6.166666666666667)","(2.15, 3.05, 2.9685714285714284)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.4, 5.866666666666666)","(81.0, 190.0, 150.0)","(18.0, 36.0, 33.0)","(13.0, 14.0, 12.3)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:13.980630,"(4.4, 6.6, 6.3999999999999995)","(2.15, 3.05, 2.9685714285714284)","(5.5, 7.2, 7.023529411764706)","(5.0, 6.4, 5.9)","(81.0, 190.0, 150.0)","(18.0, 36.0, 32.333333333333336)","(13.0, 14.0, 12.3)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:15.027110,"(4.4, 6.6, 6.199999999999999)","(2.15, 3.05, 2.9745945945945946)","(5.5, 7.2, 7.15)","(5.0, 6.4, 5.68)","(81.0, 190.0, 150.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 14.0, 12.671875)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:16.103839,"(4.4, 6.6, 6.199999999999999)","(2.15, 3.05, 2.9745945945945946)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.4, 5.511111111111111)","(81.0, 190.0, 150.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 14.0, 12.671875)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:17.155821,"(4.4, 6.6, 6.1)","(2.15, 3.05, 2.9745945945945946)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.4, 5.511111111111111)","(81.0, 190.0, 150.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 14.0, 12.839285714285715)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:18.198275,"(4.4, 6.6, 6.155555555555555)","(2.15, 3.0, 2.98)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.2, 6.066666666666666)","(81.0, 190.0, 150.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 14.0, 12.88888888888889)","(10.0, 21.0, 16.5)"
10-01-2023 19:05:19.227500,"(4.4, 6.6, 6.333333333333333)","(2.15, 3.15, 2.967037037037037)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.833333333333333)","(81.0, 190.0, 150.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 14.0, 12.88888888888889)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:20.264100,"(4.4, 6.6, 6.333333333333333)","(2.15, 3.1, 2.974)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.75)","(81.0, 190.0, 148.33333333333331)","(18.0, 34.0, 30.666666666666664)","(13.0, 14.0, 12.75)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:21.257803,"(4.4, 6.6, 6.155555555555555)","(2.15, 3.1, 2.974)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.2, 5.75)","(81.0, 190.0, 148.33333333333331)","(18.0, 34.0, 30.666666666666664)","(13.0, 14.0, 12.68421052631579)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:22.250201,"(4.4, 6.6, 6.155555555555555)","(2.15, 3.1, 2.974)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.9)","(81.0, 190.0, 178.0952380952381)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.68421052631579)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:23.226123,"(4.4, 6.6, 6.155555555555555)","(2.15, 3.1, 3.026153846153846)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.9)","(81.0, 190.0, 178.0952380952381)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.68421052631579)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:24.272938,"(4.4, 6.6, 6.155555555555555)","(2.15, 3.1, 3.026153846153846)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.9)","(81.0, 190.0, 178.0952380952381)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.68421052631579)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:25.307026,"(4.4, 6.6, 6.155555555555555)","(2.2, 3.1, 3.026153846153846)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.685714285714285)","(81.0, 190.0, 178.0952380952381)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.4375)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:26.267697,"(4.4, 6.6, 6.155555555555555)","(2.2, 3.1, 3.026153846153846)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.2, 5.685714285714285)","(81.0, 190.0, 178.0952380952381)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.4375)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:27.245987,"(4.4, 6.6, 6.155555555555555)","(2.2, 3.1, 3.026153846153846)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.2, 5.685714285714285)","(81.0, 190.0, 178.0952380952381)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.4375)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:28.238590,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.1, 3.026153846153846)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.2, 5.685714285714285)","(81.0, 190.0, 193.125)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:29.222278,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.1, 3.026153846153846)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.8)","(81.0, 210.0, 145.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:30.260202,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.1, 3.0152941176470587)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.625)","(81.0, 180.0, 145.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 21.0, 20.583333333333336)"
10-01-2023 19:05:31.334892,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.1, 3.0152941176470587)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.625)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 21.0, 16.333333333333332)"
10-01-2023 19:05:32.392194,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.1, 2.9971428571428573)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.2, 5.7)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 21.0, 19.0)"
10-01-2023 19:05:33.462697,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.1, 2.974)","(5.5, 7.2, 7.1454545454545455)","(5.0, 6.0, 5.7)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 21.0, 19.0)"
10-01-2023 19:05:34.428844,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.1, 2.974)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.7)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 21.0, 18.285714285714285)"
10-01-2023 19:05:35.412574,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.15, 2.966551724137931)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.75)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 20.0, 17.0)"
10-01-2023 19:05:36.444779,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.15, 3.138392857142857)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.571428571428572)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 20.0, 17.0)"
10-01-2023 19:05:37.435458,"(4.4, 6.6, 5.933333333333334)","(2.2, 3.15, 3.1401869158878504)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.571428571428572)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 20.0, 15.304347826086957)"
10-01-2023 19:05:38.479598,"(4.4, 6.6, 5.888888888888888)","(2.2, 3.15, 3.140366972477064)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.775)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 20.0, 15.304347826086957)"
10-01-2023 19:05:39.603734,"(4.4, 6.4, 5.9)","(2.2, 3.15, 3.144)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.775)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.564516129032258)","(10.0, 20.0, 15.304347826086957)"
10-01-2023 19:05:40.656938,"(4.4, 6.4, 5.816666666666666)","(2.2, 3.15, 3.144)","(5.5, 7.2, 7.10625)","(5.0, 6.2, 5.75)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.4)","(10.0, 20.0, 15.304347826086957)"
10-01-2023 19:05:41.609306,"(4.4, 6.4, 5.816666666666666)","(2.2, 3.15, 3.144)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.75)","(81.0, 180.0, 130.0)","(18.0, 34.0, 30.666666666666664)","(13.0, 13.0, 12.4)","(10.0, 20.0, 15.304347826086957)"
10-01-2023 19:05:42.602557,"(4.4, 6.4, 5.816666666666666)","(2.2, 3.15, 3.146315789473684)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.571428571428572)","(81.0, 180.0, 130.0)","(18.0, 34.0, 31.272727272727273)","(13.0, 13.0, 12.4)","(10.0, 20.0, 15.285714285714286)"
10-01-2023 19:05:43.563794,"(4.4, 6.4, 5.875)","(2.2, 3.15, 3.146315789473684)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.571428571428572)","(81.0, 180.0, 130.0)","(18.0, 32.0, 31.428571428571427)","(13.0, 13.0, 13.891304347826086)","(10.0, 20.0, 15.16)"
10-01-2023 19:05:44.620265,"(4.4, 6.4, 5.98)","(2.2, 3.15, 3.146315789473684)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.7)","(81.0, 180.0, 130.0)","(18.0, 32.0, 31.428571428571427)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 15.16)"
10-01-2023 19:05:45.590710,"(4.4, 6.4, 5.725)","(2.2, 3.15, 3.146315789473684)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.7)","(81.0, 180.0, 125.0)","(18.0, 32.0, 31.22222222222222)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 15.142857142857142)"
10-01-2023 19:05:46.609569,"(4.4, 6.2, 5.6)","(2.2, 3.15, 3.146315789473684)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.833333333333333)","(81.0, 170.0, 125.0)","(18.0, 34.0, 31.22222222222222)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 15.5)"
10-01-2023 19:05:47.615462,"(4.4, 6.2, 5.85)","(2.2, 3.15, 3.1465)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.8)","(81.0, 170.0, 125.0)","(18.0, 34.0, 31.428571428571427)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.4)"
10-01-2023 19:05:48.641111,"(4.4, 6.2, 5.8)","(2.2, 3.2, 3.165034965034965)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.571428571428572)","(81.0, 170.0, 125.0)","(18.0, 32.0, 31.428571428571427)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.4)"
10-01-2023 19:05:49.618368,"(4.4, 6.0, 5.75)","(2.2, 3.2, 3.165034965034965)","(5.5, 7.2, 7.114285714285715)","(5.0, 6.0, 5.571428571428572)","(81.0, 160.0, 120.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.4)"
10-01-2023 19:05:50.664520,"(4.4, 6.2, 5.85)","(2.2, 3.2, 3.165034965034965)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.666666666666667)","(81.0, 160.0, 115.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:51.724010,"(4.4, 6.2, 5.85)","(2.2, 3.2, 3.165034965034965)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.666666666666667)","(81.0, 150.0, 133.33333333333334)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:52.774908,"(4.4, 6.2, 6.025)","(2.2, 3.2, 3.165034965034965)","(5.5, 7.2, 7.10625)","(5.0, 5.9, 5.6000000000000005)","(81.0, 160.0, 115.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:53.838600,"(4.4, 6.2, 6.083333333333334)","(2.2, 3.2, 3.163768115942029)","(5.5, 7.2, 7.10625)","(5.0, 5.9, 5.6000000000000005)","(81.0, 150.0, 115.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:54.924420,"(4.4, 6.2, 6.0)","(2.2, 3.2, 3.1661654135338346)","(5.5, 7.2, 7.10625)","(5.0, 5.8, 5.7)","(81.0, 150.0, 115.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:55.978766,"(4.4, 6.2, 5.85)","(2.2, 3.2, 3.1661654135338346)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.7)","(81.0, 150.0, 113.33333333333334)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:57.018885,"(4.4, 6.2, 5.85)","(2.2, 3.2, 3.1661654135338346)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.618181818181818)","(81.0, 130.0, 105.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:58.029522,"(4.4, 6.2, 6.025)","(2.2, 3.3, 3.2249999999999996)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.618181818181818)","(81.0, 130.0, 105.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:59.007858,"(4.4, 6.2, 6.025)","(2.2, 3.3, 3.255)","(5.5, 7.2, 7.10625)","(5.0, 6.0, 5.550000000000001)","(81.0, 170.0, 96.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:05:59.995702,"(4.4, 6.2, 5.85)","(2.2, 3.3, 3.255)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 120.0, 96.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.571428571428573)"
10-01-2023 19:06:01.012807,"(4.4, 6.2, 5.85)","(2.2, 3.4, 3.3)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 120.0, 100.71428571428572)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.875)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:02.053781,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.325)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 120.0, 105.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.875)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:03.097006,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 120.0, 103.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.891304347826086)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:04.190442,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 110.0, 103.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.852941176470589)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:05.237818,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 110.0, 102.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.852941176470589)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:06.289505,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 110.0, 102.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.852941176470589)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:07.282169,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 110.0, 102.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.852941176470589)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:08.286104,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 110.0, 92.85714285714286)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.852941176470589)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:09.365030,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 110.0, 90.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.852941176470589)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:10.386083,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 90.0)","(18.0, 32.0, 31.0)","(13.0, 14.0, 13.75)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:11.450039,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 90.0)","(19.0, 32.0, 31.0)","(12.0, 14.0, 13.75)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:12.482573,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 13.75)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:13.506623,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.75)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:14.473920,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.75)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:15.482196,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.166666666666666)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:16.480558,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.166666666666666)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:17.525263,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.166666666666666)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:18.592996,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.166666666666666)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:19.646458,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.166666666666666)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:20.708968,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.2625)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.166666666666666)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:21.736398,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.39375)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.064516129032258)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:22.767833,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.39375)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.064516129032258)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:23.777384,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.39375)","(5.5, 7.2, 7.042105263157895)","(5.0, 6.0, 5.475)","(81.0, 100.0, 87.14285714285714)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.064516129032258)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:24.790307,"(4.4, 6.4, 5.628571428571429)","(2.2, 3.45, 3.39375)","(5.5, 7.2, 6.927272727272728)","(5.0, 6.0, 5.475)","(81.0, 100.0, 90.0)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.235294117647058)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:25.853001,"(4.4, 6.4, 5.581818181818182)","(2.2, 3.45, 3.39375)","(5.5, 7.2, 6.927272727272728)","(5.0, 6.0, 5.475)","(81.0, 95.0, 90.0)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.235294117647058)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:26.872224,"(4.4, 6.4, 5.581818181818182)","(2.2, 3.45, 3.39375)","(5.5, 7.2, 6.942857142857143)","(5.0, 6.0, 5.475)","(81.0, 95.0, 90.0)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.235294117647058)","(10.0, 20.0, 16.5)"
10-01-2023 19:06:27.891039,"(4.4, 6.0, 5.7)","(2.2, 3.45, 3.39375)","(5.5, 7.2, 6.9)","(5.0, 6.0, 5.475)","(81.0, 95.0, 82.5)","(19.0, 32.0, 31.0)","(12.0, 14.0, 12.944444444444445)","(10.0, 20.0, 16.6)"
10-01-2023 19:06:28.890118,"(4.4, 6.0, 5.7)","(2.2, 3.45, 3.4000000000000004)","(5.5, 7.2, 6.96)","(5.0, 6.0, 5.618181818181818)","(81.0, 95.0, 82.5)","(19.0, 32.0, 31.0)","(12.0, 13.5, 12.944444444444445)","(10.0, 20.0, 16.6)"
10-01-2023 19:06:29.934546,"(4.4, 6.0, 5.7)","(2.2, 3.45, 3.4000000000000004)","(5.5, 7.2, 6.96)","(5.0, 6.0, 5.618181818181818)","(81.0, 95.0, 82.5)","(19.0, 32.0, 31.0)","(12.0, 13.5, 12.666666666666666)","(10.0, 20.0, 16.6)"
10-01-2023 19:06:30.921507,"(4.4, 6.0, 5.933333333333334)","(2.2, 3.45, 3.4000000000000004)","(5.5, 7.2, 6.96)","(5.0, 6.0, 5.550000000000001)","(81.0, 95.0, 82.5)","(19.0, 32.0, 31.0)","(12.0, 13.5, 12.666666666666666)","(10.0, 20.0, 16.6)"
10-01-2023 19:06:31.913109,"(4.4, 6.0, 5.833333333333333)","(2.2, 3.45, 3.4000000000000004)","(5.5, 7.2, 6.96)","(5.0, 6.0, 5.475)","(81.0, 95.0, 82.5)","(19.0, 32.0, 31.0)","(12.0, 13.5, 12.666666666666666)","(10.0, 20.0, 16.6)"
