,Blackpool Rex,Wheres The Ship,Shiro Kuma,Canya Beth,Stressful Day,Seats Taken,Zarr Oso,Fat Jack
16-12-2022 13:55:17.098487,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.181818181818182)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:18.266295,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.181818181818182)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:19.350116,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.181818181818182)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:20.401933,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.181818181818182)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:21.731134,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.181818181818182)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:23.042057,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.278048780487804)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:24.287741,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.278048780487804)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:25.738185,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 35.72727272727273)","(4.6, 6.6, 6.278048780487804)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:27.164597,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 41.25)","(4.6, 6.6, 6.278048780487804)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:28.332730,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 41.25)","(4.6, 6.6, 5.34)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:29.574384,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.357142857142857)","(21.0, 75.0, 49.77272727272727)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:30.804744,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 6.15)","(21.0, 75.0, 49.77272727272727)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:32.048997,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 7.4, 6.15)","(21.0, 75.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:33.202036,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 7.4, 6.45)","(21.0, 85.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:34.444367,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.0, 6.45)","(21.0, 85.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:35.633878,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.0, 6.45)","(21.0, 85.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 5.36)"
16-12-2022 13:55:36.752500,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.0, 6.45)","(21.0, 85.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.9)"
16-12-2022 13:55:37.927798,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.0, 7.428571428571429)","(21.0, 85.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.9)"
16-12-2022 13:55:39.210565,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.0, 7.428571428571429)","(21.0, 85.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:40.330520,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.0, 8.255882352941176)","(21.0, 85.0, 44.375)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:41.546781,"(5.0, 8.8, 7.433333333333334)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 8.255882352941176)","(21.0, 85.0, 57.91666666666667)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:42.688904,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.5636363636363635)","(21.0, 85.0, 57.91666666666667)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:43.795613,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.5636363636363635)","(21.0, 85.0, 57.91666666666667)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:44.907672,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 57.91666666666667)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:46.021820,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 57.91666666666667)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:47.143945,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:48.403003,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:49.512252,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:50.655107,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 10.707692307692307)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:51.744423,"(5.0, 9.2, 7.699999999999999)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:52.834454,"(5.0, 9.2, 6.476190476190476)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:53.991181,"(5.0, 9.2, 6.476190476190476)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:55.180660,"(5.0, 9.2, 6.476190476190476)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:56.285402,"(5.0, 9.2, 6.476190476190476)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:57.303955,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:58.361498,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:55:59.379762,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:00.685791,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:02.204431,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.014285714285714)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:03.318618,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.859999999999999)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:04.400087,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.879999999999999)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:05.472620,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.879999999999999)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:06.477596,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.879999999999999)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:07.520021,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.879999999999999)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:08.547187,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.1)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:09.763134,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 5.963157894736842)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:11.023635,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 7.442857142857142)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:12.260212,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.2, 6.66)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:13.561618,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.0, 6.66)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:14.936948,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.0, 6.66)","(21.0, 85.0, 50.33333333333333)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 11.733333333333334)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:16.334656,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.0, 6.66)","(21.0, 85.0, 48.42857142857143)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.0, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:17.436180,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.0, 6.66)","(21.0, 85.0, 48.42857142857143)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:18.640201,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 10.428571428571429)","(9.0, 17.5, 15.014285714285714)","(4.8, 9.0, 6.333333333333333)","(21.0, 85.0, 48.42857142857143)","(4.6, 6.6, 5.3999999999999995)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 4.745454545454546)"
16-12-2022 13:56:19.805017,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 7.433333333333334)","(21.0, 85.0, 48.42857142857143)","(4.6, 6.6, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.7, 5.133333333333333)"
16-12-2022 13:56:20.850430,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.433333333333334)","(21.0, 85.0, 39.18181818181819)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:21.966174,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.433333333333334)","(21.0, 85.0, 39.18181818181819)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:23.190051,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.433333333333334)","(21.0, 85.0, 37.72727272727273)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:24.376126,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.433333333333334)","(21.0, 85.0, 37.72727272727273)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:25.470857,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.433333333333334)","(21.0, 85.0, 37.72727272727273)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:26.610772,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.433333333333334)","(21.0, 85.0, 37.72727272727273)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:27.724826,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.433333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:28.761090,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.844444444444444)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:29.936849,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.844444444444444)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:31.037752,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.844444444444444)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:32.109850,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 7.844444444444444)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:33.227889,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.880000000000001)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:34.367304,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:35.383660,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 12.038888888888888)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:36.465576,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:37.543720,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:38.568509,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:39.600248,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:40.695722,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:41.798121,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 6.133333333333334)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:42.832853,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.8, 7.276190476190477)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:43.902451,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 6.38)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:44.907199,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 6.38)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:45.937761,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 6.38)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
16-12-2022 13:56:46.960507,"(5.0, 9.2, 5.911764705882353)","(7.5, 13.0, 9.666666666666666)","(9.0, 17.5, 15.014285714285714)","(4.8, 8.6, 6.38)","(21.0, 85.0, 38.45454545454545)","(4.6, 6.4, 5.8)","(6.5, 15.5, 13.612121212121213)","(4.0, 5.6, 5.133333333333333)"
