,All Inn Aussie,Kaidee Dixie,Be Good Beach,Miss Billy Cargo,Smokin Ziggy,Japanese Black,Aeroplane Lucy,Pepper Sauce
15-12-2022 15:02:31.928700,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.5)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 40.94444444444444)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:33.003211,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.5)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 40.94444444444444)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:33.997983,"(2.45, 2.96, 2.9)","(4.2, 8.0, 7.5)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 40.94444444444444)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:35.012480,"(2.45, 2.96, 2.8925)","(4.2, 8.0, 7.142857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 40.94444444444444)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:36.116140,"(2.45, 2.96, 2.8925)","(4.2, 8.0, 7.142857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 40.94444444444444)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:37.234699,"(2.45, 2.96, 2.8925)","(4.2, 8.0, 7.142857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 40.94444444444444)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:38.351503,"(2.45, 2.96, 2.8925)","(4.2, 8.0, 7.142857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 40.94444444444444)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:39.448398,"(2.45, 2.96, 2.8925)","(4.2, 8.0, 7.142857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:40.532671,"(2.45, 2.96, 2.8925)","(4.2, 8.0, 7.142857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:41.569532,"(2.45, 2.96, 2.9)","(4.2, 7.8, 7.4)","(16.0, 32.0, 24.0)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:42.647732,"(2.45, 2.96, 2.9)","(4.2, 7.8, 7.4)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:43.685925,"(2.45, 2.96, 2.9)","(4.2, 7.8, 7.4)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:44.753198,"(2.45, 2.96, 2.8925)","(4.2, 7.8, 7.085714285714285)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:45.744333,"(2.45, 2.96, 2.8925)","(4.2, 7.8, 7.085714285714285)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:46.840694,"(2.45, 2.96, 2.9)","(4.2, 7.8, 7.4)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 20.875)"
15-12-2022 15:02:47.950670,"(2.45, 2.96, 2.9)","(4.2, 7.8, 7.4)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 22.0, 21.75)"
15-12-2022 15:02:49.087227,"(2.45, 3.05, 2.95625)","(4.2, 7.8, 7.4)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 21.75)"
15-12-2022 15:02:50.189397,"(2.45, 3.05, 2.94875)","(4.2, 7.8, 6.942857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 21.75)"
15-12-2022 15:02:51.327420,"(2.45, 3.05, 2.94875)","(4.2, 7.8, 6.942857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 21.75)"
15-12-2022 15:02:52.374709,"(2.45, 3.05, 2.94875)","(4.2, 7.8, 6.942857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 21.75)"
15-12-2022 15:02:53.426047,"(2.45, 3.05, 2.94875)","(4.2, 7.8, 6.942857142857142)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 21.75)"
15-12-2022 15:02:54.490204,"(2.45, 3.05, 2.95625)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 21.75)"
15-12-2022 15:02:55.519700,"(2.45, 3.05, 2.95625)","(4.2, 8.2, 7.344444444444444)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 22.0)"
15-12-2022 15:02:56.575720,"(2.45, 3.05, 2.95625)","(4.2, 8.2, 7.344444444444444)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 22.0)"
15-12-2022 15:02:57.579345,"(2.45, 3.05, 2.95625)","(4.2, 8.2, 7.344444444444444)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 22.0)"
15-12-2022 15:02:58.659804,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 7.015384615384615)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 42.035714285714285)","(11.0, 23.0, 22.0)"
15-12-2022 15:02:59.795879,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 7.5)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 44.0, 30.299999999999997)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:00.985321,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.5)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 28.4)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:02.135773,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.5)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:03.251763,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.5)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:04.300927,"(2.45, 3.05, 2.94875)","(4.2, 8.0, 7.0)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:05.332714,"(2.45, 3.05, 2.94875)","(4.2, 8.0, 7.0)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:06.364066,"(2.45, 3.05, 2.94875)","(4.2, 8.0, 7.0)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:07.444509,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.454545454545454)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:08.478629,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.454545454545454)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:09.571640,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.454545454545454)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 27.058823529411764)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:10.666165,"(2.45, 3.05, 2.94875)","(4.2, 8.0, 7.0)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:11.751352,"(2.45, 3.05, 2.94875)","(4.2, 8.0, 7.0)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:12.939724,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.4)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:14.101405,"(2.45, 3.05, 2.95625)","(4.2, 8.0, 7.4)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:15.254909,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:16.392570,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:17.425333,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:18.517317,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:19.626105,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:20.795964,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:21.954810,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.2249999999999996)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:23.093530,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.1374999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:24.191514,"(2.45, 3.05, 2.94875)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.1374999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:25.262836,"(2.45, 3.05, 2.95625)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.4, 3.1625)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 22.0)"
15-12-2022 15:03:26.283743,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:27.399001,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:28.429837,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:29.553249,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:30.585636,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:31.684533,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:32.789134,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:33.969426,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:35.124860,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:36.267330,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:37.405011,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.1399999999999997)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:38.479188,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.35, 3.125)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:39.532015,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:40.645986,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:41.725004,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:42.769916,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:43.759584,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 25.142857142857142)","(11.0, 23.0, 18.25)"
15-12-2022 15:03:44.805578,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 24.615384615384617)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 24.315789473684212)","(11.0, 23.0, 13.833333333333334)"
15-12-2022 15:03:45.929739,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 24.315789473684212)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:47.094553,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 24.315789473684212)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:48.274035,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 24.315789473684212)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:49.402999,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.125)","(16.0, 36.0, 24.315789473684212)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:50.502357,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 22.0)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:51.540867,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 22.875)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:52.526736,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 22.875)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:53.536677,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 22.875)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:54.629111,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 25.8)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:55.687360,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 25.8)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:56.708543,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 25.8)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:57.788836,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 25.8)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:03:58.938179,"(2.45, 3.05, 2.9388888888888887)","(4.2, 8.2, 7.2375)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 25.8)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:04:00.033734,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 25.8)","(11.0, 16.5, 13.833333333333334)"
15-12-2022 15:04:01.165776,"(2.45, 3.05, 2.9299999999999997)","(4.2, 8.2, 6.846153846153846)","(16.0, 32.0, 22.67857142857143)","(16.0, 36.0, 26.1)","(71.0, 440.0, 99.33333333333333)","(2.9, 3.3, 3.1999999999999997)","(16.0, 36.0, 25.8)","(11.0, 16.5, 13.833333333333334)"
