,Thunder Pie,Diversify,Thunder Struck,Eadie,Aston Texan,Caveman,Tinker Dan,Spicy Girl
12-01-2023 10:09:06.228376,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 5.55)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:07.225734,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 5.55)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:08.244625,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 5.4222222222222225)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:09.251099,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.6, 5.4222222222222225)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:10.228042,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.4, 6.1)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:11.180602,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.4, 6.1)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:12.196040,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.4, 6.199999999999999)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:13.252853,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.6, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:14.357152,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:15.406239,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:16.482087,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:17.515285,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:18.564517,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:19.652852,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:20.713979,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:21.753968,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:22.763575,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.119999999999997)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:23.830923,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:24.944819,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:26.008698,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:27.106785,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:28.163474,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:29.136543,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:30.181464,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:31.223769,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:32.306549,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:33.317569,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:34.346805,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:35.355688,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:36.342289,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:37.354890,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:38.329455,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:39.298163,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:40.330112,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:41.381168,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 23.4)","(5.0, 7.8, 6.3)","(13.0, 26.0, 21.333333333333336)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 131.25)"
12-01-2023 10:09:42.476152,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.625)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:43.572277,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.5)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:44.594055,"(6.5, 16.0, 14.08)","(9.0, 18.5, 15.107142857142858)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:45.610631,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:46.701308,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:47.839011,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:48.959778,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:50.027058,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:51.126218,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:52.128382,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:53.195540,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:54.260212,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:55.337187,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:56.353119,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:57.367071,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:58.438783,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:09:59.492770,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:00.587950,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:01.653958,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:02.648165,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:03.623435,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:04.616687,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:05.669327,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:06.711240,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:07.713128,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:08.693959,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:09.727469,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:10.757119,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:11.795249,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:12.761658,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:13.745467,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:14.790010,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:15.971130,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:17.179591,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:18.222577,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:19.250007,"(6.5, 16.0, 14.08)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:20.305909,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:21.462979,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:22.517269,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:23.573251,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:24.545156,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:25.695336,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:26.809273,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:27.841846,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:28.896534,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:29.896274,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:30.883881,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:10:31.907170,"(6.5, 16.0, 9.733333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 26.3)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
