,Ebby Collerson,Levente,Quest For Extra,Court Jester,Local Doll,Wishing You,Miss Blue Fancy,Agera
07-01-2023 09:17:26.790274,"(11.0, 25.0, 22.818181818181817)","(26.0, 50.0, 46.44444444444444)","(1.95, 2.0, 1.9409756097560975)","(21.0, 65.0, 55.5)","(3.9, 7.0, 6.817777777777778)","(4.8, 6.4, 6.202857142857143)","(14.0, 15.0, 14.071428571428571)","(15.0, 26.0, 24.727272727272727)"
07-01-2023 09:17:27.908559,"(11.0, 29.0, 24.1)","(26.0, 50.0, 46.0)","(1.95, 1.9, 1.896923076923077)","(21.0, 65.0, 49.0)","(3.9, 7.2, 6.4363636363636365)","(4.8, 6.4, 5.772727272727273)","(14.0, 15.0, 14.052631578947368)","(15.0, 28.0, 23.846153846153847)"
07-01-2023 09:17:29.027615,"(11.0, 29.0, 24.1)","(26.0, 50.0, 48.72727272727273)","(1.95, 1.94, 1.9175)","(21.0, 70.0, 49.0)","(3.9, 7.2, 7.017391304347826)","(4.8, 6.4, 5.772727272727273)","(14.0, 15.0, 14.142857142857142)","(15.0, 28.0, 25.428571428571427)"
07-01-2023 09:17:30.071275,"(11.0, 28.0, 24.666666666666668)","(26.0, 50.0, 48.833333333333336)","(1.95, 1.94, 1.9354545454545453)","(21.0, 70.0, 49.0)","(3.9, 7.2, 7.017391304347826)","(4.8, 6.4, 6.032)","(14.0, 15.0, 14.2)","(15.0, 28.0, 24.57142857142857)"
07-01-2023 09:17:31.091965,"(11.0, 28.0, 23.714285714285715)","(26.0, 50.0, 49.0)","(1.95, 1.91, 1.9049999999999998)","(21.0, 70.0, 55.33333333333333)","(3.9, 7.2, 7.009090909090909)","(4.8, 6.4, 6.027027027027027)","(14.0, 15.0, 14.454545454545455)","(15.0, 28.0, 25.5)"
07-01-2023 09:17:32.105630,"(11.0, 29.0, 28.142857142857142)","(26.0, 50.0, 49.0)","(1.95, 1.94, 1.92)","(21.0, 70.0, 53.2)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 6.027027027027027)","(14.0, 15.0, 14.454545454545455)","(15.0, 28.0, 24.923076923076923)"
07-01-2023 09:17:33.089309,"(11.0, 29.0, 28.142857142857142)","(26.0, 50.0, 49.0)","(1.95, 1.94, 1.929090909090909)","(21.0, 70.0, 58.0)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 6.284172661870504)","(14.0, 15.0, 14.454545454545455)","(15.0, 28.0, 24.923076923076923)"
07-01-2023 09:17:34.056113,"(11.0, 29.0, 28.25)","(26.0, 50.0, 49.0)","(1.95, 1.94, 1.933076923076923)","(21.0, 70.0, 51.333333333333336)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 6.284172661870504)","(14.0, 15.0, 14.454545454545455)","(15.0, 28.0, 24.923076923076923)"
07-01-2023 09:17:35.058071,"(11.0, 29.0, 28.25)","(26.0, 50.0, 49.0)","(1.95, 1.94, 1.934705882352941)","(21.0, 70.0, 51.333333333333336)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 5.825)","(14.0, 15.0, 14.454545454545455)","(15.0, 28.0, 26.333333333333332)"
07-01-2023 09:17:36.110632,"(11.0, 29.0, 28.25)","(26.0, 50.0, 49.0)","(1.95, 1.94, 1.934375)","(21.0, 70.0, 58.0)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 5.825)","(14.0, 15.0, 14.454545454545455)","(15.0, 27.0, 26.333333333333332)"
07-01-2023 09:17:37.152097,"(11.0, 29.0, 28.25)","(26.0, 50.0, 48.285714285714285)","(1.95, 1.94, 1.934375)","(21.0, 70.0, 51.333333333333336)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 6.27962962962963)","(14.0, 15.0, 14.454545454545455)","(15.0, 27.0, 26.5)"
07-01-2023 09:17:38.223403,"(11.0, 29.0, 28.25)","(26.0, 50.0, 48.285714285714285)","(1.95, 1.94, 1.92)","(21.0, 70.0, 51.333333333333336)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 6.275)","(14.0, 15.0, 14.454545454545455)","(15.0, 27.0, 26.5)"
07-01-2023 09:17:39.314414,"(11.0, 29.0, 27.2)","(26.0, 50.0, 48.285714285714285)","(1.95, 1.94, 1.92)","(21.0, 70.0, 51.333333333333336)","(3.9, 7.2, 7.0095238095238095)","(4.8, 6.4, 6.075)","(14.0, 15.0, 14.2)","(15.0, 27.0, 26.5)"
07-01-2023 09:17:40.491252,"(11.0, 29.0, 27.2)","(26.0, 50.0, 49.0)","(1.95, 1.94, 1.935813953488372)","(21.0, 70.0, 61.89473684210526)","(3.9, 7.2, 7.025)","(4.8, 6.4, 6.103703703703704)","(14.0, 15.0, 14.2)","(15.0, 27.0, 26.5)"
07-01-2023 09:17:41.679833,"(11.0, 29.0, 26.0)","(26.0, 50.0, 49.45454545454545)","(1.95, 1.94, 1.9275)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.2, 7.2)","(4.8, 6.4, 6.15609756097561)","(14.0, 15.0, 14.1)","(15.0, 27.0, 24.866666666666667)"
07-01-2023 09:17:42.814045,"(11.0, 28.0, 25.083333333333332)","(26.0, 50.0, 49.45454545454545)","(1.95, 1.94, 1.9331818181818181)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.4, 7.375)","(4.8, 6.4, 6.3545454545454545)","(14.0, 15.0, 15.75)","(15.0, 27.0, 24.473684210526315)"
07-01-2023 09:17:44.048883,"(11.0, 28.0, 24.666666666666668)","(26.0, 46.0, 40.666666666666664)","(1.95, 1.94, 1.9266666666666665)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.6, 7.230769230769231)","(4.8, 6.6, 6.2250000000000005)","(14.0, 18.0, 15.133333333333333)","(15.0, 27.0, 24.473684210526315)"
07-01-2023 09:17:45.468468,"(11.0, 29.0, 25.307692307692307)","(26.0, 46.0, 40.285714285714285)","(1.95, 1.94, 1.92125)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.6, 7.375)","(4.8, 6.4, 6.184615384615385)","(14.0, 17.0, 16.0)","(15.0, 27.0, 24.473684210526315)"
07-01-2023 09:17:46.795388,"(11.0, 29.0, 24.41176470588235)","(26.0, 46.0, 40.285714285714285)","(1.95, 1.94, 1.936)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.6, 7.375)","(4.8, 6.4, 6.184615384615385)","(14.0, 17.0, 14.681818181818182)","(15.0, 27.0, 24.473684210526315)"
07-01-2023 09:17:48.036246,"(11.0, 29.0, 24.41176470588235)","(26.0, 46.0, 40.285714285714285)","(1.95, 1.94, 1.9573333333333334)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.6, 7.317647058823529)","(4.8, 6.4, 6.12)","(14.0, 16.5, 14.681818181818182)","(15.0, 27.0, 25.0)"
07-01-2023 09:17:49.340215,"(11.0, 29.0, 27.8)","(26.0, 46.0, 42.8)","(1.95, 1.96, 1.9655555555555555)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.6, 7.317647058823529)","(4.8, 6.4, 6.027586206896552)","(14.0, 16.5, 14.681818181818182)","(15.0, 26.0, 25.0)"
07-01-2023 09:17:50.562582,"(11.0, 29.0, 27.8)","(26.0, 44.0, 42.8)","(1.95, 1.97, 1.9668181818181818)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.6, 7.317647058823529)","(4.8, 6.2, 6.050000000000001)","(14.0, 16.5, 15.225)","(15.0, 26.0, 25.555555555555557)"
07-01-2023 09:17:51.732640,"(11.0, 29.0, 27.8)","(26.0, 44.0, 42.8)","(1.95, 1.97, 1.9754545454545454)","(21.0, 70.0, 63.58333333333333)","(3.9, 7.6, 7.317647058823529)","(4.8, 6.2, 6.050000000000001)","(14.0, 16.5, 15.204545454545455)","(15.0, 26.0, 25.555555555555557)"
07-01-2023 09:17:52.971252,"(13.0, 29.0, 27.8)","(26.0, 44.0, 42.8)","(1.8, 1.98, 1.9754545454545454)","(26.0, 70.0, 63.58333333333333)","(4.4, 7.6, 7.317647058823529)","(4.8, 6.2, 6.050000000000001)","(13.0, 16.5, 15.204545454545455)","(17.0, 26.0, 25.555555555555557)"
07-01-2023 09:17:54.157649,"(13.0, 30.0, 25.545454545454547)","(26.0, 44.0, 42.8)","(1.8, 1.98, 1.975)","(26.0, 70.0, 62.96)","(4.4, 7.6, 7.266666666666667)","(4.8, 6.4, 6.385074626865672)","(13.0, 16.5, 15.204545454545455)","(17.0, 23.0, 22.833333333333332)"
07-01-2023 09:17:55.248423,"(13.0, 30.0, 25.57894736842105)","(26.0, 44.0, 42.8)","(1.8, 1.98, 1.9744444444444444)","(26.0, 70.0, 62.96)","(4.4, 7.6, 7.171428571428572)","(4.8, 6.4, 6.356164383561644)","(13.0, 16.5, 15.157894736842104)","(17.0, 23.0, 22.833333333333332)"
07-01-2023 09:17:56.329316,"(15.0, 30.0, 25.57894736842105)","(26.0, 44.0, 42.8)","(1.8, 1.98, 1.9798655913978493)","(26.0, 70.0, 62.96)","(4.4, 7.4, 7.342857142857143)","(4.8, 6.4, 6.370588235294118)","(13.0, 16.5, 15.157894736842104)","(17.0, 23.0, 22.75)"
07-01-2023 09:17:57.445726,"(15.0, 30.0, 25.57894736842105)","(26.0, 44.0, 40.0)","(1.8, 1.98, 1.9849999999999999)","(26.0, 70.0, 60.89655172413793)","(4.4, 7.0, 6.885714285714286)","(4.8, 6.4, 6.373333333333334)","(13.0, 16.5, 15.285714285714286)","(17.0, 23.0, 22.75)"
07-01-2023 09:17:58.711012,"(15.0, 30.0, 25.545454545454547)","(26.0, 44.0, 40.0)","(1.8, 1.99, 1.9822857142857142)","(26.0, 70.0, 60.89655172413793)","(4.4, 7.0, 6.851851851851852)","(4.8, 6.4, 6.335849056603774)","(13.0, 16.5, 15.285714285714286)","(17.0, 23.0, 25.583333333333336)"
07-01-2023 09:17:59.856240,"(15.0, 30.0, 26.5)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.98231884057971)","(26.0, 70.0, 61.2)","(4.4, 7.0, 6.684210526315789)","(4.8, 6.4, 6.335849056603774)","(13.0, 16.5, 15.285714285714286)","(17.0, 26.0, 23.61904761904762)"
07-01-2023 09:18:00.974198,"(15.0, 30.0, 26.0)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.98231884057971)","(26.0, 70.0, 61.2)","(4.4, 7.0, 6.866666666666667)","(4.8, 6.4, 6.345161290322581)","(13.0, 16.5, 15.285714285714286)","(17.0, 26.0, 23.61904761904762)"
07-01-2023 09:18:02.083345,"(15.0, 30.0, 26.0)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.98231884057971)","(26.0, 70.0, 61.2)","(4.4, 7.0, 6.866666666666667)","(4.8, 6.4, 6.345161290322581)","(13.0, 16.5, 15.285714285714286)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:03.129672,"(15.0, 30.0, 25.714285714285715)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.98231884057971)","(26.0, 70.0, 61.2)","(4.4, 7.0, 6.765217391304348)","(4.8, 6.4, 6.308108108108108)","(13.0, 16.5, 15.285714285714286)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:04.129091,"(15.0, 30.0, 25.263157894736842)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.9821897810218978)","(26.0, 70.0, 61.2)","(4.4, 7.0, 6.866666666666666)","(4.8, 6.4, 6.308108108108108)","(13.0, 16.5, 15.391304347826086)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:05.121654,"(15.0, 30.0, 25.263157894736842)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.990261780104712)","(26.0, 70.0, 61.2)","(4.4, 7.0, 6.82)","(4.8, 6.4, 6.274074074074075)","(13.0, 16.5, 15.4375)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:06.128657,"(15.0, 30.0, 25.142857142857142)","(26.0, 44.0, 40.0)","(1.8, 1.98, 1.9793818181818181)","(26.0, 70.0, 61.2)","(4.4, 7.0, 6.8933333333333335)","(4.8, 6.4, 6.0606060606060606)","(13.0, 16.5, 15.48)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:07.183192,"(15.0, 30.0, 25.263157894736842)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.9845)","(26.0, 70.0, 63.84)","(4.4, 7.0, 6.82)","(4.8, 6.2, 6.0606060606060606)","(13.0, 16.5, 15.48)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:08.301413,"(15.0, 30.0, 25.0)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.9845)","(26.0, 70.0, 63.84)","(4.4, 7.0, 6.8933333333333335)","(4.8, 6.2, 6.016)","(13.0, 16.5, 15.4375)","(17.0, 26.0, 23.727272727272727)"
07-01-2023 09:18:09.399592,"(15.0, 30.0, 26.0)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.9845)","(26.0, 70.0, 63.84)","(4.4, 7.0, 6.8933333333333335)","(4.8, 6.2, 6.016)","(13.0, 16.5, 15.4375)","(17.0, 26.0, 23.727272727272727)"
07-01-2023 09:18:10.510191,"(15.0, 30.0, 24.545454545454547)","(26.0, 44.0, 40.0)","(1.8, 2.0, 1.9848)","(26.0, 70.0, 66.85714285714286)","(4.4, 7.0, 6.84)","(4.8, 6.2, 6.014285714285714)","(13.0, 16.5, 15.4375)","(17.0, 26.0, 23.727272727272727)"
07-01-2023 09:18:11.652774,"(15.0, 30.0, 24.5)","(26.0, 44.0, 40.0)","(1.8, 2.0, 2.019061728395062)","(26.0, 70.0, 66.85714285714286)","(4.4, 7.0, 6.84)","(4.8, 6.2, 6.0473684210526315)","(13.0, 16.5, 15.4375)","(17.0, 26.0, 23.727272727272727)"
07-01-2023 09:18:12.866296,"(15.0, 29.0, 26.5)","(26.0, 44.0, 40.0)","(1.8, 2.02, 2.0283333333333333)","(26.0, 70.0, 65.21739130434783)","(4.4, 7.0, 6.825)","(4.8, 6.2, 5.992857142857143)","(13.0, 16.5, 15.285714285714286)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:14.017385,"(15.0, 29.0, 25.666666666666668)","(26.0, 44.0, 39.63636363636363)","(1.8, 2.04, 2.0373684210526317)","(26.0, 70.0, 63.888888888888886)","(4.4, 7.0, 6.866666666666666)","(4.8, 6.2, 5.65)","(13.0, 16.5, 15.285714285714286)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:15.192173,"(15.0, 30.0, 24.6)","(26.0, 44.0, 47.06666666666666)","(1.8, 2.04, 2.0373684210526317)","(26.0, 70.0, 63.888888888888886)","(4.4, 7.0, 6.9)","(4.8, 5.7, 5.5875)","(13.0, 16.5, 15.225)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:16.313087,"(15.0, 30.0, 24.6)","(26.0, 55.0, 47.06666666666666)","(1.8, 2.04, 2.036551724137931)","(26.0, 70.0, 63.888888888888886)","(4.4, 7.0, 6.823529411764706)","(4.8, 5.7, 5.473333333333334)","(13.0, 16.5, 15.225)","(17.0, 26.0, 23.5)"
07-01-2023 09:18:17.499103,"(15.0, 30.0, 24.6)","(26.0, 55.0, 44.75)","(1.8, 2.04, 2.036551724137931)","(26.0, 70.0, 63.888888888888886)","(4.4, 7.2, 6.926315789473684)","(4.8, 5.5, 5.539285714285715)","(13.0, 16.5, 15.236842105263158)","(17.0, 26.0, 22.428571428571427)"
07-01-2023 09:18:18.726498,"(15.0, 30.0, 24.6)","(26.0, 50.0, 43.68421052631579)","(1.8, 2.04, 2.036551724137931)","(26.0, 70.0, 63.888888888888886)","(4.4, 7.0, 6.966666666666667)","(4.8, 5.7, 5.538461538461538)","(13.0, 16.5, 15.236842105263158)","(17.0, 24.0, 22.428571428571427)"
07-01-2023 09:18:19.990288,"(15.0, 30.0, 24.842105263157894)","(26.0, 50.0, 41.42857142857143)","(1.8, 2.04, 2.036551724137931)","(26.0, 70.0, 63.888888888888886)","(4.4, 7.0, 6.933333333333334)","(4.8, 5.7, 5.58)","(12.0, 16.5, 15.236842105263158)","(16.0, 24.0, 22.428571428571427)"
07-01-2023 09:18:21.260923,"(16.0, 30.0, 24.842105263157894)","(26.0, 50.0, 41.42857142857143)","(1.8, 2.04, 2.0377272727272726)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.2, 7.019047619047619)","(4.8, 5.7, 5.58)","(12.0, 16.5, 15.236842105263158)","(16.0, 24.0, 22.428571428571427)"
07-01-2023 09:18:22.656524,"(16.0, 30.0, 24.555555555555557)","(26.0, 50.0, 43.68421052631579)","(1.8, 2.04, 2.0379591836734696)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.2, 6.829629629629629)","(4.8, 5.7, 5.58)","(12.0, 16.5, 15.236842105263158)","(16.0, 24.0, 22.428571428571427)"
07-01-2023 09:18:23.817663,"(16.0, 30.0, 24.555555555555557)","(26.0, 50.0, 43.68421052631579)","(1.8, 2.04, 2.0379591836734696)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.2, 6.699999999999999)","(4.8, 5.7, 5.58)","(12.0, 16.5, 15.236842105263158)","(16.0, 24.0, 22.11111111111111)"
07-01-2023 09:18:24.920927,"(16.0, 30.0, 25.8)","(26.0, 50.0, 43.75)","(1.8, 2.06, 2.047076923076923)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.2, 6.699999999999999)","(4.8, 5.7, 5.58)","(12.0, 16.5, 15.236842105263158)","(16.0, 23.0, 22.428571428571427)"
07-01-2023 09:18:26.103244,"(16.0, 30.0, 26.0)","(26.0, 50.0, 45.0)","(1.8, 2.08, 2.072093023255814)","(31.0, 70.0, 64.21052631578948)","(4.8, 7.2, 6.777777777777778)","(4.8, 5.7, 5.617948717948718)","(12.0, 16.5, 15.236842105263158)","(16.0, 23.0, 21.76923076923077)"
07-01-2023 09:18:27.219146,"(16.0, 30.0, 26.0)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.08, 2.064186046511628)","(31.0, 70.0, 64.21052631578948)","(4.8, 7.0, 6.777777777777778)","(4.8, 5.7, 5.6454545454545455)","(12.0, 16.5, 15.236842105263158)","(16.0, 23.0, 22.0)"
07-01-2023 09:18:28.314544,"(16.0, 30.0, 26.0)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.06, 2.0414634146341464)","(31.0, 70.0, 64.21052631578948)","(4.8, 7.0, 6.714285714285714)","(4.8, 5.7, 5.652)","(12.0, 16.5, 15.236842105263158)","(16.0, 23.0, 22.071428571428573)"
07-01-2023 09:18:29.369357,"(16.0, 30.0, 26.0)","(26.0, 50.0, 45.0)","(1.8, 2.06, 2.0414634146341464)","(31.0, 70.0, 64.21052631578948)","(4.8, 7.0, 6.777777777777778)","(4.8, 5.7, 5.6647058823529415)","(12.0, 16.5, 15.642857142857142)","(16.0, 24.0, 22.5)"
07-01-2023 09:18:30.358047,"(16.0, 30.0, 25.714285714285715)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.06, 2.042)","(31.0, 70.0, 64.21052631578948)","(4.8, 7.0, 6.777777777777778)","(4.8, 5.7, 5.6647058823529415)","(12.0, 16.5, 15.555555555555555)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:31.346572,"(16.0, 30.0, 26.05263157894737)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.1, 2.0939568345323742)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.0, 6.866666666666666)","(4.8, 5.7, 5.6647058823529415)","(12.0, 16.0, 15.612903225806452)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:32.349107,"(16.0, 29.0, 27.666666666666668)","(26.0, 50.0, 45.0)","(1.8, 2.1, 2.0931891891891894)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.0, 6.736)","(4.8, 5.7, 5.6692307692307695)","(12.0, 16.0, 15.5)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:33.356073,"(16.0, 29.0, 27.666666666666668)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.1, 2.0931521739130434)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.0, 6.736)","(4.8, 5.7, 5.6692307692307695)","(12.0, 16.0, 15.5)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:34.418122,"(16.0, 29.0, 27.666666666666668)","(26.0, 50.0, 45.0)","(1.8, 2.1, 2.0931147540983606)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.0, 6.7)","(4.8, 5.7, 5.556521739130435)","(12.0, 15.5, 15.018518518518519)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:35.499290,"(16.0, 29.0, 27.666666666666668)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.1, 2.087169811320755)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.0, 6.7)","(4.8, 5.7, 5.464285714285714)","(12.0, 15.5, 14.875)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:36.534687,"(16.0, 29.0, 28.285714285714285)","(26.0, 50.0, 45.0)","(1.8, 2.1, 2.087169811320755)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.0, 6.7)","(4.8, 5.7, 5.516666666666667)","(12.0, 15.5, 14.846153846153847)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:37.615080,"(16.0, 29.0, 27.214285714285715)","(26.0, 50.0, 45.0)","(1.8, 2.1, 2.0921311475409836)","(31.0, 70.0, 63.888888888888886)","(4.8, 7.0, 6.662068965517242)","(4.8, 5.6, 5.457142857142857)","(12.0, 15.5, 15.4)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:38.666529,"(16.0, 29.0, 27.0)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.1, 2.0882926829268293)","(31.0, 70.0, 63.888888888888886)","(4.8, 6.8, 6.662068965517242)","(4.8, 5.6, 5.516666666666667)","(12.0, 15.5, 15.4)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:39.686989,"(16.0, 29.0, 28.545454545454547)","(26.0, 50.0, 45.0)","(1.8, 2.1, 2.0851515151515154)","(31.0, 70.0, 63.888888888888886)","(4.8, 6.8, 6.694736842105263)","(4.8, 5.6, 5.551612903225806)","(12.0, 15.5, 15.4)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:40.727760,"(16.0, 29.0, 27.0)","(26.0, 50.0, 43.333333333333336)","(1.8, 2.1, 2.0851515151515154)","(31.0, 70.0, 63.888888888888886)","(4.8, 6.8, 6.687179487179487)","(4.8, 5.6, 5.872093023255815)","(12.0, 15.5, 15.4)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:41.754702,"(16.0, 29.0, 25.285714285714285)","(26.0, 50.0, 45.0)","(1.8, 2.08, 2.078466257668712)","(31.0, 70.0, 58.888888888888886)","(4.8, 6.8, 6.653333333333333)","(4.8, 5.9, 5.928571428571429)","(12.0, 15.5, 15.40909090909091)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:42.837610,"(17.0, 29.0, 25.285714285714285)","(26.0, 50.0, 45.55555555555556)","(1.8, 2.08, 2.079673202614379)","(31.0, 70.0, 63.75)","(4.8, 6.8, 6.704)","(4.8, 6.0, 5.955555555555556)","(12.0, 15.5, 15.40909090909091)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:43.920959,"(17.0, 29.0, 25.285714285714285)","(26.0, 50.0, 45.55555555555556)","(1.8, 2.08, 2.079673202614379)","(31.0, 70.0, 63.75)","(4.8, 6.8, 6.78)","(4.8, 6.2, 5.928571428571429)","(12.0, 15.5, 15.40909090909091)","(16.0, 24.0, 22.0)"
07-01-2023 09:18:45.106928,"(18.0, 29.0, 27.0)","(31.0, 50.0, 45.55555555555556)","(1.8, 2.08, 2.079673202614379)","(31.0, 70.0, 55.714285714285715)","(5.0, 6.8, 6.78)","(4.8, 6.0, 5.947368421052632)","(12.0, 15.5, 14.875)","(17.0, 24.0, 21.5)"
07-01-2023 09:18:46.268500,"(18.0, 29.0, 27.0)","(31.0, 50.0, 45.55555555555556)","(1.8, 2.08, 2.0795454545454546)","(31.0, 70.0, 63.33333333333333)","(5.0, 6.8, 6.730434782608696)","(4.8, 6.0, 5.947368421052632)","(12.0, 15.0, 14.875)","(17.0, 24.0, 21.5)"
07-01-2023 09:18:47.457070,"(18.0, 29.0, 27.0)","(31.0, 50.0, 45.55555555555556)","(1.8, 2.08, 2.0946974063400576)","(31.0, 70.0, 57.5)","(5.0, 6.8, 5.994736842105263)","(4.8, 6.0, 5.947368421052632)","(12.0, 15.0, 14.9)","(17.0, 24.0, 21.5)"
07-01-2023 09:18:48.592794,"(18.0, 30.0, 27.5)","(31.0, 50.0, 45.55555555555556)","(1.8, 2.1, 2.0907692307692307)","(31.0, 70.0, 62.30769230769231)","(5.0, 6.0, 6.368421052631579)","(4.8, 6.0, 6.12)","(12.0, 15.0, 15.375)","(17.0, 24.0, 21.5)"
07-01-2023 09:18:49.628392,"(18.0, 30.0, 25.294117647058822)","(31.0, 50.0, 45.55555555555556)","(1.8, 2.1, 2.0907692307692307)","(31.0, 70.0, 63.75)","(5.0, 6.6, 6.4624999999999995)","(4.8, 6.2, 6.054545454545455)","(12.0, 16.0, 15.375)","(17.0, 24.0, 21.5)"
07-01-2023 09:18:50.709298,"(18.0, 30.0, 25.294117647058822)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.086136363636364)","(31.0, 70.0, 63.75)","(5.0, 6.6, 6.3500000000000005)","(4.8, 6.2, 6.093333333333334)","(12.0, 16.0, 15.15625)","(17.0, 24.0, 22.857142857142858)"
07-01-2023 09:18:51.806411,"(18.0, 30.0, 25.217391304347824)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.086136363636364)","(31.0, 70.0, 63.75)","(5.0, 6.4, 6.3500000000000005)","(4.8, 6.2, 6.093333333333334)","(12.0, 16.0, 15.25)","(17.0, 23.0, 22.833333333333332)"
07-01-2023 09:18:52.933105,"(18.0, 30.0, 25.227272727272727)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.089818181818182)","(31.0, 70.0, 57.5)","(5.0, 6.4, 6.3235294117647065)","(4.8, 6.2, 6.129411764705883)","(12.0, 16.0, 15.25)","(17.0, 23.0, 22.857142857142858)"
07-01-2023 09:18:53.950502,"(18.0, 30.0, 25.8)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.089818181818182)","(31.0, 70.0, 57.5)","(5.0, 6.4, 6.331250000000001)","(4.8, 6.2, 6.129411764705883)","(12.0, 16.0, 15.25)","(17.0, 23.0, 22.857142857142858)"
07-01-2023 09:18:54.971211,"(18.0, 30.0, 25.8)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.089818181818182)","(31.0, 70.0, 63.75)","(5.0, 6.4, 6.331250000000001)","(4.8, 6.2, 6.129411764705883)","(12.0, 16.0, 15.25)","(17.0, 23.0, 22.857142857142858)"
07-01-2023 09:18:56.053196,"(18.0, 30.0, 25.8)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.086835443037975)","(31.0, 70.0, 63.75)","(5.0, 6.4, 6.331250000000001)","(4.8, 6.2, 6.129411764705883)","(12.0, 16.0, 15.15625)","(17.0, 23.0, 22.857142857142858)"
07-01-2023 09:18:57.088547,"(18.0, 30.0, 25.8)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.086835443037975)","(31.0, 70.0, 63.75)","(5.0, 6.4, 6.466666666666667)","(4.8, 6.2, 6.1571428571428575)","(12.0, 16.0, 15.25)","(17.0, 23.0, 22.857142857142858)"
07-01-2023 09:18:58.125679,"(18.0, 30.0, 25.741935483870968)","(31.0, 50.0, 45.84615384615385)","(1.8, 2.1, 2.0809375)","(31.0, 70.0, 63.75)","(5.0, 6.6, 6.466666666666667)","(4.8, 6.2, 6.1571428571428575)","(12.0, 16.0, 15.25)","(17.0, 23.0, 22.857142857142858)"
