,Ferocious George,Jiminy Terror,Sick Bubblegum,Black Danger,Kubota Girl,Mighty Night,Miss Piccolo,Buckle Up Rigel
265,"[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 38, 511127), 4.8, 11.0]"
266,"[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 706721), 4.8, 11.0]"
267,"[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 890154), 4.8, 11.0]"
268,"[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 42, 90195), 4.8, 11.0]"
269,"[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 286419), 4.8, 11.0]"
270,"[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 542198), 4.8, 11.0]"
271,"[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 764950), 4.8, 11.0]"
272,"[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 46, 948961), 4.8, 11.0]"
273,"[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 119975), 4.8, 11.0]"
274,"[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 255011), 4.8, 11.0]"
275,"[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 442355), 4.8, 11.0]"
276,"[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 51, 596148), 4.8, 11.0]"
277,"[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 796825), 4.8, 11.0]"
278,"[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 53, 935032), 4.8, 11.0]"
279,"[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 55, 100889), 4.8, 11.0]"
280,"[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 56, 277293), 4.8, 11.0]"
281,"[datetime.datetime(2022, 11, 28, 18, 3, 57, 459012), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 57, 459012), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 57, 459012), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 57, 459012), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 57, 460011), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 57, 460011), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 57, 460011), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 57, 460011), 4.8, 11.0]"
282,"[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 58, 665132), 4.8, 11.0]"
283,"[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 3, 59, 848747), 4.8, 11.0]"
284,"[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 1, 22230), 4.8, 11.0]"
285,"[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 2, 164128), 4.8, 11.0]"
286,"[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 3, 336782), 4.8, 11.0]"
287,"[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 4, 485390), 4.8, 11.0]"
288,"[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 5, 664248), 4.8, 11.0]"
289,"[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 6, 847730), 4.8, 11.0]"
290,"[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 8, 34821), 4.8, 11.0]"
291,"[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 9, 529338), 4.8, 11.0]"
292,"[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 10, 718570), 4.8, 11.0]"
293,"[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 11, 961708), 4.8, 11.0]"
294,"[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 13, 136621), 4.8, 11.0]"
295,"[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 14, 336764), 4.8, 11.0]"
296,"[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 15, 504844), 4.8, 11.0]"
297,"[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 16, 728707), 4.8, 11.0]"
298,"[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 17, 930988), 4.8, 11.0]"
299,"[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 19, 122890), 4.8, 11.0]"
300,"[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 20, 273910), 4.8, 11.0]"
301,"[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 21, 486684), 4.8, 11.0]"
302,"[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 22, 664524), 4.8, 11.0]"
303,"[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 23, 815926), 4.8, 11.0]"
304,"[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 3.1, 3.6]","[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 31.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 18, 4, 24, 959993), 4.8, 11.0]"
