,List Of Secrets,General Payton,Devon Lass,Magic Lies,Top Faith,Furious Angel,Jax
05-01-2023 15:54:57.619787,"(5.5, 9.2, 7.966666666666667)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:54:58.671783,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:54:59.785868,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:00.828186,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:01.957437,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:03.051693,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:04.193744,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:05.357484,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:06.632516,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:07.960510,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:09.006646,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:10.216835,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.5238095238095237)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:11.337631,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.6142857142857143)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:12.459997,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.6142857142857143)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:13.558096,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.74)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:14.557443,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.74)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:15.632192,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.74)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:16.717897,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 3.74)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:17.827326,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.550000000000001)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:18.858925,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:19.887874,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:21.035537,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:22.113986,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:23.207339,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:24.311737,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:25.297638,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:26.332714,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:27.350968,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:28.413036,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:29.463053,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:30.484515,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:31.496398,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:32.498460,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:33.570449,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 205.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:34.629583,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 170.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:35.634750,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 170.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:36.700350,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:37.698931,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:38.711048,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:39.691222,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:40.640233,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.46)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:41.675082,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:42.668869,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:43.671085,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:44.635857,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:45.615759,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 162.0)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:46.657780,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:47.660554,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:48.714675,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:49.706520,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:50.748019,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:51.809096,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:52.841570,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:53.914163,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:54.869915,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:55.848598,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:56.831138,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:57.871354,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:58.909969,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:55:59.820680,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:00.829671,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:01.921532,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:02.967324,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:04.010836,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:04.980123,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.24)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:06.012401,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 11.649999999999999)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.7, 4.199999999999999)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.12)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:07.000356,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.25)","(3.1, 3.3, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:08.002844,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:09.014623,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:09.960314,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.517857142857142)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:10.911800,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.4624999999999995)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:11.861095,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.4624999999999995)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:12.889817,"(5.5, 9.6, 8.233333333333333)","(6.0, 16.5, 10.53076923076923)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:13.918861,"(5.5, 9.6, 8.366666666666667)","(6.0, 16.5, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 8.5)"
05-01-2023 15:56:14.969630,"(5.5, 9.8, 8.366666666666667)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 8.5)"
05-01-2023 15:56:15.958149,"(5.5, 9.8, 8.366666666666667)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 8.5)"
05-01-2023 15:56:16.969362,"(5.5, 9.8, 8.366666666666667)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:18.029760,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:19.111655,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:20.107525,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:21.131986,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:22.176112,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:23.094093,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:24.120900,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:25.143825,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:26.118354,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:27.074812,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:28.038098,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:29.227942,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:30.248507,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:31.300387,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:32.263550,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:33.137220,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:34.147709,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
05-01-2023 15:56:35.194150,"(5.5, 9.8, 6.728571428571429)","(6.0, 11.0, 10.3)","(81.0, 230.0, 181.42857142857142)","(3.0, 4.6, 4.38)","(7.5, 14.5, 11.25)","(3.1, 3.25, 3.1214285714285714)","(5.5, 9.8, 7.014285714285714)"
