,Emiko,Chief Bronie,Not Today,Zulu Boy,Casual Glance,Sketchy Zara,Fernandos Gal,Murphey
05-01-2023 14:33:13.524889,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.2, 7.958620689655172)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5911439114391144)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 48.666666666666664)","(6.0, 9.6, 8.433333333333334)"
05-01-2023 14:33:14.749916,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.2, 7.7333333333333325)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5911439114391144)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 56.285714285714285)","(6.0, 9.6, 8.433333333333334)"
05-01-2023 14:33:16.031987,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.2, 7.7333333333333325)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5911439114391144)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 56.758620689655174)","(6.0, 9.6, 8.433333333333334)"
05-01-2023 14:33:17.206584,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.2, 7.793103448275862)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5911439114391144)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 55.6)","(6.0, 9.6, 8.7)"
05-01-2023 14:33:18.510672,"(6.0, 17.0, 16.25)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.793103448275862)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5909774436090227)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 55.6)","(6.0, 9.4, 8.318181818181818)"
05-01-2023 14:33:20.053845,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.793103448275862)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5948660714285716)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 55.6)","(6.0, 9.4, 8.899999999999999)"
05-01-2023 14:33:21.278219,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.793103448275862)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5946666666666667)","(51.0, 110.0, 88.0)","(19.0, 70.0, 55.6)","(6.0, 9.2, 8.2)"
05-01-2023 14:33:22.525395,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5946666666666667)","(51.0, 90.0, 88.0)","(19.0, 70.0, 55.6)","(6.0, 9.2, 8.2)"
05-01-2023 14:33:23.889450,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5945701357466064)","(51.0, 90.0, 88.0)","(19.0, 70.0, 59.5)","(6.0, 9.2, 8.375)"
05-01-2023 14:33:25.328164,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5945701357466064)","(51.0, 90.0, 88.0)","(19.0, 70.0, 59.5)","(6.0, 9.0, 8.375)"
05-01-2023 14:33:26.601699,"(6.0, 17.0, 16.75)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 85.4)","(1.45, 1.6, 1.5945454545454547)","(51.0, 90.0, 88.0)","(19.0, 70.0, 59.5)","(6.0, 9.0, 8.375)"
05-01-2023 14:33:27.907533,"(6.0, 17.0, 16.333333333333332)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 82.70833333333333)","(1.45, 1.6, 1.5955140186915888)","(51.0, 90.0, 88.0)","(19.0, 70.0, 59.5)","(6.0, 9.0, 8.375)"
05-01-2023 14:33:29.226921,"(6.0, 16.5, 18.0)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 84.61538461538461)","(1.45, 1.6, 1.585)","(51.0, 90.0, 88.0)","(19.0, 70.0, 57.72727272727273)","(6.0, 9.0, 8.375)"
05-01-2023 14:33:30.448807,"(6.0, 19.5, 18.0)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 84.61538461538461)","(1.45, 1.61, 1.5575)","(51.0, 90.0, 88.0)","(19.0, 70.0, 57.72727272727273)","(6.0, 9.0, 8.899999999999999)"
05-01-2023 14:33:31.674625,"(6.0, 19.5, 17.346153846153847)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.8)","(31.0, 150.0, 85.4)","(1.45, 1.61, 1.5575)","(51.0, 90.0, 88.0)","(19.0, 70.0, 57.72727272727273)","(6.0, 9.2, 8.375)"
05-01-2023 14:33:32.949980,"(6.0, 19.5, 17.346153846153847)","(101.0, 550.0, 217.5)","(5.0, 8.0, 8.049999999999999)","(31.0, 150.0, 85.4)","(1.45, 1.61, 1.5575)","(51.0, 90.0, 88.0)","(19.0, 70.0, 57.72727272727273)","(6.0, 9.0, 8.375)"
05-01-2023 14:33:34.286673,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 217.5)","(5.0, 8.2, 7.872727272727272)","(31.0, 150.0, 120.71428571428572)","(1.45, 1.61, 1.5575)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 56.0)","(6.0, 9.0, 8.375)"
05-01-2023 14:33:35.471415,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 224.28571428571428)","(5.0, 8.2, 7.705882352941177)","(31.0, 130.0, 81.25)","(1.45, 1.61, 1.5575)","(51.0, 90.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 9.0, 8.375)"
05-01-2023 14:33:36.685211,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 224.28571428571428)","(5.0, 8.0, 7.705882352941177)","(31.0, 130.0, 81.25)","(1.45, 1.61, 1.5575)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 9.0, 8.25)"
05-01-2023 14:33:37.946671,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.4)","(31.0, 130.0, 81.25)","(1.45, 1.61, 1.5808333333333333)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 9.0, 8.218181818181819)"
05-01-2023 14:33:39.234185,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.4)","(31.0, 130.0, 81.25)","(1.45, 1.61, 1.5808333333333333)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.8, 8.218181818181819)"
05-01-2023 14:33:40.476970,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.4)","(31.0, 130.0, 89.375)","(1.45, 1.61, 1.5808333333333333)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.8, 8.218181818181819)"
05-01-2023 14:33:41.727279,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.4)","(31.0, 130.0, 89.375)","(1.45, 1.61, 1.5808333333333333)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.8, 8.218181818181819)"
05-01-2023 14:33:43.107580,"(6.0, 19.0, 17.40909090909091)","(101.0, 550.0, 217.5)","(5.0, 8.0, 7.44)","(31.0, 130.0, 89.375)","(1.45, 1.61, 1.5808333333333333)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.8, 8.218181818181819)"
05-01-2023 14:33:44.465057,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 217.5)","(5.0, 7.8, 7.44)","(31.0, 130.0, 88.21428571428572)","(1.45, 1.61, 1.5575)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.8, 8.4)"
05-01-2023 14:33:45.769040,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 217.5)","(5.0, 7.8, 7.44)","(31.0, 130.0, 95.0)","(1.45, 1.61, 1.5808333333333333)","(51.0, 110.0, 88.0)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.8, 8.225)"
05-01-2023 14:33:47.388936,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 217.5)","(5.0, 7.8, 7.44)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5808333333333333)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.6, 8.225)"
05-01-2023 14:33:48.806858,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 226.25)","(5.0, 7.8, 7.65)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5808333333333333)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.6, 7.63125)"
05-01-2023 14:33:50.082550,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 226.25)","(5.0, 7.8, 8.018181818181818)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5808333333333333)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 58.54545454545455)","(6.0, 8.6, 7.63125)"
05-01-2023 14:33:51.363878,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 226.25)","(5.0, 8.2, 7.892307692307692)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5691666666666668)","(51.0, 90.0, 88.0)","(19.0, 70.0, 61.599999999999994)","(6.0, 8.6, 7.442857142857143)"
05-01-2023 14:33:52.670428,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 226.25)","(5.0, 8.2, 7.892307692307692)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.6, 7.511111111111111)"
05-01-2023 14:33:53.946150,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 226.25)","(5.0, 8.2, 7.892307692307692)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.5)"
05-01-2023 14:33:55.169247,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 226.25)","(5.0, 8.2, 7.776)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.5)"
05-01-2023 14:33:56.403909,"(6.0, 19.0, 17.714285714285715)","(101.0, 550.0, 226.25)","(5.0, 8.0, 7.776)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:33:57.642235,"(6.0, 19.0, 18.0625)","(101.0, 550.0, 226.25)","(5.0, 8.0, 7.776)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:33:58.874868,"(6.0, 19.0, 18.166666666666668)","(101.0, 550.0, 226.25)","(5.0, 8.0, 7.776)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.533333333333333)"
05-01-2023 14:34:00.084306,"(6.0, 19.0, 18.166666666666668)","(101.0, 550.0, 226.25)","(5.0, 8.0, 7.776)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:01.247302,"(6.0, 19.0, 18.166666666666668)","(101.0, 550.0, 226.25)","(5.0, 8.0, 7.776)","(31.0, 130.0, 101.11111111111111)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 106.66666666666667)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:02.454266,"(6.0, 19.0, 18.166666666666668)","(101.0, 540.0, 350.0)","(5.0, 8.0, 7.776)","(31.0, 130.0, 97.5)","(1.45, 1.61, 1.5750000000000002)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:03.527076,"(6.0, 19.0, 18.166666666666668)","(101.0, 540.0, 350.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:04.616935,"(6.0, 19.0, 18.166666666666668)","(101.0, 540.0, 350.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:05.721377,"(6.0, 19.0, 18.166666666666668)","(101.0, 540.0, 350.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.566666666666667)"
05-01-2023 14:34:06.785866,"(6.0, 19.0, 18.166666666666668)","(101.0, 540.0, 350.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:34:07.930211,"(6.0, 19.0, 18.166666666666668)","(101.0, 540.0, 350.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:34:09.088038,"(6.0, 19.0, 18.166666666666668)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 110.0, 87.85714285714286)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.5)"
05-01-2023 14:34:10.179334,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:34:11.324690,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:34:12.553138,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.533333333333333)"
05-01-2023 14:34:13.708313,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:14.862553,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:16.130392,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:17.300718,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 101.11111111111111)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:18.675400,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:20.130625,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.2, 7.566666666666667)"
05-01-2023 14:34:21.448203,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 315.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 58.8)","(6.0, 8.4, 7.566666666666667)"
05-01-2023 14:34:22.786146,"(6.0, 18.0, 17.785714285714285)","(101.0, 470.0, 320.0)","(5.0, 7.8, 7.8)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 88.0)","(19.0, 70.0, 59.5)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:34:23.976284,"(6.0, 18.0, 17.785714285714285)","(101.0, 460.0, 328.0)","(5.0, 8.0, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5750000000000002)","(51.0, 90.0, 106.42857142857143)","(19.0, 70.0, 59.5)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:34:25.138112,"(6.0, 18.0, 17.785714285714285)","(101.0, 550.0, 310.0)","(5.0, 7.8, 7.6695652173913045)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.61, 1.5708333333333333)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 59.5)","(6.0, 8.4, 7.511111111111111)"
05-01-2023 14:34:26.308816,"(6.0, 18.0, 17.785714285714285)","(101.0, 540.0, 365.0)","(5.0, 7.8, 7.548387096774194)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 59.5)","(6.0, 8.4, 7.566666666666667)"
05-01-2023 14:34:27.419701,"(6.0, 18.0, 17.785714285714285)","(101.0, 540.0, 365.0)","(5.0, 7.8, 7.632)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 59.5)","(6.0, 8.4, 7.458823529411765)"
05-01-2023 14:34:28.557319,"(6.0, 18.0, 17.785714285714285)","(101.0, 540.0, 365.0)","(5.0, 7.8, 7.632)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 60.66666666666667)","(6.0, 8.4, 7.458823529411765)"
05-01-2023 14:34:29.696705,"(6.0, 18.0, 17.785714285714285)","(101.0, 540.0, 365.0)","(5.0, 7.6, 7.51304347826087)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 48.333333333333336)","(6.0, 8.4, 7.476923076923077)"
05-01-2023 14:34:30.757859,"(6.0, 17.5, 17.357142857142858)","(101.0, 540.0, 370.0)","(5.0, 7.8, 7.632)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 48.333333333333336)","(6.0, 8.4, 7.476923076923077)"
05-01-2023 14:34:31.817300,"(6.0, 17.5, 17.357142857142858)","(101.0, 540.0, 370.0)","(5.0, 7.8, 7.632)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 110.0, 106.42857142857143)","(19.0, 70.0, 48.333333333333336)","(6.0, 8.4, 7.476923076923077)"
05-01-2023 14:34:32.981288,"(6.0, 17.5, 17.357142857142858)","(101.0, 540.0, 370.0)","(5.0, 7.8, 7.632)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 48.333333333333336)","(6.0, 8.4, 7.476923076923077)"
05-01-2023 14:34:33.998085,"(6.0, 17.5, 17.357142857142858)","(101.0, 540.0, 370.0)","(5.0, 7.6, 7.51304347826087)","(31.0, 130.0, 101.11111111111111)","(1.45, 1.6, 1.5708333333333333)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 48.333333333333336)","(6.0, 8.4, 7.525)"
05-01-2023 14:34:35.142411,"(6.0, 17.5, 17.357142857142858)","(101.0, 540.0, 370.0)","(5.0, 7.6, 7.51304347826087)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 48.333333333333336)","(6.0, 8.4, 7.533333333333333)"
05-01-2023 14:34:36.347771,"(6.0, 17.5, 18.375)","(101.0, 540.0, 370.0)","(5.0, 7.6, 7.51304347826087)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5708333333333333)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 48.333333333333336)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:37.452159,"(6.0, 19.0, 18.23076923076923)","(101.0, 540.0, 370.0)","(5.0, 7.6, 7.4879999999999995)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.6, 1.5300526315789473)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 59.166666666666664)","(6.0, 8.2, 7.533333333333333)"
05-01-2023 14:34:38.644674,"(6.0, 21.0, 18.847826086956523)","(101.0, 540.0, 370.0)","(5.0, 7.8, 7.632)","(31.0, 130.0, 100.45454545454545)","(1.45, 1.54, 1.5273913043478262)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 55.14285714285714)","(6.0, 8.2, 7.836363636363636)"
05-01-2023 14:34:39.844381,"(6.0, 21.0, 19.125)","(101.0, 450.0, 325.0)","(5.0, 7.6, 7.51304347826087)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.53, 1.5273913043478262)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 55.14285714285714)","(6.5, 8.2, 7.836363636363636)"
05-01-2023 14:34:41.198812,"(6.0, 21.0, 19.125)","(101.0, 450.0, 325.0)","(5.0, 7.6, 7.51304347826087)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.53, 1.5275)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 55.14285714285714)","(6.5, 8.2, 7.945454545454545)"
05-01-2023 14:34:42.520658,"(6.0, 21.0, 19.425)","(101.0, 450.0, 325.0)","(5.0, 7.6, 7.51304347826087)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.53, 1.5275)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 55.14285714285714)","(6.5, 8.4, 7.945454545454545)"
05-01-2023 14:34:43.854291,"(6.0, 21.0, 19.342105263157894)","(101.0, 450.0, 325.0)","(5.0, 7.6, 8.038709677419355)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.53, 1.5225)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 55.14285714285714)","(6.5, 8.4, 7.566666666666667)"
05-01-2023 14:34:45.335401,"(6.0, 21.0, 19.342105263157894)","(101.0, 450.0, 243.75)","(5.0, 8.2, 7.96470588235294)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.53, 1.5225)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 55.14285714285714)","(6.5, 8.4, 7.566666666666667)"
05-01-2023 14:34:46.694427,"(6.0, 21.0, 19.342105263157894)","(101.0, 550.0, 243.75)","(5.0, 8.2, 7.96470588235294)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.53, 1.5225)","(51.0, 90.0, 87.85714285714286)","(19.0, 70.0, 55.14285714285714)","(6.5, 8.4, 7.566666666666667)"
05-01-2023 14:34:47.934191,"(6.0, 21.0, 19.342105263157894)","(101.0, 550.0, 243.75)","(5.0, 8.2, 8.0125)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.53, 1.5225)","(51.0, 90.0, 106.42857142857143)","(19.0, 70.0, 55.14285714285714)","(6.5, 8.4, 7.566666666666667)"
05-01-2023 14:34:49.128064,"(6.0, 21.0, 19.2)","(101.0, 550.0, 243.75)","(5.0, 8.2, 8.085714285714285)","(41.0, 130.0, 97.5)","(1.45, 1.53, 1.4805263157894737)","(51.0, 110.0, 106.66666666666667)","(19.0, 70.0, 56.13333333333333)","(6.5, 8.4, 8.114285714285714)"
05-01-2023 14:34:50.189176,"(6.0, 21.0, 19.333333333333332)","(101.0, 550.0, 243.75)","(5.0, 8.2, 8.085714285714285)","(41.0, 130.0, 97.5)","(1.45, 1.49, 1.4805263157894737)","(51.0, 110.0, 98.75)","(19.0, 70.0, 56.13333333333333)","(6.5, 8.4, 8.1)"
05-01-2023 14:34:51.270085,"(6.0, 21.0, 18.857142857142858)","(101.0, 550.0, 243.75)","(5.0, 8.4, 8.185714285714285)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.49, 1.4801818181818183)","(51.0, 110.0, 105.0)","(19.0, 70.0, 58.0)","(6.5, 8.4, 8.1)"
05-01-2023 14:34:52.390805,"(6.0, 21.0, 18.6)","(101.0, 550.0, 243.75)","(5.0, 8.4, 8.223529411764707)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.49, 1.4801818181818183)","(51.0, 110.0, 105.0)","(19.0, 70.0, 58.0)","(6.5, 8.4, 8.1)"
05-01-2023 14:34:53.504277,"(6.0, 21.0, 18.6)","(101.0, 550.0, 243.75)","(5.0, 8.4, 8.223529411764707)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.49, 1.4801818181818183)","(51.0, 110.0, 106.0)","(19.0, 70.0, 58.0)","(6.5, 8.4, 8.1)"
05-01-2023 14:34:54.661829,"(6.0, 21.0, 18.6)","(101.0, 550.0, 243.75)","(5.0, 8.4, 8.223529411764707)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.49, 1.4801904761904763)","(51.0, 110.0, 100.0)","(19.0, 70.0, 58.0)","(6.5, 8.4, 8.1)"
05-01-2023 14:34:55.858309,"(6.0, 21.0, 18.6)","(101.0, 550.0, 243.75)","(5.0, 8.4, 8.223529411764707)","(41.0, 130.0, 100.45454545454545)","(1.45, 1.49, 1.4801904761904763)","(51.0, 110.0, 90.0)","(19.0, 70.0, 58.0)","(6.5, 8.4, 8.1)"
