,Whitestarchristian,Bettor Be Lively,Longtan Cassanova,Dont Tell Alice,Shazzam,Uncle Leo,Joonior Brown
12-01-2023 13:36:24.958900,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.414285714285714)","(31.0, 75.0, 69.71428571428572)","(9.0, 13.5, 11.357142857142858)","(12.0, 22.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:26.203558,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.3)","(31.0, 75.0, 69.71428571428572)","(9.0, 13.5, 11.833333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:27.451143,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 58.18181818181819)","(9.0, 13.5, 11.833333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:28.822690,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 69.71428571428572)","(9.0, 13.5, 12.25)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:30.117146,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 69.71428571428572)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:31.360546,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 70.375)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:32.583867,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 59.09090909090909)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:33.820278,"(2.15, 2.8, 2.415)","(10.0, 15.0, 13.0)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 67.5)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:35.073106,"(2.15, 2.8, 2.415)","(10.0, 15.0, 12.818181818181818)","(4.4, 6.6, 6.449999999999999)","(31.0, 70.0, 58.5)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:36.342326,"(2.15, 2.8, 2.3975)","(10.0, 15.0, 12.833333333333334)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 58.5)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:37.611808,"(2.15, 2.8, 2.3975)","(10.0, 14.5, 13.5)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 56.0)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:38.779789,"(2.15, 2.8, 2.3975)","(10.0, 14.5, 12.714285714285714)","(4.4, 6.6, 6.449999999999999)","(31.0, 70.0, 58.5)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:40.091285,"(2.15, 2.8, 2.3975)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 58.5)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:41.438448,"(2.15, 2.8, 2.3975)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 58.5)","(9.0, 13.5, 13.083333333333334)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:42.761203,"(2.15, 2.8, 2.5072727272727273)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 56.0)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.344444444444444)"
12-01-2023 13:36:44.032379,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 70.0, 56.0)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.589655172413793)"
12-01-2023 13:36:45.544997,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 70.0, 56.0)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.60625)"
12-01-2023 13:36:46.865347,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 70.0, 56.0)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.6)"
12-01-2023 13:36:48.166895,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 70.0, 50.25)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.6)"
12-01-2023 13:36:49.438236,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:50.701316,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.25)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:51.872735,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:53.112127,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:54.393147,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:55.683917,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:56.940095,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:58.165684,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:36:59.429447,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:37:00.688881,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.3)"
12-01-2023 13:37:01.944906,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 17.142857142857142)","(3.7, 4.7, 4.322222222222222)"
12-01-2023 13:37:03.192929,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.166666666666667)"
12-01-2023 13:37:04.401537,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.589655172413793)"
12-01-2023 13:37:05.625109,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.596774193548387)"
12-01-2023 13:37:06.964749,"(2.15, 2.8, 2.558181818181818)","(10.0, 14.5, 13.785714285714286)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.588888888888889)"
12-01-2023 13:37:08.442423,"(2.15, 2.8, 2.6319999999999997)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.0)","(3.7, 4.7, 4.603448275862069)"
12-01-2023 13:37:09.690199,"(2.15, 2.8, 2.6319999999999997)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 19.5)","(3.7, 4.7, 4.3)"
12-01-2023 13:37:11.018966,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 21.0, 18.416666666666668)","(3.7, 4.7, 4.3)"
12-01-2023 13:37:12.399196,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.3)"
12-01-2023 13:37:13.963371,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.3)"
12-01-2023 13:37:15.643559,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.449999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.3)"
12-01-2023 13:37:16.887095,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.359999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.14)"
12-01-2023 13:37:18.269112,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.359999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.38)"
12-01-2023 13:37:19.539506,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.25)","(4.4, 6.6, 6.359999999999999)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.38)"
12-01-2023 13:37:20.858092,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.6, 6.233333333333333)","(31.0, 75.0, 62.625)","(9.0, 13.5, 13.142857142857142)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.38)"
12-01-2023 13:37:22.113478,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.6, 6.233333333333333)","(31.0, 75.0, 62.625)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.427272727272728)"
12-01-2023 13:37:23.601515,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.6, 5.72)","(31.0, 75.0, 62.625)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:25.186370,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.6, 5.7)","(31.0, 75.0, 62.625)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:26.580871,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.6, 5.966666666666667)","(31.0, 75.0, 62.625)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:28.019568,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 75.0, 62.625)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:29.317749,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 75.0, 62.625)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:30.552738,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 75.0, 62.625)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:31.827671,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 75.0, 51.75)","(9.0, 13.5, 12.5)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:33.075023,"(2.15, 2.8, 2.562)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 75.0, 47.0)","(9.0, 13.5, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:34.368697,"(2.15, 2.8, 2.65125)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 65.0, 47.666666666666664)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:35.560148,"(2.15, 2.76, 2.717142857142857)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 55.0, 47.666666666666664)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:36.702872,"(2.15, 2.76, 2.6236363636363635)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 55.0, 47.666666666666664)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:37.959588,"(2.15, 2.76, 2.6236363636363635)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 55.0, 47.666666666666664)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:39.208969,"(2.15, 2.76, 2.6236363636363635)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 55.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:40.411874,"(2.15, 2.76, 2.6236363636363635)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:41.657472,"(2.15, 2.74, 2.628)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 4.388888888888889)"
12-01-2023 13:37:42.910643,"(2.15, 2.72, 2.546666666666667)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 4.7, 5.5)"
12-01-2023 13:37:44.190776,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.8, 4.615384615384615)"
12-01-2023 13:37:45.479369,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.6, 4.5)"
12-01-2023 13:37:46.801749,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.6, 5.071428571428571)"
12-01-2023 13:37:48.030835,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.75)"
12-01-2023 13:37:49.300499,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.75)"
12-01-2023 13:37:50.582320,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.75)"
12-01-2023 13:37:51.845827,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.75)"
12-01-2023 13:37:53.282443,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.75)"
12-01-2023 13:37:54.663264,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.75)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 5.25)"
12-01-2023 13:37:55.953607,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 5.15)"
12-01-2023 13:37:57.190728,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.85)"
12-01-2023 13:37:58.421028,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 5.0)"
12-01-2023 13:37:59.634518,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 5.035714285714286)"
12-01-2023 13:38:00.838169,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 5.035714285714286)"
12-01-2023 13:38:02.036294,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.985714285714286)"
12-01-2023 13:38:03.237816,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 13.166666666666666)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.285714285714285)","(3.7, 5.5, 4.84)"
12-01-2023 13:38:04.454533,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 21.6)","(3.7, 5.5, 4.84)"
12-01-2023 13:38:05.690918,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.966666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 23.0, 18.333333333333332)","(3.7, 5.5, 4.84)"
12-01-2023 13:38:06.881578,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.616666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 17.285714285714285)","(3.7, 5.5, 4.84)"
12-01-2023 13:38:07.997023,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.616666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 17.285714285714285)","(3.7, 5.5, 4.942857142857143)"
12-01-2023 13:38:09.177383,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.616666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 17.285714285714285)","(3.7, 5.5, 4.78)"
12-01-2023 13:38:10.338043,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.616666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 17.875)","(3.7, 5.5, 4.449999999999999)"
12-01-2023 13:38:11.543245,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.85)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.909090909090908)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 4.449999999999999)"
12-01-2023 13:38:12.685363,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.85)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 4.975)"
12-01-2023 13:38:13.849814,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.85)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 4.72)"
12-01-2023 13:38:15.037076,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.85)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 5.066666666666666)"
12-01-2023 13:38:16.253948,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.85)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 5.066666666666666)"
12-01-2023 13:38:17.421335,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.85)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.909090909090908)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 5.355555555555556)"
12-01-2023 13:38:18.609319,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.7625)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 5.14)"
12-01-2023 13:38:19.825772,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.616666666666667)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 18.333333333333332)","(3.7, 5.5, 5.0875)"
12-01-2023 13:38:21.023233,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.2, 5.75)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 19.25)","(3.7, 5.5, 5.0875)"
12-01-2023 13:38:22.191864,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.0, 5.75)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 19.25)","(3.7, 5.5, 5.0875)"
12-01-2023 13:38:23.421564,"(2.15, 2.72, 2.5033333333333334)","(10.0, 14.5, 12.833333333333334)","(4.4, 6.0, 5.75)","(31.0, 60.0, 52.0)","(9.0, 13.0, 11.666666666666666)","(12.0, 22.0, 19.25)","(3.7, 5.5, 5.0875)"
