,Olsen Gang,Surface,Radley Erskin,Cosmic Journey,Sadie Seahorse,Arctic Blizzard,Willina Charm,Twist And Shake
14-12-2022 13:20:46.001993,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.110526315789474)","(10.0, 18.0, 13.333333333333334)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 7.714285714285714)","(2.0, 2.92, 2.3485714285714288)"
14-12-2022 13:20:47.330787,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.175862068965517)","(10.0, 18.0, 14.5)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 7.714285714285714)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:48.712985,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 14.5)","(7.5, 13.5, 12.125)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 7.714285714285714)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:49.877770,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 14.5)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 8.95)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:51.138438,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:52.324844,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:53.699234,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:54.946959,"(41.0, 280.0, 251.0)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:56.521746,"(41.0, 280.0, 233.6)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:57.791859,"(41.0, 280.0, 233.6)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.92, 2.2533333333333334)"
14-12-2022 13:20:58.884529,"(41.0, 280.0, 233.6)","(61.0, 380.0, 80.0)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.92, 2.342857142857143)"
14-12-2022 13:21:00.031243,"(41.0, 280.0, 233.6)","(61.0, 370.0, 160.0)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:01.196789,"(41.0, 280.0, 233.6)","(61.0, 370.0, 212.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.325)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:02.258085,"(41.0, 280.0, 233.6)","(61.0, 370.0, 212.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:03.305587,"(41.0, 280.0, 241.66666666666669)","(61.0, 370.0, 212.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:04.377847,"(41.0, 280.0, 241.66666666666669)","(61.0, 370.0, 212.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.46)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.458333333333334)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:05.418006,"(41.0, 280.0, 241.66666666666669)","(61.0, 370.0, 212.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.8)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.718181818181819)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:06.547105,"(41.0, 280.0, 241.66666666666669)","(61.0, 370.0, 212.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:07.719147,"(41.0, 280.0, 241.66666666666669)","(61.0, 380.0, 109.16666666666666)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.620000000000001)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.9, 2.337142857142857)"
14-12-2022 13:21:08.966556,"(41.0, 280.0, 241.66666666666669)","(61.0, 380.0, 109.16666666666666)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 10.75)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:10.114797,"(41.0, 280.0, 223.75)","(61.0, 380.0, 109.16666666666666)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.536363636363635)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:11.552489,"(41.0, 280.0, 223.75)","(61.0, 380.0, 109.16666666666666)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 10.95)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:12.689514,"(41.0, 280.0, 251.0)","(61.0, 380.0, 109.16666666666666)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.8)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:13.797708,"(41.0, 280.0, 251.0)","(61.0, 380.0, 109.16666666666666)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:14.830335,"(41.0, 280.0, 251.0)","(61.0, 380.0, 217.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:15.919334,"(41.0, 280.0, 251.0)","(61.0, 380.0, 217.5)","(3.7, 4.2, 4.088888888888889)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.866666666666667)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:16.974057,"(41.0, 280.0, 251.0)","(61.0, 380.0, 217.5)","(3.7, 4.3, 4.1421052631578945)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.733333333333333)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:18.347953,"(41.0, 280.0, 251.0)","(61.0, 380.0, 217.5)","(3.7, 4.3, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:19.485554,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:20.711412,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:21.930499,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.933333333333334)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:22.938382,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:23.977158,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:25.008480,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:26.030994,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:27.018757,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:28.033275,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:29.074518,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.342857142857143)"
14-12-2022 13:21:30.182323,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.9, 2.342857142857143)"
14-12-2022 13:21:31.264683,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.933333333333334)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.9, 2.337142857142857)"
14-12-2022 13:21:32.357433,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:33.365407,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:34.409458,"(41.0, 280.0, 251.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.15)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.337142857142857)"
14-12-2022 13:21:35.424461,"(41.0, 280.0, 251.875)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.15)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:36.432644,"(41.0, 280.0, 235.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.455555555555556)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.4175)"
14-12-2022 13:21:37.536987,"(41.0, 280.0, 235.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:38.685050,"(41.0, 280.0, 235.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:39.734413,"(41.0, 280.0, 235.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.54)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:40.797829,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:41.964888,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:43.077683,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:44.123946,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.455555555555556)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:45.125054,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.455555555555556)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:46.097022,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.6085714285714285)"
14-12-2022 13:21:47.091860,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 11.7)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.88, 2.79)"
14-12-2022 13:21:48.171647,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.3, 4.209090909090909)","(10.0, 18.0, 13.625)","(7.5, 13.5, 10.75)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.79)"
14-12-2022 13:21:49.359785,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.3, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.277777777777779)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.8274999999999997)"
14-12-2022 13:21:50.432779,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.277777777777779)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.8274999999999997)"
14-12-2022 13:21:51.535760,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.536363636363635)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.902)"
14-12-2022 13:21:52.603776,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.536363636363635)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.902)"
14-12-2022 13:21:53.746269,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.536363636363635)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.902)"
14-12-2022 13:21:54.743904,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.042857142857143)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.745)"
14-12-2022 13:21:55.824572,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 12.042857142857143)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 9.05)","(2.0, 2.92, 2.745)"
14-12-2022 13:21:56.885751,"(41.0, 280.0, 257.0)","(61.0, 380.0, 220.0)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.1)","(7.5, 13.0, 11.0)","(16.0, 42.0, 25.666666666666668)","(5.5, 11.5, 7.74)","(2.0, 2.92, 2.3914285714285715)"
14-12-2022 13:21:58.123170,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 13.625)","(7.5, 13.5, 10.763636363636364)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 8.366666666666667)","(2.0, 2.88, 2.4171428571428573)"
14-12-2022 13:21:59.208267,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.125925925925926)","(10.0, 18.0, 14.5)","(7.5, 13.5, 10.763636363636364)","(16.0, 42.0, 30.692307692307693)","(5.5, 11.5, 8.366666666666667)","(2.0, 2.86, 2.3466666666666667)"
14-12-2022 13:22:00.337232,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.5, 10.63)","(16.0, 42.0, 21.428571428571427)","(5.5, 11.5, 8.366666666666667)","(2.0, 2.4, 2.3466666666666667)"
14-12-2022 13:22:01.358844,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.5, 10.9375)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.322222222222223)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:02.419837,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.0, 11.0)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.322222222222223)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:03.511020,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.113043478260869)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.0, 10.9)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.411111111111111)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:04.565457,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.125925925925926)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.0, 10.777777777777779)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.411111111111111)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:05.665780,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.125925925925926)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.0, 10.777777777777779)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.411111111111111)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:06.690452,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.125925925925926)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.0, 9.577777777777778)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.411111111111111)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:07.711560,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.125925925925926)","(10.0, 18.0, 15.083333333333334)","(7.5, 13.0, 10.2)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.411111111111111)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:08.696601,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.125925925925926)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 11.2)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.411111111111111)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:09.873131,"(41.0, 280.0, 257.0)","(61.0, 380.0, 326.6666666666667)","(3.7, 4.2, 4.2125)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 11.2)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 8.466666666666667)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:10.942865,"(41.0, 290.0, 177.05882352941177)","(61.0, 390.0, 197.5)","(3.7, 4.4, 4.2125)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 10.766666666666666)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 8.466666666666667)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:11.983631,"(41.0, 290.0, 177.05882352941177)","(61.0, 390.0, 197.5)","(3.7, 4.4, 4.2125)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 10.766666666666666)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.55)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:12.995801,"(41.0, 290.0, 177.05882352941177)","(61.0, 390.0, 197.5)","(3.7, 4.3, 4.207407407407407)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 10.766666666666666)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.5, 9.116666666666667)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:14.026909,"(41.0, 290.0, 177.05882352941177)","(61.0, 390.0, 197.5)","(3.7, 4.3, 4.207407407407407)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 10.1)","(16.0, 42.0, 31.791666666666664)","(5.5, 11.0, 10.886666666666667)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:15.049633,"(41.0, 290.0, 177.05882352941177)","(61.0, 390.0, 197.5)","(3.7, 4.3, 4.207407407407407)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 10.1)","(16.0, 42.0, 38.9375)","(5.5, 11.0, 10.886666666666667)","(2.0, 2.4, 2.3649999999999998)"
14-12-2022 13:22:16.094763,"(41.0, 300.0, 182.35294117647058)","(61.0, 390.0, 197.5)","(3.7, 4.3, 4.207407407407407)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 9.9)","(16.0, 42.0, 38.9375)","(5.5, 10.5, 9.1)","(2.0, 2.4, 2.37)"
14-12-2022 13:22:17.398166,"(41.0, 300.0, 210.71428571428572)","(61.0, 390.0, 197.5)","(3.7, 4.3, 4.207407407407407)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 10.766666666666666)","(17.0, 42.0, 38.9375)","(5.5, 10.0, 9.088888888888889)","(2.0, 2.4, 2.37)"
14-12-2022 13:22:18.513848,"(41.0, 300.0, 210.71428571428572)","(61.0, 390.0, 197.5)","(3.7, 4.3, 4.207407407407407)","(10.0, 18.0, 15.083333333333334)","(7.5, 12.5, 10.766666666666666)","(17.0, 42.0, 38.9375)","(5.5, 9.8, 9.088888888888889)","(2.0, 2.4, 2.37)"
