,Major Noah William,Pretty Reason,Dark Side Nz,Happy As,Kimchi,Manhattan Lass,Pocket More For Less Nz,Tackas Last Dance,Cobla Royale
15-12-2022 13:00:05.379435,"(9.0, 19.0, 15.971428571428572)","(6.5, 14.0, 13.075)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 22.75)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:06.894605,"(9.0, 19.0, 15.971428571428572)","(6.5, 14.0, 13.075)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 20.285714285714285)","(4.8, 99999, 99990)","(14.0, 32.0, 22.75)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:08.177041,"(9.0, 19.0, 12.066666666666666)","(6.5, 14.0, 12.559999999999999)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:09.517299,"(9.0, 19.0, 14.84)","(6.5, 14.0, 12.559999999999999)","(41.0, 99999, 99990)","(2.2, 4.0, 2.8000000000000003)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:10.857943,"(9.0, 19.0, 14.84)","(6.5, 14.0, 12.559999999999999)","(41.0, 99999, 99990)","(2.2, 4.0, 3.7152)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:12.147490,"(9.0, 19.0, 14.84)","(6.5, 14.0, 12.559999999999999)","(41.0, 99999, 99990)","(2.2, 4.0, 3.413333333333333)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:13.501819,"(9.0, 19.0, 14.84)","(6.5, 14.0, 12.559999999999999)","(41.0, 99999, 99990)","(2.2, 4.0, 3.413333333333333)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:14.789305,"(9.0, 19.0, 14.84)","(6.5, 14.0, 12.559999999999999)","(41.0, 99999, 99990)","(2.2, 4.0, 3.413333333333333)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:16.280486,"(9.0, 19.0, 14.84)","(6.5, 14.0, 12.559999999999999)","(41.0, 99999, 99990)","(2.2, 4.0, 3.413333333333333)","(26.0, 80.0, 49.0)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 9.666666666666668)"
15-12-2022 13:00:17.722553,"(9.0, 19.0, 14.84)","(6.5, 14.0, 13.0)","(41.0, 99999, 99990)","(2.2, 4.0, 2.8133333333333335)","(26.0, 75.0, 38.666666666666664)","(12.0, 24.0, 20.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 8.05)"
15-12-2022 13:00:19.138900,"(9.0, 19.0, 14.84)","(6.5, 14.0, 11.733333333333334)","(41.0, 99999, 99990)","(2.2, 4.0, 2.8133333333333335)","(26.0, 70.0, 38.666666666666664)","(12.0, 24.0, 20.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 8.05)"
15-12-2022 13:00:20.583700,"(9.0, 19.0, 14.84)","(6.5, 14.0, 11.733333333333334)","(41.0, 99999, 99990)","(2.2, 4.0, 3.3600000000000003)","(26.0, 70.0, 38.666666666666664)","(12.0, 24.0, 20.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 8.05)"
15-12-2022 13:00:22.068919,"(9.0, 19.0, 14.84)","(6.5, 14.0, 11.733333333333334)","(41.0, 99999, 99990)","(2.2, 4.0, 3.3600000000000003)","(26.0, 70.0, 38.666666666666664)","(12.0, 24.0, 20.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.6)","(6.0, 10.5, 8.05)"
15-12-2022 13:00:23.516495,"(9.0, 19.0, 14.84)","(6.5, 14.0, 10.35)","(41.0, 99999, 99990)","(2.2, 4.0, 3.2375000000000003)","(26.0, 70.0, 58.25)","(12.0, 24.0, 19.833333333333336)","(4.8, 99999, 99990)","(14.0, 32.0, 24.8)","(6.0, 10.5, 9.12857142857143)"
15-12-2022 13:00:25.038150,"(9.0, 19.0, 16.085714285714285)","(6.5, 13.5, 10.35)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6925)","(26.0, 70.0, 51.599999999999994)","(12.0, 24.0, 19.833333333333336)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 9.12857142857143)"
15-12-2022 13:00:26.750337,"(9.0, 19.0, 12.333333333333334)","(6.5, 13.5, 10.35)","(41.0, 99999, 99990)","(2.2, 3.9, 3.035)","(26.0, 70.0, 51.599999999999994)","(12.0, 24.0, 19.833333333333336)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 8.15)"
15-12-2022 13:00:28.395659,"(9.0, 19.0, 12.333333333333334)","(6.5, 13.5, 10.35)","(41.0, 99999, 99990)","(2.2, 3.85, 3.035)","(26.0, 70.0, 54.66666666666667)","(12.0, 24.0, 19.4)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 8.15)"
15-12-2022 13:00:29.778468,"(9.0, 19.0, 12.333333333333334)","(6.5, 13.5, 10.35)","(41.0, 99999, 99990)","(2.2, 3.85, 3.035)","(26.0, 70.0, 47.0)","(12.0, 24.0, 19.4)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 8.15)"
15-12-2022 13:00:31.130006,"(9.0, 19.0, 12.333333333333334)","(6.5, 13.5, 10.15)","(41.0, 99999, 99990)","(2.2, 3.85, 3.035)","(26.0, 70.0, 47.0)","(12.0, 24.0, 19.4)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 8.15)"
15-12-2022 13:00:32.551143,"(9.0, 19.0, 12.333333333333334)","(6.5, 13.5, 10.15)","(41.0, 99999, 99990)","(2.2, 3.85, 3.035)","(26.0, 70.0, 47.0)","(12.0, 24.0, 19.4)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 8.15)"
15-12-2022 13:00:33.873891,"(9.0, 19.0, 14.0)","(6.5, 13.5, 10.25)","(41.0, 99999, 99990)","(2.2, 3.85, 3.035)","(26.0, 70.0, 47.0)","(12.0, 24.0, 19.4)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 8.15)"
15-12-2022 13:00:35.129620,"(9.0, 19.0, 17.0)","(6.5, 13.5, 10.25)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4922222222222223)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.4)","(4.8, 99999, 99990)","(14.0, 32.0, 18.0)","(6.0, 10.5, 8.15)"
15-12-2022 13:00:36.450573,"(9.0, 19.0, 17.0)","(6.5, 13.5, 10.25)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4922222222222223)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 20.0)","(6.0, 10.5, 8.5)"
15-12-2022 13:00:37.740360,"(9.0, 19.0, 17.0)","(6.5, 13.5, 8.714285714285714)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4922222222222223)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 24.22222222222222)","(6.0, 10.5, 8.5)"
15-12-2022 13:00:39.152431,"(9.0, 19.0, 17.0)","(6.5, 13.0, 8.571428571428571)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4922222222222223)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 24.22222222222222)","(6.0, 10.5, 8.5)"
15-12-2022 13:00:40.448572,"(9.0, 19.0, 17.0)","(6.5, 12.5, 8.571428571428571)","(41.0, 99999, 99990)","(2.2, 3.85, 3.045)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 21.75)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:41.775243,"(9.0, 19.0, 17.0)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.85, 3.035)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 29.0, 21.75)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:43.051318,"(9.0, 19.0, 17.18181818181818)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.85, 3.3066666666666666)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 29.0, 24.142857142857142)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:44.325310,"(9.0, 19.0, 17.18181818181818)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.85, 3.3066666666666666)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 24.142857142857142)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:45.726762,"(9.0, 19.0, 17.18181818181818)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.85, 3.3066666666666666)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 24.142857142857142)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:47.044370,"(9.0, 19.0, 17.18181818181818)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.85, 3.444)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 24.142857142857142)","(6.0, 10.5, 7.166666666666667)"
15-12-2022 13:00:48.388472,"(9.0, 19.0, 16.2)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.75, 3.444)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 8.58)"
15-12-2022 13:00:49.706142,"(9.0, 19.0, 12.6)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.75, 3.206666666666667)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 8.833333333333334)"
15-12-2022 13:00:51.008250,"(9.0, 19.0, 12.6)","(6.5, 12.0, 9.5)","(41.0, 99999, 99990)","(2.2, 3.7, 3.3755555555555556)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 8.833333333333334)"
15-12-2022 13:00:52.278053,"(9.0, 23.0, 13.933333333333334)","(6.5, 12.0, 10.75)","(41.0, 99999, 99990)","(2.2, 3.7, 3.3755555555555556)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 8.833333333333334)"
15-12-2022 13:00:53.566718,"(9.0, 22.0, 12.55)","(6.5, 14.5, 10.75)","(41.0, 99999, 99990)","(2.2, 3.7, 3.3755555555555556)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 8.833333333333334)"
15-12-2022 13:00:54.722558,"(9.0, 22.0, 12.55)","(6.5, 14.0, 10.5)","(41.0, 99999, 99990)","(2.2, 3.7, 3.3755555555555556)","(26.0, 85.0, 54.5)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 8.833333333333334)"
15-12-2022 13:00:55.940692,"(9.0, 22.0, 12.55)","(6.5, 14.0, 10.5)","(41.0, 99999, 99990)","(2.2, 3.7, 3.206666666666667)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:57.059651,"(9.0, 22.0, 12.55)","(6.5, 14.0, 10.5)","(41.0, 99999, 99990)","(2.2, 3.7, 3.206666666666667)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:58.258868,"(9.0, 22.0, 12.55)","(6.5, 14.0, 9.0)","(41.0, 99999, 99990)","(2.2, 3.7, 3.206666666666667)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:00:59.417458,"(9.0, 22.0, 14.08)","(6.5, 13.0, 8.714285714285714)","(41.0, 99999, 99990)","(2.2, 3.7, 3.206666666666667)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:01:00.597596,"(9.0, 22.0, 14.2)","(6.5, 13.0, 8.714285714285714)","(41.0, 99999, 99990)","(2.2, 4.0, 3.7800000000000002)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:01:01.845020,"(9.0, 22.0, 14.2)","(6.5, 12.5, 9.75)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5700000000000003)","(26.0, 85.0, 54.5)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 9.683333333333334)"
15-12-2022 13:01:03.164910,"(9.0, 22.0, 14.2)","(6.5, 12.5, 9.75)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5700000000000003)","(26.0, 85.0, 61.0)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 8.833333333333334)"
15-12-2022 13:01:04.760870,"(9.0, 22.0, 14.2)","(6.5, 12.5, 9.75)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5700000000000003)","(26.0, 85.0, 61.0)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 9.935294117647059)"
15-12-2022 13:01:06.126096,"(9.0, 22.0, 14.2)","(6.5, 12.5, 9.75)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5275)","(26.0, 85.0, 61.0)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 10.5, 6.2625)"
15-12-2022 13:01:07.518874,"(9.0, 22.0, 14.2)","(6.5, 12.5, 9.75)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5275)","(26.0, 85.0, 61.0)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 28.0, 19.333333333333332)","(6.0, 6.6, 6.257142857142857)"
15-12-2022 13:01:08.851299,"(9.0, 22.0, 14.2)","(6.5, 12.5, 11.88888888888889)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6228571428571428)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 28.0, 21.333333333333332)","(6.0, 6.6, 6.257142857142857)"
15-12-2022 13:01:10.198456,"(9.0, 22.0, 14.2)","(6.5, 12.5, 14.058823529411764)","(41.0, 99999, 99990)","(2.2, 3.85, 3.415)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 34.0, 20.666666666666668)","(6.0, 6.6, 6.257142857142857)"
15-12-2022 13:01:11.655158,"(9.0, 22.0, 14.2)","(6.5, 14.5, 13.428571428571429)","(41.0, 99999, 99990)","(2.2, 3.8, 3.415)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 32.0, 20.666666666666668)","(6.0, 6.6, 6.257142857142857)"
15-12-2022 13:01:13.198970,"(9.0, 22.0, 14.2)","(6.5, 14.5, 13.428571428571429)","(41.0, 99999, 99990)","(2.2, 3.8, 3.415)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 32.0, 20.0)","(6.0, 6.6, 6.257142857142857)"
15-12-2022 13:01:14.667527,"(9.0, 22.0, 14.2)","(6.5, 14.0, 13.631578947368421)","(41.0, 99999, 99990)","(2.2, 3.8, 3.415)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 30.0, 19.666666666666668)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:15.994116,"(9.0, 22.0, 14.2)","(6.5, 15.0, 13.885714285714286)","(41.0, 99999, 99990)","(2.2, 3.8, 3.462222222222222)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 29.0, 19.666666666666668)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:17.292772,"(9.0, 22.0, 15.5)","(6.5, 15.0, 13.836363636363636)","(41.0, 99999, 99990)","(2.2, 3.8, 3.462222222222222)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 29.0, 19.666666666666668)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:18.628117,"(9.0, 22.0, 15.5)","(6.5, 14.5, 13.836363636363636)","(41.0, 99999, 99990)","(2.2, 3.8, 3.462222222222222)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 20.714285714285715)","(4.8, 99999, 99990)","(14.0, 29.0, 19.666666666666668)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:19.956757,"(9.0, 22.0, 14.2)","(6.5, 15.0, 9.6)","(41.0, 99999, 99990)","(2.2, 3.8, 3.462222222222222)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 29.0, 19.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:21.246866,"(9.0, 22.0, 14.2)","(6.5, 14.0, 9.6)","(41.0, 99999, 99990)","(2.2, 3.8, 3.462222222222222)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 28.0, 19.0)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:22.484074,"(9.0, 22.0, 14.2)","(6.5, 14.0, 9.6)","(41.0, 99999, 99990)","(2.2, 3.8, 3.462222222222222)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 27.0, 17.0)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:23.790509,"(9.0, 22.0, 14.2)","(6.5, 14.0, 9.6)","(41.0, 99999, 99990)","(2.2, 3.8, 3.462222222222222)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 27.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:25.084307,"(9.0, 22.0, 14.2)","(7.0, 14.0, 9.6)","(41.0, 99999, 99990)","(2.2, 3.8, 3.415)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 20.666666666666668)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:26.303410,"(9.0, 22.0, 14.2)","(7.0, 14.0, 9.6)","(41.0, 99999, 99990)","(2.2, 3.8, 3.415)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 32.0, 20.666666666666668)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:27.524357,"(9.0, 22.0, 14.2)","(7.0, 14.0, 9.6)","(41.0, 99999, 99990)","(2.2, 3.8, 3.415)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 32.0, 20.666666666666668)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:28.864168,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.533333333333333)","(41.0, 99999, 99990)","(2.2, 3.8, 3.4942857142857147)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.428571428571427)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:30.067084,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.533333333333333)","(41.0, 99999, 99990)","(2.2, 3.7, 3.4942857142857147)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 32.0, 20.0)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:31.329025,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.533333333333333)","(41.0, 99999, 99990)","(2.2, 3.7, 3.3024999999999998)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 30.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:32.515108,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.533333333333333)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3024999999999998)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:33.695348,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.533333333333333)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3024999999999998)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:34.872753,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.533333333333333)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3455555555555554)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:36.047124,"(9.0, 22.0, 14.2)","(7.0, 14.0, 13.222222222222221)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3455555555555554)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:37.254547,"(9.0, 22.0, 14.2)","(7.0, 14.0, 9.466666666666667)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3455555555555554)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:38.526058,"(9.0, 22.0, 14.2)","(7.0, 14.0, 9.466666666666667)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3455555555555554)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:39.761900,"(9.0, 22.0, 14.2)","(7.0, 14.0, 9.466666666666667)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3024999999999998)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:40.974648,"(9.0, 22.0, 14.2)","(7.0, 14.0, 9.466666666666667)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3024999999999998)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:42.208396,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.488888888888889)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3024999999999998)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:43.431799,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.3)","(41.0, 99999, 99990)","(2.2, 3.65, 3.7514285714285713)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 24.5)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:44.614305,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.4)","(41.0, 99999, 99990)","(2.2, 4.0, 3.5275)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:45.817806,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.4)","(41.0, 99999, 99990)","(2.2, 3.95, 3.3657142857142857)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 18.8)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:46.942705,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.4)","(41.0, 99999, 99990)","(2.2, 3.55, 3.3657142857142857)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 18.8)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:48.106581,"(9.0, 22.0, 14.2)","(7.0, 14.0, 12.4)","(41.0, 99999, 99990)","(2.2, 3.55, 3.195)","(26.0, 85.0, 71.44444444444444)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 18.8)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:49.203946,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.2333333333333334)","(26.0, 85.0, 61.0)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 18.8)","(6.0, 6.6, 6.268421052631579)"
