,Chi Lin,Big Time Pacman,Big Time Brynley,Big Time Express,Joan Jet,Big Time Foxy,Opawa Andy
16-12-2022 12:41:28.609139,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:29.535994,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:30.468723,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:31.447513,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:32.424094,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:33.364423,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:34.397554,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:35.404501,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:36.298828,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:37.290841,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:38.288574,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:39.304337,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:40.248308,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:41.258657,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:42.225043,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:43.186303,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:44.161688,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.2)"
16-12-2022 12:41:45.115808,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.2)"
16-12-2022 12:41:46.065832,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:47.062624,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:48.063230,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:49.094283,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:50.047582,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:51.053452,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:52.093050,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:53.128055,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:54.108389,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 13.0)"
16-12-2022 12:41:55.174428,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:41:56.254432,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:41:57.205454,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:41:58.156810,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:41:59.101775,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:00.026883,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:01.055297,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:02.001459,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:02.951470,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:03.891090,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:05.120109,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:06.319201,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:07.440667,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:08.585390,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.250731707317073)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:09.701898,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2528395061728395)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:10.793312,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2528395061728395)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:11.821529,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2528395061728395)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.70909090909091)"
16-12-2022 12:42:12.915208,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2528395061728395)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 15.457142857142857)"
16-12-2022 12:42:13.962270,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2528395061728395)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 15.457142857142857)"
16-12-2022 12:42:14.923024,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2528395061728395)","(2.25, 4.7, 3.468421052631579)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 15.457142857142857)"
16-12-2022 12:42:16.060417,"(20.0, 170.0, 94.0)","(2.15, 2.28, 3.1399999999999997)","(2.25, 4.7, 3.906451612903226)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 15.457142857142857)"
16-12-2022 12:42:17.132293,"(20.0, 170.0, 94.0)","(2.15, 3.5, 3.195)","(2.25, 4.7, 3.906451612903226)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 15.457142857142857)"
16-12-2022 12:42:18.153561,"(20.0, 170.0, 94.0)","(2.15, 3.5, 3.195)","(2.25, 4.7, 3.906451612903226)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 19.0, 15.457142857142857)"
16-12-2022 12:42:19.237640,"(20.0, 170.0, 94.0)","(2.15, 3.5, 3.195)","(2.25, 4.7, 4.305)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 15.457142857142857)"
16-12-2022 12:42:20.336351,"(20.0, 170.0, 94.0)","(2.15, 3.5, 3.195)","(2.25, 4.6, 4.305)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 17.916666666666664)"
16-12-2022 12:42:21.461383,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.5535294117647056)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:22.640986,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.5535294117647056)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:23.775945,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.5535294117647056)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:24.907311,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:25.934050,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:27.034819,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:28.093406,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:29.112150,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:30.162344,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:31.196716,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.7594117647058827)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:32.215397,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.600000000000001)"
16-12-2022 12:42:33.327552,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.4913636363636362)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.44)"
16-12-2022 12:42:34.500974,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.375238095238095)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.44)"
16-12-2022 12:42:35.690856,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.375238095238095)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.44)"
16-12-2022 12:42:36.826978,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.375238095238095)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.44)"
16-12-2022 12:42:38.009776,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.375238095238095)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.44)"
16-12-2022 12:42:39.255458,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.44)"
16-12-2022 12:42:40.411839,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 16.04)"
16-12-2022 12:42:41.639073,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 16.04)"
16-12-2022 12:42:42.811834,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 16.04)"
16-12-2022 12:42:43.797763,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 16.04)"
16-12-2022 12:42:44.807836,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 16.04)"
16-12-2022 12:42:45.977414,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 16.04)"
16-12-2022 12:42:47.072185,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 16.04)"
16-12-2022 12:42:48.131530,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.452)","(7.5, 14.5, 13.73)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 16.04)"
16-12-2022 12:42:49.260301,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 2.969767441860465)","(7.5, 14.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:50.417878,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.7, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:51.610191,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:52.746175,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:53.867143,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.4627586206896552)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:54.827123,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:55.956093,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:57.140698,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:42:58.164477,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.422222222222222)"
16-12-2022 12:42:59.331737,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:43:00.539283,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:43:01.620447,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 3.6799999999999997)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:43:02.785021,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.6, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:43:03.983885,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.81111111111111)"
16-12-2022 12:43:05.165596,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.710909090909091)","(2.25, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:43:06.327196,"(20.0, 170.0, 94.0)","(2.15, 2.86, 2.76)","(2.25, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:43:07.504545,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.25, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:43:08.674150,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.25, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
