,Blackwood Echo,My Mate Bluey,Golly Gosh Raja,Talking Raja,Big Joe,Miss Wilder,Tommy Rico
12-01-2023 18:09:50.515798,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:51.772936,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:53.003649,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:54.118928,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:55.329755,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 524.4444444444445)"
12-01-2023 18:09:56.481600,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:57.585101,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:58.796137,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:59.984096,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:10:01.199031,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:10:02.317308,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:10:03.478167,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:10:04.642939,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:10:05.811137,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 127.44444444444444)","(3.0, 5.1, 3.1324137931034484)","(81.0, 580.0, 440.0)"
12-01-2023 18:10:06.950556,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:08.156775,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:09.373689,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:10.532859,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:11.715143,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:12.935328,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:14.088724,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:15.238720,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 435.55555555555554)"
12-01-2023 18:10:16.474365,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:17.671570,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:18.762723,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:19.953228,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:21.162482,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:22.302782,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:23.510693,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:24.706469,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:25.821880,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 127.44444444444444)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 440.0)"
12-01-2023 18:10:26.939669,"(41.0, 300.0, 212.66666666666666)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 41.230769230769226)","(3.0, 4.8, 3.1324137931034484)","(81.0, 480.0, 285.0)"
12-01-2023 18:10:28.146168,"(41.0, 310.0, 166.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 84.0)","(3.0, 4.8, 3.1879999999999997)","(81.0, 480.0, 335.0)"
12-01-2023 18:10:29.305481,"(41.0, 310.0, 166.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.1879999999999997)","(81.0, 580.0, 330.0)"
12-01-2023 18:10:30.467430,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:31.674767,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:32.873443,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:33.976930,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:35.152417,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:36.439950,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:37.626793,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:38.869976,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 330.0)"
12-01-2023 18:10:40.207047,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 109.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 570.0, 340.0)"
12-01-2023 18:10:41.558122,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 290.0)"
12-01-2023 18:10:42.912100,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 190.0, 41.230769230769226)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:44.132431,"(41.0, 300.0, 92.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 200.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:45.306368,"(41.0, 300.0, 105.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:46.406070,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:47.579367,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:48.811877,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:49.982029,"(41.0, 310.0, 85.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:51.109338,"(41.0, 310.0, 85.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:52.365403,"(41.0, 310.0, 85.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:53.663260,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:54.867377,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:56.059121,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 290.0)"
12-01-2023 18:10:57.348869,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 340.0)"
12-01-2023 18:10:58.553019,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 340.0)"
12-01-2023 18:10:59.806413,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 340.0)"
12-01-2023 18:11:01.025945,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 340.0)"
12-01-2023 18:11:02.040378,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 45.2)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 340.0)"
12-01-2023 18:11:03.129385,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 200.0, 109.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 340.0)"
12-01-2023 18:11:04.259298,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 190.0, 45.2)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:11:05.331528,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.673125)","(21.0, 80.0, 29.166666666666664)","(20.0, 200.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 580.0, 295.0)"
12-01-2023 18:11:06.491052,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:07.685393,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:08.872262,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:10.021270,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.6171428571428572)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:11.149035,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.625)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:12.284736,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.625)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:13.427094,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.625)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:14.586252,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.625)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 427.1428571428571)"
12-01-2023 18:11:15.838409,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 295.0)"
12-01-2023 18:11:17.034603,"(41.0, 310.0, 67.0)","(6.5, 13.0, 10.36)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.091428571428571)","(81.0, 480.0, 295.0)"
12-01-2023 18:11:18.169697,"(41.0, 310.0, 67.0)","(6.5, 13.0, 12.146666666666667)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.166666666666664)","(20.0, 140.0, 128.7)","(3.0, 4.8, 3.2053333333333334)","(81.0, 480.0, 295.0)"
12-01-2023 18:11:19.489957,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.933333333333334)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 61.911764705882355)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.32125)","(81.0, 480.0, 295.0)"
12-01-2023 18:11:20.813119,"(41.0, 310.0, 68.8)","(6.5, 13.0, 10.933333333333334)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.583333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.408235294117647)","(81.0, 480.0, 295.0)"
12-01-2023 18:11:22.022889,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.583333333333336)","(20.0, 140.0, 45.2)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 295.0)"
12-01-2023 18:11:23.177537,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 29.583333333333336)","(20.0, 200.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 345.0)"
12-01-2023 18:11:24.406902,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 29.583333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 345.0)"
12-01-2023 18:11:25.613709,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 29.583333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 345.0)"
12-01-2023 18:11:26.759955,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 29.583333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 345.0)"
12-01-2023 18:11:28.108178,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 29.583333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 345.0)"
12-01-2023 18:11:29.456472,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 29.583333333333336)","(20.0, 140.0, 45.2)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 345.0)"
12-01-2023 18:11:30.504133,"(41.0, 310.0, 68.8)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 61.911764705882355)","(20.0, 200.0, 45.2)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 523.8888888888889)"
12-01-2023 18:11:31.706459,"(41.0, 310.0, 70.6)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 61.911764705882355)","(20.0, 200.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 300.0)"
12-01-2023 18:11:33.030972,"(41.0, 310.0, 70.6)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 61.911764705882355)","(20.0, 140.0, 45.2)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:34.498038,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 61.911764705882355)","(20.0, 200.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:35.826307,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:37.239695,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:38.507571,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:39.671624,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7795238095238095)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:40.920990,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.8384)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:42.061526,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7123529411764706)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:43.270967,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7123529411764706)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:44.533293,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7123529411764706)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
