,Disguise,Destini Rebel,Lily Luna Potter,Cement Mixer,Tiger Newly,Thats Rare,Paddy The Baddy,Aston Randal
10-01-2023 14:19:34.632385,"(3.3, 5.7, 4.523809523809524)","(9.0, 19.5, 15.5)","(6.0, 9.4, 8.725)","(8.5, 16.0, 12.666666666666666)","(6.5, 11.0, 9.636363636363637)","(4.8, 5.1, 4.833333333333333)","(5.5, 10.0, 8.9375)","(10.0, 20.0, 18.6)"
10-01-2023 14:19:36.003071,"(3.3, 5.7, 4.523809523809524)","(9.0, 19.5, 15.5)","(6.0, 9.4, 8.725)","(8.5, 16.0, 12.833333333333334)","(6.5, 11.0, 9.636363636363637)","(4.8, 5.1, 4.833333333333333)","(5.5, 10.0, 9.0)","(10.0, 20.0, 16.555555555555557)"
10-01-2023 14:19:37.326808,"(3.3, 5.7, 4.523809523809524)","(9.0, 19.5, 15.5)","(6.0, 9.4, 8.725)","(8.5, 16.5, 12.833333333333334)","(6.5, 11.0, 9.636363636363637)","(4.8, 5.1, 4.833333333333333)","(5.5, 10.0, 9.0)","(10.0, 21.0, 16.555555555555557)"
10-01-2023 14:19:38.643427,"(3.3, 5.7, 4.523809523809524)","(9.0, 19.5, 15.5)","(6.0, 9.4, 8.725)","(8.5, 16.5, 12.833333333333334)","(6.5, 11.0, 9.636363636363637)","(4.8, 5.1, 4.833333333333333)","(5.5, 10.0, 9.0)","(10.0, 21.0, 17.666666666666664)"
10-01-2023 14:19:39.963270,"(3.3, 5.7, 4.523809523809524)","(9.0, 19.5, 15.5)","(6.0, 9.4, 8.725)","(8.5, 16.5, 12.833333333333334)","(6.5, 11.0, 9.636363636363637)","(4.8, 5.1, 4.833333333333333)","(5.5, 10.0, 9.0)","(10.0, 21.0, 17.666666666666664)"
10-01-2023 14:19:41.730060,"(3.3, 5.7, 4.052631578947368)","(9.0, 19.5, 15.5)","(6.0, 9.4, 8.725)","(9.0, 16.5, 13.642857142857142)","(6.5, 11.0, 9.226666666666667)","(4.6, 5.1, 4.884615384615384)","(5.5, 9.8, 7.6571428571428575)","(11.0, 21.0, 17.666666666666664)"
10-01-2023 14:19:43.130813,"(3.3, 5.0, 4.052631578947368)","(9.0, 19.5, 15.5)","(6.0, 9.4, 8.71111111111111)","(9.0, 16.5, 13.375)","(6.5, 11.0, 9.6)","(4.6, 5.1, 4.845454545454546)","(5.5, 9.8, 7.6571428571428575)","(11.0, 21.0, 17.666666666666664)"
10-01-2023 14:19:44.536899,"(3.3, 5.0, 4.052631578947368)","(9.0, 19.5, 15.5)","(6.0, 9.6, 8.71111111111111)","(9.0, 17.5, 13.527777777777779)","(6.5, 11.0, 9.6)","(4.6, 5.1, 4.845454545454546)","(5.5, 9.8, 7.6571428571428575)","(11.0, 21.0, 17.666666666666664)"
10-01-2023 14:19:45.928605,"(3.3, 4.9, 4.044444444444444)","(9.0, 19.5, 15.5)","(6.0, 9.6, 8.71111111111111)","(9.0, 17.5, 13.527777777777779)","(6.5, 11.0, 9.31764705882353)","(4.6, 5.1, 4.845454545454546)","(5.5, 9.8, 8.523076923076923)","(11.0, 21.0, 18.444444444444443)"
10-01-2023 14:19:47.480868,"(3.3, 4.9, 4.166666666666667)","(9.0, 19.5, 15.5)","(6.0, 9.6, 8.933333333333334)","(9.0, 17.5, 13.527777777777779)","(6.5, 11.0, 9.31764705882353)","(4.6, 5.1, 4.845454545454546)","(5.5, 9.6, 8.276923076923076)","(11.0, 20.0, 18.444444444444443)"
10-01-2023 14:19:48.952431,"(3.3, 4.9, 4.441666666666666)","(9.0, 19.5, 15.5)","(6.0, 9.6, 8.933333333333334)","(9.0, 17.5, 13.527777777777779)","(6.5, 11.0, 9.31764705882353)","(4.6, 5.1, 4.845454545454546)","(5.5, 9.2, 8.03076923076923)","(11.0, 20.0, 18.444444444444443)"
10-01-2023 14:19:50.448645,"(3.3, 4.9, 4.441666666666666)","(9.0, 19.5, 18.4375)","(6.0, 9.6, 8.4)","(9.0, 17.5, 15.571428571428571)","(6.5, 11.0, 9.7)","(4.6, 5.1, 4.949999999999999)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.444444444444443)"
10-01-2023 14:19:51.984843,"(3.3, 4.9, 4.441666666666666)","(9.0, 19.5, 18.4375)","(6.0, 9.6, 8.371428571428572)","(9.0, 17.0, 14.115384615384615)","(6.5, 11.0, 9.7)","(4.6, 5.1, 4.985714285714286)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.142857142857142)"
10-01-2023 14:19:53.361765,"(3.3, 4.9, 4.441666666666666)","(9.0, 19.5, 18.166666666666664)","(6.0, 9.4, 8.371428571428572)","(9.0, 17.5, 14.115384615384615)","(6.5, 11.0, 9.7)","(4.6, 5.1, 4.985714285714286)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.142857142857142)"
10-01-2023 14:19:55.064353,"(3.3, 4.9, 4.166666666666667)","(9.0, 19.5, 18.166666666666664)","(6.0, 9.4, 8.181818181818182)","(9.0, 17.5, 14.115384615384615)","(6.5, 11.0, 9.05)","(4.6, 5.1, 6.3)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.428571428571427)"
10-01-2023 14:19:56.651626,"(3.3, 4.9, 4.166666666666667)","(9.0, 19.5, 18.166666666666664)","(6.0, 9.2, 8.181818181818182)","(9.0, 17.5, 14.115384615384615)","(6.5, 11.0, 9.975)","(4.6, 6.6, 6.62)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.428571428571427)"
10-01-2023 14:19:58.179810,"(3.3, 4.9, 4.166666666666667)","(9.0, 19.5, 18.166666666666664)","(6.0, 9.0, 8.418181818181818)","(9.0, 17.5, 14.115384615384615)","(6.5, 10.5, 9.975)","(4.6, 7.0, 6.78)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.428571428571427)"
10-01-2023 14:19:59.784191,"(3.3, 4.9, 4.166666666666667)","(9.0, 19.5, 18.166666666666664)","(6.0, 9.0, 8.2)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.975)","(4.6, 7.2, 6.78)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 17.25)"
10-01-2023 14:20:01.403649,"(3.3, 4.9, 4.166666666666667)","(9.0, 19.5, 18.166666666666664)","(6.0, 9.0, 8.2)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.12)","(4.6, 7.2, 6.78)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:02.866134,"(3.3, 4.9, 4.15)","(9.0, 19.0, 15.666666666666668)","(6.0, 9.0, 8.2)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.2, 6.78)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:04.312359,"(3.3, 4.9, 4.15)","(9.0, 19.0, 15.666666666666668)","(6.0, 9.0, 8.2)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.2, 6.78)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:05.684514,"(3.3, 4.9, 4.1347826086956525)","(9.0, 19.0, 14.0)","(6.0, 9.0, 8.2)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.2, 6.1)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:07.134906,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 9.0, 8.2)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:08.638280,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 9.0, 8.2)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:10.196318,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 9.0, 8.246153846153845)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:11.637079,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 9.0, 8.246153846153845)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:13.003682,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 9.0, 8.246153846153845)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:14.320787,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 9.0, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:15.723884,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:17.127641,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 14.0)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:18.562118,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:24.122500,"(3.3, 4.8, 4.104347826086956)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.4)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:25.617000,"(3.3, 4.8, 4.091666666666667)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 7.0, 6.2666666666666675)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:27.117304,"(3.3, 4.8, 4.091666666666667)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 6.4, 6.2666666666666675)","(5.5, 8.8, 8.254545454545456)","(11.0, 20.0, 18.571428571428573)"
10-01-2023 14:20:28.611434,"(3.3, 4.8, 4.091666666666667)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.914285714285715)","(4.6, 6.4, 6.2666666666666675)","(5.5, 8.8, 8.044444444444444)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:30.048804,"(3.3, 4.8, 4.091666666666667)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.65607476635514)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.6, 8.8)","(4.6, 6.4, 5.584615384615385)","(5.5, 8.2, 7.08)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:31.529257,"(3.3, 4.8, 4.091666666666667)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.655555555555555)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.4, 8.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.2, 7.76)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:32.938709,"(3.3, 4.8, 4.091666666666667)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.655555555555555)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.4, 8.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:34.421376,"(3.3, 4.8, 4.3)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.655555555555555)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.4, 8.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:36.097504,"(3.3, 4.8, 4.3)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.655555555555555)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.4, 8.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 16.666666666666668)"
10-01-2023 14:20:37.762973,"(3.3, 4.8, 4.3)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.655555555555555)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.4, 8.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:39.371362,"(3.3, 4.8, 4.3)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.655555555555555)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.4, 8.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:40.981470,"(3.3, 4.8, 4.3)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.655555555555555)","(9.0, 17.5, 13.863636363636363)","(6.5, 9.4, 9.975)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:42.452314,"(3.3, 4.8, 4.188888888888888)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.301818181818182)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.7)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:43.941695,"(3.3, 4.4, 4.25)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.6, 7.6380952380952385)","(9.0, 17.5, 13.863636363636363)","(6.5, 11.0, 9.7)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:45.369309,"(3.3, 4.4, 4.25)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.4, 7.6380952380952385)","(9.0, 17.5, 13.863636363636363)","(7.0, 11.0, 9.7)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:46.753911,"(3.3, 4.4, 4.25)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.4, 7.6380952380952385)","(9.0, 17.5, 13.863636363636363)","(7.0, 11.0, 9.7)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:48.245147,"(3.3, 4.4, 4.25)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.4, 7.6380952380952385)","(9.0, 17.5, 13.863636363636363)","(7.0, 11.0, 9.7)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:49.746868,"(3.3, 4.4, 4.205882352941177)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.4, 6.894117647058823)","(9.0, 17.5, 13.863636363636363)","(7.0, 11.0, 9.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:51.155960,"(3.3, 4.4, 4.236363636363636)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.4, 7.222222222222221)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.5, 9.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:52.584704,"(3.3, 4.4, 4.236363636363636)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.2, 7.222222222222221)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.5, 9.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:53.987585,"(3.3, 4.4, 4.236363636363636)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.2, 7.222222222222221)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.5, 9.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:55.464919,"(3.3, 4.4, 4.236363636363636)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.5, 9.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:56.830483,"(3.3, 4.4, 4.236363636363636)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.5, 9.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:58.127199,"(3.3, 4.4, 4.236363636363636)","(9.0, 19.0, 13.642857142857142)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.5, 9.8)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:20:59.499881,"(3.3, 4.4, 4.236363636363636)","(9.0, 19.0, 12.5)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.5, 9.2)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:00.906888,"(3.3, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.0, 9.2)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:02.368871,"(3.3, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.0, 9.2)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:03.689368,"(3.3, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.0, 9.2)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:04.962321,"(3.3, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 8.2, 7.558333333333333)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.0, 9.2)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:06.364236,"(3.3, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 8.2, 6.87536231884058)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.0, 9.2)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:07.783999,"(3.3, 4.4, 4.1000000000000005)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.864233576642335)","(9.0, 17.5, 13.863636363636363)","(7.0, 10.0, 9.2)","(4.6, 6.2, 5.584615384615385)","(5.5, 8.0, 7.8545454545454545)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:09.149053,"(3.3, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.864233576642335)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.0, 9.514285714285714)","(4.8, 6.2, 5.584615384615385)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:10.514293,"(3.4, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 11.0, 9.45)","(4.8, 6.2, 5.584615384615385)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:11.826927,"(3.4, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 6.2, 5.584615384615385)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:13.156029,"(3.4, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 6.2, 5.584615384615385)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:14.582220,"(3.4, 4.4, 4.236363636363636)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 6.2, 5.584615384615385)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:16.019166,"(3.4, 4.4, 4.220000000000001)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 6.2, 5.230769230769231)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:17.359411,"(3.4, 4.4, 4.220000000000001)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 6.0, 5.230769230769231)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:18.702076,"(3.4, 4.4, 4.220000000000001)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 6.0, 5.230769230769231)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:20.200413,"(3.4, 4.4, 4.220000000000001)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 5.9, 5.45)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:21.621121,"(3.4, 4.4, 4.220000000000001)","(9.0, 15.5, 12.5)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:23.037023,"(3.4, 4.4, 4.300000000000001)","(9.0, 15.5, 12.115384615384615)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:24.510765,"(3.4, 4.4, 4.300000000000001)","(9.0, 15.5, 12.115384615384615)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.217391304347826)"
10-01-2023 14:21:26.242508,"(3.4, 4.4, 4.300000000000001)","(9.0, 15.5, 12.227272727272727)","(6.0, 7.6, 6.874820143884892)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 20.0, 15.238095238095237)"
10-01-2023 14:21:27.723380,"(3.4, 4.4, 4.15)","(9.0, 15.5, 12.227272727272727)","(6.0, 7.6, 7.114285714285715)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.1875)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 19.5, 15.9)"
10-01-2023 14:21:29.054974,"(3.4, 4.4, 4.15)","(9.0, 15.5, 12.227272727272727)","(6.0, 7.4, 7.114285714285715)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.1875)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 19.5, 15.9)"
10-01-2023 14:21:30.423561,"(3.4, 4.4, 4.300000000000001)","(9.0, 15.5, 12.227272727272727)","(6.0, 7.4, 7.114285714285715)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.1875)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 19.5, 15.9)"
10-01-2023 14:21:31.757986,"(3.4, 4.4, 4.300000000000001)","(9.0, 15.5, 12.227272727272727)","(6.0, 7.4, 7.114285714285715)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.1875)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 19.5, 15.9)"
10-01-2023 14:21:33.158556,"(3.4, 4.4, 4.300000000000001)","(9.0, 15.5, 12.227272727272727)","(6.0, 7.4, 7.114285714285715)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.1875)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 19.5, 15.9)"
10-01-2023 14:21:34.577804,"(3.4, 4.4, 4.288888888888889)","(9.0, 15.5, 12.227272727272727)","(6.0, 7.4, 7.114285714285715)","(9.0, 17.5, 13.863636363636363)","(6.5, 10.5, 9.45)","(4.8, 5.9, 5.375)","(5.5, 8.0, 7.241666666666666)","(11.0, 19.5, 15.9)"
