,Erupting Avatar,Liberty Royal,Wagtail Demon,Emmas Image,Leo Giblet,Hillbilly Joker,Afro Puff,Reel It In
15-12-2022 13:16:24.756562,"(6.5, 12.0, 10.527272727272727)","(5.5, 9.4, 7.0)","(2.5, 2.88, 2.6175)","(6.5, 9.6, 8.3)","(5.5, 9.4, 9.0)","(9.0, 22.0, 17.6)","(15.0, 42.0, 33.0)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:25.868266,"(6.5, 12.0, 9.5)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.685)","(6.5, 9.6, 8.3)","(5.5, 9.4, 8.620000000000001)","(9.0, 22.0, 17.6)","(15.0, 42.0, 33.0)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:26.977066,"(6.5, 12.0, 9.4)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.685)","(6.5, 9.6, 8.85)","(5.5, 9.4, 8.620000000000001)","(9.0, 22.0, 17.6)","(15.0, 42.0, 33.0)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:28.068181,"(6.5, 12.0, 9.6)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.8064285714285715)","(6.5, 9.8, 8.2)","(5.5, 9.4, 8.766666666666666)","(9.0, 22.0, 17.6)","(15.0, 42.0, 24.81818181818182)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:29.204465,"(6.5, 12.0, 9.6)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.8064285714285715)","(6.5, 9.8, 8.2)","(5.5, 9.4, 8.766666666666666)","(9.0, 22.0, 17.6)","(15.0, 42.0, 24.81818181818182)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:30.333661,"(6.5, 12.0, 9.4)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.752307692307692)","(6.5, 9.8, 8.2)","(5.5, 9.4, 8.766666666666666)","(9.0, 22.0, 17.6)","(15.0, 42.0, 29.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:31.430585,"(6.5, 12.0, 9.4)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.752307692307692)","(6.5, 9.8, 7.745454545454545)","(5.5, 9.4, 8.033333333333333)","(9.0, 22.0, 17.6)","(15.0, 42.0, 29.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:32.504269,"(6.5, 12.0, 10.892307692307693)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.752307692307692)","(6.5, 9.6, 7.963636363636363)","(5.5, 9.4, 8.733333333333334)","(9.0, 22.0, 17.6)","(15.0, 42.0, 29.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:33.537582,"(6.5, 12.0, 10.892307692307693)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.71)","(6.5, 9.6, 7.963636363636363)","(5.5, 9.4, 8.733333333333334)","(9.0, 22.0, 17.6)","(15.0, 42.0, 29.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:34.606422,"(6.5, 12.0, 10.892307692307693)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.71)","(6.5, 9.6, 8.133333333333333)","(5.5, 9.4, 8.620000000000001)","(9.0, 22.0, 17.6)","(15.0, 42.0, 29.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:35.700983,"(6.5, 12.0, 10.892307692307693)","(5.5, 9.4, 7.0)","(2.5, 2.86, 2.71)","(6.5, 9.8, 8.133333333333333)","(5.5, 9.4, 8.620000000000001)","(9.0, 22.0, 17.6)","(15.0, 42.0, 29.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:36.772532,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.4, 7.0)","(2.5, 2.84, 2.7025)","(6.5, 9.8, 8.72857142857143)","(5.5, 9.4, 8.620000000000001)","(9.0, 22.0, 17.6)","(15.0, 42.0, 25.136363636363637)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:37.847520,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.4, 7.0)","(2.5, 2.84, 2.7025)","(6.5, 9.8, 8.72857142857143)","(5.5, 9.4, 8.620000000000001)","(9.0, 22.0, 17.6)","(15.0, 42.0, 25.136363636363637)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:38.920958,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.4, 7.0)","(2.5, 2.84, 2.71)","(6.5, 9.8, 8.4)","(5.5, 9.4, 6.907692307692307)","(9.0, 22.0, 17.6)","(15.0, 42.0, 27.833333333333336)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:40.025033,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.88)","(2.5, 2.84, 2.7275)","(6.5, 9.8, 8.4)","(5.5, 9.0, 6.907692307692307)","(9.0, 22.0, 17.6)","(15.0, 34.0, 30.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:41.049316,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 8.408)","(2.5, 2.84, 2.770769230769231)","(6.5, 9.8, 8.5)","(5.5, 9.0, 6.907692307692307)","(9.0, 22.0, 17.6)","(15.0, 34.0, 30.4)","(16.0, 46.0, 27.875)"
15-12-2022 13:16:42.140262,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 8.408)","(2.5, 2.84, 2.770769230769231)","(6.5, 9.8, 8.5)","(5.5, 9.0, 6.04)","(9.0, 22.0, 15.0)","(15.0, 34.0, 30.4)","(16.0, 46.0, 29.88888888888889)"
15-12-2022 13:16:43.224770,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 8.408)","(2.5, 2.84, 2.770769230769231)","(6.5, 9.8, 8.5)","(5.5, 9.0, 6.4714285714285715)","(9.0, 22.0, 15.0)","(15.0, 34.0, 30.4)","(16.0, 46.0, 29.88888888888889)"
15-12-2022 13:16:44.332566,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 8.408)","(2.5, 2.84, 2.770769230769231)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.4, 7.4)","(9.0, 22.0, 16.944444444444443)","(15.0, 34.0, 30.727272727272727)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:45.385687,"(6.5, 11.5, 9.742857142857144)","(5.5, 9.2, 7.92)","(2.5, 2.84, 2.7525)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.4, 7.4)","(9.0, 18.5, 16.944444444444443)","(15.0, 34.0, 30.727272727272727)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:46.478596,"(6.5, 11.5, 10.028571428571428)","(5.5, 9.2, 7.92)","(2.5, 2.84, 2.7525)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.4, 7.4)","(9.0, 18.5, 16.944444444444443)","(15.0, 34.0, 30.727272727272727)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:47.645046,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.92)","(2.5, 2.84, 2.7525)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.4, 7.4)","(9.0, 18.5, 16.944444444444443)","(15.0, 34.0, 30.727272727272727)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:48.777410,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.82, 2.7325)","(6.5, 9.8, 8.5)","(5.5, 9.4, 7.233333333333333)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.727272727272727)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:50.002463,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.82, 2.76)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.4, 7.5)","(9.0, 18.5, 15.9)","(15.0, 34.0, 29.0)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:51.183108,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.82, 2.7346153846153847)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.4, 7.344444444444445)","(9.0, 18.5, 15.9)","(15.0, 34.0, 29.0)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:52.381239,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.88, 2.7346153846153847)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.4, 7.344444444444445)","(9.0, 18.5, 15.9)","(15.0, 34.0, 29.0)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:53.582635,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.88, 2.74)","(6.5, 9.8, 8.2)","(5.5, 9.4, 8.8)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:54.764872,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.86, 2.6138461538461537)","(6.5, 9.8, 8.2)","(5.5, 9.4, 8.8)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:55.964664,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.86, 2.7369230769230772)","(6.5, 9.8, 8.2)","(5.5, 9.4, 8.8)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:57.183881,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.86, 2.7369230769230772)","(6.5, 9.8, 8.2)","(5.5, 9.4, 8.033333333333333)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 46.0, 33.04545454545455)"
15-12-2022 13:16:58.386213,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.86, 2.7369230769230772)","(6.5, 9.8, 8.100000000000001)","(5.5, 9.4, 8.033333333333333)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 46.0, 31.954545454545453)"
15-12-2022 13:16:59.533571,"(6.5, 12.0, 10.028571428571428)","(5.5, 9.2, 7.5636363636363635)","(2.5, 2.86, 2.7369230769230772)","(6.5, 9.8, 8.100000000000001)","(5.5, 9.4, 7.4)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 31.954545454545453)"
15-12-2022 13:17:00.644290,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.6, 7.4)","(2.5, 2.88, 2.6092307692307695)","(6.5, 9.8, 8.2)","(5.5, 9.4, 7.4)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 31.954545454545453)"
15-12-2022 13:17:01.823815,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.6, 7.4)","(2.5, 2.88, 2.4208695652173913)","(6.5, 9.8, 8.569230769230769)","(5.5, 9.4, 7.4)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 31.954545454545453)"
15-12-2022 13:17:02.978466,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.6, 7.4)","(2.5, 2.88, 2.4266666666666667)","(6.5, 9.8, 7.8)","(5.5, 9.4, 6.666666666666667)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 30.59090909090909)"
15-12-2022 13:17:04.219004,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.6, 7.4)","(2.5, 2.88, 2.4353846153846153)","(6.5, 9.8, 7.8)","(5.5, 9.4, 6.0)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 33.464285714285715)"
15-12-2022 13:17:05.465282,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.6, 7.4)","(2.5, 2.86, 2.4353846153846153)","(6.5, 9.8, 8.2)","(5.5, 8.8, 6.769230769230769)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 33.464285714285715)"
15-12-2022 13:17:06.677781,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.4, 7.300000000000001)","(2.5, 2.84, 2.5305263157894737)","(6.5, 9.8, 8.3)","(5.5, 8.8, 7.040000000000001)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 25.875)"
15-12-2022 13:17:07.925967,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.2, 7.4799999999999995)","(2.5, 2.84, 2.5305263157894737)","(6.5, 9.0, 8.153846153846153)","(5.5, 8.8, 7.040000000000001)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 25.875)"
15-12-2022 13:17:09.199897,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.2, 6.866666666666666)","(2.5, 2.82, 2.6788235294117646)","(6.5, 9.0, 7.9)","(5.5, 8.8, 7.040000000000001)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 25.875)"
15-12-2022 13:17:10.444750,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.2, 6.866666666666666)","(2.5, 2.82, 2.612727272727273)","(6.5, 9.0, 7.8)","(5.5, 8.8, 6.8307692307692305)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 25.875)"
15-12-2022 13:17:11.647870,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.2, 6.866666666666666)","(2.5, 2.82, 2.612727272727273)","(6.5, 9.0, 7.8)","(5.5, 8.8, 7.093333333333334)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 25.875)"
15-12-2022 13:17:12.764687,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.2, 6.866666666666666)","(2.5, 2.82, 2.7336)","(6.5, 9.0, 7.8)","(5.5, 8.8, 7.093333333333334)","(9.0, 18.5, 15.9)","(15.0, 34.0, 30.6)","(16.0, 44.0, 25.875)"
15-12-2022 13:17:13.829943,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.2, 6.866666666666666)","(2.5, 2.82, 2.5628571428571427)","(6.5, 9.0, 7.8)","(5.5, 8.8, 7.1466666666666665)","(9.0, 18.5, 15.9)","(15.0, 34.0, 32.2)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:14.913314,"(6.5, 11.5, 9.742857142857144)","(5.5, 8.2, 6.866666666666666)","(2.5, 2.82, 2.5454545454545454)","(6.5, 9.0, 7.25)","(5.5, 8.8, 6.733333333333333)","(9.0, 18.5, 14.25)","(15.0, 36.0, 35.4)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:16.052781,"(6.5, 12.0, 9.444444444444445)","(5.5, 8.2, 6.866666666666666)","(2.5, 2.8, 2.6266666666666665)","(6.5, 9.0, 7.800000000000001)","(5.5, 8.8, 7.2)","(9.0, 19.5, 15.214285714285715)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:17.152920,"(6.5, 12.0, 9.444444444444445)","(5.5, 8.4, 6.383333333333334)","(2.5, 2.8, 2.6916666666666664)","(6.5, 9.0, 7.56)","(5.5, 8.8, 7.2)","(9.0, 19.5, 15.214285714285715)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:18.333401,"(6.5, 12.0, 9.444444444444445)","(5.5, 8.2, 6.485714285714286)","(2.5, 2.8, 2.603157894736842)","(6.5, 9.0, 7.8)","(5.5, 8.8, 6.953846153846154)","(9.0, 19.5, 15.214285714285715)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:19.428721,"(6.5, 12.0, 9.444444444444445)","(5.5, 8.4, 6.514285714285714)","(2.5, 2.78, 2.603157894736842)","(6.5, 9.0, 8.657142857142857)","(5.5, 8.8, 6.0)","(9.0, 19.5, 18.75)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:20.577273,"(6.5, 12.0, 9.444444444444445)","(5.5, 8.4, 7.960000000000001)","(2.5, 2.78, 2.603157894736842)","(6.5, 9.0, 8.657142857142857)","(5.5, 8.8, 6.707692307692308)","(9.0, 21.0, 18.75)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:21.706042,"(6.5, 12.0, 9.444444444444445)","(5.5, 8.6, 6.542857142857143)","(2.5, 2.78, 2.603157894736842)","(6.5, 9.0, 8.657142857142857)","(5.5, 8.8, 6.707692307692308)","(9.0, 21.0, 18.75)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:22.792722,"(6.5, 12.0, 9.444444444444445)","(5.5, 8.6, 6.542857142857143)","(2.5, 2.78, 2.603157894736842)","(6.5, 9.0, 8.244444444444445)","(5.5, 8.8, 7.28888888888889)","(9.0, 21.0, 18.75)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:23.946449,"(6.5, 12.0, 10.722222222222221)","(5.5, 8.6, 6.866666666666666)","(2.5, 2.78, 2.66)","(6.5, 9.8, 8.244444444444445)","(5.5, 8.8, 7.44)","(9.0, 21.0, 18.75)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:25.124523,"(6.5, 12.0, 10.722222222222221)","(5.5, 8.2, 6.514285714285714)","(2.5, 2.78, 2.5942857142857143)","(6.5, 9.8, 8.226666666666667)","(5.5, 8.8, 6.707692307692308)","(9.0, 21.0, 18.75)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:26.283571,"(6.5, 12.0, 10.722222222222221)","(5.5, 8.4, 6.514285714285714)","(2.5, 2.78, 2.66)","(6.5, 9.4, 8.364705882352942)","(5.5, 8.8, 6.769230769230769)","(9.0, 21.0, 15.0)","(15.0, 40.0, 37.44444444444444)","(16.0, 44.0, 26.1875)"
15-12-2022 13:17:27.470465,"(6.5, 12.0, 10.722222222222221)","(5.5, 8.4, 6.383333333333334)","(2.5, 2.78, 2.66)","(6.5, 9.4, 8.364705882352942)","(5.5, 8.8, 6.769230769230769)","(9.0, 21.0, 16.8)","(15.0, 40.0, 38.35714285714286)","(16.0, 44.0, 22.076923076923077)"
15-12-2022 13:17:28.758262,"(6.5, 12.0, 11.216216216216218)","(5.5, 8.4, 6.383333333333334)","(2.5, 2.78, 2.6133333333333333)","(6.5, 9.4, 8.364705882352942)","(5.5, 8.8, 6.24)","(9.0, 20.0, 16.8)","(15.0, 40.0, 37.25)","(16.0, 44.0, 22.076923076923077)"
15-12-2022 13:17:29.994985,"(6.5, 11.5, 9.4)","(5.5, 8.4, 6.514285714285714)","(2.5, 2.76, 2.56)","(6.5, 9.4, 8.364705882352942)","(5.5, 8.8, 8.255555555555555)","(9.0, 20.0, 16.8)","(15.0, 40.0, 35.6)","(16.0, 44.0, 22.076923076923077)"
15-12-2022 13:17:31.215597,"(6.5, 10.0, 9.4)","(5.5, 8.4, 6.383333333333334)","(2.5, 2.76, 2.66)","(6.5, 9.4, 8.364705882352942)","(5.5, 8.6, 7.742857142857142)","(9.0, 20.0, 16.8)","(15.0, 40.0, 35.6)","(16.0, 44.0, 22.076923076923077)"
15-12-2022 13:17:32.476374,"(6.5, 9.6, 9.028571428571428)","(5.5, 8.4, 6.383333333333334)","(2.5, 2.78, 2.66)","(6.5, 9.4, 8.364705882352942)","(5.5, 8.6, 7.742857142857142)","(9.0, 20.0, 16.8)","(15.0, 40.0, 35.6)","(16.0, 44.0, 33.44444444444444)"
15-12-2022 13:17:33.742941,"(6.5, 9.8, 8.8)","(5.5, 8.4, 6.383333333333334)","(2.5, 2.78, 2.66)","(6.5, 9.4, 8.364705882352942)","(5.5, 8.6, 7.742857142857142)","(9.0, 20.0, 16.8)","(15.0, 40.0, 35.6)","(16.0, 44.0, 33.44444444444444)"
15-12-2022 13:17:35.044280,"(6.5, 9.8, 8.615384615384615)","(5.5, 8.2, 6.485714285714286)","(2.5, 2.76, 2.5623529411764707)","(6.5, 9.4, 9.36)","(5.5, 8.6, 8.255555555555555)","(9.0, 20.0, 16.8)","(15.0, 40.0, 29.0)","(16.0, 34.0, 24.5)"
15-12-2022 13:17:36.282699,"(6.5, 9.8, 8.615384615384615)","(5.5, 8.2, 6.485714285714286)","(2.5, 2.76, 2.5623529411764707)","(6.5, 9.6, 9.36)","(5.5, 8.6, 8.255555555555555)","(9.0, 20.0, 16.8)","(15.0, 40.0, 29.0)","(16.0, 32.0, 24.5)"
15-12-2022 13:17:37.476136,"(6.5, 9.8, 8.615384615384615)","(5.5, 8.2, 6.485714285714286)","(2.5, 2.76, 2.5623529411764707)","(6.5, 9.6, 9.44)","(5.5, 8.6, 8.330434782608695)","(9.0, 20.0, 15.428571428571429)","(15.0, 36.0, 27.0)","(16.0, 32.0, 24.5)"
15-12-2022 13:17:38.735661,"(6.5, 9.8, 8.615384615384615)","(5.5, 8.2, 6.366666666666667)","(2.5, 2.76, 2.612631578947368)","(6.5, 9.6, 9.44)","(5.5, 8.6, 7.742857142857142)","(9.0, 20.0, 14.666666666666666)","(15.0, 36.0, 32.0)","(16.0, 32.0, 27.714285714285715)"
15-12-2022 13:17:39.897995,"(6.5, 9.8, 8.615384615384615)","(5.5, 8.2, 6.366666666666667)","(2.5, 2.74, 2.6500000000000004)","(6.5, 9.6, 8.883333333333333)","(5.5, 8.6, 7.771428571428571)","(9.0, 20.0, 14.666666666666666)","(15.0, 36.0, 30.166666666666664)","(16.0, 32.0, 24.5)"
15-12-2022 13:17:41.039311,"(6.5, 9.4, 8.4)","(5.5, 8.2, 6.905882352941177)","(2.5, 2.74, 2.6242857142857146)","(6.5, 9.8, 8.883333333333333)","(5.5, 8.6, 7.771428571428571)","(9.0, 20.0, 14.666666666666666)","(15.0, 36.0, 30.166666666666664)","(16.0, 32.0, 20.333333333333332)"
15-12-2022 13:17:42.166869,"(6.5, 9.2, 8.17142857142857)","(5.5, 8.2, 7.0)","(2.5, 2.74, 2.5985714285714288)","(6.5, 9.8, 9.014285714285714)","(5.5, 8.6, 8.657142857142858)","(9.0, 20.0, 14.666666666666666)","(15.0, 36.0, 27.045454545454547)","(16.0, 32.0, 20.333333333333332)"
15-12-2022 13:17:43.334072,"(6.5, 9.0, 8.4)","(5.5, 8.2, 6.785714285714286)","(2.5, 2.74, 2.6114285714285717)","(6.5, 9.8, 9.014285714285714)","(5.5, 9.8, 6.975)","(9.0, 20.0, 14.666666666666666)","(15.0, 42.0, 30.5)","(16.0, 32.0, 20.333333333333332)"
15-12-2022 13:17:44.476889,"(6.5, 9.0, 8.755555555555556)","(5.5, 8.2, 7.3)","(2.5, 2.74, 2.6114285714285717)","(6.5, 9.8, 9.014285714285714)","(5.5, 10.5, 6.975)","(9.0, 20.0, 14.666666666666666)","(15.0, 42.0, 30.5)","(16.0, 32.0, 23.25)"
15-12-2022 13:17:45.668399,"(6.5, 9.0, 8.755555555555556)","(5.5, 8.2, 7.3)","(2.5, 2.74, 2.56)","(6.5, 9.8, 8.55)","(5.5, 10.5, 8.771428571428572)","(9.0, 20.0, 14.666666666666666)","(15.0, 42.0, 30.5)","(16.0, 32.0, 23.25)"
15-12-2022 13:17:47.047986,"(6.5, 9.0, 8.254545454545456)","(5.5, 8.2, 7.384615384615385)","(2.5, 2.74, 2.56)","(6.5, 9.8, 8.883333333333333)","(5.5, 10.0, 8.771428571428572)","(9.0, 20.0, 14.666666666666666)","(15.0, 42.0, 30.5)","(16.0, 32.0, 21.5)"
15-12-2022 13:17:48.364685,"(6.5, 8.8, 8.514285714285716)","(5.5, 8.0, 7.384615384615385)","(2.5, 2.74, 2.6233333333333335)","(6.5, 9.8, 8.618181818181817)","(5.5, 10.0, 8.8)","(9.0, 20.0, 14.666666666666666)","(15.0, 42.0, 25.75)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:49.633429,"(6.5, 8.8, 8.514285714285716)","(5.5, 8.0, 7.384615384615385)","(2.5, 2.74, 2.6081818181818184)","(6.5, 9.6, 8.618181818181817)","(5.5, 10.0, 8.8)","(9.0, 20.0, 14.666666666666666)","(15.0, 46.0, 25.75)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:50.940233,"(6.5, 8.8, 8.514285714285716)","(5.5, 8.0, 7.52)","(2.5, 2.84, 2.532380952380952)","(6.5, 9.6, 8.618181818181817)","(5.5, 10.0, 9.385714285714286)","(9.0, 20.0, 14.666666666666666)","(15.0, 46.0, 33.53846153846154)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:52.117350,"(6.5, 8.8, 8.5)","(5.5, 7.8, 7.6)","(2.5, 2.84, 2.64)","(6.5, 9.6, 8.618181818181817)","(5.5, 10.0, 8.8)","(9.0, 20.0, 14.666666666666666)","(15.0, 46.0, 26.5)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:53.460876,"(6.5, 8.8, 8.5)","(5.5, 8.0, 7.01)","(2.5, 2.82, 2.64)","(6.0, 9.6, 8.618181818181817)","(5.5, 10.0, 8.514285714285714)","(10.0, 20.0, 14.666666666666666)","(16.0, 46.0, 26.285714285714285)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:54.763324,"(6.5, 8.8, 8.5)","(5.5, 8.0, 7.01)","(2.5, 2.84, 2.6974193548387095)","(6.0, 9.6, 8.618181818181817)","(5.5, 9.6, 8.514285714285714)","(10.0, 20.0, 14.666666666666666)","(16.0, 42.0, 26.285714285714285)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:56.201099,"(6.5, 8.8, 8.5)","(5.5, 8.0, 7.01)","(2.5, 2.84, 2.6926666666666668)","(6.0, 9.8, 8.8)","(5.5, 9.6, 8.485714285714286)","(10.0, 20.0, 14.666666666666666)","(16.0, 42.0, 26.285714285714285)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:57.629745,"(6.5, 8.8, 8.5)","(5.5, 8.0, 7.28)","(2.5, 2.84, 2.6926666666666668)","(6.0, 9.8, 8.8)","(5.5, 9.6, 8.514285714285714)","(10.0, 20.0, 14.666666666666666)","(16.0, 42.0, 26.285714285714285)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:17:59.139685,"(6.5, 8.8, 8.125)","(5.5, 8.0, 7.01)","(2.5, 2.84, 2.709090909090909)","(6.0, 9.8, 8.8)","(5.5, 9.6, 8.755555555555556)","(10.0, 20.0, 14.666666666666666)","(16.0, 42.0, 26.285714285714285)","(16.0, 32.0, 23.384615384615387)"
15-12-2022 13:18:00.397969,"(6.5, 8.8, 8.125)","(5.5, 8.0, 7.01)","(2.5, 2.84, 2.777142857142857)","(6.0, 9.8, 8.466666666666667)","(5.5, 9.6, 9.057142857142857)","(10.0, 20.0, 14.666666666666666)","(16.0, 42.0, 26.285714285714285)","(16.0, 32.0, 19.944444444444443)"
15-12-2022 13:18:01.670238,"(6.5, 8.8, 8.5)","(5.5, 7.8, 7.228571428571429)","(2.5, 2.84, 2.685714285714286)","(6.0, 9.0, 8.466666666666667)","(5.5, 9.6, 8.542857142857143)","(10.0, 20.0, 14.666666666666666)","(16.0, 42.0, 30.333333333333336)","(16.0, 32.0, 19.944444444444443)"
15-12-2022 13:18:02.927831,"(6.5, 8.8, 8.533333333333335)","(5.5, 7.8, 7.228571428571429)","(2.5, 2.84, 2.752727272727273)","(6.0, 9.0, 8.466666666666667)","(5.5, 9.6, 8.571428571428571)","(10.0, 20.0, 15.0)","(16.0, 42.0, 34.14285714285714)","(16.0, 32.0, 19.944444444444443)"
