,Love My Key,Terrific Janine,Agera,Levente,Local Doll,Potch,Copy Cat,Quest For Extra
12-01-2023 17:54:09.476490,"(13.0, 42.0, 33.33333333333333)","(10.0, 20.0, 14.6)","(9.0, 17.0, 10.525)","(41.0, 400.0, 120.0)","(7.5, 19.0, 11.533333333333333)","(7.5, 14.5, 13.272727272727273)","(10.0, 21.0, 18.291666666666668)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:10.466846,"(13.0, 42.0, 33.33333333333333)","(10.0, 20.0, 14.6)","(9.0, 17.0, 10.525)","(41.0, 400.0, 120.0)","(7.5, 19.0, 11.533333333333333)","(7.5, 14.5, 13.272727272727273)","(10.0, 21.0, 18.291666666666668)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:11.554563,"(13.0, 42.0, 33.33333333333333)","(10.0, 20.0, 14.6)","(9.0, 17.0, 10.525)","(41.0, 400.0, 225.0)","(7.5, 19.0, 12.0)","(7.5, 14.5, 13.272727272727273)","(10.0, 21.0, 18.291666666666668)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:12.663351,"(13.0, 42.0, 33.33333333333333)","(10.0, 20.0, 14.6)","(9.0, 17.0, 10.525)","(41.0, 400.0, 225.0)","(7.5, 19.0, 18.1)","(7.5, 14.5, 13.555555555555555)","(10.0, 21.0, 19.3125)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:13.712428,"(13.0, 40.0, 35.2)","(10.0, 19.5, 14.4)","(9.0, 16.5, 13.05)","(41.0, 380.0, 343.3333333333333)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 20.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:14.755027,"(13.0, 40.0, 35.2)","(10.0, 19.5, 13.428571428571429)","(9.0, 16.5, 13.05)","(41.0, 380.0, 350.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:15.821401,"(13.0, 40.0, 35.2)","(10.0, 19.5, 16.666666666666668)","(9.0, 16.5, 13.05)","(41.0, 380.0, 350.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:16.909689,"(13.0, 40.0, 35.2)","(10.0, 19.5, 16.666666666666668)","(9.0, 16.5, 13.05)","(41.0, 380.0, 350.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:18.016837,"(13.0, 40.0, 35.2)","(10.0, 19.5, 16.666666666666668)","(9.0, 16.5, 13.05)","(41.0, 380.0, 350.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:19.131102,"(13.0, 40.0, 35.2)","(10.0, 19.5, 16.666666666666668)","(9.0, 16.5, 13.05)","(41.0, 380.0, 350.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:20.181101,"(13.0, 40.0, 35.2)","(10.0, 19.5, 16.666666666666668)","(9.0, 16.5, 13.05)","(41.0, 380.0, 325.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:21.262662,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 380.0, 278.57142857142856)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:22.358872,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 370.0, 205.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:23.426140,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 205.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:24.444538,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 205.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:25.458070,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 205.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:26.553878,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 205.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:27.572276,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 205.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:28.698122,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 236.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:29.816969,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 236.0)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:30.954958,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:32.115275,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:33.278807,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:34.439599,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:35.554053,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:36.592650,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:37.703620,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:38.829402,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:39.911711,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:40.903669,"(13.0, 40.0, 35.2)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 82.72727272727272)","(7.5, 18.5, 15.0)","(7.5, 14.0, 13.555555555555555)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:41.934034,"(13.0, 34.0, 32.0)","(10.0, 19.5, 15.25)","(9.0, 16.5, 15.316666666666666)","(41.0, 360.0, 197.5)","(7.5, 18.5, 14.666666666666666)","(7.5, 14.0, 11.846153846153847)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7995402298850576)"
12-01-2023 17:54:43.200005,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 16.5, 16.6)","(41.0, 340.0, 75.35714285714286)","(7.5, 21.0, 12.363636363636363)","(7.5, 13.0, 11.846153846153847)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7957142857142858)"
12-01-2023 17:54:44.271640,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.5, 16.6)","(41.0, 340.0, 74.0)","(7.5, 21.0, 12.363636363636363)","(7.5, 13.0, 11.125)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7972727272727274)"
12-01-2023 17:54:45.304162,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.5, 13.0)","(41.0, 340.0, 74.0)","(7.5, 21.0, 12.363636363636363)","(7.5, 13.0, 13.25)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7972727272727274)"
12-01-2023 17:54:46.292767,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.742857142857144)","(41.0, 340.0, 74.0)","(7.5, 21.0, 12.363636363636363)","(7.5, 15.5, 13.25)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7972727272727274)"
12-01-2023 17:54:47.381664,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 12.446153846153845)","(41.0, 340.0, 74.0)","(7.5, 21.0, 12.363636363636363)","(7.5, 15.0, 14.0)","(10.0, 21.0, 19.375)","(1.55, 1.8, 1.7972727272727274)"
12-01-2023 17:54:48.602076,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 12.446153846153845)","(41.0, 340.0, 187.5)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.0)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7972727272727274)"
12-01-2023 17:54:49.794463,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 12.446153846153845)","(41.0, 320.0, 72.66666666666667)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.181818181818182)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7972727272727274)"
12-01-2023 17:54:51.022110,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 12.272727272727273)","(41.0, 320.0, 72.66666666666667)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7957142857142858)"
12-01-2023 17:54:52.199031,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 320.0, 72.66666666666667)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7957142857142858)"
12-01-2023 17:54:53.401990,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 320.0, 72.66666666666667)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7957142857142858)"
12-01-2023 17:54:54.480473,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 320.0, 72.66666666666667)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7957142857142858)"
12-01-2023 17:54:55.698628,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 320.0, 75.41666666666667)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:54:56.817661,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 300.0, 71.33333333333333)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:54:57.960894,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 300.0, 71.33333333333333)","(7.5, 21.0, 12.363636363636363)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:54:59.002358,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 300.0, 71.33333333333333)","(7.5, 21.0, 12.09375)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:00.050973,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 300.0, 71.33333333333333)","(7.5, 21.0, 12.09375)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:01.137781,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 300.0, 71.33333333333333)","(7.5, 21.0, 12.09375)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:02.231288,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 13.5)","(9.0, 17.0, 13.285714285714285)","(41.0, 290.0, 232.05882352941177)","(7.5, 21.0, 12.09375)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:03.501250,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 11.625)","(9.0, 17.0, 13.285714285714285)","(41.0, 270.0, 80.625)","(7.5, 21.0, 12.09375)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:04.730987,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 11.625)","(9.0, 17.0, 13.285714285714285)","(41.0, 260.0, 73.63636363636364)","(7.5, 21.0, 12.09375)","(7.5, 14.5, 14.071428571428571)","(10.0, 21.0, 20.1875)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:05.970384,"(13.0, 32.0, 30.22222222222222)","(10.0, 16.0, 11.416666666666666)","(9.0, 17.0, 15.214285714285715)","(41.0, 260.0, 72.08333333333333)","(7.5, 21.0, 15.31578947368421)","(7.5, 14.5, 13.875)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:07.103757,"(13.0, 32.0, 28.25)","(10.0, 16.0, 12.464285714285715)","(9.0, 16.0, 15.214285714285715)","(41.0, 260.0, 72.08333333333333)","(7.5, 21.0, 16.92)","(7.5, 15.0, 13.875)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:08.215722,"(13.0, 30.0, 27.0)","(10.0, 16.0, 12.857142857142858)","(9.0, 16.0, 15.214285714285715)","(41.0, 260.0, 98.75)","(7.5, 21.0, 15.666666666666666)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7977358490566038)"
12-01-2023 17:55:09.360554,"(13.0, 30.0, 28.285714285714285)","(10.0, 16.0, 13.25)","(9.0, 16.0, 14.25)","(41.0, 230.0, 137.5)","(7.5, 21.0, 16.263157894736842)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7914285714285714)"
12-01-2023 17:55:10.445930,"(13.0, 30.0, 28.5)","(10.0, 16.0, 13.25)","(9.0, 15.5, 14.357142857142858)","(41.0, 220.0, 137.5)","(7.5, 21.0, 16.90909090909091)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7775)"
12-01-2023 17:55:11.528264,"(13.0, 30.0, 28.5)","(10.0, 16.0, 13.25)","(9.0, 15.0, 14.357142857142858)","(41.0, 220.0, 137.5)","(7.5, 21.0, 16.90909090909091)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7775)"
12-01-2023 17:55:12.585082,"(13.0, 30.0, 28.5)","(10.0, 16.0, 13.25)","(9.0, 15.0, 13.5)","(41.0, 220.0, 69.0909090909091)","(7.5, 21.0, 15.4)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7775)"
12-01-2023 17:55:13.575850,"(13.0, 30.0, 29.47826086956522)","(10.0, 16.0, 14.2)","(9.0, 15.0, 13.5)","(41.0, 210.0, 132.5)","(7.5, 21.0, 18.323529411764707)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7775)"
12-01-2023 17:55:14.619774,"(13.0, 30.0, 29.47826086956522)","(10.0, 16.0, 14.5)","(9.0, 15.0, 12.576923076923077)","(41.0, 200.0, 127.5)","(7.5, 21.0, 18.323529411764707)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7775)"
12-01-2023 17:55:15.676355,"(13.0, 30.0, 29.47826086956522)","(10.0, 16.0, 14.5)","(9.0, 15.0, 11.294117647058824)","(41.0, 200.0, 79.16666666666667)","(7.5, 21.0, 17.5)","(7.5, 15.0, 14.526315789473685)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7775)"
12-01-2023 17:55:16.819177,"(13.0, 30.0, 29.47826086956522)","(10.0, 16.0, 15.25)","(9.0, 15.0, 11.294117647058824)","(41.0, 200.0, 73.125)","(7.5, 21.0, 17.5)","(7.5, 15.0, 14.1)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7775)"
12-01-2023 17:55:17.914923,"(13.0, 30.0, 29.47826086956522)","(10.0, 16.0, 15.25)","(9.0, 15.0, 11.294117647058824)","(41.0, 200.0, 117.5)","(7.5, 21.0, 17.5)","(7.5, 15.0, 14.1)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:18.962010,"(13.0, 30.0, 29.47826086956522)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5)","(41.0, 180.0, 80.0)","(7.5, 21.0, 17.76923076923077)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:20.068850,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 180.0, 152.66666666666666)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:21.153310,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 160.0, 140.58823529411765)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:22.336566,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 160.0, 133.8095238095238)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:23.793201,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 160.0, 123.33333333333333)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:24.933801,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 160.0, 144.11764705882354)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:25.989951,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 150.0, 125.78947368421052)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:27.195302,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 140.0, 122.0)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:28.428124,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 140.0, 122.0)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7305263157894737)"
12-01-2023 17:55:29.633776,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 140.0, 124.28571428571429)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.8, 1.7218181818181817)"
12-01-2023 17:55:30.762545,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 130.0, 119.33333333333333)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.79, 1.76875)"
12-01-2023 17:55:31.951017,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 15.25)","(9.0, 14.0, 13.5625)","(41.0, 130.0, 111.1764705882353)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.78, 1.76875)"
12-01-2023 17:55:33.134977,"(13.0, 32.0, 31.391304347826086)","(10.0, 16.0, 14.956521739130435)","(9.0, 14.0, 13.5625)","(41.0, 130.0, 111.25)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.740000000000002)","(1.55, 1.78, 1.76875)"
12-01-2023 17:55:34.246307,"(13.0, 32.0, 31.391304347826086)","(10.0, 15.5, 14.956521739130435)","(9.0, 14.0, 13.5625)","(41.0, 130.0, 111.25)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.4)","(1.55, 1.78, 1.73275)"
12-01-2023 17:55:35.576182,"(13.0, 32.0, 31.391304347826086)","(10.0, 15.5, 14.956521739130435)","(9.0, 14.0, 12.03125)","(41.0, 130.0, 118.75)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.083333333333332)","(1.55, 1.78, 1.766)"
12-01-2023 17:55:36.950045,"(13.0, 32.0, 31.391304347826086)","(10.0, 15.5, 14.956521739130435)","(9.0, 14.0, 11.613636363636363)","(41.0, 140.0, 102.14285714285714)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 19.166666666666668)","(1.55, 1.77, 1.73275)"
12-01-2023 17:55:38.238360,"(13.0, 32.0, 31.391304347826086)","(10.0, 15.5, 17.263157894736842)","(9.0, 14.0, 11.613636363636363)","(41.0, 110.0, 102.14285714285714)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 16.09090909090909)","(1.55, 1.78, 1.734705882352941)"
12-01-2023 17:55:39.594044,"(13.0, 34.0, 33.30434782608695)","(10.0, 17.5, 17.263157894736842)","(9.0, 14.0, 11.044444444444444)","(41.0, 110.0, 88.0)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 22.0, 20.166666666666668)","(1.55, 1.77, 1.7253488372093022)"
12-01-2023 17:55:40.925667,"(13.0, 34.0, 33.30434782608695)","(10.0, 17.5, 17.263157894736842)","(9.0, 14.0, 13.125)","(41.0, 110.0, 93.57142857142857)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.285714285714285)","(1.55, 1.77, 1.7253488372093022)"
12-01-2023 17:55:42.179166,"(13.0, 34.0, 30.125)","(10.0, 17.5, 17.263157894736842)","(9.0, 13.5, 11.454545454545455)","(41.0, 100.0, 93.57142857142857)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.285714285714285)","(1.55, 1.77, 1.7253488372093022)"
12-01-2023 17:55:43.377831,"(13.0, 34.0, 31.857142857142858)","(10.0, 17.5, 17.263157894736842)","(9.0, 13.5, 11.34)","(41.0, 100.0, 85.0)","(7.5, 21.0, 20.142857142857142)","(7.5, 15.0, 14.25)","(10.0, 21.0, 20.75)","(1.55, 1.77, 1.7253488372093022)"
