,Off Beat,Atomic Hope,Shes So Cosmic,Counter Proposal,Little Hercules,Chase Me Lady,Last Date,Rosas Legend
14-12-2022 18:47:30.487634,"(6.0, 9.4, 8.68)","(3.0, 4.3, 3.862857142857143)","(15.0, 55.0, 45.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.0875)"
14-12-2022 18:47:31.608994,"(6.0, 9.4, 8.65)","(3.0, 4.3, 3.862857142857143)","(15.0, 55.0, 45.833333333333336)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.015384615384615)"
14-12-2022 18:47:32.708851,"(6.0, 9.4, 9.042857142857143)","(3.0, 4.3, 3.862857142857143)","(16.0, 55.0, 45.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.0875)"
14-12-2022 18:47:33.772128,"(6.0, 9.4, 8.816666666666666)","(3.0, 4.3, 3.862857142857143)","(16.0, 55.0, 45.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.0875)"
14-12-2022 18:47:34.852202,"(6.0, 9.4, 8.816666666666666)","(3.0, 4.3, 3.862857142857143)","(16.0, 55.0, 47.142857142857146)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.054166666666667)"
14-12-2022 18:47:36.006339,"(6.0, 9.4, 8.373333333333333)","(3.0, 4.3, 3.862857142857143)","(16.0, 55.0, 45.833333333333336)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.128571428571429)"
14-12-2022 18:47:37.192124,"(6.0, 9.2, 8.327272727272726)","(3.0, 4.3, 3.862857142857143)","(16.0, 55.0, 47.142857142857146)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.054166666666667)"
14-12-2022 18:47:38.405028,"(6.0, 9.2, 8.15)","(3.0, 4.3, 3.862857142857143)","(16.0, 55.0, 47.142857142857146)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.025)"
14-12-2022 18:47:39.609568,"(6.0, 9.2, 8.15)","(3.0, 4.3, 3.862857142857143)","(16.0, 55.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 30.0, 26.142857142857142)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.158333333333333)"
14-12-2022 18:47:40.940771,"(6.0, 9.2, 8.015384615384615)","(3.0, 4.3, 3.862857142857143)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 26.142857142857142)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.158333333333333)"
14-12-2022 18:47:42.186824,"(6.0, 9.2, 7.611764705882353)","(3.0, 4.3, 3.862857142857143)","(16.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 26.142857142857142)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.097058823529412)"
14-12-2022 18:47:43.334430,"(6.0, 9.2, 8.2625)","(3.0, 4.3, 3.862857142857143)","(16.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 26.142857142857142)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.054166666666667)"
14-12-2022 18:47:44.387433,"(6.0, 9.2, 8.2625)","(3.0, 4.3, 3.862857142857143)","(16.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 26.142857142857142)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:45.532744,"(6.0, 9.0, 8.384615384615385)","(3.0, 4.3, 3.8484375)","(16.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 26.142857142857142)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.083333333333333)"
14-12-2022 18:47:46.683339,"(6.0, 8.8, 8.266666666666667)","(3.0, 4.2, 3.8484375)","(16.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 26.142857142857142)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:47.785785,"(6.0, 8.8, 8.65)","(3.0, 4.1, 4.063888888888888)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.166666666666667)"
14-12-2022 18:47:49.023647,"(6.0, 8.8, 8.4)","(3.0, 4.1, 4.063888888888888)","(16.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.083333333333333)"
14-12-2022 18:47:50.201970,"(6.0, 8.8, 8.65)","(3.0, 4.1, 4.063888888888888)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:51.314983,"(6.0, 8.8, 7.733333333333333)","(3.0, 4.1, 4.063888888888888)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:52.391964,"(6.0, 8.8, 8.05)","(3.0, 4.1, 4.063888888888888)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.083333333333333)"
14-12-2022 18:47:53.523642,"(6.0, 8.8, 8.2)","(3.0, 4.1, 4.063888888888888)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:54.615803,"(6.0, 8.8, 8.05)","(3.0, 4.1, 4.063888888888888)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:55.770476,"(6.0, 8.8, 8.0)","(3.0, 4.1, 3.7848484848484847)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.023076923076923)","(21.0, 60.0, 57.16666666666667)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:56.983994,"(6.0, 8.6, 7.50909090909091)","(3.0, 4.1, 3.7285714285714286)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 18.545454545454547)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:47:58.245634,"(6.0, 8.8, 8.266666666666667)","(3.0, 4.1, 3.7285714285714286)","(16.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 28.0, 24.42857142857143)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.083333333333333)"
14-12-2022 18:47:59.427509,"(6.0, 8.8, 8.16)","(3.0, 4.1, 3.7285714285714286)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 26.0, 24.42857142857143)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:48:00.570629,"(6.0, 8.8, 8.266666666666667)","(3.0, 4.1, 3.7285714285714286)","(16.0, 65.0, 51.0)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 26.0, 24.42857142857143)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:48:01.764858,"(6.0, 8.8, 7.527272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 26.0, 24.42857142857143)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.083333333333333)"
14-12-2022 18:48:02.823853,"(6.0, 8.6, 7.775)","(3.0, 4.1, 3.7285714285714286)","(18.0, 65.0, 47.81818181818182)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 26.0, 18.0)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.142857142857143)"
14-12-2022 18:48:03.926414,"(6.0, 8.6, 7.6909090909090905)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 54.4)","(3.5, 4.3, 4.1)","(21.0, 60.0, 58.0)","(11.0, 26.0, 22.714285714285715)","(31.0, 160.0, 100.0)","(3.5, 4.2, 3.8499999999999996)"
14-12-2022 18:48:05.041520,"(6.0, 8.4, 7.9)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 48.72727272727273)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.0)","(11.0, 24.0, 22.714285714285715)","(31.0, 160.0, 100.0)","(3.5, 4.1, 3.98)"
14-12-2022 18:48:06.210056,"(6.0, 8.4, 7.800000000000001)","(3.0, 4.1, 3.7285714285714286)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.0)","(11.0, 24.0, 22.9375)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.016666666666667)"
14-12-2022 18:48:07.302250,"(6.0, 8.4, 7.800000000000001)","(3.0, 4.1, 3.7285714285714286)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.0)","(11.0, 24.0, 22.857142857142858)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.016666666666667)"
14-12-2022 18:48:08.397225,"(6.0, 8.4, 8.266666666666667)","(3.0, 4.1, 3.7285714285714286)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.0)","(11.0, 24.0, 23.714285714285715)","(31.0, 160.0, 100.0)","(3.5, 4.2, 3.978571428571428)"
14-12-2022 18:48:09.538389,"(6.0, 8.4, 7.885714285714285)","(3.0, 4.1, 3.7285714285714286)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.0)","(11.0, 25.0, 22.0)","(31.0, 160.0, 100.0)","(3.5, 4.3, 3.94)"
14-12-2022 18:48:10.713235,"(6.0, 8.4, 7.885714285714285)","(3.0, 4.1, 3.7285714285714286)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.0)","(11.0, 23.0, 22.0)","(31.0, 160.0, 100.0)","(3.5, 4.3, 3.94)"
14-12-2022 18:48:11.792118,"(6.0, 8.4, 7.885714285714285)","(3.0, 4.1, 3.7285714285714286)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.0)","(11.0, 23.0, 22.0)","(31.0, 160.0, 100.0)","(3.5, 4.3, 3.79)"
14-12-2022 18:48:12.984737,"(6.0, 8.2, 7.311111111111111)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 22.0)","(31.0, 160.0, 100.0)","(3.5, 4.0, 3.79375)"
14-12-2022 18:48:14.226873,"(6.0, 8.2, 7.635294117647059)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 20.0)","(31.0, 160.0, 110.3448275862069)","(3.5, 4.0, 3.7884615384615383)"
14-12-2022 18:48:15.375728,"(6.0, 8.2, 7.635294117647059)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 20.6)","(31.0, 160.0, 110.3448275862069)","(3.5, 4.0, 3.7884615384615383)"
14-12-2022 18:48:16.558482,"(6.0, 8.2, 7.581818181818182)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 4.0, 3.7884615384615383)"
14-12-2022 18:48:17.806119,"(6.0, 8.2, 7.2555555555555555)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 4.0, 3.8625)"
14-12-2022 18:48:19.027822,"(6.0, 8.0, 7.828571428571428)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 4.0, 3.875)"
14-12-2022 18:48:20.139512,"(6.0, 8.2, 7.573913043478261)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 3.95, 3.868181818181818)"
14-12-2022 18:48:21.231423,"(6.0, 8.0, 7.672727272727273)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 3.95, 3.8714285714285714)"
14-12-2022 18:48:22.317084,"(6.0, 8.0, 7.5875)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 3.95, 3.846875)"
14-12-2022 18:48:23.405273,"(6.0, 7.8, 7.4)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 3.95, 3.88125)"
14-12-2022 18:48:24.528527,"(6.0, 8.0, 7.433333333333334)","(3.0, 4.1, 3.6863636363636365)","(18.0, 75.0, 47.875)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 3.95, 4.033333333333333)"
14-12-2022 18:48:25.701875,"(6.0, 7.8, 7.533333333333333)","(3.0, 4.1, 3.7285714285714286)","(18.0, 75.0, 54.5)","(3.5, 4.3, 4.15)","(21.0, 60.0, 58.45454545454545)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 4.3, 4.033333333333333)"
14-12-2022 18:48:26.971243,"(6.0, 7.8, 7.533333333333333)","(3.0, 4.1, 3.7285714285714286)","(18.0, 65.0, 54.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 58.11111111111111)","(11.0, 23.0, 19.7)","(31.0, 160.0, 110.3448275862069)","(3.5, 4.3, 4.157142857142857)"
14-12-2022 18:48:28.121910,"(6.0, 7.8, 6.733333333333333)","(3.0, 4.1, 3.7285714285714286)","(18.0, 65.0, 54.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 43.5)","(11.0, 23.0, 19.7)","(31.0, 160.0, 108.0)","(3.5, 4.3, 4.1000000000000005)"
14-12-2022 18:48:29.266030,"(6.0, 7.8, 6.72)","(3.0, 4.1, 3.7285714285714286)","(18.0, 65.0, 53.0)","(3.5, 4.3, 4.075)","(21.0, 60.0, 40.0)","(11.0, 23.0, 19.7)","(31.0, 160.0, 108.0)","(3.5, 4.2, 4.165)"
14-12-2022 18:48:30.471349,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 65.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 40.0)","(11.0, 23.0, 19.7)","(31.0, 160.0, 84.6)","(3.5, 4.3, 4.165)"
14-12-2022 18:48:31.613207,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 40.0)","(11.0, 23.0, 19.7)","(31.0, 160.0, 87.19999999999999)","(3.5, 4.3, 4.03)"
14-12-2022 18:48:32.743590,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 40.0)","(11.0, 23.0, 19.7)","(31.0, 160.0, 96.69565217391305)","(3.5, 4.3, 4.03)"
14-12-2022 18:48:33.959600,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 40.0)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 96.69565217391305)","(3.5, 4.3, 4.185714285714286)"
14-12-2022 18:48:35.183064,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 42.77777777777778)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 96.69565217391305)","(3.5, 4.3, 4.185714285714286)"
14-12-2022 18:48:36.440647,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 46.36363636363636)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 108.0)","(3.5, 4.3, 4.185714285714286)"
14-12-2022 18:48:37.599987,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 46.36363636363636)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.3, 4.185714285714286)"
14-12-2022 18:48:38.843665,"(6.0, 7.8, 6.927272727272727)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 46.36363636363636)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.3, 4.0636363636363635)"
14-12-2022 18:48:40.073419,"(6.0, 7.6, 7.1)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 46.36363636363636)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.2, 4.074999999999999)"
14-12-2022 18:48:41.261250,"(6.0, 7.6, 6.866666666666666)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 50.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 46.36363636363636)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.074999999999999)"
14-12-2022 18:48:42.325227,"(6.0, 7.6, 6.866666666666666)","(3.0, 4.1, 3.7285714285714286)","(18.0, 70.0, 55.14285714285714)","(3.5, 4.3, 4.075)","(21.0, 60.0, 46.36363636363636)","(11.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.042857142857143)"
14-12-2022 18:48:43.412599,"(6.0, 7.6, 6.866666666666666)","(3.0, 4.1, 3.7285714285714286)","(19.0, 75.0, 51.15384615384615)","(3.5, 4.3, 4.075)","(21.0, 60.0, 47.5)","(12.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.042857142857143)"
14-12-2022 18:48:44.555848,"(6.0, 7.6, 6.8)","(3.0, 4.1, 3.7285714285714286)","(19.0, 75.0, 51.15384615384615)","(3.5, 4.3, 4.075)","(21.0, 60.0, 53.18181818181818)","(12.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.057142857142857)"
14-12-2022 18:48:45.688414,"(6.0, 7.6, 6.76)","(3.0, 4.1, 3.7285714285714286)","(19.0, 75.0, 51.15384615384615)","(3.5, 4.3, 4.075)","(21.0, 60.0, 53.18181818181818)","(12.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.057142857142857)"
14-12-2022 18:48:46.832394,"(6.0, 7.6, 6.76)","(3.0, 4.1, 3.7285714285714286)","(19.0, 75.0, 51.15384615384615)","(3.5, 4.3, 4.075)","(21.0, 60.0, 53.18181818181818)","(12.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.057142857142857)"
14-12-2022 18:48:48.017458,"(6.0, 7.6, 6.76)","(3.0, 4.1, 3.7285714285714286)","(19.0, 75.0, 48.63636363636363)","(3.5, 4.3, 4.075)","(21.0, 60.0, 53.18181818181818)","(12.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.042857142857143)"
14-12-2022 18:48:49.153735,"(6.0, 7.6, 6.76)","(3.0, 4.1, 3.7285714285714286)","(19.0, 75.0, 48.63636363636363)","(3.5, 4.3, 4.075)","(21.0, 60.0, 53.18181818181818)","(12.0, 23.0, 19.333333333333332)","(31.0, 160.0, 115.87878787878788)","(3.5, 4.1, 4.057142857142857)"
14-12-2022 18:48:50.232681,"(6.0, 7.6, 6.76)","(3.0, 4.1, 3.7285714285714286)","(19.0, 85.0, 65.5)","(3.5, 4.3, 4.075)","(21.0, 60.0, 53.18181818181818)","(12.0, 23.0, 19.333333333333332)","(31.0, 160.0, 88.5)","(3.5, 4.1, 4.057142857142857)"
14-12-2022 18:48:51.294099,"(6.0, 7.6, 6.76)","(3.0, 3.95, 3.911538461538462)","(19.0, 85.0, 50.333333333333336)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.44444444444444)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 95.0)","(3.5, 4.1, 4.0125)"
14-12-2022 18:48:52.431937,"(6.0, 7.6, 6.8999999999999995)","(3.0, 3.95, 3.9222222222222225)","(19.0, 75.0, 53.25)","(3.5, 4.3, 4.15)","(21.0, 60.0, 52.22222222222222)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 95.0)","(3.5, 4.1, 3.9749999999999996)"
14-12-2022 18:48:53.549688,"(6.0, 7.4, 6.8133333333333335)","(3.0, 3.95, 3.9222222222222225)","(19.0, 75.0, 51.8)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.44444444444444)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 95.0)","(3.5, 4.1, 4.057142857142857)"
14-12-2022 18:48:54.721528,"(6.0, 7.4, 6.960000000000001)","(3.0, 3.95, 3.9222222222222225)","(19.0, 70.0, 48.4)","(3.5, 4.3, 4.15)","(21.0, 60.0, 50.0)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 95.0)","(3.5, 4.1, 4.0625)"
14-12-2022 18:48:55.932536,"(6.0, 7.4, 6.960000000000001)","(3.0, 3.95, 3.9222222222222225)","(19.0, 70.0, 48.4)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.44444444444444)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 95.0)","(3.5, 4.2, 4.0625)"
14-12-2022 18:48:56.965293,"(6.0, 7.4, 6.866666666666667)","(3.0, 3.95, 3.9222222222222225)","(19.0, 70.0, 50.8)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.44444444444444)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 95.0)","(3.5, 4.2, 4.0625)"
14-12-2022 18:48:57.996453,"(6.0, 7.4, 6.866666666666667)","(3.0, 3.95, 3.7535714285714286)","(19.0, 70.0, 52.0)","(3.5, 4.3, 4.15)","(21.0, 60.0, 50.66666666666667)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 108.0)","(3.5, 4.2, 4.028125)"
14-12-2022 18:48:59.195295,"(6.0, 7.4, 6.866666666666667)","(3.0, 3.95, 3.7535714285714286)","(19.0, 70.0, 52.0)","(3.5, 4.3, 4.15)","(21.0, 60.0, 46.0)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 98.25)","(3.5, 4.2, 4.028125)"
14-12-2022 18:49:00.355046,"(6.0, 7.2, 6.96)","(3.0, 3.95, 3.7535714285714286)","(19.0, 70.0, 48.31578947368421)","(3.5, 4.3, 4.15)","(21.0, 60.0, 52.0)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 93.33333333333334)","(3.5, 4.2, 3.996875)"
14-12-2022 18:49:01.485401,"(6.0, 7.2, 6.830769230769231)","(3.0, 3.95, 3.707575757575758)","(19.0, 90.0, 48.31578947368421)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.10526315789474)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 93.33333333333334)","(3.5, 4.1, 4.03125)"
14-12-2022 18:49:02.679101,"(6.0, 7.2, 6.830769230769231)","(3.0, 3.95, 3.707575757575758)","(19.0, 90.0, 53.8)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.10526315789474)","(12.0, 23.0, 18.82608695652174)","(31.0, 160.0, 126.0)","(3.5, 4.1, 4.222222222222222)"
14-12-2022 18:49:03.799606,"(6.0, 7.2, 6.6000000000000005)","(3.0, 3.95, 3.707575757575758)","(19.0, 85.0, 48.42857142857143)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.10526315789474)","(12.0, 23.0, 18.82608695652174)","(31.0, 150.0, 80.0)","(3.5, 4.4, 4.307692307692308)"
14-12-2022 18:49:04.881589,"(6.0, 7.0, 6.84)","(3.0, 3.95, 3.707575757575758)","(19.0, 80.0, 48.42857142857143)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.10526315789474)","(12.0, 23.0, 18.82608695652174)","(31.0, 140.0, 89.13043478260869)","(3.5, 4.4, 4.153846153846154)"
14-12-2022 18:49:06.012839,"(6.0, 7.0, 6.85)","(3.0, 3.95, 3.707575757575758)","(19.0, 80.0, 48.42857142857143)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.10526315789474)","(12.0, 23.0, 18.82608695652174)","(31.0, 140.0, 96.66666666666667)","(3.5, 4.4, 4.153846153846154)"
14-12-2022 18:49:07.155463,"(6.0, 7.0, 6.85)","(3.0, 3.95, 3.707575757575758)","(19.0, 80.0, 48.42857142857143)","(3.5, 4.3, 4.15)","(21.0, 60.0, 54.8)","(12.0, 23.0, 18.2)","(31.0, 140.0, 88.5)","(3.5, 4.4, 4.25)"
