,Jelly Bean Jojo,Smokin Charlie,Special Talent,Silver Brute,Zella Bale
11-01-2023 20:51:55.824051,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5668)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:56.797296,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.578)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:57.758772,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.578)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:58.648689,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:59.510543,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:52:00.425601,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:52:01.424196,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:02.375459,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 34.18181818181818)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:03.331018,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 32.42857142857143)","(20.0, 65.0, 55.7)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:04.144023,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 32.42857142857143)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:05.056088,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 32.42857142857143)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.58)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:06.082440,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 31.294117647058822)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.59)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:06.968541,"(3.5, 5.0, 4.83125)","(13.0, 36.0, 31.294117647058822)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.59)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:07.783601,"(3.5, 5.0, 4.83125)","(13.0, 36.0, 31.625)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.59)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:08.750794,"(3.5, 5.0, 4.83125)","(13.0, 36.0, 31.625)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.59)","(6.0, 10.5, 9.633333333333333)"
11-01-2023 20:52:09.726812,"(3.5, 5.0, 4.83125)","(13.0, 36.0, 31.625)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.5925)","(6.0, 10.5, 8.988888888888889)"
11-01-2023 20:52:10.618696,"(3.5, 5.0, 4.83125)","(13.0, 36.0, 31.625)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.5925)","(6.0, 10.5, 9.100000000000001)"
11-01-2023 20:52:11.498128,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 31.625)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.5925)","(6.0, 10.0, 8.971428571428572)"
11-01-2023 20:52:12.382180,"(3.5, 4.9, 4.53888888888889)","(13.0, 36.0, 31.625)","(20.0, 60.0, 52.2)","(1.5, 1.61, 1.5983333333333334)","(6.0, 10.0, 8.971428571428572)"
11-01-2023 20:52:13.323511,"(3.5, 4.9, 4.519047619047619)","(13.0, 36.0, 32.0)","(20.0, 60.0, 48.0)","(1.5, 1.68, 1.62)","(6.0, 10.0, 8.933333333333334)"
11-01-2023 20:52:14.251796,"(3.5, 4.9, 4.519047619047619)","(13.0, 36.0, 32.0)","(20.0, 50.0, 45.2)","(1.5, 1.68, 1.58)","(6.0, 10.0, 8.892307692307693)"
11-01-2023 20:52:15.231171,"(3.5, 4.8, 4.6461538461538465)","(13.0, 36.0, 32.0)","(20.0, 50.0, 46.44444444444444)","(1.5, 1.67, 1.616774193548387)","(6.0, 10.0, 8.892307692307693)"
11-01-2023 20:52:16.163202,"(3.5, 4.8, 4.6461538461538465)","(13.0, 36.0, 32.0)","(20.0, 50.0, 46.44444444444444)","(1.5, 1.67, 1.616774193548387)","(6.0, 10.0, 8.892307692307693)"
11-01-2023 20:52:17.055272,"(3.5, 4.8, 4.6461538461538465)","(13.0, 36.0, 32.0)","(20.0, 50.0, 46.44444444444444)","(1.5, 1.67, 1.616774193548387)","(6.0, 10.0, 8.892307692307693)"
11-01-2023 20:52:17.992963,"(3.5, 4.8, 4.6461538461538465)","(13.0, 36.0, 32.0)","(20.0, 50.0, 46.44444444444444)","(1.5, 1.67, 1.6179999999999999)","(6.0, 10.0, 8.92)"
11-01-2023 20:52:19.036469,"(3.5, 4.9, 4.550000000000001)","(13.0, 36.0, 32.42857142857143)","(20.0, 50.0, 43.6)","(1.5, 1.67, 1.5814285714285714)","(6.0, 10.0, 9.475000000000001)"
11-01-2023 20:52:20.152397,"(3.5, 4.9, 4.800000000000001)","(13.0, 36.0, 32.42857142857143)","(20.0, 55.0, 42.25)","(1.5, 1.65, 1.6129411764705883)","(6.0, 11.5, 10.342857142857143)"
11-01-2023 20:52:21.200414,"(3.5, 4.9, 4.800000000000001)","(13.0, 36.0, 32.42857142857143)","(20.0, 55.0, 42.25)","(1.5, 1.62, 1.5768)","(6.0, 11.5, 10.5625)"
11-01-2023 20:52:22.186636,"(3.5, 4.9, 4.823076923076924)","(13.0, 36.0, 32.42857142857143)","(20.0, 55.0, 42.25)","(1.5, 1.62, 1.6005)","(6.0, 11.5, 10.12)"
11-01-2023 20:52:23.274795,"(3.5, 5.0, 4.77741935483871)","(13.0, 36.0, 32.42857142857143)","(20.0, 55.0, 51.53846153846153)","(1.5, 1.62, 1.6005)","(6.0, 11.5, 10.925)"
11-01-2023 20:52:24.299899,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.62, 1.5784)","(6.0, 11.5, 11.015384615384615)"
11-01-2023 20:52:25.216289,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.62, 1.5784)","(6.0, 11.5, 11.015384615384615)"
11-01-2023 20:52:26.154577,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.62, 1.5784)","(6.0, 11.5, 10.36)"
11-01-2023 20:52:27.213272,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.62, 1.592)","(6.0, 11.5, 10.225000000000001)"
11-01-2023 20:52:28.202801,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.61, 1.5841538461538462)","(6.0, 11.5, 10.933333333333334)"
11-01-2023 20:52:29.149250,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.61, 1.5841538461538462)","(6.0, 11.5, 10.933333333333334)"
11-01-2023 20:52:30.100499,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.61, 1.5668493150684932)","(6.0, 11.5, 10.933333333333334)"
11-01-2023 20:52:30.986918,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.6, 1.561012658227848)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:31.836424,"(3.5, 5.0, 4.753571428571429)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.6, 1.561012658227848)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:32.822831,"(3.5, 5.0, 4.554838709677419)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.6, 1.5668493150684932)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:33.781617,"(3.5, 5.0, 4.640625)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.6, 1.5668493150684932)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:34.812630,"(3.5, 5.0, 4.671428571428572)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.6, 1.5668493150684932)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:35.783604,"(3.5, 5.0, 4.671428571428572)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 49.375)","(1.5, 1.6, 1.5668493150684932)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:36.637021,"(3.5, 5.0, 4.671428571428572)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 43.857142857142854)","(1.5, 1.6, 1.5668493150684932)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:37.455729,"(3.5, 5.0, 4.671428571428572)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 43.857142857142854)","(1.5, 1.6, 1.5668493150684932)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:38.394644,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 43.857142857142854)","(1.5, 1.6, 1.5668493150684932)","(6.0, 11.5, 11.16)"
11-01-2023 20:52:39.340906,"(3.5, 5.0, 4.703225806451613)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 43.857142857142854)","(1.5, 1.6, 1.5533333333333335)","(6.0, 11.5, 10.375)"
11-01-2023 20:52:40.331303,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 43.857142857142854)","(1.5, 1.59, 1.5502941176470588)","(6.0, 11.5, 11.0)"
11-01-2023 20:52:41.312277,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 43.857142857142854)","(1.5, 1.59, 1.5447058823529412)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:42.320239,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5447058823529412)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:43.322130,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5447058823529412)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:44.265162,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5425)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:45.350292,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5425)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:46.310268,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5425)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:47.235839,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.54)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:48.259154,"(3.5, 5.0, 4.835714285714285)","(13.0, 36.0, 32.92307692307692)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5507317073170732)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:49.195123,"(3.5, 5.0, 4.835714285714285)","(13.0, 34.0, 32.54545454545455)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5507317073170732)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:50.011700,"(3.5, 5.0, 4.835714285714285)","(13.0, 34.0, 31.142857142857142)","(20.0, 55.0, 50.0)","(1.5, 1.58, 1.5507317073170732)","(6.0, 11.5, 11.125)"
11-01-2023 20:52:50.948264,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 32.0)","(20.0, 55.0, 50.588235294117645)","(1.5, 1.58, 1.48625)","(6.0, 11.5, 12.0)"
11-01-2023 20:52:51.879713,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 32.0)","(20.0, 70.0, 46.666666666666664)","(1.5, 1.58, 1.48625)","(6.0, 12.5, 11.7)"
11-01-2023 20:52:52.716921,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.58, 1.505)","(6.0, 12.5, 11.7)"
11-01-2023 20:52:53.527102,"(3.5, 5.0, 4.795121951219512)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.59, 1.486734693877551)","(6.0, 12.5, 11.6)"
11-01-2023 20:52:54.386436,"(3.5, 5.0, 4.795121951219512)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.59, 1.486734693877551)","(6.0, 12.5, 11.6)"
11-01-2023 20:52:55.322441,"(3.5, 5.0, 4.795121951219512)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.59, 1.486734693877551)","(6.0, 12.5, 11.6)"
11-01-2023 20:52:56.129852,"(3.5, 5.0, 4.79)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.58, 1.489090909090909)","(6.0, 12.5, 12.05)"
11-01-2023 20:52:57.036045,"(3.5, 5.0, 4.79)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.58, 1.48625)","(6.0, 12.5, 11.6)"
11-01-2023 20:52:57.940042,"(3.5, 5.0, 4.79)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.58, 1.4832258064516128)","(6.0, 12.5, 12.153846153846153)"
11-01-2023 20:52:58.936297,"(3.5, 5.0, 4.79)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.58, 1.4832258064516128)","(6.0, 13.0, 12.25)"
11-01-2023 20:52:59.844550,"(3.5, 5.0, 4.79)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.58, 1.5216666666666667)","(6.0, 13.0, 12.25)"
11-01-2023 20:53:01.095685,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.57, 1.5263636363636364)","(6.0, 13.0, 12.076923076923077)"
11-01-2023 20:53:01.971381,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.57, 1.5263636363636364)","(6.0, 13.0, 12.25)"
11-01-2023 20:53:02.890845,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.57, 1.5263636363636364)","(6.0, 13.0, 12.25)"
11-01-2023 20:53:03.797960,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 32.0)","(20.0, 70.0, 44.8)","(1.5, 1.57, 1.5263636363636364)","(6.0, 13.0, 11.227272727272727)"
11-01-2023 20:53:04.656667,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 28.666666666666668)","(20.0, 70.0, 44.333333333333336)","(1.5, 1.57, 1.5263636363636364)","(6.0, 13.0, 11.425531914893616)"
11-01-2023 20:53:05.576160,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 45.625)","(1.5, 1.57, 1.5263636363636364)","(6.0, 13.0, 11.425531914893616)"
11-01-2023 20:53:06.596832,"(3.5, 5.0, 4.838461538461538)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 45.625)","(1.5, 1.57, 1.55)","(6.0, 13.0, 12.818181818181818)"
11-01-2023 20:53:07.484866,"(3.5, 5.0, 4.713636363636364)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5625)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:08.401628,"(3.5, 5.0, 4.712)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5625)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:09.285635,"(3.5, 5.0, 4.712)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5625)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:10.110675,"(3.5, 5.0, 4.713636363636364)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5133333333333334)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:10.889340,"(3.5, 5.0, 4.713636363636364)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5133333333333334)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:11.778104,"(3.5, 5.0, 4.713636363636364)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5133333333333334)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:12.677103,"(3.5, 5.0, 4.713636363636364)","(13.0, 34.0, 29.636363636363637)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5133333333333334)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:13.543686,"(3.5, 5.0, 4.713636363636364)","(13.0, 34.0, 32.666666666666664)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.5133333333333334)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:14.365362,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 32.666666666666664)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.4855555555555555)","(6.0, 13.0, 12.538461538461538)"
11-01-2023 20:53:15.147074,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 30.5)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.4855555555555555)","(6.0, 13.0, 12.73913043478261)"
11-01-2023 20:53:15.967657,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 29.1)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.4855555555555555)","(6.0, 13.0, 12.73913043478261)"
11-01-2023 20:53:16.823911,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 29.1)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.495)","(6.0, 13.0, 12.73913043478261)"
11-01-2023 20:53:17.665467,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 29.1)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.512)","(6.0, 13.0, 12.73913043478261)"
11-01-2023 20:53:18.472473,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 29.916666666666668)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.4942857142857142)","(6.0, 13.0, 12.73913043478261)"
11-01-2023 20:53:19.702425,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 29.916666666666668)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.57, 1.495)","(6.0, 13.0, 12.25)"
11-01-2023 20:53:20.685147,"(3.5, 5.0, 4.766666666666667)","(13.0, 34.0, 29.8)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.55, 1.522857142857143)","(6.0, 13.0, 13.071428571428571)"
11-01-2023 20:53:21.581746,"(3.5, 4.9, 4.6)","(13.0, 34.0, 29.8)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.522857142857143)","(6.0, 13.5, 13.125)"
11-01-2023 20:53:22.429295,"(3.5, 4.9, 4.533333333333333)","(13.0, 34.0, 30.18181818181818)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.58, 1.522857142857143)","(6.0, 13.5, 13.125)"
11-01-2023 20:53:23.405365,"(3.5, 4.9, 4.6)","(13.0, 34.0, 30.18181818181818)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.58, 1.498)","(6.0, 13.5, 13.125)"
11-01-2023 20:53:24.509298,"(3.5, 4.9, 4.6)","(13.0, 34.0, 30.5)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.57, 1.498)","(6.0, 13.5, 13.125)"
11-01-2023 20:53:25.630837,"(3.5, 4.9, 4.6)","(13.0, 34.0, 31.25)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.57, 1.48225)","(6.0, 13.5, 13.5)"
11-01-2023 20:53:26.644975,"(3.5, 4.9, 4.76)","(13.0, 32.0, 31.25)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.57, 1.48225)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:27.575505,"(3.5, 4.9, 4.76)","(13.0, 34.0, 30.5)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.57, 1.48225)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:28.460361,"(3.5, 4.9, 4.76)","(13.0, 34.0, 30.5)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.57, 1.48225)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:29.305685,"(3.5, 4.9, 4.76)","(13.0, 34.0, 31.454545454545453)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.57, 1.48225)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:30.174272,"(3.5, 4.9, 4.576923076923077)","(13.0, 32.0, 31.333333333333332)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.59, 1.4834375)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:31.085105,"(3.5, 4.9, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.4853333333333334)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:32.109783,"(3.5, 4.9, 4.7153846153846155)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.48125)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:32.937600,"(3.5, 4.9, 4.7153846153846155)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.48125)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:33.839571,"(3.5, 4.9, 4.7153846153846155)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.505625)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:34.791996,"(3.5, 4.9, 4.7153846153846155)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5143076923076924)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:35.671816,"(3.5, 4.9, 4.7153846153846155)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5143076923076924)","(6.0, 14.0, 13.5)"
11-01-2023 20:53:36.517419,"(3.5, 4.9, 4.7153846153846155)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5233898305084745)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:37.464302,"(3.5, 4.9, 4.662962962962963)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.54)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:38.426763,"(3.5, 4.8, 4.622222222222223)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5442105263157895)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:39.377104,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5430188679245282)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:40.264385,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5430188679245282)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:41.113084,"(3.5, 4.8, 4.628571428571429)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:42.095394,"(3.5, 4.8, 4.628571428571429)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:43.087338,"(3.5, 4.8, 4.628571428571429)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:44.065143,"(3.5, 4.8, 4.628571428571429)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 56.480000000000004)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:44.995277,"(3.5, 4.8, 4.636363636363637)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:46.041734,"(3.5, 4.8, 4.636363636363637)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:46.993748,"(3.5, 4.8, 4.636363636363637)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:48.063313,"(3.5, 4.8, 4.636363636363637)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:48.921416,"(3.5, 4.8, 4.636363636363637)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:49.893747,"(3.5, 4.8, 4.636363636363637)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:50.850127,"(3.5, 4.8, 4.636363636363637)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5461538461538462)","(6.0, 14.0, 13.818181818181818)"
11-01-2023 20:53:51.719867,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 32.666666666666664)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.52625)","(6.0, 14.0, 13.818181818181818)"
