,Fun Idol,Burn Rate,Dr Bella,Dan Dan,Dr Rogan,Phelan Seedy,Down Under Boy,Superb
14-12-2022 19:19:21.397979,"(3.8, 5.1, 4.833333333333333)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.281818181818181)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:22.385083,"(3.8, 5.1, 4.833333333333333)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.281818181818181)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:23.462326,"(3.8, 5.1, 4.54)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.14)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:24.466011,"(3.8, 5.0, 4.7)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.14)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:25.593306,"(3.8, 5.0, 4.7)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.275)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:26.797355,"(3.8, 5.0, 4.708333333333333)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.6, 4.408333333333333)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:27.810633,"(3.8, 5.0, 4.6923076923076925)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:28.812130,"(3.8, 5.0, 4.6923076923076925)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.39)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:29.859711,"(3.8, 5.0, 4.466666666666667)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 7.2)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.118181818181818)","(26.0, 95.0, 89.84615384615385)"
14-12-2022 19:19:30.953712,"(3.8, 4.9, 4.65)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 7.2)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(26.0, 95.0, 89.71428571428572)"
14-12-2022 19:19:31.981985,"(3.8, 5.0, 4.6923076923076925)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(26.0, 100.0, 89.71428571428572)"
14-12-2022 19:19:33.124465,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(26.0, 100.0, 84.0)"
14-12-2022 19:19:34.200686,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.14)","(26.0, 100.0, 84.0)"
14-12-2022 19:19:35.220424,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.14)","(26.0, 100.0, 84.0)"
14-12-2022 19:19:36.388966,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.4, 4.408333333333333)","(26.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:37.488395,"(3.8, 5.0, 4.777777777777778)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(26.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:38.620532,"(3.8, 5.0, 4.777777777777778)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(26.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:39.674592,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(26.0, 70.0, 60.44444444444444)","(5.0, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(26.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:40.846941,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 7.2)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.38)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:41.891811,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 7.2)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.38)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:42.927417,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:43.904686,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:44.911139,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:45.960699,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.300000000000001)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:46.982108,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.4, 4.300000000000001)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:48.007829,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.6, 4.211111111111111)","(31.0, 100.0, 84.44444444444444)"
14-12-2022 19:19:49.128914,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(31.0, 100.0, 91.25)"
14-12-2022 19:19:50.372792,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(31.0, 100.0, 67.0)"
14-12-2022 19:19:51.487288,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(31.0, 100.0, 67.0)"
14-12-2022 19:19:52.542249,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 60.44444444444444)","(5.5, 8.4, 7.2)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.38)","(31.0, 100.0, 67.0)"
14-12-2022 19:19:53.621461,"(3.8, 5.0, 4.777777777777778)","(3.5, 5.1, 4.875)","(31.0, 70.0, 49.0)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.179166666666667)","(31.0, 100.0, 67.0)"
14-12-2022 19:19:54.714304,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 67.0)"
14-12-2022 19:19:56.024703,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 67.0)"
14-12-2022 19:19:57.146324,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.300000000000001)","(31.0, 100.0, 67.0)"
14-12-2022 19:19:58.374304,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.22857142857143)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.4, 4.275)","(31.0, 100.0, 83.5)"
14-12-2022 19:19:59.512739,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.6, 4.408333333333333)","(31.0, 100.0, 81.71428571428571)"
14-12-2022 19:20:00.631924,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.408333333333333)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:01.687748,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.38)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:02.746991,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 7.2)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.118181818181818)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:03.836739,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 7.2)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:05.008488,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:06.205707,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:07.372056,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.2)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:08.501585,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.5, 4.300000000000001)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:09.595809,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 21.375)","(3.4, 4.4, 4.300000000000001)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:10.703794,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 70.0, 59.75)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.2)","(13.0, 23.0, 22.6)","(3.4, 4.4, 4.325)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:11.761232,"(3.8, 5.0, 4.777777777777778)","(3.5, 5.1, 4.875)","(31.0, 70.0, 63.333333333333336)","(5.5, 8.4, 8.025)","(7.5, 12.0, 11.2)","(13.0, 24.0, 22.6)","(3.4, 4.4, 4.325)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:12.847893,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 60.0)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 24.0, 23.363636363636363)","(3.4, 4.5, 4.179166666666667)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:13.951699,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 60.0)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 24.0, 23.363636363636363)","(3.4, 4.5, 4.179166666666667)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:15.008689,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 60.0)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 24.0, 23.363636363636363)","(3.4, 4.5, 4.179166666666667)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:16.011717,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 60.0)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.2)","(13.0, 24.0, 23.363636363636363)","(3.4, 4.5, 4.179166666666667)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:17.129727,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 7.875)","(7.5, 12.0, 11.05)","(13.0, 24.0, 23.1875)","(3.4, 4.4, 4.1230769230769235)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:18.257939,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.4, 4.1230769230769235)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:19.379319,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.4, 4.066666666666666)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:20.513655,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.4, 4.066666666666666)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:21.694336,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 8.0)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.4, 4.066666666666666)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:22.903789,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.4, 4.271428571428571)","(31.0, 100.0, 84.5)"
14-12-2022 19:20:24.155097,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.4, 4.271428571428571)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:25.347328,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 8.233333333333334)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.4, 4.084615384615384)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:26.417624,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 7.2)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.3, 4.033333333333333)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:27.463185,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.4, 7.2)","(7.5, 12.0, 11.05)","(13.0, 24.0, 22.8)","(3.4, 4.3, 4.033333333333333)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:28.602089,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.2, 6.8933333333333335)","(7.5, 12.0, 10.64)","(13.0, 24.0, 23.0)","(3.4, 4.3, 4.2)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:29.725791,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.2, 7.315789473684211)","(7.5, 12.0, 10.64)","(13.0, 24.0, 23.0)","(3.4, 4.3, 4.2)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:30.880516,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.2, 7.461538461538462)","(7.5, 12.0, 10.64)","(13.0, 24.0, 23.0)","(3.4, 4.3, 4.2)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:32.032537,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.2, 7.352941176470588)","(7.5, 12.0, 10.64)","(13.0, 24.0, 23.0)","(3.4, 4.3, 4.2)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:33.200907,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.2, 6.955555555555555)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.3, 4.12)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:34.364304,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.8)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.3, 4.22)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:35.486497,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.345454545454546)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.3, 4.22)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:36.606575,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.228571428571429)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.3, 4.14)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:37.764322,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.16)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.5)","(3.4, 4.3, 4.14)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:38.857766,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 7.8, 7.628571428571428)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.5)","(3.4, 4.3, 4.0636363636363635)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:39.973462,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.228571428571429)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.5)","(3.4, 4.2, 4.0636363636363635)","(31.0, 100.0, 85.5)"
14-12-2022 19:20:41.137763,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.228571428571429)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.5)","(3.4, 4.2, 4.0636363636363635)","(31.0, 100.0, 87.42857142857143)"
14-12-2022 19:20:42.277823,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.228571428571429)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.5)","(3.4, 4.2, 4.0636363636363635)","(31.0, 95.0, 87.42857142857143)"
14-12-2022 19:20:43.347979,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 7.8, 7.628571428571428)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.5)","(3.4, 4.2, 3.9454545454545453)","(31.0, 95.0, 87.42857142857143)"
14-12-2022 19:20:44.408714,"(3.8, 5.0, 4.777777777777778)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 7.8, 7.628571428571428)","(7.5, 12.0, 10.64)","(13.0, 24.0, 22.5)","(3.4, 4.2, 4.141666666666667)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:45.453132,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.228571428571429)","(7.5, 12.5, 11.076923076923077)","(13.0, 24.0, 23.357142857142858)","(3.4, 4.2, 4.141666666666667)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:46.516924,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.228571428571429)","(7.5, 14.5, 12.36111111111111)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 4.141666666666667)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:47.552901,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 7.228571428571429)","(7.5, 14.0, 12.823529411764707)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 4.13)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:48.639041,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 6.720000000000001)","(7.5, 14.0, 12.823529411764707)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 4.12)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:49.738386,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 67.83333333333334)","(5.5, 8.0, 6.720000000000001)","(7.5, 14.0, 12.823529411764707)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 4.141666666666667)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:50.880265,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 57.8)","(5.5, 7.8, 7.6)","(7.5, 14.0, 12.584615384615384)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 4.141666666666667)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:51.968275,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 57.8)","(5.5, 7.8, 7.6)","(7.5, 14.0, 12.584615384615384)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 3.9958333333333336)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:52.975712,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 57.8)","(5.5, 7.8, 7.6)","(7.5, 14.0, 12.707692307692309)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 3.9958333333333336)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:53.946734,"(3.8, 5.0, 4.6000000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 57.8)","(5.5, 7.8, 7.1)","(7.5, 14.0, 12.88)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 3.9454545454545453)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:54.949215,"(3.8, 5.0, 4.5200000000000005)","(3.5, 5.1, 4.875)","(31.0, 75.0, 57.8)","(5.5, 7.8, 7.1)","(7.5, 14.0, 12.88)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 3.9454545454545453)","(31.0, 95.0, 88.375)"
14-12-2022 19:20:56.019513,"(3.8, 5.0, 4.857142857142857)","(3.5, 5.1, 4.875)","(31.0, 75.0, 57.8)","(5.5, 7.8, 7.6)","(7.5, 14.0, 12.545454545454545)","(13.0, 24.0, 22.666666666666668)","(3.4, 4.2, 3.9958333333333336)","(31.0, 95.0, 88.375)"
