,Blount County,Royston Head,Your Not The Boss,Cab Perrio,Kirrek,Let There Be Peace,Tequila Shots,Theclan
10-01-2023 12:07:26.061529,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2555555555555555)","(4.2, 4.8, 4.736363636363636)","(14.0, 42.0, 39.6)","(7.0, 14.0, 11.90909090909091)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.5, 10.916666666666666)"
10-01-2023 12:07:27.233766,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2555555555555555)","(4.2, 4.8, 4.736363636363636)","(14.0, 42.0, 39.6)","(7.0, 14.0, 11.90909090909091)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.916666666666666)"
10-01-2023 12:07:28.408922,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2555555555555555)","(4.2, 4.8, 4.736363636363636)","(14.0, 42.0, 39.6)","(7.0, 14.0, 13.083333333333334)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.916666666666666)"
10-01-2023 12:07:29.587820,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2555555555555555)","(4.2, 4.8, 4.736363636363636)","(14.0, 42.0, 39.6)","(7.0, 13.5, 12.666666666666666)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.916666666666666)"
10-01-2023 12:07:30.828295,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.1, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 13.5, 12.666666666666666)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.916666666666666)"
10-01-2023 12:07:31.957771,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.2, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 13.5, 12.666666666666666)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.916666666666666)"
10-01-2023 12:07:33.109526,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.2, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 13.0, 12.333333333333334)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.916666666666666)"
10-01-2023 12:07:34.164152,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.2, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 13.0, 12.333333333333334)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.88888888888889)"
10-01-2023 12:07:35.497492,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.2, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 13.0, 12.333333333333334)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.88888888888889)"
10-01-2023 12:07:36.693595,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.2, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 13.0, 12.0)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.88888888888889)"
10-01-2023 12:07:37.840100,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.2, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 12.5, 12.0)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.88888888888889)"
10-01-2023 12:07:39.029281,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.254285714285714)","(4.2, 5.2, 4.885714285714285)","(14.0, 42.0, 39.6)","(7.0, 12.5, 12.0)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.857142857142858)"
10-01-2023 12:07:40.169248,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2594285714285713)","(4.2, 5.2, 4.885714285714285)","(16.0, 42.0, 39.6)","(8.0, 12.5, 11.88888888888889)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.857142857142858)"
10-01-2023 12:07:41.281276,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2594285714285713)","(4.2, 5.2, 4.885714285714285)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.761904761904763)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.666666666666666)"
10-01-2023 12:07:42.408836,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2594285714285713)","(4.2, 5.2, 4.925)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.761904761904763)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.4)"
10-01-2023 12:07:43.602308,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2594285714285713)","(4.2, 5.2, 4.972413793103448)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.761904761904763)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.0, 10.470588235294118)"
10-01-2023 12:07:44.605580,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2594285714285713)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 12.0, 10.608695652173914)"
10-01-2023 12:07:45.641135,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(26.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 12.0, 10.608695652173914)"
10-01-2023 12:07:46.724284,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 12.0, 10.608695652173914)"
10-01-2023 12:07:47.817665,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 12.0, 10.608695652173914)"
10-01-2023 12:07:48.992062,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 12.0, 10.608695652173914)"
10-01-2023 12:07:50.179130,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 12.0, 10.608695652173914)"
10-01-2023 12:07:51.367950,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 12.0, 10.772727272727273)"
10-01-2023 12:07:52.517789,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.5, 10.714285714285714)"
10-01-2023 12:07:53.651238,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2591666666666663)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.842105263157894)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.5, 10.714285714285714)"
10-01-2023 12:07:54.903992,"(12.0, 15.0, 14.1875)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 4.987500000000001)","(16.0, 42.0, 39.6)","(8.0, 12.0, 11.791666666666666)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.5, 10.714285714285714)"
10-01-2023 12:07:56.092318,"(12.0, 15.0, 14.071428571428571)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 5.0)","(16.0, 42.0, 37.2)","(8.0, 12.0, 11.791666666666666)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.5, 10.714285714285714)"
10-01-2023 12:07:57.259927,"(12.0, 17.0, 15.2)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 5.0)","(16.0, 42.0, 36.0)","(8.0, 12.0, 11.791666666666666)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.5, 10.88888888888889)"
10-01-2023 12:07:58.446960,"(12.0, 16.5, 15.5)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 4.987500000000001)","(16.0, 40.0, 36.0)","(8.0, 12.0, 11.791666666666666)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.4375)","(8.5, 11.5, 10.88888888888889)"
10-01-2023 12:07:59.743117,"(12.0, 16.5, 15.954545454545455)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 4.987500000000001)","(16.0, 40.0, 36.0)","(8.0, 12.0, 11.791666666666666)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.6)","(8.5, 11.5, 10.921052631578947)"
10-01-2023 12:08:00.925434,"(12.0, 16.5, 15.954545454545455)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 4.987500000000001)","(16.0, 44.0, 36.0)","(8.0, 12.0, 11.791666666666666)","(31.0, 85.0, 79.44444444444444)","(14.0, 17.0, 16.6)","(8.5, 11.5, 10.921052631578947)"
10-01-2023 12:08:02.046800,"(12.0, 16.5, 15.954545454545455)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 4.987500000000001)","(16.0, 44.0, 34.0)","(8.0, 12.0, 11.791666666666666)","(31.0, 85.0, 75.55555555555556)","(14.0, 17.0, 16.125)","(8.5, 11.5, 10.921052631578947)"
10-01-2023 12:08:03.112520,"(12.0, 16.0, 15.5)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 4.972413793103448)","(16.0, 42.0, 36.0)","(8.0, 12.0, 11.791666666666666)","(31.0, 80.0, 75.55555555555556)","(14.0, 16.5, 15.625)","(8.5, 11.5, 10.921052631578947)"
10-01-2023 12:08:04.189165,"(12.0, 16.0, 15.142857142857142)","(2.0, 2.26, 2.2577777777777777)","(4.2, 5.2, 4.927941176470588)","(16.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.833333333333334)","(31.0, 80.0, 75.55555555555556)","(14.0, 16.5, 15.863636363636363)","(8.5, 11.5, 10.53448275862069)"
10-01-2023 12:08:05.259144,"(12.0, 15.5, 14.33673469387755)","(2.0, 2.26, 2.2596153846153846)","(4.2, 5.1, 4.841911764705882)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.833333333333334)","(31.0, 80.0, 75.55555555555556)","(14.0, 16.5, 15.863636363636363)","(8.5, 11.0, 10.53448275862069)"
10-01-2023 12:08:06.469022,"(12.0, 15.5, 14.33673469387755)","(2.0, 2.26, 2.2596153846153846)","(4.2, 5.1, 4.841911764705882)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.833333333333334)","(31.0, 80.0, 75.55555555555556)","(14.0, 16.5, 15.863636363636363)","(8.5, 11.0, 10.53448275862069)"
10-01-2023 12:08:07.721201,"(12.0, 15.5, 14.33673469387755)","(2.0, 2.26, 2.2596153846153846)","(4.2, 5.1, 4.841911764705882)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.833333333333334)","(31.0, 80.0, 82.27272727272728)","(14.0, 16.5, 16.071428571428573)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:08.872360,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.26, 2.2596153846153846)","(4.2, 5.1, 4.814634146341463)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.833333333333334)","(31.0, 95.0, 83.33333333333334)","(14.0, 16.5, 16.071428571428573)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:10.103460,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.26, 2.2596153846153846)","(4.2, 5.1, 4.8144)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.833333333333334)","(31.0, 90.0, 83.33333333333334)","(14.0, 16.5, 16.125)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:11.197580,"(12.0, 15.5, 14.26086956521739)","(2.0, 2.26, 2.2596153846153846)","(4.2, 5.1, 4.814634146341463)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.833333333333334)","(31.0, 90.0, 83.33333333333334)","(14.0, 16.5, 16.25)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:12.389062,"(12.0, 15.5, 14.26086956521739)","(2.0, 2.26, 2.2596153846153846)","(4.2, 5.1, 4.814634146341463)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.791666666666666)","(31.0, 90.0, 83.33333333333334)","(14.0, 16.5, 16.85)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:13.627093,"(12.0, 15.5, 14.26086956521739)","(2.0, 2.3, 2.2716666666666665)","(4.2, 5.0, 4.84375)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.736842105263158)","(31.0, 90.0, 76.15384615384616)","(14.0, 18.5, 16.13157894736842)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:14.794615,"(12.0, 15.5, 14.26086956521739)","(2.0, 2.3, 2.2699999999999996)","(4.2, 5.0, 4.931034482758621)","(17.0, 40.0, 39.333333333333336)","(8.0, 12.0, 11.736842105263158)","(31.0, 90.0, 83.33333333333334)","(14.0, 18.5, 16.13157894736842)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:15.948714,"(12.0, 15.5, 14.24)","(2.0, 2.3, 2.2699999999999996)","(4.2, 5.0, 4.8875)","(17.0, 44.0, 43.0)","(8.0, 12.0, 11.736842105263158)","(31.0, 90.0, 76.66666666666667)","(14.0, 18.5, 16.13157894736842)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:17.178586,"(12.0, 15.5, 14.24)","(2.0, 2.3, 2.2699999999999996)","(4.2, 5.0, 4.8875)","(17.0, 44.0, 42.714285714285715)","(8.0, 12.0, 11.736842105263158)","(31.0, 90.0, 72.85714285714286)","(14.0, 18.5, 16.3125)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:18.256785,"(12.0, 15.5, 14.24)","(2.0, 2.3, 2.2699999999999996)","(4.2, 5.0, 4.8875)","(17.0, 44.0, 42.714285714285715)","(8.0, 12.0, 11.736842105263158)","(31.0, 90.0, 75.71428571428571)","(14.0, 18.5, 17.625)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:19.444694,"(12.0, 15.5, 14.24)","(2.0, 2.3, 2.2699999999999996)","(4.2, 5.0, 4.8875)","(17.0, 44.0, 42.714285714285715)","(8.0, 12.0, 11.736842105263158)","(31.0, 90.0, 75.71428571428571)","(14.0, 18.0, 16.5)","(8.5, 11.0, 10.54)"
10-01-2023 12:08:20.560530,"(12.0, 15.5, 14.24)","(2.0, 2.3, 2.2699999999999996)","(4.2, 5.0, 4.8875)","(17.0, 44.0, 42.0)","(8.0, 12.0, 11.736842105263158)","(31.0, 90.0, 75.71428571428571)","(14.0, 18.0, 16.5)","(8.5, 11.0, 10.452380952380953)"
10-01-2023 12:08:21.820292,"(12.0, 15.5, 14.24)","(2.0, 2.3, 2.288)","(4.2, 5.0, 4.8875)","(17.0, 44.0, 43.111111111111114)","(8.0, 12.0, 11.933333333333334)","(31.0, 90.0, 75.71428571428571)","(14.0, 18.0, 17.3)","(8.5, 10.5, 10.458333333333334)"
10-01-2023 12:08:22.997943,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.3, 2.288)","(4.2, 5.0, 4.8875)","(17.0, 44.0, 41.142857142857146)","(8.0, 12.0, 11.875)","(31.0, 90.0, 75.71428571428571)","(14.0, 18.0, 16.9)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:24.110288,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.3, 2.289032258064516)","(4.2, 5.0, 4.766666666666667)","(17.0, 44.0, 42.57142857142857)","(8.0, 12.0, 11.875)","(31.0, 90.0, 75.71428571428571)","(14.0, 17.5, 15.625)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:25.237015,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.3, 2.288)","(4.2, 5.0, 4.766666666666667)","(17.0, 44.0, 40.15384615384615)","(8.0, 12.0, 11.944444444444445)","(31.0, 90.0, 75.71428571428571)","(14.0, 17.5, 15.5)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:26.446054,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.3, 2.288)","(4.2, 5.0, 4.731578947368421)","(17.0, 44.0, 40.15384615384615)","(8.0, 12.0, 12.16)","(31.0, 90.0, 75.71428571428571)","(14.0, 17.0, 15.5)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:27.527410,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.3, 2.2849999999999997)","(4.2, 5.0, 4.731578947368421)","(17.0, 44.0, 40.15384615384615)","(8.0, 14.0, 12.16)","(31.0, 90.0, 75.71428571428571)","(14.0, 17.0, 15.25)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:28.706054,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.3, 2.285833333333333)","(4.2, 5.0, 4.732608695652174)","(17.0, 42.0, 40.4)","(8.0, 13.0, 12.285714285714286)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.25)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:30.300502,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.3, 2.273333333333333)","(4.2, 5.0, 4.732608695652174)","(17.0, 42.0, 40.4)","(8.0, 13.0, 12.558823529411764)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.25)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:31.549036,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.273333333333333)","(4.2, 5.0, 4.732608695652174)","(17.0, 42.0, 40.4)","(8.0, 13.0, 12.558823529411764)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.25)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:32.806544,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 42.0, 40.857142857142854)","(8.0, 13.0, 12.558823529411764)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.25)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:34.146635,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 42.0, 41.05882352941177)","(8.0, 13.0, 12.357142857142858)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.462962962962964)"
10-01-2023 12:08:35.461742,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.05882352941177)","(8.0, 12.5, 12.205882352941176)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:36.655670,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.205882352941176)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:37.764921,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.205882352941176)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:38.898441,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.205882352941176)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:39.915778,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:40.942107,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:41.948211,"(12.0, 15.5, 14.159574468085106)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.462962962962964)"
10-01-2023 12:08:42.983136,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.05882352941177)","(8.0, 12.5, 12.3)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:44.069087,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.274285714285714)","(4.2, 5.0, 4.732608695652174)","(17.0, 44.0, 41.05882352941177)","(8.0, 12.5, 12.3)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:45.130495,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.2746666666666666)","(4.2, 5.0, 4.911351351351351)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 90.0, 75.71428571428571)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.466666666666667)"
10-01-2023 12:08:46.274946,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.2746666666666666)","(4.2, 5.0, 4.911351351351351)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 90.0, 76.66666666666667)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.462962962962964)"
10-01-2023 12:08:47.309811,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.2746666666666666)","(4.2, 5.0, 4.911351351351351)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 90.0, 76.66666666666667)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.462962962962964)"
10-01-2023 12:08:48.367865,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.2746666666666666)","(4.2, 5.0, 4.904093567251462)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 90.0, 87.14285714285714)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:49.513132,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.2746666666666666)","(4.2, 5.0, 4.904093567251462)","(17.0, 44.0, 41.5)","(8.0, 12.5, 12.3)","(31.0, 110.0, 87.14285714285714)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.452380952380953)"
10-01-2023 12:08:50.643584,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.2734693877551018)","(4.2, 5.0, 4.904093567251462)","(17.0, 44.0, 41.05882352941177)","(8.0, 12.5, 12.3)","(31.0, 110.0, 87.14285714285714)","(14.0, 16.5, 15.375)","(8.5, 10.5, 10.258064516129032)"
10-01-2023 12:08:51.719509,"(12.0, 15.5, 14.174418604651162)","(2.0, 2.28, 2.2734693877551018)","(4.2, 5.0, 4.904093567251462)","(17.0, 44.0, 41.05882352941177)","(8.0, 12.5, 12.3)","(31.0, 110.0, 92.5)","(14.0, 16.5, 15.375)","(8.5, 11.0, 10.982142857142858)"
10-01-2023 12:08:52.848735,"(12.0, 16.5, 16.055555555555557)","(2.0, 2.28, 2.2433333333333336)","(4.2, 5.0, 4.904093567251462)","(17.0, 42.0, 40.857142857142854)","(8.0, 12.5, 12.3)","(31.0, 100.0, 92.5)","(14.0, 16.5, 15.375)","(8.5, 12.0, 10.982142857142858)"
10-01-2023 12:08:53.852640,"(12.0, 16.0, 15.375)","(2.0, 2.28, 2.2433333333333336)","(4.2, 5.0, 4.904093567251462)","(17.0, 40.0, 38.8)","(8.0, 12.5, 12.3)","(31.0, 100.0, 86.36363636363636)","(14.0, 16.5, 15.375)","(8.5, 12.0, 10.982142857142858)"
10-01-2023 12:08:54.972358,"(12.0, 16.0, 15.375)","(2.0, 2.28, 2.2433333333333336)","(4.2, 5.0, 4.904093567251462)","(17.0, 40.0, 37.6)","(8.0, 12.5, 12.3)","(31.0, 95.0, 88.75)","(14.0, 16.5, 15.375)","(8.5, 12.0, 10.982142857142858)"
10-01-2023 12:08:56.032058,"(12.0, 16.0, 15.375)","(2.0, 2.28, 2.2433333333333336)","(4.2, 5.0, 4.904093567251462)","(17.0, 40.0, 38.666666666666664)","(8.0, 12.5, 12.3125)","(31.0, 95.0, 88.75)","(14.0, 16.5, 15.375)","(8.5, 12.0, 10.982142857142858)"
10-01-2023 12:08:57.129401,"(12.0, 15.0, 14.172413793103448)","(2.0, 2.26, 2.2411111111111115)","(4.2, 5.0, 4.904093567251462)","(17.0, 40.0, 38.666666666666664)","(8.0, 12.5, 12.3125)","(31.0, 95.0, 88.75)","(14.0, 16.5, 15.375)","(8.5, 12.0, 10.982142857142858)"
10-01-2023 12:08:58.253308,"(12.0, 15.0, 14.172413793103448)","(2.0, 2.26, 2.2411111111111115)","(4.2, 5.0, 4.904093567251462)","(17.0, 40.0, 38.666666666666664)","(8.0, 12.5, 12.3125)","(31.0, 95.0, 88.75)","(14.0, 16.5, 15.375)","(8.5, 12.0, 10.982142857142858)"
10-01-2023 12:08:59.362959,"(12.0, 15.0, 14.172413793103448)","(2.0, 2.26, 2.2411111111111115)","(4.2, 5.0, 4.904093567251462)","(17.0, 40.0, 39.833333333333336)","(8.0, 12.5, 12.3125)","(31.0, 95.0, 88.75)","(14.0, 16.5, 15.375)","(8.5, 12.0, 10.982142857142858)"
