,Arrogant Suzy,Charming Spirit,Fake Promises,Django Riggs,Lieutenant Dan,Borrowed Angel,All Inn Aussie,Davettes Diva
08-12-2022 15:22:57.512440,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.0, 8.95)","(4.8, 8.2, 7.283333333333333)","(4.8, 6.8, 5.691666666666666)","(8.5, 17.5, 14.566666666666666)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.545454545454545)"
08-12-2022 15:22:58.690889,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.0, 8.95)","(4.8, 8.2, 7.283333333333333)","(4.8, 6.8, 5.691666666666666)","(8.5, 17.5, 14.566666666666666)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.4875)"
08-12-2022 15:22:59.903632,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.0, 9.683333333333334)","(4.8, 8.2, 7.283333333333333)","(4.8, 6.8, 5.691666666666666)","(8.5, 17.5, 14.566666666666666)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.4875)"
08-12-2022 15:23:01.115680,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.52)","(4.8, 8.2, 7.283333333333333)","(4.8, 6.8, 5.691666666666666)","(8.5, 17.5, 14.566666666666666)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.4875)"
08-12-2022 15:23:02.344709,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.54)","(4.8, 8.2, 7.283333333333333)","(4.8, 6.8, 7.15)","(8.5, 17.5, 14.566666666666666)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.65)"
08-12-2022 15:23:03.413233,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.325)","(4.8, 8.2, 7.283333333333333)","(4.8, 7.6, 7.15)","(8.5, 17.5, 14.566666666666666)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.545454545454545)"
08-12-2022 15:23:04.541284,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.325)","(4.8, 8.2, 7.283333333333333)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.4875)"
08-12-2022 15:23:05.675762,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.325)","(4.8, 8.2, 7.283333333333333)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.4875)"
08-12-2022 15:23:06.831337,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.683333333333334)","(4.8, 8.2, 7.283333333333333)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.4875)"
08-12-2022 15:23:08.113017,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.54)","(4.8, 7.8, 7.26)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.65)"
08-12-2022 15:23:09.228224,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.325)","(4.8, 7.8, 7.26)","(4.8, 7.6, 7.15)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.688888888888888)"
08-12-2022 15:23:10.332970,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.325)","(4.8, 7.8, 7.26)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.1825)","(4.4, 6.8, 5.688888888888888)"
08-12-2022 15:23:11.597972,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.683333333333334)","(4.8, 7.8, 7.26)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.85, 3.128)","(4.4, 6.8, 5.6125)"
08-12-2022 15:23:12.734204,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.683333333333334)","(4.8, 7.8, 7.26)","(4.8, 7.6, 7.15)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.8, 3.128)","(4.4, 6.8, 5.5375)"
08-12-2022 15:23:13.951703,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.325)","(4.8, 7.8, 7.26)","(4.8, 7.6, 7.15)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.8, 3.128)","(4.4, 6.6, 5.5375)"
08-12-2022 15:23:15.218611,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.325)","(4.8, 7.8, 7.26)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.833333333333334)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.8, 3.128)","(4.4, 6.6, 5.5375)"
08-12-2022 15:23:16.576026,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.683333333333334)","(4.8, 7.8, 7.26)","(4.8, 7.6, 6.975)","(8.5, 17.5, 12.833333333333334)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.6, 5.55)"
08-12-2022 15:23:17.925574,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.375)","(4.8, 7.8, 7.26)","(4.8, 7.6, 6.7)","(8.5, 17.5, 12.833333333333334)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.6, 6.083333333333334)"
08-12-2022 15:23:19.067085,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.375)","(4.8, 7.8, 7.26)","(4.8, 7.6, 5.85)","(8.5, 17.5, 12.833333333333334)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:20.488774,"(41.0, 300.0, 154.90909090909093)","(5.5, 10.5, 9.683333333333334)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.85)","(8.5, 17.5, 12.833333333333334)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:21.818430,"(41.0, 300.0, 167.0)","(5.5, 10.5, 9.683333333333334)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.85)","(8.5, 17.5, 12.772727272727273)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 5.9750000000000005)"
08-12-2022 15:23:23.206766,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 9.683333333333334)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.85)","(8.5, 17.5, 15.3)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 5.9750000000000005)"
08-12-2022 15:23:24.523145,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 9.275)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:25.733295,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 9.325)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:26.934870,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:28.177146,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:29.368622,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:30.603699,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 560.0)","(3.0, 3.8, 3.128)","(4.4, 6.4, 6.083333333333334)"
08-12-2022 15:23:31.853164,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.8, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:33.074178,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 15.3)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:34.286230,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:35.435317,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:36.637081,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.366666666666667)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:37.939429,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:39.226246,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.7375)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:40.490669,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.8, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.153846153846153)"
08-12-2022 15:23:41.550237,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.125)"
08-12-2022 15:23:42.774487,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.125)"
08-12-2022 15:23:43.888403,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:44.914550,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:46.056631,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:47.177905,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:48.286957,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:49.534449,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.125)"
08-12-2022 15:23:50.834177,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.125)"
08-12-2022 15:23:52.113343,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.1857142857142855)","(4.4, 6.4, 5.178571428571429)"
08-12-2022 15:23:53.480220,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.75, 3.108)","(4.4, 6.4, 5.2727272727272725)"
08-12-2022 15:23:54.728114,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 6.2, 6.583333333333334)"
08-12-2022 15:23:55.959546,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.583333333333334)"
08-12-2022 15:23:57.239157,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.583333333333334)"
08-12-2022 15:23:58.555659,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.583333333333334)"
08-12-2022 15:23:59.721506,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.742857142857142)","(8.5, 17.5, 12.5)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.583333333333334)"
08-12-2022 15:24:00.851987,"(41.0, 280.0, 145.8181818181818)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.6, 5.49)","(8.5, 17.5, 12.5)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.52)"
08-12-2022 15:24:02.066362,"(41.0, 270.0, 118.28571428571429)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 12.5)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.425)"
08-12-2022 15:24:03.199689,"(41.0, 260.0, 147.0)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.583333333333334)"
08-12-2022 15:24:04.332754,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:05.430420,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:06.516490,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:07.748595,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:08.935219,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:10.109630,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:11.637698,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:12.858498,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:14.092086,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:15.406567,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:16.985573,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 6.807692307692308)"
08-12-2022 15:24:18.376270,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 5.928571428571429)"
08-12-2022 15:24:20.120848,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 5.863636363636363)"
08-12-2022 15:24:21.789257,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 5.863636363636363)"
08-12-2022 15:24:23.408212,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 7.275)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.49)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.108)","(4.4, 7.0, 5.863636363636363)"
08-12-2022 15:24:24.884996,"(41.0, 260.0, 136.72727272727275)","(5.5, 10.5, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.3500000000000005)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.4257142857142857)","(4.4, 7.0, 5.8)"
08-12-2022 15:24:26.419795,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.3500000000000005)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 5.909090909090909)"
08-12-2022 15:24:27.811273,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.4, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:29.172826,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:30.642229,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:31.919313,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:33.222811,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:34.458196,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:35.810826,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:37.162332,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:38.404117,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.26)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:39.571871,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 7.8, 7.4)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 588.8888888888889)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:40.805696,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 8.600000000000001)","(4.8, 8.0, 7.4)","(4.8, 6.2, 5.3875)","(8.5, 17.5, 13.75)","(91.0, 650.0, 512.5)","(3.0, 3.7, 3.190909090909091)","(4.4, 7.0, 6.1)"
08-12-2022 15:24:42.067766,"(41.0, 260.0, 136.72727272727275)","(5.5, 9.8, 9.425)","(4.8, 8.0, 7.682352941176471)","(4.8, 6.2, 7.15)","(8.5, 17.5, 12.88888888888889)","(91.0, 650.0, 560.0)","(3.0, 3.7, 3.283333333333333)","(4.4, 7.0, 6.846666666666667)"
08-12-2022 15:24:43.253982,"(41.0, 240.0, 127.63636363636363)","(5.5, 9.8, 9.425)","(4.8, 8.0, 6.5600000000000005)","(4.8, 7.6, 7.08)","(8.5, 16.5, 12.88888888888889)","(91.0, 650.0, 560.0)","(3.0, 3.85, 3.283333333333333)","(4.4, 7.0, 6.3100000000000005)"
08-12-2022 15:24:44.328469,"(41.0, 240.0, 127.63636363636363)","(5.5, 8.8, 7.066666666666667)","(4.8, 8.0, 5.68)","(4.8, 7.6, 6.975)","(8.5, 16.5, 12.88888888888889)","(91.0, 650.0, 560.0)","(3.0, 3.85, 3.283333333333333)","(4.4, 7.0, 6.66)"
