,Arrogant Suzy,Charming Spirit,Fake Promises,Django Riggs,Lieutenant Dan,Borrowed Angel,All Inn Aussie,Davettes Diva
08-12-2022 15:18:02.763329,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:03.978643,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:05.250781,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:06.569265,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:07.712976,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:08.918364,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:10.220090,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:11.426439,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:12.631359,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 590.0)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:13.852491,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:15.066139,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:16.200386,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:17.376282,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:18.524859,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:19.728353,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:21.159486,"(41.0, 290.0, 204.66666666666666)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:22.596547,"(41.0, 280.0, 149.76470588235293)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:24.020671,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:25.390465,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 591.1111111111111)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:26.886014,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:28.282693,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:29.675418,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 15.5625)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:31.214986,"(41.0, 280.0, 121.85714285714286)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 15.5625)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:32.596509,"(41.0, 280.0, 121.85714285714286)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 15.5625)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:33.884026,"(41.0, 280.0, 121.85714285714286)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 15.5625)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:35.119614,"(41.0, 280.0, 121.85714285714286)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 15.5625)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:36.472977,"(41.0, 280.0, 121.85714285714286)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 15.5625)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:37.741118,"(41.0, 280.0, 121.85714285714286)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:38.960536,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:40.158764,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:41.282559,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:42.358953,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:43.729727,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:45.086642,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:46.399237,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.64)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:47.850854,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 7.8, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:49.280241,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:50.627513,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:52.035465,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.5055555555555555)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:53.214129,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:54.480406,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:55.831791,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:57.143586,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:58.465771,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:18:59.843595,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:01.139141,"(41.0, 270.0, 191.33333333333334)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:02.450389,"(41.0, 260.0, 173.07692307692307)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:03.652699,"(41.0, 260.0, 140.3529411764706)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:04.894236,"(41.0, 260.0, 140.3529411764706)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:06.172293,"(41.0, 260.0, 140.3529411764706)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:07.367499,"(41.0, 260.0, 140.3529411764706)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:08.670338,"(41.0, 260.0, 140.3529411764706)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:09.954063,"(41.0, 260.0, 140.3529411764706)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 6.2444444444444445)","(8.5, 16.5, 14.526315789473685)","(91.0, 650.0, 372.5)","(3.0, 4.3, 3.166153846153846)","(4.4, 9.2, 4.994736842105263)"
08-12-2022 15:19:11.209001,"(41.0, 260.0, 140.3529411764706)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.4, 5.273684210526316)","(4.8, 7.8, 7.08)","(8.5, 16.5, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.3, 4.050000000000001)","(4.4, 9.2, 7.5)"
08-12-2022 15:19:12.408004,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:13.716192,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:14.937001,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:16.140871,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:17.706811,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:19.070586,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:20.453954,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:21.556588,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:22.876604,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:24.292622,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:25.743250,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:26.974734,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:28.240598,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:29.492631,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:30.758197,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 558.3333333333334)","(3.0, 4.2, 3.7866666666666666)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:32.046608,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:33.320338,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:34.660591,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:35.998299,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:37.263511,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:38.685633,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:40.021481,"(41.0, 250.0, 206.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:41.514606,"(41.0, 250.0, 130.94117647058823)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:42.960122,"(41.0, 240.0, 198.8)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:44.403981,"(41.0, 230.0, 130.94117647058823)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
08-12-2022 15:19:45.901683,"(41.0, 240.0, 130.94117647058823)","(5.5, 10.5, 7.071428571428571)","(4.8, 8.2, 6.6499999999999995)","(4.8, 7.6, 7.08)","(8.5, 16.0, 15.533333333333333)","(91.0, 650.0, 588.8888888888889)","(3.0, 4.2, 4.050000000000001)","(4.4, 9.0, 7.5)"
