,Amen Brother,Bia Tinne,Burrandana,Open Sky,Take On Manhattan,The Big Shamrock,Toro Magic,Brave Image,County Kilkenny,Mo Chara,Sonny Fella
05-01-2023 12:41:26.607960,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 5.1, 4.55)","(8.5, 10.0, 9.7)","(21.0, 70.0, 55.33333333333333)","(21.0, 95.0, 61.0)","(101.0, 200.0, 171.42857142857144)","(3.5, 5.1, 4.949999999999999)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.88888888888889)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:28.193254,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 5.1, 4.777777777777778)","(8.5, 10.0, 9.7)","(21.0, 70.0, 55.33333333333333)","(21.0, 95.0, 61.0)","(101.0, 200.0, 171.42857142857144)","(3.5, 5.1, 4.949999999999999)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.88888888888889)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:29.621644,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 5.0, 4.777777777777778)","(8.5, 10.0, 9.446153846153846)","(21.0, 70.0, 55.33333333333333)","(21.0, 95.0, 61.5)","(101.0, 200.0, 171.42857142857144)","(3.5, 5.1, 4.949999999999999)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.88888888888889)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:31.049720,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 4.9, 4.7)","(8.5, 11.5, 10.2)","(21.0, 70.0, 55.33333333333333)","(21.0, 95.0, 61.5)","(101.0, 200.0, 171.42857142857144)","(3.5, 5.1, 4.949999999999999)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.88888888888889)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:32.471910,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 4.9, 4.7)","(8.5, 11.0, 10.2)","(21.0, 70.0, 48.0)","(21.0, 95.0, 61.5)","(101.0, 200.0, 171.42857142857144)","(3.5, 5.1, 4.949999999999999)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.88888888888889)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:33.918561,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 4.9, 4.7)","(8.5, 11.0, 10.2)","(21.0, 70.0, 48.0)","(21.0, 95.0, 61.5)","(101.0, 200.0, 171.42857142857144)","(3.5, 5.1, 4.949999999999999)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.88888888888889)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:35.346425,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 4.9, 4.7)","(8.5, 11.0, 10.2)","(21.0, 70.0, 48.0)","(21.0, 95.0, 61.5)","(101.0, 200.0, 171.42857142857144)","(3.5, 5.1, 4.949999999999999)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.88888888888889)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:36.856652,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 5.1, 4.65)","(8.5, 10.5, 10.05)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 200.0, 140.0)","(3.5, 5.1, 4.928571428571429)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.0)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:38.378892,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 5.1, 4.65)","(8.5, 10.5, 10.05)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 200.0, 140.0)","(3.5, 5.1, 4.928571428571429)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.0)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:39.894662,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 5.1, 4.65)","(8.5, 10.5, 10.05)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 200.0, 140.0)","(3.5, 5.1, 4.928571428571429)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.0)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:41.694759,"(7.5, 9.0, 8.6)","(7.0, 9.2, 9.131428571428572)","(4.2, 5.0, 4.633333333333334)","(8.5, 10.5, 10.05)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 136.66666666666666)","(3.5, 5.1, 5.04)","(7.0, 9.8, 9.618181818181819)","(15.0, 27.0, 25.0)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:43.429817,"(7.5, 9.0, 8.6)","(7.0, 9.2, 8.577777777777778)","(4.2, 4.9, 4.74)","(8.5, 10.5, 9.484)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 136.66666666666666)","(3.5, 5.1, 5.066666666666666)","(7.0, 9.8, 9.55)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:45.202332,"(7.5, 9.0, 8.6)","(7.0, 8.6, 8.577777777777778)","(4.2, 4.9, 4.74)","(8.5, 11.5, 10.885714285714286)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.066666666666666)","(7.0, 9.8, 9.55)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:46.849499,"(7.5, 9.0, 8.6)","(7.0, 8.6, 8.577777777777778)","(4.2, 4.9, 4.82)","(8.5, 11.0, 10.28)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.066666666666666)","(7.0, 9.8, 9.55)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:48.370443,"(7.5, 9.0, 8.6)","(7.0, 8.6, 8.577777777777778)","(4.2, 4.9, 4.82)","(8.5, 11.0, 9.95)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.2823529411764705)","(7.0, 9.8, 9.55)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:49.836993,"(7.5, 9.0, 8.6)","(7.0, 8.6, 11.26153846153846)","(4.2, 4.9, 4.82)","(8.5, 10.5, 9.95)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.12)","(7.0, 9.8, 9.55)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:51.290374,"(7.5, 9.0, 8.399999999999999)","(7.0, 11.5, 10.533333333333333)","(4.2, 4.9, 4.800000000000001)","(8.5, 10.5, 9.95)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.06)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.0)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:52.821411,"(7.5, 9.2, 8.399999999999999)","(7.0, 11.5, 9.555555555555555)","(4.2, 4.9, 4.74)","(8.5, 10.5, 9.8)","(21.0, 70.0, 48.5)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.12)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:54.301204,"(7.5, 9.2, 8.5)","(7.0, 11.5, 10.45)","(4.2, 4.9, 4.74)","(8.5, 10.0, 9.8)","(21.0, 70.0, 60.44444444444444)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.12)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:55.796526,"(7.5, 9.0, 8.5)","(7.0, 11.0, 10.120000000000001)","(4.2, 4.9, 4.74)","(8.5, 10.0, 9.8)","(21.0, 70.0, 60.44444444444444)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.257142857142857)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:57.190135,"(7.5, 9.0, 8.5)","(7.0, 11.0, 10.120000000000001)","(4.2, 4.9, 4.74)","(8.5, 10.0, 9.8)","(21.0, 70.0, 60.44444444444444)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.6, 5.257142857142857)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:41:58.657624,"(7.5, 8.8, 8.266666666666667)","(7.0, 11.0, 10.120000000000001)","(4.2, 4.8, 4.663636363636363)","(8.5, 11.5, 9.519444444444444)","(21.0, 70.0, 60.44444444444444)","(21.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.5, 5.36)","(7.0, 9.8, 9.3)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:42:00.143021,"(7.5, 8.8, 8.266666666666667)","(7.0, 11.0, 9.82)","(4.2, 4.8, 4.663636363636363)","(8.0, 11.0, 9.733333333333333)","(21.0, 70.0, 60.44444444444444)","(20.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.5, 5.28)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:42:01.567746,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.5, 9.82)","(4.2, 4.8, 4.663636363636363)","(8.0, 10.0, 9.733333333333333)","(21.0, 70.0, 60.44444444444444)","(20.0, 95.0, 61.5)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.233333333333333)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 51.0)"
05-01-2023 12:42:03.175593,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.5, 10.025)","(4.2, 4.8, 4.663636363636363)","(8.0, 10.0, 9.733333333333333)","(21.0, 70.0, 49.0)","(20.0, 95.0, 72.66666666666666)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.233333333333333)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.666666666666668)","(17.0, 80.0, 55.57142857142857)"
05-01-2023 12:42:04.640072,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.5, 10.025)","(4.2, 4.8, 4.791549295774647)","(8.0, 10.0, 9.733333333333333)","(21.0, 70.0, 49.0)","(20.0, 95.0, 72.66666666666666)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.857142857142858)","(17.0, 80.0, 58.625)"
05-01-2023 12:42:06.213556,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.0, 9.066666666666666)","(4.2, 4.8, 4.54)","(8.0, 10.0, 9.95)","(21.0, 70.0, 49.0)","(20.0, 95.0, 72.66666666666666)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.857142857142858)","(17.0, 80.0, 58.625)"
05-01-2023 12:42:07.814749,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.0, 9.066666666666666)","(4.2, 4.7, 4.65)","(8.0, 10.5, 10.1)","(21.0, 70.0, 49.0)","(20.0, 95.0, 72.66666666666666)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 25.857142857142858)","(17.0, 80.0, 58.625)"
05-01-2023 12:42:09.501690,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.0, 9.866666666666667)","(4.2, 4.7, 4.6)","(8.0, 11.0, 9.766666666666667)","(21.0, 70.0, 56.0)","(20.0, 95.0, 62.0)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.514285714285714)","(15.0, 27.0, 26.4)","(17.0, 80.0, 46.4)"
05-01-2023 12:42:10.940792,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.0, 9.866666666666667)","(4.2, 4.8, 4.6)","(8.0, 10.5, 9.766666666666667)","(21.0, 70.0, 56.0)","(20.0, 95.0, 62.0)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.514285714285714)","(15.0, 28.0, 26.4)","(17.0, 80.0, 46.4)"
05-01-2023 12:42:12.444056,"(7.5, 8.8, 8.436363636363637)","(7.0, 10.0, 9.866666666666667)","(4.2, 4.8, 4.6)","(8.0, 10.5, 9.8)","(21.0, 70.0, 56.0)","(20.0, 95.0, 62.0)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.514285714285714)","(15.0, 28.0, 24.339622641509433)","(17.0, 80.0, 46.4)"
05-01-2023 12:42:13.897770,"(7.5, 8.6, 8.3)","(7.0, 10.0, 9.4)","(4.2, 4.8, 4.747368421052632)","(8.0, 10.0, 9.8)","(21.0, 70.0, 56.0)","(20.0, 95.0, 62.0)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.514285714285714)","(15.0, 30.0, 27.0)","(17.0, 80.0, 46.4)"
05-01-2023 12:42:15.389544,"(7.5, 8.6, 8.3)","(7.0, 10.0, 9.4)","(4.2, 4.8, 4.633333333333333)","(8.0, 10.0, 9.8)","(21.0, 70.0, 32.44444444444444)","(20.0, 95.0, 62.0)","(101.0, 190.0, 167.5)","(3.5, 5.4, 5.300000000000001)","(7.0, 9.8, 9.781818181818181)","(15.0, 29.0, 27.0)","(17.0, 80.0, 46.4)"
05-01-2023 12:42:16.991655,"(7.5, 8.6, 8.3)","(7.0, 10.0, 9.885714285714286)","(4.2, 4.8, 4.688888888888888)","(8.0, 10.0, 9.8)","(21.0, 38.0, 32.44444444444444)","(20.0, 95.0, 62.0)","(101.0, 190.0, 160.0)","(3.5, 5.4, 5.300000000000001)","(7.0, 10.0, 9.781818181818181)","(15.0, 29.0, 27.0)","(17.0, 80.0, 46.4)"
05-01-2023 12:42:18.491683,"(7.5, 8.6, 8.3)","(7.0, 10.0, 9.885714285714286)","(4.2, 4.8, 4.6)","(8.0, 10.0, 9.8)","(21.0, 38.0, 32.44444444444444)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.300000000000001)","(7.0, 10.0, 9.781818181818181)","(15.0, 29.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:20.041454,"(7.5, 8.6, 8.3)","(7.0, 10.0, 9.885714285714286)","(4.2, 4.8, 4.6)","(8.0, 10.0, 9.74)","(21.0, 38.0, 32.44444444444444)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.323076923076924)","(7.0, 10.0, 9.657142857142857)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:21.576212,"(7.5, 9.2, 8.541176470588235)","(7.0, 10.0, 9.873684210526315)","(4.2, 4.8, 4.688888888888888)","(8.0, 11.0, 9.95)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.323076923076924)","(7.0, 10.0, 9.657142857142858)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:23.149714,"(7.5, 9.0, 8.5)","(7.0, 10.0, 8.821052631578947)","(4.2, 4.8, 4.688888888888888)","(8.0, 10.5, 9.95)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.323076923076924)","(7.0, 9.8, 9.657142857142858)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:24.650511,"(7.5, 9.0, 8.5)","(7.0, 10.0, 8.821052631578947)","(4.2, 4.8, 4.688888888888888)","(8.0, 10.5, 9.95)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.323076923076924)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:26.064822,"(7.5, 9.0, 8.5)","(7.0, 10.0, 9.394594594594594)","(4.2, 4.8, 4.611111111111111)","(8.0, 10.5, 9.402941176470588)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.189473684210527)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:27.453268,"(7.5, 9.0, 8.5)","(7.0, 10.0, 9.394594594594594)","(4.2, 4.7, 4.611111111111111)","(8.0, 11.5, 10.1)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.189473684210527)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:28.821944,"(7.5, 9.0, 8.5)","(7.0, 10.0, 9.394594594594594)","(4.2, 4.7, 4.611111111111111)","(8.0, 11.0, 10.1)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.189473684210527)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:30.313964,"(7.5, 8.8, 8.4)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.611111111111111)","(8.0, 10.5, 9.95)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.189473684210527)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:31.837795,"(7.5, 8.8, 8.4)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.611111111111111)","(8.0, 10.5, 9.95)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.189473684210527)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:33.415365,"(7.5, 8.6, 8.36)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.412)","(8.0, 10.5, 9.95)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.189473684210527)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:34.858507,"(7.5, 8.6, 8.36)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.412)","(8.0, 10.5, 9.95)","(21.0, 38.0, 33.5)","(20.0, 95.0, 62.0)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.189473684210527)","(7.0, 9.8, 9.4)","(15.0, 28.0, 26.4)","(17.0, 80.0, 52.0)"
05-01-2023 12:42:36.268297,"(7.5, 8.6, 8.226666666666667)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.637209302325582)","(8.0, 10.5, 9.466666666666667)","(21.0, 38.0, 30.0)","(20.0, 95.0, 36.333333333333336)","(101.0, 180.0, 160.0)","(3.5, 5.4, 5.03943661971831)","(7.0, 9.8, 9.774468085106383)","(15.0, 28.0, 24.3)","(17.0, 75.0, 47.400000000000006)"
05-01-2023 12:42:37.593603,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.639325842696629)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 30.0)","(20.0, 95.0, 36.333333333333336)","(101.0, 180.0, 160.0)","(3.5, 5.2, 5.03943661971831)","(7.0, 9.8, 9.776470588235295)","(15.0, 26.0, 24.3)","(17.0, 75.0, 54.625)"
05-01-2023 12:42:38.965129,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.639325842696629)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 30.0)","(20.0, 95.0, 36.333333333333336)","(101.0, 180.0, 160.0)","(3.5, 5.2, 5.037333333333334)","(7.0, 9.8, 9.776470588235295)","(15.0, 26.0, 24.3)","(17.0, 70.0, 54.625)"
05-01-2023 12:42:40.411456,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.3)","(4.2, 4.7, 4.639325842696629)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 30.0)","(20.0, 95.0, 36.333333333333336)","(101.0, 180.0, 152.5)","(3.5, 5.2, 5.037333333333334)","(7.0, 9.8, 9.600000000000001)","(15.0, 26.0, 24.3)","(17.0, 70.0, 54.625)"
05-01-2023 12:42:41.784502,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.7, 4.639325842696629)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 30.0)","(20.0, 95.0, 36.333333333333336)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.600000000000001)","(15.0, 26.0, 24.3)","(17.0, 70.0, 54.625)"
05-01-2023 12:42:43.173597,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.7, 4.639325842696629)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 31.818181818181817)","(20.0, 95.0, 36.333333333333336)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.600000000000001)","(15.0, 26.0, 24.3)","(17.0, 70.0, 54.625)"
05-01-2023 12:42:44.546886,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.7, 4.639325842696629)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 31.818181818181817)","(20.0, 95.0, 36.333333333333336)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.600000000000001)","(15.0, 26.0, 24.3)","(17.0, 70.0, 54.625)"
05-01-2023 12:42:45.843455,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.8, 4.7862068965517235)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 31.818181818181817)","(20.0, 95.0, 36.333333333333336)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.600000000000001)","(15.0, 26.0, 24.3)","(17.0, 70.0, 57.699999999999996)"
05-01-2023 12:42:47.132330,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.8, 4.7862068965517235)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 31.818181818181817)","(20.0, 95.0, 36.333333333333336)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.600000000000001)","(15.0, 26.0, 24.3)","(17.0, 70.0, 57.699999999999996)"
05-01-2023 12:42:48.635067,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.8, 4.7862068965517235)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 31.818181818181817)","(20.0, 95.0, 36.333333333333336)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.600000000000001)","(15.0, 26.0, 24.3)","(17.0, 70.0, 57.699999999999996)"
05-01-2023 12:42:50.117892,"(7.5, 8.4, 8.053333333333333)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.8, 4.7862068965517235)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 31.818181818181817)","(20.0, 95.0, 59.5)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.7)","(15.0, 26.0, 24.3)","(17.0, 70.0, 57.699999999999996)"
05-01-2023 12:42:51.521010,"(7.5, 8.4, 8.01)","(7.0, 9.8, 9.704761904761906)","(4.2, 4.8, 4.7862068965517235)","(8.0, 10.0, 9.466666666666667)","(21.0, 34.0, 31.818181818181817)","(20.0, 95.0, 59.5)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 9.8, 9.7)","(15.0, 26.0, 24.3)","(17.0, 70.0, 60.5)"
05-01-2023 12:42:52.849282,"(7.5, 8.4, 8.01)","(7.0, 9.8, 9.694736842105264)","(4.2, 4.8, 4.782608695652174)","(8.0, 10.0, 9.326315789473684)","(21.0, 34.0, 31.818181818181817)","(20.0, 85.0, 57.0)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 10.0, 9.5375)","(15.0, 26.0, 24.3)","(17.0, 60.0, 56.125)"
05-01-2023 12:42:54.288754,"(7.5, 8.4, 8.01)","(7.0, 9.8, 9.694736842105264)","(4.2, 4.8, 4.782608695652174)","(8.0, 10.0, 9.326315789473684)","(21.0, 34.0, 31.818181818181817)","(20.0, 85.0, 57.0)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 10.5, 9.5375)","(15.0, 26.0, 24.3)","(17.0, 60.0, 56.125)"
05-01-2023 12:42:55.733639,"(7.5, 8.4, 8.01)","(7.0, 9.8, 9.694736842105264)","(4.2, 4.8, 4.777777777777778)","(8.0, 10.0, 9.326315789473684)","(21.0, 34.0, 31.818181818181817)","(20.0, 85.0, 57.0)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 10.5, 9.5375)","(15.0, 26.0, 24.3)","(17.0, 60.0, 51.285714285714285)"
05-01-2023 12:42:57.304926,"(7.5, 8.4, 8.01)","(7.0, 9.8, 9.694736842105264)","(4.2, 4.8, 4.768421052631579)","(8.0, 10.0, 9.326315789473684)","(21.0, 34.0, 30.0)","(20.0, 85.0, 57.0)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 10.5, 9.73)","(15.0, 26.0, 24.3)","(17.0, 55.0, 32.714285714285715)"
05-01-2023 12:42:58.839546,"(7.5, 8.4, 8.01)","(7.0, 9.8, 9.694736842105264)","(4.2, 5.1, 5.016666666666667)","(8.0, 10.0, 9.326315789473684)","(21.0, 34.0, 30.0)","(20.0, 85.0, 57.0)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 10.5, 9.73)","(15.0, 26.0, 24.3)","(17.0, 55.0, 32.714285714285715)"
05-01-2023 12:43:00.306710,"(7.5, 8.4, 7.9411764705882355)","(7.0, 9.8, 9.694736842105264)","(4.2, 5.1, 5.016666666666667)","(8.0, 10.0, 9.326315789473684)","(21.0, 34.0, 30.0)","(20.0, 85.0, 57.0)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 10.5, 9.73)","(15.0, 26.0, 24.3)","(17.0, 55.0, 32.714285714285715)"
05-01-2023 12:43:01.693502,"(7.5, 8.4, 7.9411764705882355)","(7.0, 9.8, 9.694736842105264)","(4.2, 5.1, 5.016666666666667)","(8.0, 10.0, 9.326315789473684)","(21.0, 34.0, 30.0)","(20.0, 85.0, 49.66666666666667)","(101.0, 170.0, 152.5)","(3.5, 5.2, 5.0394736842105265)","(7.0, 10.5, 9.73)","(15.0, 26.0, 24.071428571428573)","(17.0, 55.0, 35.5)"
