,Wild Ollie,Sanitized,Blackwood Blue,Tiger Town,Elite Judan,Pauline Keeping,Ninja Fun,Cool Myra
11-01-2023 22:07:03.533441,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:04.475305,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:05.441284,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:06.388495,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:07.336357,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:08.286132,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:09.250694,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:10.224306,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:11.185839,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:12.155010,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:13.129046,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:14.105801,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:15.071092,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:16.053671,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:17.002053,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:17.991626,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:18.941236,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:19.917611,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:20.882645,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:21.865756,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 238.1818181818182)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:22.835922,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:23.781452,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:24.733860,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:25.677936,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:26.623378,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:27.564206,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:28.508982,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:29.438843,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:30.353869,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:31.280230,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:32.213237,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:33.173997,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:34.105791,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:35.028158,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:35.983945,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:36.932334,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:37.902610,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:38.844759,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:39.783841,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:40.716337,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:41.663440,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:42.598055,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:43.545780,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:44.526632,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:45.457778,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:46.426718,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:47.363706,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:48.336373,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:49.270321,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:50.224464,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:51.155372,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:52.101390,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:53.091315,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:54.032573,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:54.978646,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:55.926115,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:56.871090,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:57.829746,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:58.785956,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:07:59.723990,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:00.666829,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 323.6666666666667)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:01.606953,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 210.5)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:02.541582,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:03.497929,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:04.445920,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:05.387797,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:06.367425,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:07.341617,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:08.299372,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:09.287955,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:10.233074,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:11.202046,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:12.144445,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:13.103944,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:14.072648,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:15.022366,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:15.984345,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:16.941680,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:17.901624,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:18.887991,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:19.832709,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:20.785225,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:21.730615,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:22.677547,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:23.606473,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 22:08:24.555751,"(6.0, 11.0, 9.0125)","(11.0, 27.0, 23.375)","(12.0, 26.0, 22.375)","(3.8, 6.2, 5.054545454545455)","(3.5, 4.7, 3.575)","(7.5, 13.0, 11.457142857142857)","(51.0, 550.0, 326.0)","(3.9, 7.6, 5.480434782608695)"
