,Spring Monica,Bow Down,Roxy Rover,Undoing,Snowy Jinx,Shakira Blaze
06-01-2023 10:54:55.015957,"(2.3, 3.15, 2.4557142857142855)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.496)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:54:55.889058,"(2.3, 3.15, 2.4557142857142855)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.454545454545455)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:54:56.827485,"(2.3, 3.15, 2.826)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.178846153846154)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:54:57.738782,"(2.3, 3.15, 2.826)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.109090909090909)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:54:58.664649,"(2.3, 3.15, 2.826)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.109090909090909)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:54:59.577715,"(2.3, 3.15, 2.826)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.109090909090909)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:00.493286,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.109090909090909)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:01.394666,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.109090909090909)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:02.255196,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 304.1666666666667)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.109090909090909)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:03.098949,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.315151515151515)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:03.964934,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:04.812867,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:05.682451,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:06.639489,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:07.607415,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:08.542931,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:09.516885,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:10.344789,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:11.231240,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.329411764705882)","(6.0, 11.0, 10.285714285714285)"
06-01-2023 10:55:12.110669,"(2.3, 3.15, 2.8942105263157893)","(71.0, 350.0, 295.0)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.6, 6.05)","(2.7, 4.8, 4.283870967741936)","(6.0, 11.0, 10.2)"
06-01-2023 10:55:12.983607,"(2.3, 3.1, 2.8104761904761904)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.4, 4.79)","(2.7, 4.8, 4.348387096774193)","(6.0, 11.0, 10.7)"
06-01-2023 10:55:13.878681,"(2.3, 3.05, 2.882941176470588)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.2, 5.04)","(2.7, 4.8, 4.278260869565218)","(6.0, 11.0, 10.74736842105263)"
06-01-2023 10:55:14.724895,"(2.3, 3.05, 2.882941176470588)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.2, 5.04)","(2.7, 4.8, 4.32)","(6.0, 11.0, 10.74736842105263)"
06-01-2023 10:55:15.600331,"(2.3, 3.05, 2.8606666666666665)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.2, 5.04)","(2.7, 4.8, 4.32)","(6.0, 11.0, 8.7)"
06-01-2023 10:55:16.473049,"(2.3, 3.05, 2.8606666666666665)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.2, 5.04)","(2.7, 4.8, 4.32)","(6.0, 11.0, 8.7)"
06-01-2023 10:55:17.358934,"(2.3, 3.05, 2.8606666666666665)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.2, 5.04)","(2.7, 4.8, 4.32)","(6.0, 11.0, 8.7)"
06-01-2023 10:55:18.225349,"(2.3, 3.05, 2.8606666666666665)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.2, 5.04)","(2.7, 4.8, 4.32)","(6.0, 11.0, 8.7)"
06-01-2023 10:55:19.085769,"(2.3, 3.05, 2.8606666666666665)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.2, 5.04)","(2.7, 4.8, 4.32)","(6.0, 11.0, 10.266666666666666)"
06-01-2023 10:55:19.954163,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 7.0, 4.75)","(2.7, 4.8, 4.3999999999999995)","(6.0, 11.0, 10.685714285714287)"
06-01-2023 10:55:20.867628,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 19.5)","(4.2, 6.8, 6.133333333333333)","(2.7, 4.8, 4.3999999999999995)","(6.0, 11.0, 10.685714285714287)"
06-01-2023 10:55:21.848051,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 19.5)","(4.2, 6.8, 6.133333333333333)","(2.7, 4.8, 4.3999999999999995)","(6.0, 11.0, 10.685714285714287)"
06-01-2023 10:55:22.817538,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 19.5)","(4.2, 6.8, 6.133333333333333)","(2.7, 4.8, 4.3999999999999995)","(6.0, 11.0, 10.685714285714287)"
06-01-2023 10:55:23.673614,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.8, 6.133333333333333)","(2.7, 4.8, 4.3999999999999995)","(6.0, 11.0, 9.610526315789475)"
06-01-2023 10:55:24.517775,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.8, 6.133333333333333)","(2.7, 4.8, 4.3999999999999995)","(6.0, 11.0, 9.610526315789475)"
06-01-2023 10:55:25.389875,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.8, 6.133333333333333)","(2.7, 4.8, 4.3999999999999995)","(6.0, 11.0, 9.610526315789475)"
06-01-2023 10:55:26.264236,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.8, 6.133333333333333)","(2.7, 4.8, 4.508333333333333)","(6.0, 11.0, 8.709090909090909)"
06-01-2023 10:55:27.198101,"(2.3, 3.0, 2.79375)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.6, 5.986666666666666)","(2.7, 4.7, 4.442857142857143)","(6.0, 11.0, 9.673684210526316)"
06-01-2023 10:55:28.091897,"(2.3, 3.0, 2.8476190476190477)","(71.0, 350.0, 258.33333333333337)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.4, 5.84)","(2.7, 4.8, 4.492307692307692)","(6.0, 11.0, 9.673684210526316)"
06-01-2023 10:55:28.967821,"(2.3, 3.0, 2.7416666666666667)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.4, 5.84)","(2.7, 4.8, 4.492307692307692)","(6.0, 11.0, 9.673684210526316)"
06-01-2023 10:55:29.865511,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.4, 5.84)","(2.7, 4.8, 4.5)","(6.0, 11.0, 9.673684210526316)"
06-01-2023 10:55:30.785856,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.4, 5.84)","(2.7, 4.8, 4.504347826086957)","(6.0, 11.0, 9.673684210526316)"
06-01-2023 10:55:31.721963,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.4, 5.84)","(2.7, 4.8, 4.5)","(6.0, 11.0, 9.673684210526316)"
06-01-2023 10:55:32.663472,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.4, 5.60625)","(2.7, 4.8, 4.5)","(6.0, 11.0, 9.2)"
06-01-2023 10:55:33.501164,"(2.3, 3.05, 2.8266666666666667)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.2, 5.60625)","(2.7, 4.8, 4.5)","(6.0, 11.0, 9.2)"
06-01-2023 10:55:34.341952,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.0, 5.546666666666667)","(2.7, 4.8, 4.5)","(6.0, 11.0, 8.15)"
06-01-2023 10:55:35.225301,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.0, 5.546666666666667)","(2.7, 4.8, 4.5)","(6.0, 11.0, 8.927272727272728)"
06-01-2023 10:55:36.137897,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.0, 5.546666666666667)","(2.7, 4.8, 4.5)","(6.0, 11.0, 8.927272727272728)"
06-01-2023 10:55:37.025255,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.0, 5.546666666666667)","(2.7, 4.8, 4.5)","(6.0, 11.0, 8.927272727272728)"
06-01-2023 10:55:37.911130,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.0, 5.546666666666667)","(2.7, 4.8, 4.5)","(6.0, 11.0, 8.927272727272728)"
06-01-2023 10:55:38.740446,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.0, 5.546666666666667)","(2.7, 4.8, 4.565217391304348)","(6.0, 11.0, 8.927272727272728)"
06-01-2023 10:55:39.601470,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 6.0, 5.546666666666667)","(2.7, 4.8, 4.565217391304348)","(6.0, 11.0, 8.927272727272728)"
06-01-2023 10:55:40.499434,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 5.9, 5.226315789473684)","(2.7, 4.8, 4.565217391304348)","(6.0, 11.0, 8.927272727272728)"
06-01-2023 10:55:41.357329,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 5.8, 5.3)","(2.7, 4.8, 4.623529411764705)","(6.0, 11.0, 9.56)"
06-01-2023 10:55:42.239069,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 5.8, 5.3)","(2.7, 4.8, 4.623529411764705)","(6.0, 11.0, 8.45)"
06-01-2023 10:55:43.146195,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 5.8, 5.3)","(2.7, 4.8, 4.623529411764705)","(6.0, 11.0, 8.025)"
06-01-2023 10:55:44.071817,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 5.8, 5.3)","(2.7, 4.8, 4.623529411764705)","(6.0, 11.0, 9.05)"
06-01-2023 10:55:45.040394,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.533333333333333)","(4.2, 5.8, 5.3)","(2.7, 4.8, 4.55)","(6.0, 10.5, 9.05)"
06-01-2023 10:55:46.069273,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 17.944444444444443)","(4.2, 5.8, 5.3)","(2.7, 4.8, 4.671428571428571)","(6.0, 10.5, 9.05)"
06-01-2023 10:55:46.976289,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 17.166666666666668)","(4.2, 5.8, 5.3)","(2.7, 4.8, 4.671428571428571)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:47.844247,"(2.3, 2.96, 2.67)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 15.066666666666666)","(4.2, 5.6, 5.34)","(2.7, 4.8, 4.671428571428571)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:48.685330,"(2.3, 2.92, 2.62)","(71.0, 350.0, 271.42857142857144)","(14.0, 30.0, 17.842105263157894)","(4.2, 5.6, 5.166666666666666)","(2.7, 4.8, 4.693333333333333)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:49.547288,"(2.3, 2.92, 2.62)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 24.571428571428573)","(4.2, 5.6, 5.166666666666666)","(2.7, 4.8, 4.693333333333333)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:50.435333,"(2.3, 2.92, 2.62)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 24.571428571428573)","(4.2, 5.6, 5.166666666666666)","(2.7, 4.8, 4.693333333333333)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:51.334892,"(2.3, 2.92, 2.62)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 24.571428571428573)","(4.2, 5.6, 5.166666666666666)","(2.7, 4.8, 4.693333333333333)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:52.216027,"(2.3, 2.92, 2.62)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 24.571428571428573)","(4.2, 5.6, 5.166666666666666)","(2.7, 4.8, 4.693333333333333)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:53.098714,"(2.3, 2.88, 2.602222222222222)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 24.571428571428573)","(4.2, 5.6, 5.166666666666666)","(2.7, 4.8, 4.746666666666667)","(6.0, 10.5, 9.728571428571428)"
06-01-2023 10:55:54.029131,"(2.3, 2.88, 2.602222222222222)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 24.571428571428573)","(4.2, 5.6, 4.864705882352941)","(2.7, 4.8, 4.746666666666667)","(6.0, 10.5, 9.614285714285714)"
06-01-2023 10:55:54.890952,"(2.3, 2.94, 2.6288888888888886)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 24.571428571428573)","(4.2, 5.5, 4.864705882352941)","(2.7, 4.8, 4.746666666666667)","(6.0, 10.5, 10.086666666666666)"
06-01-2023 10:55:55.804127,"(2.3, 2.94, 2.6288888888888886)","(71.0, 350.0, 271.42857142857144)","(14.0, 29.0, 20.545454545454547)","(4.2, 5.5, 4.864705882352941)","(2.7, 4.8, 4.746666666666667)","(6.0, 10.5, 10.086666666666666)"
06-01-2023 10:55:56.659007,"(2.3, 2.94, 2.6288888888888886)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.5, 4.864705882352941)","(2.7, 4.8, 4.746666666666667)","(6.0, 10.5, 10.086666666666666)"
06-01-2023 10:55:57.521013,"(2.3, 2.94, 2.6288888888888886)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.5, 4.864705882352941)","(2.7, 4.8, 4.746666666666667)","(6.0, 10.5, 10.086666666666666)"
06-01-2023 10:55:58.449778,"(2.3, 2.94, 2.6288888888888886)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.5, 4.864705882352941)","(2.7, 4.8, 4.72)","(6.0, 10.5, 10.086666666666666)"
06-01-2023 10:55:59.392618,"(2.3, 2.94, 2.6999999999999997)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.5, 4.864705882352941)","(2.7, 4.8, 4.74)","(6.0, 10.5, 10.086666666666666)"
06-01-2023 10:56:00.342698,"(2.3, 2.94, 2.6999999999999997)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.5, 5.038461538461538)","(2.7, 4.8, 4.74)","(6.0, 10.5, 9.879999999999999)"
06-01-2023 10:56:01.268063,"(2.3, 2.94, 2.6999999999999997)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.4, 4.976923076923077)","(2.7, 4.8, 4.74)","(6.0, 10.5, 9.855555555555554)"
06-01-2023 10:56:02.128878,"(2.3, 2.92, 2.6885714285714286)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.4, 4.85)","(2.7, 4.8, 4.74)","(6.0, 10.5, 9.855555555555554)"
06-01-2023 10:56:02.976010,"(2.3, 2.92, 2.6885714285714286)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.4, 4.85)","(2.7, 4.8, 4.74)","(6.0, 10.5, 10.016666666666666)"
06-01-2023 10:56:03.846404,"(2.3, 2.92, 2.6885714285714286)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.4, 4.85)","(2.7, 4.8, 4.7)","(6.0, 10.5, 10.433333333333334)"
06-01-2023 10:56:04.756118,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.4, 4.85)","(2.7, 4.7, 4.3307692307692305)","(6.0, 11.0, 10.433333333333334)"
06-01-2023 10:56:05.666727,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.4, 4.85)","(2.7, 4.7, 4.3307692307692305)","(6.0, 11.0, 10.028571428571428)"
06-01-2023 10:56:06.541722,"(2.3, 3.0, 2.6555555555555554)","(71.0, 350.0, 271.42857142857144)","(14.0, 28.0, 20.75)","(4.2, 5.4, 4.85)","(2.7, 4.7, 4.3307692307692305)","(6.0, 11.0, 9.67142857142857)"
06-01-2023 10:56:07.439064,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 28.0, 20.5)","(4.2, 5.4, 4.593333333333334)","(2.7, 4.7, 4.3307692307692305)","(6.0, 10.5, 7.96)"
06-01-2023 10:56:08.343125,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 28.0, 20.5)","(4.2, 5.4, 4.652)","(2.7, 4.7, 4.3307692307692305)","(6.0, 11.0, 9.6)"
06-01-2023 10:56:09.220990,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 27.0, 25.3125)","(4.2, 5.4, 4.652)","(2.7, 4.7, 4.3307692307692305)","(6.0, 10.5, 8.973333333333333)"
06-01-2023 10:56:10.079198,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 28.0, 20.5)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.266666666666667)","(6.0, 10.0, 8.9)"
06-01-2023 10:56:10.950111,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 28.0, 20.5)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.266666666666667)","(6.0, 10.0, 8.9)"
06-01-2023 10:56:11.811479,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 28.0, 20.5)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.276923076923077)","(6.0, 10.0, 8.152)"
06-01-2023 10:56:12.714828,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 27.0, 26.1)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.276923076923077)","(6.0, 10.0, 9.200000000000001)"
06-01-2023 10:56:13.634075,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 27.0, 23.44736842105263)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.276923076923077)","(6.0, 9.8, 9.200000000000001)"
06-01-2023 10:56:14.548096,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 27.0, 22.090909090909093)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.311111111111112)","(6.0, 9.8, 9.200000000000001)"
06-01-2023 10:56:15.444282,"(2.3, 3.05, 2.8266666666666667)","(71.0, 340.0, 302.8571428571429)","(14.0, 27.0, 18.75)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.311111111111112)","(6.0, 9.8, 9.600000000000001)"
06-01-2023 10:56:16.317821,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 26.0, 25.107142857142858)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.311111111111112)","(6.0, 9.8, 9.600000000000001)"
06-01-2023 10:56:17.205215,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 302.8571428571429)","(14.0, 26.0, 25.166666666666668)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.311111111111112)","(6.0, 9.8, 9.600000000000001)"
06-01-2023 10:56:18.082097,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 303.57142857142856)","(14.0, 26.0, 25.166666666666668)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.327272727272727)","(6.0, 9.8, 9.600000000000001)"
06-01-2023 10:56:19.030507,"(2.3, 3.0, 2.6555555555555554)","(71.0, 340.0, 303.57142857142856)","(14.0, 26.0, 25.166666666666668)","(4.2, 5.4, 4.652)","(2.7, 4.4, 4.663636363636364)","(6.0, 9.8, 9.533333333333333)"
06-01-2023 10:56:19.941135,"(2.3, 2.98, 2.6466666666666665)","(71.0, 340.0, 148.75)","(14.0, 26.0, 25.166666666666668)","(4.2, 5.4, 4.652)","(2.7, 4.7, 4.652941176470588)","(6.0, 9.8, 9.533333333333333)"
06-01-2023 10:56:20.870200,"(2.3, 2.98, 2.6466666666666665)","(71.0, 330.0, 158.57142857142856)","(14.0, 26.0, 25.166666666666668)","(4.2, 5.4, 4.652)","(2.7, 4.8, 4.652941176470588)","(6.0, 9.8, 9.533333333333333)"
06-01-2023 10:56:21.783364,"(2.3, 2.98, 2.6466666666666665)","(71.0, 330.0, 158.57142857142856)","(14.0, 26.0, 24.4375)","(4.2, 5.4, 4.652)","(2.7, 4.8, 4.560869565217391)","(6.0, 9.8, 8.5625)"
06-01-2023 10:56:22.637772,"(2.3, 3.0, 2.69)","(71.0, 310.0, 172.5)","(14.0, 25.0, 23.5625)","(4.2, 5.3, 4.770588235294118)","(2.7, 4.8, 4.560869565217391)","(6.0, 9.8, 8.5625)"
06-01-2023 10:56:23.531129,"(2.3, 2.98, 2.53)","(71.0, 310.0, 156.0)","(14.0, 25.0, 18.333333333333332)","(4.2, 5.3, 4.575862068965517)","(2.7, 4.8, 4.560869565217391)","(6.0, 9.8, 9.5)"
06-01-2023 10:56:24.408706,"(2.3, 2.98, 2.53)","(71.0, 310.0, 163.33333333333331)","(14.0, 24.0, 23.0)","(4.2, 5.2, 5.1)","(2.7, 4.8, 4.560869565217391)","(6.0, 9.6, 9.4)"
06-01-2023 10:56:25.262470,"(2.3, 2.98, 2.53)","(71.0, 290.0, 245.55555555555554)","(14.0, 24.0, 23.0)","(4.2, 5.2, 5.1)","(2.7, 4.7, 4.54)","(6.0, 9.6, 9.4)"
06-01-2023 10:56:26.095624,"(2.3, 2.94, 2.5666666666666664)","(71.0, 280.0, 140.66666666666666)","(14.0, 24.0, 23.0)","(4.2, 5.2, 5.1)","(2.7, 4.8, 4.525)","(6.0, 9.6, 9.4)"
06-01-2023 10:56:27.001594,"(2.3, 2.94, 2.5666666666666664)","(71.0, 270.0, 245.0)","(14.0, 24.0, 23.0)","(4.2, 5.2, 5.1)","(2.7, 4.8, 4.525)","(6.0, 9.6, 9.4)"
06-01-2023 10:56:27.901552,"(2.3, 2.92, 2.56)","(71.0, 270.0, 248.125)","(14.0, 24.0, 23.0)","(4.2, 5.2, 5.1)","(2.7, 4.8, 4.59047619047619)","(6.0, 9.6, 9.4)"
