,Spring Monica,Bow Down,Roxy Rover,Undoing,Snowy Jinx,Shakira Blaze
06-01-2023 10:48:01.995343,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:02.913240,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:03.836993,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:04.696791,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:05.563981,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:06.541492,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:07.445871,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:08.377128,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.318181818181818)"
06-01-2023 10:48:09.255143,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.5, 6.6499999999999995)"
06-01-2023 10:48:10.136044,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 16.0, 6.2727272727272725)"
06-01-2023 10:48:11.150219,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.473684210526316)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:12.162844,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 4.505263157894737)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:13.119170,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.2, 5.92)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:14.094732,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:15.021178,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:15.963277,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:16.901005,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:17.817039,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:18.668876,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:19.557133,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:20.452763,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:21.414764,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:22.383567,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:23.400766,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:24.411974,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:25.304802,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:26.179710,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:27.076942,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:28.011673,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:28.976344,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:29.853730,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:30.810332,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:31.701040,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:32.597525,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:33.698578,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:34.850133,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:35.898460,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:37.008787,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:38.145900,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:39.087288,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:40.054620,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:40.909436,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:41.799328,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:42.796429,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:43.829257,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:44.819640,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:45.785155,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:46.728415,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:47.690158,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:48.663903,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:49.649870,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:50.624251,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:51.570247,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:52.544399,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:53.549315,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:54.595256,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:55.597088,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:56.464296,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:57.365211,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:58.460036,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:48:59.468696,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:00.578080,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:01.702787,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:02.810489,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:03.951666,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:04.979685,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:05.946010,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:06.859887,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:07.809951,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:08.737741,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:09.765863,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:10.770110,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:11.740002,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:12.626713,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:13.570673,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:14.584500,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:15.623843,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:16.623682,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:17.609545,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:18.519950,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:19.451718,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:20.430204,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:21.308811,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:22.228826,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:23.167825,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:24.151142,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:25.187870,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:26.147559,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:27.058308,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:27.996372,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:28.936721,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:29.911221,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:30.824162,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:31.708173,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:32.582691,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:33.522211,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:34.371888,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:35.249036,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:36.223329,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:37.135311,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:38.172882,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:39.230328,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:40.191353,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:41.098620,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:41.937532,"(2.3, 3.6, 2.76)","(71.0, 580.0, 317.5)","(14.0, 30.0, 22.5)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:42.849390,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:43.755751,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:44.672454,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:45.551610,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:46.446093,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:47.397533,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:48.526698,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
06-01-2023 10:49:49.710404,"(2.3, 3.6, 2.76)","(71.0, 580.0, 142.5)","(14.0, 30.0, 20.4)","(4.2, 7.0, 5.8)","(2.7, 5.5, 4.133333333333334)","(6.0, 11.0, 6.2727272727272725)"
