,Surveillance,Chiclett,Henchard,Chuck A Luck,Tuscan Holiday,Soviet Spy,Rhythm Star,Long Knife Brother,Missalfie
07-12-2022 18:01:38.897299,"(3.7, 4.8, 4.571428571428571)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.5200000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:40.670626,"(3.7, 4.8, 4.571428571428571)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.5200000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:42.321085,"(3.7, 4.8, 4.571428571428571)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:43.824945,"(3.7, 4.8, 4.533333333333333)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.5, 10.659574468085106)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:45.351457,"(3.7, 4.8, 4.533333333333333)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.659574468085106)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:46.942825,"(3.7, 4.8, 4.533333333333333)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:48.795131,"(3.7, 4.8, 4.618181818181818)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:50.360171,"(3.7, 4.8, 4.725)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:52.078386,"(3.7, 5.0, 4.827272727272727)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:53.636604,"(3.7, 4.9, 4.86)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:55.159921,"(3.7, 4.9, 4.86)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:56.572387,"(3.7, 4.9, 4.86)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.6)"
07-12-2022 18:01:58.035468,"(3.7, 4.9, 4.86)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(17.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.6)"
07-12-2022 18:01:59.955390,"(3.7, 4.9, 4.707692307692308)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.4750000000000005)","(17.0, 25.0, 23.0)","(11.0, 16.0, 15.25)","(10.0, 11.0, 10.619047619047619)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 110.0)","(8.5, 13.0, 12.6)"
07-12-2022 18:02:01.536798,"(3.7, 4.8, 4.647058823529412)","(4.6, 5.7, 5.46)","(4.4, 4.8, 4.5)","(17.0, 25.0, 23.0)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.577777777777778)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.6)"
07-12-2022 18:02:03.232602,"(3.7, 4.7, 4.647058823529412)","(4.6, 5.7, 5.46)","(4.4, 4.7, 4.5)","(17.0, 25.0, 23.0)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.58695652173913)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.6)"
07-12-2022 18:02:04.859654,"(3.7, 4.7, 4.423076923076923)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.5)","(17.0, 25.0, 23.0)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.58695652173913)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.6)"
07-12-2022 18:02:06.562352,"(3.7, 4.5, 4.423076923076923)","(4.6, 5.7, 5.427272727272728)","(4.4, 4.7, 4.5)","(17.0, 25.0, 22.142857142857142)","(11.0, 16.0, 15.5)","(10.0, 11.0, 10.58695652173913)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 123.33333333333333)","(8.5, 13.0, 12.657894736842106)"
07-12-2022 18:02:08.092379,"(3.7, 4.7, 4.625)","(4.6, 5.7, 5.427272727272728)","(4.4, 4.7, 4.5)","(17.0, 23.0, 22.142857142857142)","(11.0, 17.0, 15.5)","(10.0, 11.0, 10.58695652173913)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 120.0)","(8.5, 13.5, 12.3)"
07-12-2022 18:02:09.904518,"(3.7, 4.9, 4.657894736842105)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.5)","(17.0, 23.0, 22.142857142857142)","(11.0, 17.0, 15.5)","(10.0, 11.0, 10.58695652173913)","(10.0, 13.0, 12.15625)","(71.0, 120.0, 100.0)","(8.5, 13.5, 12.3)"
07-12-2022 18:02:11.815103,"(3.7, 4.8, 4.52)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.5)","(17.0, 23.0, 22.142857142857142)","(11.0, 17.0, 15.5)","(10.0, 11.0, 10.366666666666667)","(10.0, 13.0, 12.15625)","(71.0, 120.0, 100.0)","(8.5, 13.5, 12.3)"
07-12-2022 18:02:13.639670,"(3.7, 4.6, 4.385714285714285)","(4.6, 5.7, 5.5125)","(4.4, 4.7, 4.56)","(17.0, 23.0, 22.142857142857142)","(11.0, 17.0, 15.5)","(10.0, 11.0, 10.26923076923077)","(10.0, 13.0, 12.15625)","(71.0, 120.0, 110.0)","(8.5, 13.5, 12.657894736842106)"
07-12-2022 18:02:15.704406,"(3.7, 4.6, 4.369230769230769)","(4.6, 5.7, 5.5125)","(4.4, 4.8, 4.56)","(17.0, 23.0, 22.142857142857142)","(11.0, 17.0, 15.444444444444445)","(10.0, 11.0, 10.26923076923077)","(10.0, 13.0, 12.15625)","(71.0, 120.0, 105.0)","(8.5, 13.5, 12.3)"
07-12-2022 18:02:17.534627,"(3.7, 4.6, 4.336842105263158)","(4.6, 5.7, 5.5125)","(4.4, 4.8, 4.56)","(17.0, 23.0, 22.142857142857142)","(11.0, 17.0, 15.444444444444445)","(10.0, 11.0, 10.26923076923077)","(10.0, 13.0, 12.15625)","(71.0, 120.0, 138.0)","(8.5, 13.5, 12.3)"
07-12-2022 18:02:19.144822,"(3.7, 4.4, 4.3076923076923075)","(4.6, 5.7, 5.588888888888889)","(4.4, 4.8, 4.551428571428572)","(17.0, 23.0, 22.666666666666668)","(11.0, 17.0, 15.363636363636363)","(10.0, 11.0, 10.241379310344827)","(10.0, 13.0, 12.289473684210526)","(71.0, 150.0, 138.0)","(8.5, 13.5, 12.642857142857142)"
07-12-2022 18:02:20.984529,"(3.7, 4.4, 4.3076923076923075)","(4.6, 5.7, 5.588888888888889)","(4.4, 4.8, 4.551428571428572)","(17.0, 26.0, 23.0)","(11.0, 17.0, 15.363636363636363)","(10.0, 11.0, 10.241379310344827)","(10.0, 13.0, 12.289473684210526)","(71.0, 150.0, 138.0)","(8.5, 13.5, 12.642857142857142)"
07-12-2022 18:02:22.683306,"(3.7, 4.4, 4.216470588235294)","(4.6, 5.7, 5.588888888888889)","(4.4, 4.8, 4.551428571428572)","(17.0, 25.0, 23.0)","(11.0, 17.0, 15.666666666666666)","(10.0, 11.0, 10.241379310344827)","(10.0, 13.0, 12.289473684210526)","(71.0, 150.0, 130.0)","(8.5, 13.5, 12.5)"
07-12-2022 18:02:24.396895,"(3.7, 4.3, 4.195238095238095)","(4.6, 5.7, 5.588888888888889)","(4.4, 4.8, 4.558333333333334)","(17.0, 25.0, 23.0)","(11.0, 17.0, 15.666666666666666)","(10.0, 11.0, 10.241379310344827)","(10.0, 13.0, 12.289473684210526)","(71.0, 150.0, 130.0)","(8.5, 13.5, 12.5)"
07-12-2022 18:02:26.071567,"(3.7, 4.2, 4.195238095238095)","(4.6, 5.7, 5.588888888888889)","(4.4, 4.8, 4.558333333333334)","(17.0, 25.0, 23.77777777777778)","(11.0, 17.0, 16.2)","(10.0, 11.0, 10.241379310344827)","(10.0, 13.0, 12.289473684210526)","(71.0, 150.0, 130.0)","(8.5, 13.5, 12.5)"
07-12-2022 18:02:27.860757,"(3.7, 4.2, 4.195238095238095)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.551428571428572)","(17.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.241379310344827)","(10.0, 13.0, 12.289473684210526)","(71.0, 150.0, 130.0)","(8.5, 13.5, 12.928571428571429)"
07-12-2022 18:02:29.647643,"(3.7, 4.2, 4.171794871794872)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.551428571428572)","(17.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.371428571428572)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 130.0)","(8.5, 13.5, 12.576923076923077)"
07-12-2022 18:02:31.417132,"(3.7, 4.2, 4.202173913043478)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.551428571428572)","(17.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.371428571428572)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 130.0)","(8.5, 13.5, 12.5)"
07-12-2022 18:02:33.141870,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.551428571428572)","(17.0, 26.0, 24.0)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.371428571428572)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.5, 12.545454545454545)"
07-12-2022 18:02:34.747401,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.551428571428572)","(17.0, 25.0, 24.0)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.65)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 135.0)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:36.486812,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.551428571428572)","(17.0, 25.0, 24.0)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.65)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 135.0)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:38.437382,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.551428571428572)","(17.0, 25.0, 24.0)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.65)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 135.0)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:40.192498,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.7, 5.329411764705882)","(4.4, 4.8, 4.551428571428572)","(18.0, 25.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.65)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:42.088987,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.8, 5.329411764705882)","(4.4, 4.8, 4.551428571428572)","(18.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.65)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:43.682094,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.8, 5.329411764705882)","(4.4, 4.8, 4.551428571428572)","(18.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.3)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:45.379480,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.8, 5.355555555555555)","(4.4, 4.8, 4.551428571428572)","(18.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.3)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:47.007674,"(3.7, 4.3, 4.205263157894737)","(4.6, 5.8, 5.355555555555555)","(4.4, 4.8, 4.551428571428572)","(18.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 10.3)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:48.832217,"(3.7, 4.3, 4.211111111111111)","(4.6, 5.8, 5.409756097560975)","(4.4, 4.8, 4.551428571428572)","(18.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.0, 11.171052631578947)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:50.492267,"(3.8, 4.3, 4.211111111111111)","(4.6, 5.8, 5.409756097560975)","(4.4, 4.8, 4.551428571428572)","(18.0, 26.0, 24.0)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.5, 11.166666666666666)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 139.16666666666669)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:52.193887,"(3.8, 4.3, 4.211111111111111)","(4.6, 5.8, 5.389743589743589)","(4.4, 4.8, 4.551428571428572)","(18.0, 25.0, 24.0)","(11.0, 17.0, 16.384615384615383)","(10.0, 11.5, 11.166666666666666)","(10.0, 13.0, 12.571428571428571)","(71.0, 150.0, 124.28571428571428)","(8.5, 13.0, 12.545454545454545)"
07-12-2022 18:02:53.974380,"(3.8, 4.3, 4.278947368421052)","(4.6, 5.8, 5.471794871794872)","(4.4, 4.8, 4.58)","(18.0, 25.0, 24.0)","(11.0, 17.0, 16.142857142857142)","(10.0, 11.5, 11.06)","(10.0, 13.0, 12.4)","(71.0, 140.0, 100.0)","(8.5, 13.0, 12.6875)"
07-12-2022 18:02:55.771788,"(3.7, 4.3, 4.3500000000000005)","(4.6, 5.8, 5.471794871794872)","(4.4, 4.8, 4.58)","(18.0, 25.0, 24.0)","(11.0, 17.0, 16.142857142857142)","(10.0, 11.5, 11.039473684210526)","(10.0, 13.0, 12.133333333333333)","(71.0, 130.0, 115.0)","(9.0, 13.0, 12.6875)"
07-12-2022 18:02:57.788357,"(3.7, 4.4, 4.3500000000000005)","(4.6, 5.8, 5.471794871794872)","(4.4, 4.8, 4.5375)","(18.0, 25.0, 24.0)","(11.0, 17.0, 16.142857142857142)","(10.0, 11.5, 11.039473684210526)","(10.0, 13.0, 12.133333333333333)","(71.0, 130.0, 115.0)","(9.0, 13.0, 12.6875)"
07-12-2022 18:02:59.537983,"(3.7, 4.4, 4.344444444444445)","(4.6, 5.8, 5.471794871794872)","(4.4, 4.8, 4.5375)","(18.0, 25.0, 24.0)","(11.0, 17.0, 16.142857142857142)","(10.0, 11.5, 10.907692307692308)","(10.0, 13.0, 12.133333333333333)","(71.0, 130.0, 113.125)","(9.0, 13.0, 12.6875)"
07-12-2022 18:03:01.119431,"(3.7, 4.4, 4.344444444444445)","(4.6, 5.8, 5.471794871794872)","(4.4, 4.8, 4.683516483516484)","(18.0, 25.0, 23.77777777777778)","(11.0, 17.0, 16.142857142857142)","(10.0, 11.0, 10.383333333333333)","(10.0, 13.0, 12.133333333333333)","(71.0, 130.0, 115.0)","(9.0, 13.0, 12.642857142857142)"
07-12-2022 18:03:02.739417,"(3.7, 4.4, 4.344444444444445)","(4.6, 5.8, 5.471794871794872)","(4.4, 4.7, 4.625)","(18.0, 26.0, 23.77777777777778)","(11.0, 17.0, 16.142857142857142)","(10.0, 10.5, 10.383333333333333)","(10.0, 13.0, 12.133333333333333)","(71.0, 130.0, 120.76923076923077)","(9.0, 13.0, 12.642857142857142)"
07-12-2022 18:03:04.304605,"(3.7, 4.4, 4.385714285714286)","(4.6, 5.8, 5.551428571428572)","(4.4, 4.7, 4.49)","(18.0, 26.0, 23.666666666666668)","(11.0, 17.0, 15.75)","(10.0, 10.5, 10.383333333333333)","(10.0, 13.0, 12.071428571428571)","(71.0, 130.0, 175.0)","(9.0, 13.0, 12.375)"
07-12-2022 18:03:06.181217,"(3.7, 4.4, 4.576923076923077)","(4.6, 5.7, 5.444262295081968)","(4.4, 4.5, 4.625)","(18.0, 25.0, 24.4)","(11.0, 16.5, 15.75)","(10.0, 10.5, 10.383333333333333)","(10.0, 12.5, 12.071428571428571)","(71.0, 200.0, 175.0)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:08.104648,"(3.7, 4.6, 4.576923076923077)","(4.6, 5.7, 5.444262295081968)","(4.4, 4.7, 4.625)","(18.0, 25.0, 24.4)","(11.0, 16.5, 16.4)","(10.0, 10.5, 10.146938775510204)","(10.0, 12.5, 12.071428571428571)","(71.0, 200.0, 181.0)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:10.046081,"(3.7, 4.6, 4.576923076923077)","(4.6, 5.7, 5.431764705882354)","(4.4, 4.7, 4.602941176470589)","(18.0, 25.0, 24.4)","(11.0, 17.0, 16.25)","(10.0, 11.5, 10.383333333333333)","(10.0, 12.5, 12.071428571428571)","(71.0, 190.0, 165.45454545454544)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:11.750746,"(3.8, 4.6, 4.488888888888889)","(4.6, 5.7, 5.535483870967742)","(4.4, 4.7, 4.602941176470589)","(18.0, 25.0, 24.4)","(11.0, 17.0, 16.25)","(10.0, 10.5, 10.383333333333333)","(10.0, 12.5, 12.071428571428571)","(71.0, 180.0, 165.45454545454544)","(8.5, 13.0, 12.166666666666666)"
07-12-2022 18:03:13.547046,"(3.8, 4.6, 4.488888888888889)","(4.6, 5.6, 5.479245283018868)","(4.4, 4.7, 4.52)","(18.0, 25.0, 24.4)","(11.0, 17.0, 16.25)","(10.0, 10.5, 10.657142857142857)","(10.0, 12.5, 12.136363636363637)","(71.0, 180.0, 181.0)","(8.5, 13.0, 12.166666666666666)"
07-12-2022 18:03:15.373519,"(3.8, 4.6, 4.48)","(4.6, 5.6, 5.487719298245614)","(4.4, 4.6, 4.3149999999999995)","(18.0, 25.0, 24.4)","(11.0, 17.0, 16.0)","(10.0, 11.0, 10.657142857142857)","(10.0, 12.5, 12.15)","(71.0, 200.0, 183.33333333333334)","(8.5, 13.0, 12.166666666666666)"
07-12-2022 18:03:17.471635,"(3.7, 4.7, 4.48)","(4.6, 5.6, 5.483636363636363)","(4.4, 4.4, 4.314285714285714)","(18.0, 25.0, 24.4)","(11.0, 17.0, 16.0)","(10.0, 11.0, 10.55)","(10.0, 12.5, 12.09)","(71.0, 200.0, 183.33333333333334)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:19.862449,"(3.7, 4.7, 4.661290322580645)","(4.6, 5.6, 5.483636363636363)","(4.4, 4.4, 4.314285714285714)","(18.0, 25.0, 24.4)","(11.0, 17.0, 16.307692307692307)","(10.0, 11.0, 10.55)","(10.0, 12.5, 12.09)","(71.0, 200.0, 183.33333333333334)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:21.678469,"(3.7, 4.7, 4.661290322580645)","(4.6, 5.6, 5.483636363636363)","(4.4, 4.4, 4.314285714285714)","(18.0, 25.0, 24.57142857142857)","(11.0, 17.0, 17.444444444444443)","(10.0, 11.0, 10.55)","(10.0, 12.5, 12.09)","(71.0, 200.0, 218.1818181818182)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:23.698288,"(3.7, 4.9, 4.618918918918919)","(4.6, 5.6, 5.396825396825397)","(4.4, 4.4, 4.314285714285714)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.423076923076923)","(10.0, 11.0, 10.55)","(10.0, 12.5, 12.09)","(71.0, 220.0, 200.0)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:25.435014,"(3.7, 4.7, 4.618918918918919)","(4.6, 5.6, 5.254545454545455)","(4.4, 4.4, 4.314285714285714)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.423076923076923)","(10.0, 11.0, 10.55)","(10.0, 12.5, 12.09)","(71.0, 220.0, 200.0)","(9.0, 13.0, 12.166666666666666)"
07-12-2022 18:03:27.352270,"(3.7, 4.7, 4.676923076923077)","(4.6, 5.6, 5.462650602409639)","(4.4, 4.4, 4.229629629629629)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.423076923076923)","(10.0, 11.0, 10.333333333333334)","(10.0, 12.5, 12.09)","(71.0, 210.0, 208.33333333333334)","(9.0, 13.0, 12.5)"
07-12-2022 18:03:29.211960,"(3.7, 4.7, 4.776923076923077)","(4.6, 5.6, 5.462650602409639)","(4.4, 4.4, 4.41)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.423076923076923)","(10.0, 11.0, 10.333333333333334)","(10.0, 12.5, 12.09)","(71.0, 230.0, 208.33333333333334)","(9.0, 13.0, 12.5)"
07-12-2022 18:03:30.995042,"(3.7, 4.9, 4.811111111111112)","(4.6, 5.6, 5.28)","(4.4, 4.5, 4.41)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.423076923076923)","(10.0, 11.5, 10.7)","(10.0, 12.0, 11.65)","(71.0, 220.0, 153.33333333333334)","(9.0, 13.0, 12.5)"
07-12-2022 18:03:32.592162,"(3.7, 4.9, 4.811111111111112)","(4.6, 5.4, 5.28)","(4.4, 4.5, 4.45)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.464285714285715)","(10.0, 11.5, 10.7)","(10.0, 12.0, 11.65)","(71.0, 220.0, 160.0)","(9.0, 13.0, 12.5)"
07-12-2022 18:03:34.396228,"(3.7, 4.9, 4.684615384615385)","(4.6, 5.4, 5.28)","(4.4, 4.5, 4.45)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.464285714285715)","(10.0, 11.0, 10.807692307692308)","(10.0, 12.0, 11.666666666666666)","(71.0, 190.0, 173.63636363636363)","(9.0, 13.0, 12.5)"
07-12-2022 18:03:36.059867,"(3.7, 4.7, 4.821739130434783)","(4.6, 5.4, 5.28)","(4.4, 4.5, 4.45)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.464285714285715)","(10.0, 11.0, 10.807692307692308)","(10.0, 12.0, 11.666666666666666)","(71.0, 190.0, 158.1818181818182)","(9.0, 13.0, 12.5)"
07-12-2022 18:03:37.739110,"(3.7, 4.9, 4.84)","(4.6, 5.4, 5.28)","(4.4, 4.5, 4.325)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.464285714285715)","(10.0, 11.0, 10.807692307692308)","(10.0, 12.0, 11.666666666666666)","(71.0, 180.0, 162.5)","(9.0, 13.0, 12.5)"
07-12-2022 18:03:39.468012,"(3.7, 4.9, 4.84)","(4.6, 5.4, 5.28)","(4.4, 4.4, 4.300000000000001)","(18.0, 25.0, 24.57142857142857)","(11.0, 18.0, 17.464285714285715)","(10.0, 11.0, 10.403846153846153)","(10.0, 12.0, 11.583333333333334)","(71.0, 180.0, 162.5)","(9.0, 13.0, 12.423076923076923)"
07-12-2022 18:03:41.280510,"(3.7, 4.9, 4.84)","(4.6, 5.4, 5.346666666666667)","(4.4, 4.4, 4.300000000000001)","(18.0, 25.0, 24.57142857142857)","(12.0, 18.0, 17.464285714285715)","(10.0, 10.5, 10.833333333333334)","(10.0, 12.0, 11.583333333333334)","(71.0, 180.0, 161.42857142857144)","(8.5, 13.0, 12.423076923076923)"
07-12-2022 18:03:42.991809,"(3.8, 4.9, 4.768)","(4.6, 5.4, 5.3578947368421055)","(4.4, 4.4, 4.3235294117647065)","(18.0, 25.0, 24.727272727272727)","(12.0, 18.0, 17.625)","(10.0, 11.5, 10.818181818181818)","(10.0, 12.0, 11.574468085106384)","(71.0, 170.0, 155.71428571428572)","(8.5, 13.0, 12.25)"
07-12-2022 18:03:44.869894,"(3.8, 4.9, 4.723529411764706)","(4.6, 5.4, 5.255)","(4.4, 4.4, 4.3235294117647065)","(18.0, 25.0, 24.727272727272727)","(12.0, 18.0, 17.625)","(10.0, 11.5, 10.818181818181818)","(10.0, 12.0, 11.574468085106384)","(71.0, 170.0, 156.66666666666666)","(8.5, 13.0, 12.25)"
07-12-2022 18:03:46.692156,"(3.8, 4.9, 4.66)","(4.6, 5.3, 5.221739130434782)","(4.4, 4.4, 4.3235294117647065)","(18.0, 25.0, 24.727272727272727)","(12.0, 18.0, 17.625)","(10.0, 11.5, 10.818181818181818)","(10.0, 12.5, 12.2)","(71.0, 170.0, 160.0)","(8.5, 13.0, 12.428571428571429)"
07-12-2022 18:03:48.586963,"(3.8, 4.9, 4.74)","(4.6, 5.3, 5.221739130434782)","(4.4, 4.4, 4.269565217391305)","(18.0, 25.0, 24.727272727272727)","(12.0, 18.0, 17.625)","(10.0, 11.5, 10.818181818181818)","(10.0, 12.5, 12.357142857142858)","(71.0, 170.0, 156.66666666666666)","(8.5, 13.0, 12.735294117647058)"
