,Surveillance,Chiclett,Henchard,Chuck A Luck,Tuscan Holiday,Soviet Spy,Rhythm Star,Long Knife Brother,Missalfie
07-12-2022 17:59:38.468690,"(3.7, 4.7, 4.67)","(4.6, 5.5, 5.153846153846154)","(4.4, 4.8, 4.644)","(18.0, 24.0, 21.6)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 130.0)","(8.0, 13.0, 11.095238095238095)"
07-12-2022 17:59:39.829746,"(3.7, 4.7, 4.671428571428572)","(4.6, 5.5, 5.153846153846154)","(4.4, 4.8, 4.644)","(18.0, 24.0, 21.6)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 130.0)","(8.0, 13.0, 11.095238095238095)"
07-12-2022 17:59:41.233721,"(3.7, 4.7, 4.671428571428572)","(4.6, 5.5, 5.153846153846154)","(4.4, 4.8, 4.644)","(18.0, 24.0, 21.6)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 130.0)","(8.0, 13.0, 11.222222222222221)"
07-12-2022 17:59:42.775107,"(3.7, 4.8, 4.730434782608696)","(4.6, 5.5, 5.153846153846154)","(4.4, 4.8, 4.595454545454546)","(18.0, 24.0, 21.6)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 130.0)","(8.0, 13.0, 11.222222222222221)"
07-12-2022 17:59:44.397005,"(3.7, 4.8, 4.730434782608696)","(4.6, 5.5, 5.153846153846154)","(4.4, 4.8, 4.595454545454546)","(18.0, 24.0, 21.6)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 130.0)","(8.0, 13.0, 11.222222222222221)"
07-12-2022 17:59:45.974394,"(3.7, 4.8, 4.730434782608696)","(4.6, 5.5, 5.153846153846154)","(4.4, 4.8, 4.595454545454546)","(18.0, 24.0, 21.6)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 130.0)","(8.0, 13.0, 11.222222222222221)"
07-12-2022 17:59:47.497636,"(3.7, 4.8, 4.730434782608696)","(4.6, 5.5, 5.153846153846154)","(4.4, 4.8, 4.595454545454546)","(18.0, 24.0, 21.714285714285715)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 132.0)","(8.0, 13.0, 11.222222222222221)"
07-12-2022 17:59:49.205657,"(3.7, 4.8, 4.730434782608696)","(4.6, 5.9, 5.521052631578947)","(4.4, 4.8, 4.585714285714285)","(18.0, 26.0, 21.714285714285715)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 141.42857142857144)","(8.0, 13.0, 11.222222222222221)"
07-12-2022 17:59:50.953933,"(3.7, 4.8, 4.730434782608696)","(4.6, 5.9, 5.55)","(4.4, 4.8, 4.585714285714285)","(18.0, 26.0, 22.5)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.136363636363637)","(10.0, 13.0, 11.875)","(71.0, 160.0, 149.16666666666669)","(8.0, 12.5, 11.5)"
07-12-2022 17:59:52.485707,"(3.7, 4.8, 4.730434782608696)","(4.6, 5.8, 5.55)","(4.4, 4.8, 4.585714285714285)","(18.0, 25.0, 22.5)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.136363636363637)","(10.0, 13.0, 11.875)","(71.0, 160.0, 149.16666666666669)","(8.0, 12.5, 11.5)"
07-12-2022 17:59:53.963914,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.55)","(4.4, 4.8, 4.55)","(18.0, 25.0, 23.571428571428573)","(11.0, 15.5, 14.9)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 132.0)","(8.0, 12.5, 11.5)"
07-12-2022 17:59:55.464751,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.55)","(4.4, 4.9, 4.534285714285715)","(18.0, 25.0, 23.571428571428573)","(11.0, 16.0, 14.4)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 132.0)","(8.0, 12.5, 11.5)"
07-12-2022 17:59:57.164062,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.55)","(4.4, 4.9, 4.625806451612903)","(18.0, 25.0, 23.571428571428573)","(11.0, 16.0, 14.4)","(10.0, 11.5, 10.818181818181818)","(10.0, 13.0, 11.875)","(71.0, 160.0, 132.0)","(8.0, 12.5, 11.5)"
07-12-2022 17:59:58.780463,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.55)","(4.4, 4.9, 4.622222222222223)","(18.0, 25.0, 23.571428571428573)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.44)","(10.0, 13.0, 11.875)","(71.0, 160.0, 132.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:00.325450,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.55)","(4.4, 4.9, 4.622222222222223)","(18.0, 25.0, 23.571428571428573)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.44)","(10.0, 13.0, 11.875)","(71.0, 160.0, 132.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:01.983275,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.55)","(4.4, 4.9, 4.617741935483871)","(18.0, 25.0, 23.571428571428573)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.44)","(10.0, 13.0, 11.875)","(71.0, 160.0, 132.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:03.680056,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.55)","(4.4, 4.9, 4.617741935483871)","(18.0, 25.0, 23.571428571428573)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.44)","(10.0, 13.0, 11.875)","(71.0, 160.0, 135.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:05.122252,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.5)","(4.4, 4.9, 4.566666666666667)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 14.2)","(10.0, 11.5, 11.44)","(10.0, 13.0, 11.875)","(71.0, 150.0, 141.42857142857144)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:06.622272,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.5)","(4.4, 4.9, 4.691891891891892)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.0)","(10.0, 13.0, 11.875)","(71.0, 160.0, 141.42857142857144)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:08.295901,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.5)","(4.4, 4.8, 4.684210526315789)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.0)","(10.0, 13.0, 11.875)","(71.0, 160.0, 141.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:10.024675,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.5)","(4.4, 4.8, 4.684210526315789)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.0)","(10.0, 13.0, 11.875)","(71.0, 160.0, 134.28571428571428)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:11.599172,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.5)","(4.4, 4.8, 4.684210526315789)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 14.4)","(10.0, 11.5, 11.0)","(10.0, 13.0, 11.875)","(71.0, 160.0, 103.33333333333333)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:13.229579,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.3999999999999995)","(4.4, 4.8, 4.596363636363637)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 15.2)","(10.0, 11.5, 11.0)","(10.0, 13.0, 11.875)","(71.0, 160.0, 143.63636363636363)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:14.820182,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.8, 5.3999999999999995)","(4.4, 4.8, 4.596363636363637)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 15.2)","(10.0, 11.5, 11.442307692307692)","(10.0, 13.0, 11.875)","(71.0, 160.0, 115.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:16.370298,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.6, 5.5)","(4.4, 4.8, 4.596363636363637)","(18.0, 25.0, 23.333333333333332)","(11.0, 16.0, 15.2)","(10.0, 11.5, 11.442307692307692)","(10.0, 13.0, 11.875)","(71.0, 140.0, 115.0)","(8.0, 12.5, 11.222222222222221)"
07-12-2022 18:00:17.940494,"(3.7, 4.8, 4.723809523809524)","(4.6, 5.6, 5.35)","(4.4, 4.8, 4.48421052631579)","(18.0, 25.0, 23.5)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 140.0, 110.0)","(8.0, 13.0, 11.5)"
07-12-2022 18:00:19.721720,"(3.7, 4.4, 4.533333333333333)","(4.6, 5.6, 5.4)","(4.4, 4.8, 4.486486486486487)","(18.0, 25.0, 23.8)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:21.334623,"(3.7, 4.7, 4.45)","(4.6, 5.6, 5.36)","(4.4, 4.8, 4.486486486486487)","(18.0, 25.0, 23.8)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:22.974016,"(3.7, 4.7, 4.56)","(4.6, 5.6, 5.4)","(4.4, 4.8, 4.486486486486487)","(18.0, 25.0, 23.8)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.0, 12.5, 11.5)"
07-12-2022 18:00:24.555645,"(3.7, 4.8, 4.56)","(4.6, 5.6, 5.4)","(4.4, 4.8, 4.486486486486487)","(18.0, 25.0, 23.5)","(11.0, 16.0, 15.2)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.5, 12.5, 11.5)"
07-12-2022 18:00:26.234970,"(3.7, 4.8, 4.56)","(4.6, 5.6, 5.4)","(4.4, 4.8, 4.486486486486487)","(18.0, 26.0, 23.0)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.5, 12.5, 11.222222222222221)"
07-12-2022 18:00:28.181443,"(3.7, 4.7, 4.45)","(4.6, 5.7, 5.664)","(4.4, 4.8, 4.486486486486487)","(18.0, 25.0, 22.6)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.5, 13.0, 11.222222222222221)"
07-12-2022 18:00:29.862707,"(3.7, 4.7, 4.45)","(4.6, 5.7, 5.497183098591549)","(4.4, 4.8, 4.486486486486487)","(18.0, 25.0, 22.6)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.5, 13.0, 11.222222222222221)"
07-12-2022 18:00:31.520784,"(3.7, 4.8, 4.5)","(4.6, 5.8, 5.32)","(4.4, 4.8, 4.461538461538462)","(18.0, 25.0, 22.6)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 106.0)","(8.5, 13.0, 11.222222222222221)"
07-12-2022 18:00:33.229366,"(3.7, 4.7, 4.5125)","(4.6, 5.8, 5.32)","(4.4, 4.8, 4.461538461538462)","(18.0, 25.0, 22.6)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 11.222222222222221)"
07-12-2022 18:00:34.941533,"(3.7, 4.7, 4.654545454545454)","(4.6, 5.8, 5.45)","(4.4, 4.8, 4.461538461538462)","(18.0, 25.0, 22.285714285714285)","(11.0, 16.0, 15.0)","(10.0, 11.0, 10.892857142857142)","(10.0, 13.0, 11.875)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 11.136363636363637)"
07-12-2022 18:00:36.681535,"(3.7, 4.7, 4.654545454545454)","(4.6, 5.7, 5.5)","(4.4, 4.8, 4.583333333333334)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.5)","(10.0, 11.0, 10.805555555555555)","(10.0, 13.0, 12.307692307692308)","(71.0, 130.0, 116.66666666666667)","(8.5, 12.5, 11.705882352941176)"
07-12-2022 18:00:38.412619,"(3.7, 4.7, 4.54)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.5)","(10.0, 11.0, 10.944444444444445)","(10.0, 13.0, 12.25)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.055555555555555)"
07-12-2022 18:00:40.173378,"(3.7, 4.7, 4.647058823529412)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.944444444444445)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.5, 12.5, 11.96875)"
07-12-2022 18:00:41.896780,"(3.7, 4.8, 4.643478260869565)","(4.6, 5.8, 5.303448275862069)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.0)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.083333333333334)"
07-12-2022 18:00:43.698234,"(3.7, 5.0, 4.765217391304348)","(4.6, 5.8, 5.303448275862069)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.0)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.083333333333334)"
07-12-2022 18:00:45.460825,"(3.7, 5.1, 4.657894736842105)","(4.6, 5.8, 5.303448275862069)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.0)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:47.191185,"(3.7, 5.0, 4.666666666666667)","(4.6, 5.8, 5.303448275862069)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.0)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:48.757761,"(3.7, 5.0, 4.538461538461538)","(4.6, 5.8, 5.303448275862069)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.0)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:50.308677,"(3.7, 5.0, 4.7)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.0)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:51.904987,"(3.7, 4.9, 4.823076923076924)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.5875)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.2)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:53.696373,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.671428571428572)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.2)","(10.0, 11.5, 10.863636363636363)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:55.255300,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.531578947368421)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.2)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:56.950501,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.531578947368421)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.2)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:00:58.462874,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.531578947368421)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.2)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:01:00.001859,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.522222222222222)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:01:01.492627,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.522222222222222)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 110.0)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:01:02.962353,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 24.0, 22.285714285714285)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:01:04.404809,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 24.0, 23.0)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:01:05.816384,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:01:07.299166,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.0, 13.0, 12.083333333333334)"
07-12-2022 18:01:08.805747,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.083333333333334)"
07-12-2022 18:01:10.329942,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.083333333333334)"
07-12-2022 18:01:11.883427,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:13.374568,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.5)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 11.772727272727273)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:14.890643,"(3.7, 4.9, 4.828571428571429)","(4.6, 5.7, 5.557142857142857)","(4.4, 4.7, 4.495744680851064)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.1)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:16.420158,"(3.7, 4.8, 4.682352941176471)","(4.6, 5.7, 5.427272727272728)","(4.4, 4.7, 4.49)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 113.33333333333334)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:17.962586,"(3.7, 4.8, 4.682352941176471)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.7, 4.49)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 113.33333333333334)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:19.471461,"(3.7, 4.8, 4.733333333333333)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.49)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 113.33333333333334)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:20.889334,"(3.7, 4.8, 4.733333333333333)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.49)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 113.33333333333334)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:22.369875,"(3.7, 4.8, 4.733333333333333)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.49)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 113.33333333333334)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:23.706978,"(3.7, 4.8, 4.733333333333333)","(4.6, 5.7, 5.5)","(4.4, 4.7, 4.685714285714286)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:25.044267,"(3.7, 4.8, 4.733333333333333)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.685714285714286)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:26.423581,"(3.7, 4.8, 4.733333333333333)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.533333333333333)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:27.855437,"(3.7, 4.8, 4.6)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.533333333333333)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:29.231973,"(3.7, 4.8, 4.517647058823529)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.533333333333333)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:30.915206,"(3.7, 4.8, 4.476923076923077)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.5200000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:32.548938,"(3.7, 4.8, 4.553846153846154)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.5200000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:34.030246,"(3.7, 4.8, 4.571428571428571)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.5200000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:35.605642,"(3.7, 4.8, 4.571428571428571)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.5200000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
07-12-2022 18:01:37.258887,"(3.7, 4.8, 4.571428571428571)","(4.6, 5.7, 5.485714285714286)","(4.4, 4.8, 4.5200000000000005)","(18.0, 25.0, 23.0)","(11.0, 16.0, 15.4)","(10.0, 11.5, 10.648148148148149)","(10.0, 13.0, 12.15625)","(71.0, 130.0, 116.66666666666667)","(8.5, 13.0, 12.454545454545455)"
