,Splash Of Crimson Nz,Lucky Beach Boy,Watts Up Sunshine,Joe Nien,Firestorm Red,Reign Maker,Aalesund,Everybodylovedray,R Eleven Art Nz,Yoha Nz
07-01-2023 20:13:14.179662,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4299999999999997)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 27.7)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:15.597808,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4299999999999997)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 27.7)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:16.984187,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4299999999999997)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 27.7)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:18.430559,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4299999999999997)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 27.7)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:19.906027,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4299999999999997)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 27.7)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:21.379214,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4299999999999997)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 27.7)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:22.763595,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4299999999999997)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:24.168678,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.29)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:25.508400,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.29)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:26.976963,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.29)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:28.514719,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4175)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.885714285714286)","(101.0, 220.0, 201.66666666666666)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:30.109024,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4175)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.885714285714286)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:31.639855,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4175)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.885714285714286)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:33.338536,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4175)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.885714285714286)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:35.202726,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4175)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.885714285714286)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:36.742689,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4175)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 24.625)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:38.521021,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.4175)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 27.4)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:40.242756,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.46, 2.3649999999999998)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:41.684490,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.4, 2.3649999999999998)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:43.223037,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.4, 2.3649999999999998)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:44.703472,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.4, 2.357142857142857)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:46.205104,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.4, 2.357142857142857)","(4.6, 7.0, 6.15)","(9.0, 17.0, 15.05)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:47.623300,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.4, 2.2636363636363637)","(4.6, 7.0, 6.15)","(9.0, 17.0, 13.82857142857143)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:49.077471,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.4, 2.322857142857143)","(4.6, 7.0, 6.15)","(9.0, 20.0, 13.82857142857143)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:50.531023,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.36, 2.3)","(4.6, 7.0, 6.15)","(9.0, 20.0, 16.28)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:51.922001,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.4, 2.34)","(4.6, 7.0, 6.15)","(9.0, 21.0, 14.257142857142856)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:53.371298,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.34)","(4.6, 7.0, 6.15)","(9.0, 21.0, 14.257142857142856)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:54.811796,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.37)","(4.6, 7.0, 6.15)","(9.0, 21.0, 14.257142857142856)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:56.292547,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.37)","(4.6, 7.0, 6.15)","(9.0, 21.0, 14.257142857142856)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:57.659997,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.2933333333333334)","(4.6, 7.0, 5.933333333333334)","(9.0, 21.0, 11.72)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:13:59.022354,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.2933333333333334)","(4.6, 7.0, 5.933333333333334)","(9.0, 21.0, 11.72)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:00.437685,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 21.0, 11.72)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 21.571428571428573)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:01.838946,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 21.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 40.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:03.163366,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:04.496895,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:05.761390,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:07.044289,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:08.295324,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:09.575799,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:10.832772,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:12.046991,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:13.293777,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:14.482590,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:15.641023,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:16.892053,"(6.5, 99999, 99990)","(13.0, 30.0, 19.666666666666668)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 25.0)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:18.108302,"(6.5, 99999, 99990)","(13.0, 30.0, 24.833333333333336)","(1.9, 2.38, 2.2933333333333334)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 28.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:19.396563,"(6.5, 99999, 99990)","(13.0, 30.0, 24.833333333333336)","(1.9, 2.38, 2.2933333333333334)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 153.33333333333334)","(21.0, 38.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:20.651074,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.2933333333333334)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:21.865464,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.2933333333333334)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:23.167647,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.2933333333333334)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 12.933333333333334)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:24.454388,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 17.35)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:25.765176,"(6.5, 99999, 99990)","(13.0, 30.0, 24.1875)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 11.58)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 24.214285714285715)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:27.044001,"(6.5, 99999, 99990)","(13.0, 29.0, 25.75)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 17.65714285714286)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:28.313025,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.0, 14.727272727272727)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:29.583409,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.0, 14.727272727272727)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 28.75)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:30.876869,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.0, 17.4)","(101.0, 220.0, 185.71428571428572)","(21.0, 38.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:32.055641,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 20.0, 17.025)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:33.240700,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:34.423938,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:35.685901,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:36.921130,"(6.5, 99999, 99990)","(13.0, 28.0, 21.25)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:38.111129,"(6.5, 99999, 99990)","(13.0, 28.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:39.336005,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:40.502902,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:41.669470,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:42.866970,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:44.008963,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:45.208790,"(6.5, 99999, 99990)","(13.0, 30.0, 25.571428571428573)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:46.405286,"(6.5, 99999, 99990)","(13.0, 30.0, 27.181818181818183)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:47.616079,"(6.5, 99999, 99990)","(13.0, 30.0, 27.181818181818183)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:48.897119,"(6.5, 99999, 99990)","(13.0, 30.0, 27.181818181818183)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:50.128896,"(6.5, 99999, 99990)","(13.0, 30.0, 27.181818181818183)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:14:51.375033,"(6.5, 99999, 99990)","(13.0, 30.0, 27.181818181818183)","(1.9, 2.38, 2.3475)","(4.6, 7.0, 5.933333333333334)","(9.0, 19.5, 14.55)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 30.5)","(31.0, 110.0, 64.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
