,Orson Laurie,Blink You Lose,Double Happiness,Boston Budgies,Fernando Diva,Kingsbrae Anna
15-12-2022 12:50:23.657256,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.0, 16.8)","(51.0, 440.0, 327.6923076923077)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.0, 12.7)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:24.640373,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.0, 16.8)","(51.0, 440.0, 327.6923076923077)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.0, 12.7)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:25.755778,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.0, 16.8)","(51.0, 450.0, 412.5)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.0, 12.7)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:26.755860,"(1.26, 1.41, 1.395)","(8.5, 19.0, 17.0)","(51.0, 450.0, 412.5)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.0, 11.571428571428571)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:27.764729,"(1.26, 1.41, 1.395)","(8.5, 19.5, 15.26923076923077)","(51.0, 450.0, 412.5)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.5, 11.571428571428571)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:28.897808,"(1.26, 1.41, 1.365)","(8.5, 19.5, 15.26923076923077)","(51.0, 450.0, 425.0)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.5, 11.571428571428571)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:29.875849,"(1.26, 1.41, 1.365)","(8.5, 19.0, 17.0)","(51.0, 450.0, 425.0)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.5, 11.571428571428571)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:31.026765,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(18.0, 80.0, 61.333333333333336)","(7.5, 16.5, 11.714285714285715)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:32.234988,"(1.26, 1.41, 1.395)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(18.0, 80.0, 40.0)","(7.5, 16.5, 11.714285714285715)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:33.437150,"(1.26, 1.41, 1.365)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(18.0, 80.0, 40.0)","(7.5, 16.5, 11.714285714285715)","(7.0, 13.5, 11.866666666666667)"
15-12-2022 12:50:34.463360,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(18.0, 80.0, 40.0)","(7.5, 16.5, 11.714285714285715)","(7.0, 13.5, 10.559999999999999)"
15-12-2022 12:50:35.591934,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(18.0, 80.0, 40.0)","(7.5, 16.5, 11.857142857142858)","(7.0, 13.5, 12.6)"
15-12-2022 12:50:36.757777,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(18.0, 80.0, 58.666666666666664)","(7.5, 16.5, 11.857142857142858)","(7.0, 13.0, 12.6)"
15-12-2022 12:50:37.903551,"(1.26, 1.41, 1.395)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(18.0, 80.0, 58.666666666666664)","(7.5, 16.5, 11.857142857142858)","(7.0, 13.0, 12.6)"
15-12-2022 12:50:38.913933,"(1.26, 1.41, 1.365)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 14.8)","(7.0, 13.0, 12.6)"
15-12-2022 12:50:40.324035,"(1.26, 1.41, 1.4016666666666666)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 15.3125)","(7.0, 13.0, 12.6)"
15-12-2022 12:50:41.484786,"(1.26, 1.4, 1.3125714285714287)","(8.5, 19.5, 16.444444444444443)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 15.3125)","(7.0, 13.0, 12.685714285714287)"
15-12-2022 12:50:42.688358,"(1.26, 1.39, 1.3277777777777777)","(8.5, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.5)","(7.0, 13.0, 12.685714285714287)"
15-12-2022 12:50:43.701079,"(1.26, 1.39, 1.325)","(8.5, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 13.0, 11.777777777777779)"
15-12-2022 12:50:44.787628,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 13.0, 12.221428571428572)"
15-12-2022 12:50:45.888663,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 12.221428571428572)"
15-12-2022 12:50:46.971158,"(1.26, 1.39, 1.3706451612903225)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 12.221428571428572)"
15-12-2022 12:50:48.053513,"(1.26, 1.39, 1.3706451612903225)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 12.221428571428572)"
15-12-2022 12:50:49.044583,"(1.26, 1.39, 1.326)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 12.221428571428572)"
15-12-2022 12:50:50.052681,"(1.26, 1.39, 1.326)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 11.26842105263158)"
15-12-2022 12:50:51.068853,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.7125)"
15-12-2022 12:50:52.119203,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:50:53.153016,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:50:54.147771,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:50:55.171500,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:50:56.150329,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:50:57.218359,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:50:58.272261,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:50:59.315501,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:00.357919,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:01.435110,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:02.487266,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:03.529952,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:04.472127,"(1.26, 1.39, 1.325)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:05.458183,"(1.26, 1.39, 1.325)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:06.537151,"(1.26, 1.39, 1.325)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:07.599204,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:08.562499,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:09.528813,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:10.532828,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:11.483262,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:12.483684,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:13.500392,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:14.464562,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:15.446721,"(1.26, 1.39, 1.335263157894737)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:16.355814,"(1.26, 1.39, 1.3484)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:17.355406,"(1.26, 1.39, 1.3484)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:18.371403,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:19.322122,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:20.196312,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:21.271925,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:22.270888,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:23.153766,"(1.26, 1.39, 1.3322222222222222)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:24.028376,"(1.26, 1.39, 1.3157142857142858)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:25.044398,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:26.264697,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:27.508526,"(1.26, 1.39, 1.3763953488372092)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:28.613672,"(1.26, 1.39, 1.335263157894737)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.804347826086957)"
15-12-2022 12:51:29.709832,"(1.26, 1.39, 1.335263157894737)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 9.416666666666668)"
15-12-2022 12:51:30.870996,"(1.26, 1.39, 1.3484)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 9.416666666666668)"
15-12-2022 12:51:31.919918,"(1.26, 1.39, 1.338)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.444444444444445)"
15-12-2022 12:51:33.020400,"(1.26, 1.39, 1.3564516129032258)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.441176470588236)"
15-12-2022 12:51:34.165707,"(1.26, 1.39, 1.3394444444444444)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 10.90909090909091)"
15-12-2022 12:51:35.319530,"(1.26, 1.39, 1.3394444444444444)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 11.203703703703704)"
15-12-2022 12:51:36.488356,"(1.26, 1.39, 1.3394444444444444)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 11.203703703703704)"
15-12-2022 12:51:37.570924,"(1.26, 1.39, 1.3536)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 11.203703703703704)"
15-12-2022 12:51:38.639141,"(1.26, 1.39, 1.3536)","(9.0, 19.5, 17.108695652173914)","(51.0, 450.0, 425.0)","(19.0, 80.0, 58.666666666666664)","(7.5, 16.0, 13.962962962962962)","(7.0, 12.5, 11.203703703703704)"
15-12-2022 12:51:39.633461,"(1.26, 1.38, 1.343888888888889)","(9.0, 19.5, 17.535714285714285)","(51.0, 450.0, 426.5625)","(19.0, 80.0, 40.72727272727273)","(7.5, 16.0, 13.222222222222221)","(7.0, 12.5, 11.40625)"
15-12-2022 12:51:40.665236,"(1.26, 1.38, 1.343888888888889)","(9.0, 19.5, 17.535714285714285)","(51.0, 450.0, 426.5625)","(19.0, 80.0, 53.0)","(7.5, 16.0, 13.631578947368421)","(7.0, 12.5, 11.40625)"
15-12-2022 12:51:41.740993,"(1.26, 1.38, 1.343888888888889)","(9.0, 19.5, 17.535714285714285)","(51.0, 450.0, 426.5625)","(19.0, 80.0, 53.0)","(7.5, 16.0, 13.631578947368421)","(7.0, 12.5, 11.40625)"
15-12-2022 12:51:42.789775,"(1.26, 1.38, 1.3345)","(9.0, 19.5, 17.535714285714285)","(51.0, 450.0, 426.5625)","(19.0, 80.0, 53.0)","(7.5, 16.0, 12.785714285714286)","(7.0, 12.5, 11.40625)"
15-12-2022 12:51:43.784781,"(1.26, 1.38, 1.3366666666666667)","(9.0, 19.5, 17.535714285714285)","(51.0, 450.0, 435.9375)","(19.0, 80.0, 63.38461538461539)","(7.5, 16.0, 12.785714285714286)","(7.0, 12.5, 9.916666666666668)"
15-12-2022 12:51:44.671448,"(1.26, 1.38, 1.3525714285714285)","(9.0, 19.5, 17.535714285714285)","(51.0, 460.0, 435.9375)","(19.0, 80.0, 63.38461538461539)","(7.5, 16.0, 13.5)","(7.0, 12.5, 10.285714285714286)"
15-12-2022 12:51:45.594323,"(1.26, 1.38, 1.3525714285714285)","(9.0, 19.5, 17.535714285714285)","(51.0, 460.0, 435.9375)","(19.0, 80.0, 63.38461538461539)","(7.5, 16.0, 13.222222222222221)","(7.0, 12.5, 11.090909090909092)"
15-12-2022 12:51:46.594138,"(1.26, 1.38, 1.3265895953757225)","(9.0, 19.5, 17.535714285714285)","(51.0, 460.0, 435.9375)","(19.0, 80.0, 63.38461538461539)","(7.5, 16.0, 12.153846153846153)","(7.0, 12.5, 11.090909090909092)"
15-12-2022 12:51:47.534749,"(1.26, 1.38, 1.3438709677419354)","(9.0, 19.5, 17.535714285714285)","(51.0, 460.0, 435.9375)","(19.0, 80.0, 49.714285714285715)","(7.5, 16.0, 13.222222222222221)","(7.0, 12.5, 11.090909090909092)"
15-12-2022 12:51:48.381712,"(1.26, 1.38, 1.3559999999999999)","(9.0, 19.5, 17.535714285714285)","(51.0, 460.0, 435.9375)","(19.0, 80.0, 50.285714285714285)","(7.5, 16.0, 13.0)","(7.0, 12.5, 10.85)"
15-12-2022 12:51:49.619832,"(1.26, 1.38, 1.344)","(9.0, 19.5, 17.535714285714285)","(51.0, 460.0, 386.8421052631579)","(19.0, 80.0, 58.10526315789474)","(7.5, 16.0, 13.777777777777779)","(7.0, 12.5, 10.85)"
15-12-2022 12:51:50.649668,"(1.26, 1.38, 1.3559999999999999)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 386.8421052631579)","(19.0, 80.0, 58.10526315789474)","(7.5, 16.0, 13.777777777777779)","(7.0, 12.5, 10.85)"
15-12-2022 12:51:51.688389,"(1.26, 1.38, 1.369090909090909)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 386.8421052631579)","(19.0, 80.0, 58.10526315789474)","(7.5, 16.0, 12.923076923076923)","(7.0, 12.5, 10.906896551724138)"
15-12-2022 12:51:52.756920,"(1.26, 1.38, 1.3554545454545455)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 386.8421052631579)","(19.0, 80.0, 41.45454545454545)","(7.5, 16.0, 12.923076923076923)","(7.0, 12.5, 11.141176470588235)"
15-12-2022 12:51:53.721625,"(1.26, 1.38, 1.3658823529411763)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 386.8421052631579)","(19.0, 80.0, 53.5)","(7.5, 16.0, 13.523809523809524)","(7.0, 12.5, 11.141176470588235)"
15-12-2022 12:51:54.720207,"(1.26, 1.38, 1.3577777777777778)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 386.8421052631579)","(19.0, 80.0, 41.45454545454545)","(7.5, 16.0, 13.5)","(7.0, 12.5, 11.141176470588235)"
15-12-2022 12:51:55.736935,"(1.26, 1.38, 1.3413636363636363)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 386.8421052631579)","(19.0, 80.0, 51.94117647058823)","(7.5, 15.5, 14.333333333333334)","(7.0, 12.5, 9.7875)"
15-12-2022 12:51:56.722573,"(1.26, 1.38, 1.3392592592592594)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 210.0)","(19.0, 80.0, 51.94117647058823)","(7.5, 15.5, 14.333333333333334)","(7.0, 12.5, 9.7875)"
15-12-2022 12:51:57.675606,"(1.26, 1.38, 1.3224)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 298.8888888888889)","(19.0, 80.0, 51.94117647058823)","(8.0, 15.5, 14.333333333333334)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:51:58.610869,"(1.26, 1.38, 1.3128)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 379.4117647058824)","(19.0, 80.0, 51.94117647058823)","(8.0, 15.5, 14.333333333333334)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:51:59.569911,"(1.26, 1.38, 1.332)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 379.4117647058824)","(19.0, 80.0, 41.75)","(8.0, 16.0, 13.777777777777779)","(7.0, 12.5, 11.090909090909092)"
15-12-2022 12:52:00.556162,"(1.26, 1.38, 1.332)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 379.4117647058824)","(19.0, 80.0, 49.4)","(8.0, 16.0, 12.75)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:52:01.476950,"(1.26, 1.38, 1.332)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 388.94736842105266)","(19.0, 80.0, 58.14285714285714)","(8.0, 16.0, 13.777777777777779)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:52:02.366457,"(1.26, 1.38, 1.332)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 255.71428571428572)","(19.0, 80.0, 58.14285714285714)","(8.0, 16.0, 12.923076923076923)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:52:03.234243,"(1.26, 1.38, 1.3224)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 320.0)","(19.0, 80.0, 62.34615384615385)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:52:04.148203,"(1.26, 1.38, 1.3386206896551724)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 361.42857142857144)","(19.0, 80.0, 59.13636363636364)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:52:05.064541,"(1.26, 1.38, 1.3386206896551724)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 301.1111111111111)","(19.0, 80.0, 59.13636363636364)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.5, 10.830769230769231)"
15-12-2022 12:52:05.984811,"(1.26, 1.38, 1.3386206896551724)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 361.42857142857144)","(19.0, 80.0, 59.13636363636364)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.5, 11.235294117647058)"
15-12-2022 12:52:06.973308,"(1.26, 1.38, 1.3386206896551724)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 301.1111111111111)","(19.0, 80.0, 44.0)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.0, 11.458064516129031)"
15-12-2022 12:52:07.895000,"(1.26, 1.38, 1.3224)","(9.0, 19.5, 17.535714285714285)","(51.0, 470.0, 361.42857142857144)","(19.0, 80.0, 44.0)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.0, 11.458064516129031)"
15-12-2022 12:52:08.777877,"(1.26, 1.38, 1.3220689655172415)","(9.0, 19.5, 17.108695652173914)","(51.0, 460.0, 398.3333333333333)","(19.0, 80.0, 61.21739130434783)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.0, 11.458064516129031)"
15-12-2022 12:52:09.729875,"(1.26, 1.38, 1.3303448275862069)","(9.0, 19.5, 17.535714285714285)","(51.0, 460.0, 398.3333333333333)","(19.0, 80.0, 65.6)","(8.0, 16.0, 14.26086956521739)","(7.0, 12.0, 11.258823529411764)"
