,Our Blue Haze,Shinning Hook,Please Thanks,Remo Rodman,Hot Fudge,Hooked On Red,Waterloo Boy
10-01-2023 18:16:35.362380,"(5.5, 7.6, 7.1)","(2.4, 3.25, 3.0625)","(3.8, 6.4, 6.1)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.066666666666666)","(5.0, 5.5, 5.2)"
10-01-2023 18:16:36.360972,"(5.5, 7.6, 7.1)","(2.4, 3.25, 3.0625)","(3.8, 6.4, 6.1)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.066666666666666)","(5.0, 5.5, 5.05)"
10-01-2023 18:16:37.328853,"(5.5, 7.6, 7.1)","(2.4, 3.25, 3.0625)","(3.8, 6.4, 6.1)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.066666666666666)","(5.0, 5.5, 5.133333333333334)"
10-01-2023 18:16:38.281862,"(5.5, 7.6, 7.1)","(2.4, 3.25, 3.0625)","(3.8, 6.4, 6.1)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.066666666666666)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:39.295507,"(5.5, 7.6, 7.1)","(2.4, 3.25, 3.0625)","(3.8, 6.4, 6.1)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.066666666666666)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:40.263617,"(5.5, 7.6, 7.377777777777777)","(2.4, 3.25, 3.0625)","(3.8, 6.2, 5.9714285714285715)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.2)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:41.243141,"(5.5, 7.8, 7.085714285714285)","(2.4, 3.25, 3.0625)","(3.8, 6.6, 6.066666666666666)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.2)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:42.187900,"(5.5, 7.8, 7.085714285714285)","(2.45, 3.25, 3.0625)","(3.8, 6.6, 6.066666666666666)","(15.0, 32.0, 26.6)","(20.0, 55.0, 49.833333333333336)","(6.5, 12.0, 11.2)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:43.141640,"(5.5, 7.8, 7.085714285714285)","(2.45, 3.25, 3.0625)","(3.8, 6.6, 6.066666666666666)","(15.0, 32.0, 26.6)","(20.0, 55.0, 46.142857142857146)","(6.5, 12.0, 11.2)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:44.083229,"(5.5, 7.8, 7.085714285714285)","(2.45, 3.25, 3.0625)","(3.8, 6.6, 6.066666666666666)","(15.0, 32.0, 26.6)","(20.0, 55.0, 46.142857142857146)","(6.5, 12.0, 11.2)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:45.097550,"(5.5, 7.8, 7.085714285714285)","(2.45, 3.25, 3.0625)","(3.8, 6.6, 6.066666666666666)","(15.0, 32.0, 26.6)","(20.0, 55.0, 46.142857142857146)","(6.5, 12.0, 11.2)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:46.065460,"(5.5, 7.8, 7.085714285714285)","(2.45, 3.25, 3.0625)","(3.8, 6.6, 6.066666666666666)","(15.0, 32.0, 26.6)","(20.0, 55.0, 46.142857142857146)","(6.5, 12.0, 10.755555555555555)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:47.100463,"(5.5, 7.6, 7.0285714285714285)","(2.45, 3.25, 3.0625)","(3.8, 6.6, 5.85)","(15.0, 32.0, 27.666666666666664)","(20.0, 55.0, 50.0)","(6.5, 12.0, 10.755555555555555)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:48.067765,"(5.5, 7.6, 6.433333333333334)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 29.4)","(20.0, 55.0, 48.55555555555556)","(6.5, 12.0, 10.755555555555555)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:49.043133,"(5.5, 7.6, 6.433333333333334)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.0)","(20.0, 55.0, 48.55555555555556)","(6.5, 12.0, 9.76)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:50.018566,"(5.5, 7.6, 6.433333333333334)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 24.857142857142858)","(20.0, 55.0, 48.55555555555556)","(6.5, 12.0, 10.6)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:50.960186,"(5.5, 7.6, 6.433333333333334)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.636363636363637)","(20.0, 55.0, 48.55555555555556)","(6.5, 12.0, 10.6)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:51.885440,"(5.5, 7.8, 6.5200000000000005)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.55555555555556)","(6.5, 12.0, 10.6)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:52.813305,"(5.5, 7.8, 7.333333333333333)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.4, 5.133333333333334)"
10-01-2023 18:16:53.722079,"(5.5, 7.8, 7.114285714285714)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 4.866666666666666)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.4, 5.1)"
10-01-2023 18:16:54.692944,"(5.5, 7.8, 6.5200000000000005)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.15)"
10-01-2023 18:16:55.647539,"(5.5, 7.8, 6.5200000000000005)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.3)"
10-01-2023 18:16:56.637344,"(5.5, 7.8, 6.5200000000000005)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.225)"
10-01-2023 18:16:57.629349,"(5.5, 7.6, 6.88)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.225)"
10-01-2023 18:16:58.603594,"(5.5, 7.6, 6.9)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.225)"
10-01-2023 18:16:59.574379,"(5.5, 7.6, 7.0)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 5.85)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.225)"
10-01-2023 18:17:00.522631,"(5.5, 7.6, 6.55)","(2.45, 3.25, 3.0625)","(3.8, 6.2, 4.866666666666666)","(15.0, 32.0, 27.6)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.266666666666667)"
10-01-2023 18:17:01.448951,"(5.5, 7.6, 6.88)","(2.45, 3.25, 3.0625)","(3.8, 6.6, 5.975)","(15.0, 32.0, 28.0)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.6)","(5.0, 5.6, 5.266666666666667)"
10-01-2023 18:17:02.397216,"(5.5, 7.6, 7.199999999999999)","(2.45, 3.25, 3.025)","(3.8, 6.6, 5.65)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.444444444444445)","(5.0, 5.6, 5.266666666666667)"
10-01-2023 18:17:03.348655,"(5.5, 7.6, 7.199999999999999)","(2.45, 3.25, 3.0277777777777777)","(3.8, 6.6, 5.333333333333333)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.846153846153847)","(5.0, 5.6, 5.266666666666667)"
10-01-2023 18:17:04.317364,"(5.5, 7.6, 7.15)","(2.45, 3.25, 3.0277777777777777)","(3.8, 6.6, 5.333333333333333)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.846153846153847)","(5.0, 5.6, 5.266666666666667)"
10-01-2023 18:17:05.327757,"(5.5, 7.6, 7.15)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.2, 5.45)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.846153846153847)","(5.0, 5.6, 5.266666666666667)"
10-01-2023 18:17:06.382424,"(5.5, 7.6, 7.15)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.2, 5.9)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.333333333333334)","(5.0, 5.6, 5.3)"
10-01-2023 18:17:07.409158,"(5.5, 7.6, 7.15)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.2, 5.9)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.333333333333334)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:08.453207,"(5.5, 7.6, 7.15)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.2, 5.9)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.5)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:09.473919,"(5.5, 7.6, 7.375)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.2, 5.9)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.5)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:10.526370,"(5.5, 7.6, 7.375)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.2, 5.9)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.5)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:11.516890,"(5.5, 7.6, 7.3)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.2, 5.763636363636364)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.5)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:12.528672,"(5.5, 7.6, 7.3)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.0, 5.34)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.333333333333334)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:13.473465,"(5.5, 7.6, 7.3)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.0, 5.836363636363637)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.333333333333334)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:14.408037,"(5.5, 7.6, 7.3)","(2.45, 3.2, 3.066666666666667)","(3.8, 6.0, 5.836363636363637)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.333333333333334)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:15.325197,"(5.5, 7.6, 7.3)","(2.45, 3.2, 3.04)","(3.8, 6.0, 5.836363636363637)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.5)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:16.456174,"(5.5, 7.8, 7.0)","(2.45, 3.2, 3.1422222222222222)","(3.8, 6.0, 5.836363636363637)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.5)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:17.698828,"(5.5, 7.8, 6.5200000000000005)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.0, 5.836363636363637)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 12.0, 10.428571428571429)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:18.813696,"(5.5, 7.8, 6.5200000000000005)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.0, 5.533333333333333)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.333333333333334)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:19.983824,"(5.5, 7.8, 6.5200000000000005)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.0, 5.942857142857143)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.0, 10.333333333333334)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:21.147721,"(5.5, 7.8, 7.355555555555555)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.0, 6.085714285714285)","(15.0, 32.0, 29.142857142857142)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.0, 10.071428571428571)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:22.239924,"(5.5, 7.8, 7.266666666666667)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.2, 6.085714285714285)","(15.0, 32.0, 29.42857142857143)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:23.333489,"(5.5, 7.8, 7.266666666666667)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.2, 6.085714285714285)","(15.0, 38.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:24.432948,"(5.5, 7.8, 7.4799999999999995)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.2, 6.085714285714285)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:25.506694,"(5.5, 7.8, 7.4799999999999995)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.2, 6.085714285714285)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.25)"
10-01-2023 18:17:26.520644,"(5.5, 7.8, 7.4799999999999995)","(2.45, 3.2, 3.137777777777778)","(3.8, 6.2, 5.84)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.3)"
10-01-2023 18:17:27.569199,"(5.5, 7.8, 7.571428571428571)","(2.45, 3.2, 3.0833333333333335)","(3.8, 6.2, 5.9818181818181815)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.24)"
10-01-2023 18:17:28.586398,"(5.5, 7.8, 7.622222222222222)","(2.45, 3.15, 3.098888888888889)","(3.8, 6.2, 6.085714285714285)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.323076923076923)"
10-01-2023 18:17:29.595406,"(5.5, 7.8, 7.622222222222222)","(2.45, 3.1, 3.06)","(3.8, 6.2, 6.085714285714285)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.323076923076923)"
10-01-2023 18:17:30.559254,"(5.5, 7.8, 7.622222222222222)","(2.45, 3.05, 3.03375)","(3.8, 6.2, 6.085714285714285)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.3999999999999995)"
10-01-2023 18:17:31.522111,"(5.5, 7.8, 7.622222222222222)","(2.45, 3.1, 3.0485714285714285)","(3.8, 6.2, 5.9818181818181815)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.25)","(5.0, 5.6, 5.24)"
10-01-2023 18:17:32.476789,"(5.5, 7.8, 7.533333333333333)","(2.45, 3.1, 2.99)","(3.8, 6.2, 5.9818181818181815)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.25)","(5.0, 5.6, 5.323076923076923)"
10-01-2023 18:17:33.447983,"(5.5, 7.8, 7.622222222222222)","(2.45, 3.1, 2.99)","(3.8, 6.2, 5.733333333333333)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.323076923076923)"
10-01-2023 18:17:34.485655,"(5.5, 7.8, 7.4)","(2.45, 3.1, 2.99)","(3.8, 6.0, 5.829411764705882)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.3999999999999995)"
10-01-2023 18:17:35.536737,"(5.5, 7.8, 7.628571428571428)","(2.45, 3.1, 2.928888888888889)","(3.8, 6.2, 5.829411764705882)","(15.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(5.0, 5.6, 5.3999999999999995)"
10-01-2023 18:17:36.608288,"(5.5, 7.8, 7.6)","(2.4, 3.1, 2.9459999999999997)","(3.9, 6.2, 5.829411764705882)","(16.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(4.8, 5.6, 5.3999999999999995)"
10-01-2023 18:17:37.679945,"(6.0, 7.8, 7.514285714285714)","(2.4, 3.1, 2.928888888888889)","(3.9, 6.2, 5.829411764705882)","(16.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:38.727579,"(6.0, 7.8, 7.514285714285714)","(2.4, 3.1, 2.928888888888889)","(3.9, 6.2, 5.829411764705882)","(16.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:39.817364,"(6.0, 7.8, 7.514285714285714)","(2.4, 3.1, 2.928888888888889)","(3.9, 6.2, 5.829411764705882)","(16.0, 36.0, 29.5)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:40.844204,"(6.0, 7.8, 7.514285714285714)","(2.4, 3.1, 3.0269565217391303)","(3.9, 6.2, 5.675)","(16.0, 36.0, 32.75)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:41.902741,"(6.0, 7.8, 7.55)","(2.4, 3.1, 3.0269565217391303)","(3.9, 6.2, 5.927272727272728)","(16.0, 36.0, 32.75)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:42.896833,"(6.0, 7.8, 7.55)","(2.4, 3.1, 2.984137931034483)","(3.9, 6.2, 5.927272727272728)","(16.0, 36.0, 32.75)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.59090909090909)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:43.920412,"(6.0, 7.8, 7.633333333333333)","(2.4, 3.0, 2.99125)","(3.9, 6.2, 5.927272727272728)","(16.0, 36.0, 32.75)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.071428571428571)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:44.885498,"(6.0, 7.8, 7.666666666666666)","(2.4, 3.0, 2.9455555555555555)","(3.9, 6.2, 5.927272727272728)","(16.0, 36.0, 32.75)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 9.75)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:45.813328,"(6.0, 8.2, 7.618181818181818)","(2.4, 3.0, 2.9505882352941177)","(3.9, 6.2, 5.927272727272728)","(16.0, 36.0, 32.75)","(20.0, 55.0, 48.77777777777778)","(6.5, 11.5, 9.75)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:46.723976,"(6.0, 8.2, 7.618181818181818)","(2.4, 3.0, 2.9505882352941177)","(4.0, 6.2, 5.927272727272728)","(17.0, 36.0, 32.75)","(21.0, 55.0, 48.77777777777778)","(6.5, 11.5, 9.75)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:47.690928,"(6.0, 8.2, 7.618181818181818)","(2.4, 3.0, 2.9475)","(4.0, 6.2, 5.818181818181818)","(17.0, 36.0, 32.75)","(21.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.071428571428571)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:48.718572,"(6.0, 8.2, 7.3999999999999995)","(2.4, 3.0, 2.9475)","(4.0, 6.2, 5.829411764705882)","(17.0, 36.0, 32.75)","(21.0, 55.0, 48.77777777777778)","(6.5, 11.5, 10.071428571428571)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:49.738085,"(6.0, 8.2, 7.844444444444444)","(2.4, 3.0, 2.9475)","(4.0, 6.2, 5.829411764705882)","(17.0, 36.0, 32.75)","(21.0, 55.0, 40.14285714285714)","(6.5, 11.5, 10.071428571428571)","(4.8, 5.6, 5.466666666666667)"
10-01-2023 18:17:50.778562,"(6.0, 8.2, 7.844444444444444)","(2.4, 3.0, 2.94)","(4.0, 6.2, 5.75)","(17.0, 36.0, 32.75)","(21.0, 50.0, 36.5)","(6.5, 11.5, 10.071428571428571)","(4.8, 5.6, 5.3999999999999995)"
10-01-2023 18:17:51.838675,"(6.0, 8.2, 7.844444444444444)","(2.4, 3.0, 2.94)","(4.0, 6.2, 5.75)","(17.0, 36.0, 32.75)","(21.0, 46.0, 34.55555555555556)","(6.5, 11.5, 9.75)","(4.8, 5.6, 5.3999999999999995)"
10-01-2023 18:17:52.880044,"(6.5, 8.2, 7.844444444444444)","(2.4, 3.0, 2.94)","(4.0, 6.2, 5.75)","(17.0, 36.0, 32.75)","(21.0, 44.0, 37.0)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:17:53.898865,"(6.5, 8.2, 7.844444444444444)","(2.4, 3.0, 2.9299999999999997)","(4.0, 6.2, 5.829411764705882)","(17.0, 36.0, 32.75)","(21.0, 42.0, 32.77777777777778)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:17:54.879150,"(6.5, 8.2, 7.844444444444444)","(2.4, 3.0, 2.9299999999999997)","(4.0, 6.2, 6.007142857142857)","(17.0, 36.0, 32.75)","(21.0, 40.0, 32.77777777777778)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:17:55.871950,"(6.5, 8.2, 7.6)","(2.4, 3.0, 2.9125)","(4.0, 6.6, 6.3375)","(17.0, 36.0, 32.75)","(21.0, 40.0, 30.714285714285715)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:17:56.791474,"(6.5, 8.2, 7.584615384615384)","(2.4, 3.0, 2.9125)","(4.0, 6.6, 6.218181818181819)","(17.0, 36.0, 32.75)","(21.0, 40.0, 30.714285714285715)","(6.0, 11.5, 9.576923076923077)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:17:57.727108,"(6.5, 8.2, 7.584615384615384)","(2.4, 2.98, 2.9023529411764706)","(4.0, 6.6, 6.218181818181819)","(17.0, 36.0, 32.75)","(21.0, 40.0, 30.714285714285715)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:17:58.657395,"(6.5, 8.2, 7.584615384615384)","(2.4, 2.96, 2.935)","(4.0, 6.6, 6.218181818181819)","(17.0, 36.0, 32.75)","(21.0, 40.0, 30.714285714285715)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:17:59.605820,"(6.5, 8.2, 7.699999999999999)","(2.4, 2.96, 2.9145454545454546)","(4.0, 6.6, 6.218181818181819)","(17.0, 36.0, 32.75)","(21.0, 40.0, 30.714285714285715)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:00.618748,"(6.5, 8.2, 7.699999999999999)","(2.4, 2.96, 2.9145454545454546)","(4.0, 6.6, 6.218181818181819)","(17.0, 36.0, 32.75)","(21.0, 40.0, 30.714285714285715)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:01.573353,"(6.5, 8.2, 7.699999999999999)","(2.4, 2.96, 2.9145454545454546)","(4.0, 6.6, 5.866666666666666)","(17.0, 36.0, 32.75)","(21.0, 40.0, 31.875)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:02.569494,"(6.5, 8.2, 7.5600000000000005)","(2.4, 2.96, 2.8433333333333333)","(4.0, 6.6, 6.218181818181819)","(17.0, 36.0, 32.75)","(21.0, 40.0, 40.57142857142857)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:03.570711,"(6.5, 8.2, 7.773333333333333)","(2.4, 2.96, 2.8266666666666667)","(4.0, 6.4, 6.2125)","(17.0, 36.0, 32.75)","(21.0, 46.0, 35.0)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:04.610572,"(6.5, 8.2, 7.773333333333333)","(2.4, 2.94, 2.8466666666666667)","(4.0, 6.4, 6.2125)","(17.0, 36.0, 32.75)","(21.0, 44.0, 37.333333333333336)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:05.664702,"(6.5, 8.2, 7.773333333333333)","(2.4, 2.94, 2.8175)","(4.0, 6.4, 6.2125)","(17.0, 36.0, 32.75)","(21.0, 44.0, 37.333333333333336)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:06.642276,"(6.5, 8.2, 7.773333333333333)","(2.4, 2.9, 2.833333333333333)","(4.0, 6.4, 6.2125)","(17.0, 36.0, 32.75)","(21.0, 44.0, 40.0)","(6.0, 11.5, 9.75)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:07.613899,"(6.5, 8.2, 7.773333333333333)","(2.4, 2.88, 2.84)","(4.0, 6.4, 6.2125)","(17.0, 36.0, 32.75)","(21.0, 42.0, 40.0)","(6.0, 11.5, 9.9375)","(4.4, 5.6, 5.3999999999999995)"
10-01-2023 18:18:08.615156,"(6.5, 8.2, 7.773333333333333)","(2.4, 2.88, 2.816)","(4.0, 6.4, 6.175000000000001)","(17.0, 36.0, 32.75)","(21.0, 40.0, 39.08333333333333)","(6.0, 11.5, 9.923076923076923)","(4.4, 5.6, 5.3999999999999995)"
