,Big Time Axel,Churn It Up,Thrilling Bandit,Go Norman,Redeem A Rapper,Big Time Express,Dangerous Woman,Big Time Maurice
11-01-2023 13:46:06.838673,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 70.0, 29.636363636363637)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:08.006276,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 70.0, 25.6)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:09.197102,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 70.0, 29.636363636363637)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:10.355142,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 70.0, 29.636363636363637)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:11.496138,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 70.0, 29.636363636363637)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:12.599757,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 70.0, 29.636363636363637)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:13.811023,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 70.0, 44.8)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:14.984309,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 65.0, 44.8)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:16.191111,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 65.0, 44.8)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:17.413535,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 65.0, 44.8)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:18.580992,"(2.5, 2.74, 2.685)","(18.0, 110.0, 86.75)","(4.8, 7.0, 6.515384615384615)","(26.0, 200.0, 86.21428571428571)","(15.0, 65.0, 44.8)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:19.823122,"(2.5, 2.74, 2.685)","(18.0, 100.0, 75.625)","(4.8, 7.0, 6.5)","(26.0, 200.0, 78.3125)","(15.0, 65.0, 23.695652173913043)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.491666666666667)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:21.066369,"(2.5, 2.74, 2.717241379310345)","(18.0, 95.0, 75.625)","(4.8, 7.0, 6.5)","(26.0, 200.0, 72.11764705882354)","(15.0, 65.0, 51.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 10.3)"
11-01-2023 13:46:22.295417,"(2.5, 2.74, 2.717241379310345)","(18.0, 95.0, 75.625)","(4.8, 7.0, 6.5)","(26.0, 190.0, 94.36363636363637)","(15.0, 60.0, 51.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 11.84)"
11-01-2023 13:46:23.600170,"(2.5, 2.72, 2.664615384615385)","(18.0, 95.0, 75.625)","(4.8, 6.8, 5.952941176470588)","(26.0, 180.0, 68.9375)","(15.0, 60.0, 51.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:24.799724,"(2.5, 2.72, 2.6750000000000003)","(18.0, 95.0, 75.625)","(4.8, 6.8, 5.952941176470588)","(26.0, 170.0, 68.9375)","(15.0, 60.0, 51.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 11.2)"
11-01-2023 13:46:26.003907,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.952941176470588)","(26.0, 170.0, 68.9375)","(15.0, 60.0, 51.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:27.256778,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.952941176470588)","(26.0, 170.0, 68.9375)","(15.0, 60.0, 51.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:28.473380,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.855555555555555)","(26.0, 170.0, 68.9375)","(15.0, 60.0, 51.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:29.609003,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.855555555555555)","(26.0, 170.0, 68.9375)","(15.0, 60.0, 55.5)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:30.988985,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 6.027272727272727)","(26.0, 170.0, 68.9375)","(15.0, 60.0, 48.875)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:32.186397,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 6.027272727272727)","(26.0, 170.0, 68.9375)","(15.0, 60.0, 20.333333333333332)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:33.375683,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.855555555555555)","(26.0, 170.0, 68.9375)","(15.0, 55.0, 41.5)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:34.592724,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.966666666666667)","(26.0, 170.0, 68.9375)","(15.0, 50.0, 41.5)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:35.853775,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.966666666666667)","(26.0, 170.0, 66.23529411764706)","(15.0, 50.0, 43.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:37.098525,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.966666666666667)","(26.0, 170.0, 66.23529411764706)","(15.0, 50.0, 43.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:38.344959,"(2.5, 2.72, 2.6412500000000003)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.8, 5.949999999999999)","(26.0, 170.0, 66.23529411764706)","(15.0, 50.0, 41.25)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.2)"
11-01-2023 13:46:39.640854,"(2.5, 2.72, 2.664615384615385)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.6, 5.949999999999999)","(26.0, 170.0, 75.5)","(15.0, 50.0, 41.375)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 13.0, 12.35)"
11-01-2023 13:46:40.848932,"(2.5, 2.72, 2.664615384615385)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.6, 5.949999999999999)","(26.0, 170.0, 75.5)","(15.0, 50.0, 38.66666666666667)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.583132530120483)","(7.5, 14.0, 12.628571428571428)"
11-01-2023 13:46:42.015791,"(2.5, 2.72, 2.664615384615385)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.6, 5.949999999999999)","(26.0, 170.0, 75.5)","(15.0, 50.0, 38.66666666666667)","(4.6, 6.4, 6.025)","(4.6, 8.8, 8.387500000000001)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:43.209768,"(2.5, 2.74, 2.7114285714285717)","(18.0, 95.0, 30.416666666666664)","(4.8, 6.6, 5.949999999999999)","(26.0, 170.0, 41.0)","(15.0, 50.0, 38.66666666666667)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:44.365870,"(2.5, 2.74, 2.6870588235294117)","(18.0, 85.0, 28.157894736842106)","(4.8, 6.6, 5.654545454545454)","(26.0, 160.0, 108.0)","(15.0, 50.0, 38.66666666666667)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:45.681877,"(2.5, 2.74, 2.697368421052632)","(18.0, 80.0, 64.375)","(4.8, 6.4, 5.63)","(26.0, 150.0, 40.8)","(15.0, 50.0, 43.0)","(4.6, 6.4, 6.025)","(4.6, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:46.825315,"(2.45, 2.74, 2.697368421052632)","(19.0, 80.0, 64.375)","(4.8, 6.4, 5.63)","(26.0, 150.0, 48.4375)","(16.0, 50.0, 43.0)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:47.982219,"(2.45, 2.74, 2.697368421052632)","(19.0, 80.0, 64.375)","(4.8, 6.4, 5.575)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 43.0)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:49.249608,"(2.45, 2.74, 2.7181818181818183)","(19.0, 80.0, 64.375)","(4.8, 6.4, 5.575)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 46.5)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:50.710458,"(2.45, 2.78, 2.7476470588235293)","(19.0, 80.0, 64.375)","(4.8, 6.4, 5.575)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 46.5)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:52.127608,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 73.05555555555556)","(4.8, 6.4, 5.575)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 46.5)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:53.480647,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 64.5)","(4.8, 6.4, 5.575)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 46.5)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:54.780302,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 64.625)","(4.8, 6.4, 5.403125)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 46.5)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:56.284426,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 64.625)","(4.8, 6.4, 5.75)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 46.5)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:57.656313,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 64.625)","(4.8, 6.2, 5.63076923076923)","(26.0, 150.0, 42.53333333333333)","(16.0, 50.0, 24.28125)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:46:58.883460,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 64.625)","(4.8, 6.0, 5.63076923076923)","(26.0, 150.0, 45.07692307692308)","(16.0, 48.0, 39.8)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:47:00.182671,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 64.25)","(4.8, 6.0, 5.63076923076923)","(26.0, 150.0, 45.07692307692308)","(16.0, 46.0, 39.8)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.6)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:47:01.711389,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 36.01851851851852)","(4.8, 6.0, 5.475)","(26.0, 150.0, 45.07692307692308)","(16.0, 46.0, 39.8)","(4.8, 6.4, 6.025)","(4.8, 8.8, 6.9)","(7.5, 13.5, 13.03076923076923)"
11-01-2023 13:47:03.171620,"(2.45, 2.78, 2.7596296296296297)","(19.0, 80.0, 36.01851851851852)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(16.0, 46.0, 38.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.628571428571428)"
11-01-2023 13:47:04.642376,"(2.45, 2.78, 2.7466666666666666)","(19.0, 70.0, 57.0)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 38.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.628571428571428)"
11-01-2023 13:47:05.960121,"(2.45, 2.78, 2.7466666666666666)","(19.0, 70.0, 57.0)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 38.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.628571428571428)"
11-01-2023 13:47:07.251338,"(2.45, 2.78, 2.7466666666666666)","(19.0, 70.0, 57.0)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 34.33333333333333)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.628571428571428)"
11-01-2023 13:47:08.563613,"(2.45, 2.78, 2.7466666666666666)","(19.0, 70.0, 57.0)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 10.55)"
11-01-2023 13:47:09.903848,"(2.45, 2.78, 2.7466666666666666)","(19.0, 70.0, 24.782608695652172)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.822222222222223)"
11-01-2023 13:47:11.116859,"(2.45, 2.78, 2.7466666666666666)","(19.0, 65.0, 24.130434782608695)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.4)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.822222222222223)"
11-01-2023 13:47:12.382994,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 49.5)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 36.57142857142857)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.822222222222223)"
11-01-2023 13:47:13.689902,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 49.5)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.8)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.822222222222223)"
11-01-2023 13:47:14.942181,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 49.5)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.8)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.822222222222223)"
11-01-2023 13:47:16.200394,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 49.5)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.8)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 12.822222222222223)"
11-01-2023 13:47:17.463484,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 49.5)","(4.8, 6.0, 5.066666666666666)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.8)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.5, 11.879999999999999)"
11-01-2023 13:47:18.751339,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 49.5)","(4.8, 6.0, 5.4222222222222225)","(26.0, 150.0, 44.230769230769226)","(17.0, 44.0, 33.8)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 11.879999999999999)"
11-01-2023 13:47:20.235714,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 49.5)","(4.8, 6.0, 5.4222222222222225)","(26.0, 150.0, 41.42857142857143)","(17.0, 44.0, 33.8)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 11.879999999999999)"
11-01-2023 13:47:21.604904,"(2.45, 2.78, 2.7466666666666666)","(19.0, 60.0, 40.2)","(4.8, 6.0, 5.763636363636364)","(26.0, 140.0, 41.42857142857143)","(17.0, 44.0, 33.8)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 10.84)"
11-01-2023 13:47:22.915777,"(2.45, 2.78, 2.75)","(19.0, 55.0, 40.2)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 41.42857142857143)","(17.0, 44.0, 25.666666666666664)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:24.178676,"(2.45, 2.78, 2.75)","(19.0, 55.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 41.42857142857143)","(17.0, 40.0, 29.25)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:25.452652,"(2.45, 2.78, 2.7184615384615385)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 41.42857142857143)","(17.0, 40.0, 24.363636363636363)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:26.834416,"(2.45, 2.78, 2.752413793103448)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 41.42857142857143)","(17.0, 40.0, 30.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:28.196712,"(2.45, 2.78, 2.752413793103448)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 41.42857142857143)","(17.0, 38.0, 30.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:29.630168,"(2.45, 2.78, 2.752413793103448)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 67.36842105263158)","(17.0, 38.0, 30.2)","(4.8, 6.4, 6.025)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:30.856666,"(2.45, 2.78, 2.752413793103448)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 35.69230769230769)","(17.0, 38.0, 30.2)","(4.8, 6.4, 5.944827586206896)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:32.048142,"(2.45, 2.78, 2.752413793103448)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 35.69230769230769)","(17.0, 38.0, 30.2)","(4.8, 6.4, 6.052631578947369)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:33.282566,"(2.45, 2.78, 2.752413793103448)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 35.69230769230769)","(17.0, 38.0, 30.2)","(4.8, 6.4, 6.052631578947369)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:34.584118,"(2.45, 2.78, 2.7022222222222223)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 35.69230769230769)","(17.0, 38.0, 30.2)","(4.8, 6.4, 6.052631578947369)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:35.951505,"(2.45, 2.78, 2.753076923076923)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 35.69230769230769)","(17.0, 38.0, 30.2)","(4.8, 6.4, 6.052631578947369)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:37.392788,"(2.45, 2.78, 2.753076923076923)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.266666666666667)","(26.0, 140.0, 35.69230769230769)","(17.0, 38.0, 30.2)","(4.8, 6.4, 6.052631578947369)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:39.008466,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.23)","(26.0, 140.0, 33.84615384615385)","(17.0, 38.0, 28.25)","(4.8, 6.4, 6.085714285714286)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:40.425959,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.23)","(26.0, 140.0, 41.42857142857143)","(17.0, 38.0, 28.25)","(4.8, 6.4, 6.085714285714286)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:41.789413,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.0)","(4.8, 6.0, 5.23)","(26.0, 140.0, 41.42857142857143)","(17.0, 38.0, 24.333333333333332)","(4.8, 6.4, 6.085714285714286)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:43.091351,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.125)","(4.8, 6.0, 5.23)","(26.0, 140.0, 41.42857142857143)","(17.0, 36.0, 30.125)","(4.8, 6.4, 6.085714285714286)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:44.525261,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 6.0, 5.23)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 6.085714285714286)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:45.883831,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 6.0, 5.23)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 5.795)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:47.326211,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 6.0, 5.23)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 5.967857142857143)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:48.815346,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 6.0, 5.376470588235295)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 5.967857142857143)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:50.121700,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 5.8, 5.376470588235295)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 5.967857142857143)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.533333333333333)"
11-01-2023 13:47:51.637929,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 5.8, 5.305)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 6.15)","(4.8, 8.4, 6.9)","(7.5, 13.0, 11.514285714285714)"
11-01-2023 13:47:53.078705,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 5.8, 5.305)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 6.15)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.799999999999999)"
11-01-2023 13:47:54.418012,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 5.8, 5.305)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 6.15)","(4.8, 8.4, 6.9)","(7.5, 13.0, 9.799999999999999)"
11-01-2023 13:47:55.797121,"(2.45, 2.78, 2.7558620689655173)","(19.0, 50.0, 42.25)","(4.8, 5.8, 5.305)","(26.0, 140.0, 41.42857142857143)","(17.0, 34.0, 22.076923076923077)","(4.8, 6.4, 6.15)","(4.8, 8.4, 6.9)","(7.5, 13.0, 10.84)"
