,Flat Tyre,Good Boy Lloyd,Canya Whisper,Orara Mullet,Aston Cash,Big Bad Bruce,Mary Now Knows,Annabelle Rocks
16-12-2022 12:06:46.531873,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:47.694032,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:48.907194,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:50.155331,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:51.330338,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:52.522917,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:53.706000,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.757142857142857)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:54.876197,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.78888888888889)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:56.022176,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.805882352941177)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:57.176220,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.805882352941177)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:58.219354,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.805882352941177)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:59.324103,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.766666666666667)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:07:00.298477,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.688235294117647)","(3.4, 3.6, 3.5)"
16-12-2022 12:07:01.340977,"(4.0, 8.4, 8.114285714285714)","(6.0, 6.6, 6.306666666666667)","(4.0, 6.2, 5.364285714285714)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 40.5)","(5.5, 5.9, 5.766666666666667)","(3.4, 3.6, 3.48)"
16-12-2022 12:07:02.486424,"(4.0, 8.4, 8.114285714285714)","(6.0, 6.6, 6.306666666666667)","(4.0, 6.2, 5.364285714285714)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.0)","(5.5, 5.9, 5.688235294117647)","(3.4, 3.6, 3.5)"
16-12-2022 12:07:03.602082,"(4.0, 8.4, 8.114285714285714)","(6.0, 6.6, 6.306666666666667)","(4.0, 6.2, 5.364285714285714)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 40.5)","(5.5, 5.9, 5.766666666666667)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:07:04.759548,"(4.0, 8.4, 8.023529411764706)","(6.0, 6.6, 6.306666666666667)","(4.0, 6.2, 5.364285714285714)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 40.5)","(5.5, 5.9, 5.766666666666667)","(3.4, 3.6, 3.4767857142857146)"
16-12-2022 12:07:06.021499,"(4.0, 8.4, 8.153846153846153)","(6.0, 6.6, 6.1722222222222225)","(4.0, 6.2, 5.364285714285714)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.0)","(5.5, 5.9, 5.688235294117647)","(3.4, 3.6, 3.4954545454545456)"
16-12-2022 12:07:07.255073,"(4.0, 8.4, 8.023529411764706)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.364285714285714)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.0)","(5.5, 5.9, 5.6000000000000005)","(3.4, 3.6, 3.4954545454545456)"
16-12-2022 12:07:08.464844,"(4.0, 8.4, 8.023529411764706)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.364285714285714)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 40.5)","(5.5, 5.9, 5.576470588235295)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:09.698674,"(4.0, 8.4, 8.023529411764706)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.3875)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 478.6363636363637)","(11.0, 44.0, 42.0)","(5.5, 5.9, 5.576470588235295)","(3.4, 3.6, 3.416)"
16-12-2022 12:07:11.041860,"(4.0, 8.4, 8.254545454545454)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.3875)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 478.6363636363637)","(11.0, 44.0, 42.0)","(5.5, 5.9, 5.576470588235295)","(3.4, 3.6, 3.4954545454545456)"
16-12-2022 12:07:12.298956,"(4.0, 8.4, 8.114285714285714)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 478.6363636363637)","(11.0, 44.0, 40.5)","(5.5, 5.9, 5.576470588235295)","(3.4, 3.6, 3.4767857142857146)"
16-12-2022 12:07:13.548420,"(4.0, 8.4, 8.114285714285714)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 478.6363636363637)","(11.0, 44.0, 40.5)","(5.5, 5.9, 5.576470588235295)","(3.4, 3.6, 3.4518518518518517)"
16-12-2022 12:07:14.820615,"(4.0, 8.4, 8.114285714285714)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.0)","(5.5, 5.9, 5.728571428571429)","(3.4, 3.6, 3.416)"
16-12-2022 12:07:16.075115,"(4.0, 8.4, 8.254545454545454)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 40.0)","(5.5, 5.9, 5.855555555555556)","(3.4, 3.6, 3.416)"
16-12-2022 12:07:17.330079,"(4.0, 8.4, 8.114285714285714)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.5)","(5.5, 5.9, 5.855555555555556)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:18.512343,"(4.0, 8.4, 8.023529411764706)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.5)","(5.5, 5.9, 5.666666666666667)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:19.673772,"(4.0, 8.4, 8.023529411764706)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 41.6)","(5.5, 6.0, 5.65)","(3.4, 3.6, 3.416)"
16-12-2022 12:07:20.786998,"(4.0, 8.4, 8.153846153846153)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.5)","(5.5, 6.0, 5.65)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:21.920709,"(4.0, 8.4, 8.023529411764706)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.5)","(5.5, 6.0, 5.65)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:23.240106,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.325)","(4.0, 6.2, 5.271428571428571)","(21.0, 32.0, 26.176470588235293)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 41.6)","(5.5, 6.0, 5.616129032258065)","(3.4, 3.6, 3.416)"
16-12-2022 12:07:24.521020,"(4.0, 8.4, 8.3)","(6.0, 6.6, 6.325)","(4.0, 6.2, 5.260606060606061)","(21.0, 32.0, 25.454545454545453)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 41.6)","(5.5, 6.0, 5.616129032258065)","(3.4, 3.6, 3.416)"
16-12-2022 12:07:25.888266,"(4.0, 8.4, 8.3)","(6.0, 6.6, 6.325)","(4.0, 6.2, 5.36)","(21.0, 32.0, 26.0)","(61.0, 520.0, 368.3333333333333)","(11.0, 44.0, 42.5)","(5.5, 6.0, 5.630769230769231)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:27.271927,"(4.0, 8.4, 8.3)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.32)","(21.0, 30.0, 26.0)","(61.0, 520.0, 371.6666666666667)","(11.0, 44.0, 42.5)","(5.5, 6.0, 5.630769230769231)","(3.4, 3.6, 3.4518518518518517)"
16-12-2022 12:07:28.560630,"(4.0, 8.4, 8.3)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.32)","(21.0, 30.0, 24.68)","(61.0, 520.0, 488.2142857142857)","(11.0, 44.0, 43.111111111111114)","(5.5, 6.0, 5.593548387096774)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:29.951425,"(4.0, 8.4, 8.3)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.666666666666667)","(21.0, 30.0, 24.68)","(61.0, 520.0, 488.2142857142857)","(11.0, 44.0, 43.111111111111114)","(5.5, 6.0, 5.593548387096774)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:31.325156,"(4.0, 8.4, 8.254545454545454)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.578947368421053)","(21.0, 30.0, 25.0)","(61.0, 520.0, 488.2142857142857)","(11.0, 44.0, 43.111111111111114)","(5.5, 6.0, 5.677777777777778)","(3.4, 3.6, 3.475)"
16-12-2022 12:07:32.636417,"(4.0, 8.4, 8.327272727272728)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.578947368421053)","(21.0, 30.0, 25.0)","(61.0, 520.0, 488.2142857142857)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.677777777777778)","(3.4, 3.6, 3.475)"
16-12-2022 12:07:34.063730,"(4.0, 8.4, 8.327272727272728)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.785714285714286)","(21.0, 30.0, 25.0)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.614285714285715)","(3.4, 3.6, 3.4466666666666668)"
16-12-2022 12:07:35.442576,"(4.0, 8.4, 8.327272727272728)","(6.0, 6.6, 6.265217391304348)","(4.0, 6.0, 5.785714285714286)","(21.0, 30.0, 25.0)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.614285714285715)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:36.829347,"(4.0, 8.4, 8.327272727272728)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.578947368421053)","(21.0, 30.0, 25.0)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.677777777777778)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:38.413827,"(4.0, 8.4, 8.35)","(6.0, 6.6, 6.325)","(4.0, 6.0, 5.35)","(21.0, 30.0, 25.0)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.677777777777778)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:39.835603,"(4.0, 8.4, 8.35)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.35)","(21.0, 30.0, 25.25)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.614285714285715)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:41.106409,"(4.0, 8.4, 8.16)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.35)","(21.0, 29.0, 26.272727272727273)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.538095238095238)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:42.342536,"(4.0, 8.4, 8.16)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.35)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.538095238095238)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:43.555421,"(4.0, 8.4, 8.16)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.35)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.111111111111114)","(5.5, 5.9, 5.566666666666666)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:44.755236,"(4.0, 8.4, 8.16)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.35)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.65)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:45.952123,"(4.0, 8.4, 8.16)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.35)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:47.138903,"(4.0, 8.4, 8.16)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 488.2142857142857)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:48.339411,"(4.0, 8.4, 8.16)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.566666666666666)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:49.594715,"(4.0, 8.4, 7.511111111111111)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4787878787878785)"
16-12-2022 12:07:50.905735,"(4.0, 8.4, 7.733333333333333)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:52.215807,"(4.0, 8.4, 7.9)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 396.38888888888886)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.65)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:53.498133,"(4.0, 8.4, 7.9)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 29.0, 23.666666666666668)","(61.0, 520.0, 488.2142857142857)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.65)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:54.829621,"(4.0, 8.4, 7.9)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 29.0, 23.476190476190474)","(61.0, 520.0, 366.42857142857144)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.65)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:56.100634,"(4.0, 8.4, 7.9)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 28.0, 23.476190476190474)","(61.0, 520.0, 366.42857142857144)","(11.0, 44.0, 43.4)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:57.419431,"(4.0, 8.4, 7.9)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 28.0, 23.476190476190474)","(61.0, 520.0, 366.42857142857144)","(11.0, 44.0, 43.714285714285715)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:58.597891,"(4.0, 8.4, 7.9)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.315)","(21.0, 28.0, 23.476190476190474)","(61.0, 520.0, 393.52941176470586)","(11.0, 44.0, 43.714285714285715)","(5.5, 5.9, 5.65)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:07:59.691347,"(4.0, 8.4, 7.9)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.266666666666667)","(21.0, 28.0, 23.58823529411765)","(61.0, 520.0, 393.52941176470586)","(11.0, 44.0, 43.714285714285715)","(5.5, 5.9, 5.65)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:08:00.874953,"(4.0, 8.4, 7.566666666666667)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.266666666666667)","(21.0, 28.0, 23.58823529411765)","(61.0, 520.0, 393.52941176470586)","(11.0, 44.0, 43.714285714285715)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4722222222222223)"
16-12-2022 12:08:01.976046,"(4.0, 8.4, 7.8909090909090915)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.266666666666667)","(21.0, 28.0, 23.555555555555557)","(61.0, 520.0, 393.52941176470586)","(11.0, 44.0, 43.714285714285715)","(5.5, 5.9, 5.718181818181819)","(3.4, 3.6, 3.4787878787878785)"
16-12-2022 12:08:03.104326,"(4.0, 8.4, 7.8909090909090915)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.266666666666667)","(21.0, 28.0, 23.555555555555557)","(61.0, 520.0, 393.52941176470586)","(11.0, 44.0, 43.714285714285715)","(5.5, 5.9, 5.65)","(3.4, 3.6, 3.4787878787878785)"
16-12-2022 12:08:04.302407,"(4.0, 8.4, 7.8909090909090915)","(6.0, 6.6, 6.325)","(4.0, 5.9, 5.266666666666667)","(21.0, 28.0, 24.142857142857142)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.714285714285715)","(5.0, 5.9, 5.718181818181819)","(3.3, 3.6, 3.4787878787878785)"
16-12-2022 12:08:05.475717,"(4.4, 8.2, 7.7555555555555555)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.266666666666667)","(21.0, 27.0, 24.142857142857142)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.714285714285715)","(5.0, 5.9, 5.718181818181819)","(3.3, 3.6, 3.4787878787878785)"
16-12-2022 12:08:06.652718,"(4.4, 8.2, 7.892307692307692)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.266666666666667)","(21.0, 27.0, 23.666666666666668)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.714285714285715)","(5.0, 5.9, 5.65)","(3.3, 3.6, 3.4787878787878785)"
16-12-2022 12:08:07.845166,"(4.4, 8.2, 7.892307692307692)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.266666666666667)","(21.0, 27.0, 23.42105263157895)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.714285714285715)","(5.0, 5.9, 5.718181818181819)","(3.3, 3.6, 3.4787878787878785)"
16-12-2022 12:08:09.050988,"(4.4, 8.2, 7.892307692307692)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.266666666666667)","(21.0, 27.0, 23.42105263157895)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.714285714285715)","(5.0, 5.9, 5.65)","(3.3, 3.6, 3.4787878787878785)"
16-12-2022 12:08:10.283966,"(4.4, 8.2, 7.892307692307692)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.266666666666667)","(21.0, 27.0, 23.42105263157895)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.714285714285715)","(5.0, 5.9, 5.65)","(3.3, 3.6, 3.5)"
16-12-2022 12:08:11.445213,"(4.4, 8.4, 7.800000000000001)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.266666666666667)","(21.0, 27.0, 23.42105263157895)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.77777777777778)","(5.0, 5.9, 5.718181818181819)","(3.3, 3.6, 3.5)"
16-12-2022 12:08:12.694384,"(4.4, 8.4, 7.800000000000001)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.266666666666667)","(21.0, 27.0, 23.42105263157895)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.77777777777778)","(5.0, 5.9, 5.718181818181819)","(3.3, 3.6, 3.5)"
16-12-2022 12:08:13.853171,"(4.4, 8.4, 7.9)","(5.5, 6.6, 6.325)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 393.52941176470586)","(13.0, 44.0, 43.77777777777778)","(5.0, 5.9, 5.65)","(3.3, 3.6, 3.5)"
16-12-2022 12:08:15.048353,"(4.4, 8.4, 7.9)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.77777777777778)","(5.0, 5.9, 5.733333333333333)","(3.3, 3.6, 3.5)"
16-12-2022 12:08:16.267177,"(4.4, 8.4, 7.9)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.733333333333333)","(3.3, 3.6, 3.5)"
16-12-2022 12:08:17.423473,"(4.4, 8.4, 8.08421052631579)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.66)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:18.667122,"(4.4, 8.4, 8.08421052631579)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.807692307692308)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:19.862968,"(4.4, 8.4, 7.9)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.754545454545455)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:21.038233,"(4.4, 8.4, 7.9)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.829411764705883)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:22.202327,"(4.4, 8.4, 8.08421052631579)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.829411764705883)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:23.503555,"(4.4, 8.4, 8.08421052631579)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.754545454545455)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:24.863045,"(4.4, 8.4, 7.9)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.754545454545455)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:26.150169,"(4.4, 8.4, 7.9)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 422.2727272727273)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.829411764705883)","(3.3, 3.6, 3.511111111111111)"
