,Alfano,Lamelo,Sacred Field,Ramones,Arion Story,Cake Baby,Anavinci,Fanagoria,Shes A Bad Girl,Coriolis
08-12-2022 14:39:49.160253,"(31.0, 60.0, 58.958333333333336)","(31.0, 44.0, 43.45454545454545)","(26.0, 55.0, 52.978142076502735)","(1.7, 1.86, 1.8560728424386383)","(71.0, 170.0, 153.33333333333334)","(101.0, 700.0, 635.0)","(3.6, 4.1, 4.071823204419889)","(8.5, 12.5, 12.336363636363636)","(17.0, 28.0, 27.87719298245614)","(19.0, 32.0, 30.562162162162164)"
08-12-2022 14:39:51.160523,"(31.0, 60.0, 58.97959183673469)","(31.0, 44.0, 43.45454545454545)","(26.0, 55.0, 52.58169934640523)","(1.7, 1.86, 1.8560835303388497)","(71.0, 160.0, 155.0)","(101.0, 700.0, 635.0)","(3.6, 4.1, 4.071771217712177)","(8.5, 12.5, 12.336363636363636)","(17.0, 28.0, 27.851063829787233)","(19.0, 32.0, 30.502793296089386)"
08-12-2022 14:39:52.883289,"(31.0, 60.0, 58.97959183673469)","(31.0, 44.0, 43.45454545454545)","(31.0, 55.0, 55.36585365853659)","(1.7, 1.86, 1.8733846153846154)","(71.0, 160.0, 149.41176470588235)","(101.0, 700.0, 635.0)","(3.6, 4.1, 4.031183932346723)","(8.5, 12.5, 12.666666666666666)","(17.0, 28.0, 27.666666666666668)","(19.0, 32.0, 30.3855421686747)"
08-12-2022 14:39:54.704831,"(31.0, 55.0, 51.733333333333334)","(31.0, 44.0, 42.666666666666664)","(31.0, 60.0, 55.10989010989011)","(1.7, 1.88, 1.8783574879227052)","(71.0, 160.0, 148.8)","(101.0, 700.0, 640.0)","(3.6, 4.1, 4.039086294416244)","(8.5, 13.5, 12.6875)","(17.0, 28.0, 27.78787878787879)","(19.0, 32.0, 30.3855421686747)"
08-12-2022 14:39:56.798656,"(31.0, 55.0, 51.04347826086956)","(31.0, 44.0, 42.34285714285714)","(31.0, 60.0, 55.7)","(1.7, 1.88, 1.8777272727272727)","(71.0, 150.0, 148.69565217391303)","(101.0, 700.0, 640.0)","(3.6, 4.1, 3.9765164644714037)","(8.5, 13.0, 12.916666666666666)","(17.0, 28.0, 27.78787878787879)","(19.0, 32.0, 30.376470588235293)"
08-12-2022 14:39:58.706794,"(31.0, 55.0, 52.17391304347826)","(31.0, 44.0, 42.476190476190474)","(31.0, 60.0, 56.766917293233085)","(1.7, 1.88, 1.8746283783783784)","(71.0, 150.0, 142.5)","(101.0, 700.0, 640.0)","(3.6, 4.1, 3.9164285714285714)","(8.5, 13.0, 12.9375)","(17.0, 28.0, 27.608695652173914)","(19.0, 32.0, 30.455555555555556)"
08-12-2022 14:40:00.329930,"(31.0, 55.0, 52.17391304347826)","(31.0, 44.0, 42.577777777777776)","(31.0, 60.0, 56.81481481481482)","(1.7, 1.88, 1.8840437158469945)","(81.0, 150.0, 147.09677419354838)","(101.0, 700.0, 804.6153846153845)","(3.6, 3.95, 3.835483870967742)","(10.0, 13.0, 12.947368421052632)","(17.0, 28.0, 28.076923076923077)","(21.0, 32.0, 30.513368983957218)"
08-12-2022 14:40:01.890114,"(31.0, 55.0, 52.30769230769231)","(31.0, 44.0, 42.59090909090909)","(31.0, 60.0, 56.44970414201183)","(1.7, 1.9, 1.8837358490566036)","(81.0, 150.0, 141.71428571428572)","(101.0, 830.0, 727.1428571428571)","(3.6, 3.85, 3.847826086956522)","(10.0, 13.0, 12.70183486238532)","(17.0, 29.0, 27.426966292134832)","(21.0, 32.0, 30.513368983957218)"
08-12-2022 14:40:03.485897,"(31.0, 55.0, 52.30769230769231)","(31.0, 44.0, 42.59090909090909)","(31.0, 60.0, 56.44970414201183)","(1.7, 1.91, 1.9153819444444444)","(81.0, 160.0, 141.29032258064515)","(101.0, 890.0, 763.3333333333334)","(3.6, 3.85, 3.9296153846153845)","(10.0, 13.5, 12.256756756756756)","(17.0, 29.0, 28.17910447761194)","(21.0, 32.0, 30.746268656716417)"
08-12-2022 14:40:05.069952,"(31.0, 60.0, 50.32258064516129)","(31.0, 44.0, 43.125)","(31.0, 60.0, 56.266666666666666)","(1.7, 1.92, 1.9169601100412654)","(81.0, 160.0, 150.9090909090909)","(101.0, 890.0, 763.3333333333334)","(3.6, 3.95, 3.932903225806452)","(10.0, 12.5, 12.241379310344827)","(17.0, 29.0, 28.225352112676056)","(21.0, 32.0, 30.663265306122447)"
08-12-2022 14:40:06.711268,"(31.0, 60.0, 50.32786885245902)","(31.0, 44.0, 43.095238095238095)","(31.0, 60.0, 56.266666666666666)","(1.7, 1.92, 1.9223684210526315)","(81.0, 160.0, 141.66666666666666)","(101.0, 890.0, 782.0)","(3.6, 3.95, 3.9172881355932203)","(10.0, 12.5, 12.449685534591195)","(17.0, 29.0, 28.140625)","(21.0, 32.0, 30.6282722513089)"
08-12-2022 14:40:08.325712,"(41.0, 55.0, 48.08860759493671)","(31.0, 44.0, 42.91428571428571)","(31.0, 60.0, 58.161764705882355)","(1.7, 1.93, 1.927433628318584)","(81.0, 160.0, 141.66666666666666)","(101.0, 850.0, 782.0)","(3.6, 3.95, 3.9172881355932203)","(10.0, 12.5, 12.44375)","(17.0, 29.0, 28.06779661016949)","(21.0, 32.0, 30.6282722513089)"
08-12-2022 14:40:09.918536,"(41.0, 55.0, 48.7)","(31.0, 44.0, 43.18181818181818)","(31.0, 60.0, 58.125)","(1.7, 1.93, 1.928242424242424)","(81.0, 160.0, 145.71428571428572)","(101.0, 850.0, 782.0)","(3.6, 3.95, 3.877797833935018)","(9.0, 12.5, 12.791907514450866)","(18.0, 29.0, 27.319148936170212)","(20.0, 32.0, 30.560439560439562)"
08-12-2022 14:40:11.632510,"(41.0, 55.0, 47.333333333333336)","(31.0, 44.0, 43.3)","(31.0, 60.0, 54.55)","(1.7, 1.93, 1.927734375)","(81.0, 160.0, 146.36363636363637)","(101.0, 850.0, 782.0)","(3.6, 3.95, 3.884782608695652)","(9.0, 13.0, 12.430817610062894)","(18.0, 28.0, 27.288888888888888)","(20.0, 32.0, 30.56353591160221)"
08-12-2022 14:40:13.291135,"(31.0, 50.0, 47.333333333333336)","(31.0, 44.0, 43.3)","(31.0, 55.0, 54.24107142857143)","(1.7, 1.93, 1.9335714285714285)","(81.0, 160.0, 146.36363636363637)","(101.0, 850.0, 765.0)","(3.6, 3.9, 3.881707317073171)","(9.0, 12.5, 12.43125)","(18.0, 28.0, 27.2)","(20.0, 32.0, 30.56353591160221)"
08-12-2022 14:40:15.011497,"(31.0, 50.0, 47.333333333333336)","(31.0, 44.0, 43.3)","(31.0, 55.0, 53.671875)","(1.7, 1.94, 1.9396666666666667)","(81.0, 160.0, 146.36363636363637)","(101.0, 850.0, 701.9230769230769)","(3.6, 3.9, 3.881012658227848)","(9.0, 12.5, 12.332402234636872)","(18.0, 28.0, 27.0)","(20.0, 32.0, 30.56353591160221)"
08-12-2022 14:40:16.862784,"(31.0, 50.0, 47.333333333333336)","(31.0, 44.0, 43.06666666666667)","(31.0, 55.0, 53.671875)","(1.7, 1.94, 1.9375)","(81.0, 160.0, 150.0)","(101.0, 850.0, 667.3913043478261)","(3.6, 3.9, 3.869387755102041)","(10.0, 12.5, 12.332402234636872)","(18.0, 28.0, 27.0)","(20.0, 32.0, 30.56353591160221)"
08-12-2022 14:40:18.693334,"(31.0, 50.0, 49.166666666666664)","(31.0, 44.0, 43.44)","(31.0, 55.0, 53.85245901639344)","(1.7, 1.94, 1.918235294117647)","(81.0, 160.0, 151.66666666666666)","(101.0, 850.0, 667.3913043478261)","(3.6, 3.9, 3.878260869565217)","(10.0, 12.5, 12.159090909090908)","(18.0, 28.0, 27.272727272727273)","(20.0, 32.0, 30.645833333333332)"
08-12-2022 14:40:20.398645,"(31.0, 55.0, 49.166666666666664)","(31.0, 44.0, 43.44)","(31.0, 55.0, 53.94230769230769)","(1.7, 1.93, 1.9250434782608694)","(81.0, 160.0, 156.66666666666666)","(101.0, 850.0, 495.55555555555554)","(3.6, 3.9, 3.882758620689655)","(10.0, 12.5, 12.266666666666667)","(17.0, 28.0, 27.0)","(20.0, 32.0, 30.645833333333332)"
08-12-2022 14:40:22.027684,"(31.0, 55.0, 50.22727272727273)","(31.0, 44.0, 43.666666666666664)","(31.0, 55.0, 54.03508771929825)","(1.7, 1.93, 1.9250434782608694)","(81.0, 160.0, 156.66666666666666)","(101.0, 500.0, 495.88235294117646)","(3.6, 3.9, 3.882758620689655)","(10.0, 12.5, 12.266666666666667)","(17.0, 28.0, 27.0)","(20.0, 32.0, 30.645833333333332)"
08-12-2022 14:40:23.641465,"(31.0, 55.0, 50.22727272727273)","(31.0, 44.0, 43.2)","(31.0, 55.0, 53.47222222222222)","(1.7, 1.93, 1.9249999999999998)","(81.0, 160.0, 147.5)","(101.0, 500.0, 495.88235294117646)","(3.6, 3.9, 3.8773333333333335)","(10.0, 12.5, 12.332402234636872)","(18.0, 28.0, 27.238095238095237)","(21.0, 32.0, 30.645833333333332)"
08-12-2022 14:40:25.763982,"(31.0, 55.0, 51.08)","(31.0, 44.0, 42.72727272727273)","(31.0, 55.0, 53.225806451612904)","(1.7, 1.93, 1.9065555555555556)","(81.0, 160.0, 147.5)","(101.0, 500.0, 495.88235294117646)","(3.6, 3.9, 3.879142857142857)","(10.0, 12.5, 11.997041420118343)","(18.0, 28.0, 27.11111111111111)","(21.0, 32.0, 30.645833333333332)"
08-12-2022 14:40:27.574523,"(31.0, 55.0, 51.37037037037037)","(31.0, 44.0, 42.833333333333336)","(31.0, 55.0, 53.793103448275865)","(1.7, 1.91, 1.9081086519114687)","(91.0, 160.0, 145.71428571428572)","(101.0, 500.0, 648.8888888888889)","(3.6, 3.9, 3.8851626016260163)","(10.0, 12.0, 12.129032258064516)","(18.0, 28.0, 27.291666666666668)","(21.0, 32.0, 30.68421052631579)"
08-12-2022 14:40:29.254286,"(31.0, 55.0, 51.37037037037037)","(31.0, 44.0, 43.3)","(41.0, 55.0, 54.23076923076923)","(1.7, 1.91, 1.924256926952141)","(91.0, 160.0, 151.66666666666666)","(101.0, 660.0, 648.8888888888889)","(3.6, 3.9, 3.8772549019607845)","(10.0, 12.5, 12.288461538461538)","(18.0, 28.0, 27.26086956521739)","(21.0, 32.0, 30.70646766169154)"
08-12-2022 14:40:31.071652,"(31.0, 55.0, 50.88235294117647)","(31.0, 44.0, 42.44444444444444)","(41.0, 55.0, 54.23076923076923)","(1.7, 1.93, 1.9219693094629156)","(91.0, 160.0, 151.66666666666666)","(101.0, 660.0, 621.5)","(3.6, 3.9, 3.875213675213675)","(10.0, 12.5, 12.288461538461538)","(18.0, 28.0, 27.26086956521739)","(21.0, 32.0, 30.70646766169154)"
08-12-2022 14:40:32.809961,"(31.0, 55.0, 51.81818181818182)","(31.0, 44.0, 42.34782608695652)","(41.0, 55.0, 54.354838709677416)","(1.7, 1.94, 1.9250402144772116)","(81.0, 160.0, 138.57142857142858)","(101.0, 650.0, 621.5)","(3.6, 3.9, 3.834375)","(10.0, 12.5, 12.385964912280702)","(18.0, 28.0, 27.46875)","(21.0, 32.0, 30.7192118226601)"
08-12-2022 14:40:34.550312,"(31.0, 55.0, 51.81818181818182)","(31.0, 44.0, 42.27272727272727)","(41.0, 55.0, 54.354838709677416)","(1.7, 1.94, 1.9351181102362205)","(81.0, 160.0, 155.23809523809524)","(101.0, 650.0, 620.5555555555555)","(3.6, 3.85, 3.8278280542986427)","(10.0, 12.5, 12.385964912280702)","(18.0, 28.0, 27.46875)","(21.0, 32.0, 30.7192118226601)"
08-12-2022 14:40:36.245891,"(31.0, 55.0, 51.81818181818182)","(31.0, 44.0, 42.27272727272727)","(41.0, 55.0, 54.354838709677416)","(1.7, 1.94, 1.9334736842105262)","(81.0, 160.0, 150.0)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.85, 3.81340206185567)","(10.0, 12.5, 12.44)","(18.0, 28.0, 27.306122448979593)","(21.0, 32.0, 30.074074074074073)"
08-12-2022 14:40:37.935007,"(31.0, 55.0, 51.23076923076923)","(31.0, 44.0, 42.34782608695652)","(41.0, 55.0, 53.44444444444444)","(1.7, 1.94, 1.9338461538461538)","(81.0, 160.0, 145.71428571428572)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.85, 3.816190476190476)","(10.0, 12.5, 12.44)","(18.0, 28.0, 27.125)","(21.0, 32.0, 29.719298245614034)"
08-12-2022 14:40:39.524354,"(41.0, 55.0, 49.166666666666664)","(31.0, 44.0, 42.34782608695652)","(41.0, 55.0, 53.0)","(1.7, 1.94, 1.9369642857142857)","(81.0, 160.0, 144.6153846153846)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.85, 3.802631578947368)","(10.0, 12.5, 12.44)","(18.0, 28.0, 27.066666666666666)","(21.0, 32.0, 29.364864864864863)"
08-12-2022 14:40:41.062207,"(41.0, 55.0, 47.5)","(31.0, 44.0, 42.48)","(41.0, 55.0, 53.0)","(1.7, 1.94, 1.9395419847328244)","(81.0, 160.0, 136.0)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.85, 3.7987084870848706)","(10.0, 12.5, 12.736263736263737)","(18.0, 28.0, 27.22222222222222)","(21.0, 32.0, 29.692307692307693)"
08-12-2022 14:40:42.548272,"(41.0, 55.0, 47.5)","(31.0, 44.0, 42.48)","(41.0, 55.0, 53.0)","(1.7, 1.94, 1.9430232558139535)","(81.0, 160.0, 136.0)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.8, 3.795238095238095)","(10.0, 13.0, 12.76923076923077)","(18.0, 28.0, 27.22222222222222)","(21.0, 32.0, 29.5625)"
08-12-2022 14:40:44.064066,"(41.0, 55.0, 45.17857142857143)","(31.0, 44.0, 42.333333333333336)","(41.0, 55.0, 51.0)","(1.7, 1.95, 1.941153846153846)","(81.0, 160.0, 136.0)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.8, 3.792032967032967)","(10.0, 13.0, 12.76923076923077)","(18.0, 28.0, 27.22222222222222)","(21.0, 32.0, 29.272727272727273)"
08-12-2022 14:40:45.603922,"(41.0, 55.0, 47.567567567567565)","(31.0, 44.0, 42.333333333333336)","(41.0, 55.0, 53.13333333333333)","(1.7, 1.95, 1.9450359712230216)","(81.0, 160.0, 136.0)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.8, 3.790880503144654)","(10.0, 13.0, 12.380952380952381)","(18.0, 28.0, 27.22222222222222)","(21.0, 32.0, 29.214285714285715)"
08-12-2022 14:40:47.026444,"(31.0, 55.0, 47.567567567567565)","(31.0, 44.0, 42.18181818181818)","(31.0, 55.0, 51.0)","(1.7, 1.95, 1.948311345646438)","(81.0, 160.0, 140.0)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.8, 3.7855978260869563)","(10.0, 12.5, 12.387640449438202)","(18.0, 28.0, 27.243243243243242)","(21.0, 32.0, 29.13235294117647)"
08-12-2022 14:40:48.462446,"(31.0, 55.0, 47.567567567567565)","(31.0, 44.0, 42.18181818181818)","(31.0, 55.0, 51.0)","(1.7, 1.95, 1.9589473684210525)","(81.0, 160.0, 140.0)","(101.0, 630.0, 620.5555555555555)","(3.6, 3.8, 3.78489932885906)","(10.0, 12.5, 12.387640449438202)","(18.0, 28.0, 27.243243243243242)","(21.0, 32.0, 29.11111111111111)"
08-12-2022 14:40:49.948171,"(31.0, 55.0, 47.567567567567565)","(31.0, 44.0, 42.18181818181818)","(31.0, 55.0, 51.0)","(1.7, 1.96, 1.9679445727482678)","(81.0, 160.0, 140.0)","(101.0, 630.0, 620.5555555555555)","(3.5, 3.8, 3.7829545454545452)","(10.0, 12.5, 12.387640449438202)","(18.0, 28.0, 27.333333333333332)","(21.0, 32.0, 29.08955223880597)"
08-12-2022 14:40:51.504818,"(31.0, 55.0, 45.833333333333336)","(31.0, 44.0, 41.925925925925924)","(31.0, 55.0, 51.0)","(1.7, 1.97, 1.969872842870118)","(81.0, 160.0, 140.0)","(101.0, 630.0, 620.5555555555555)","(3.5, 3.8, 3.7804347826086957)","(10.0, 12.5, 12.350746268656717)","(18.0, 28.0, 27.333333333333332)","(21.0, 32.0, 29.08955223880597)"
08-12-2022 14:40:53.018192,"(31.0, 55.0, 45.833333333333336)","(31.0, 42.0, 41.793103448275865)","(31.0, 55.0, 50.333333333333336)","(1.7, 1.97, 1.9698692810457517)","(81.0, 160.0, 117.6470588235294)","(101.0, 630.0, 620.5555555555555)","(3.5, 3.8, 3.7804347826086957)","(10.0, 12.5, 12.350746268656717)","(18.0, 28.0, 27.243243243243242)","(21.0, 32.0, 29.08955223880597)"
08-12-2022 14:40:54.424810,"(31.0, 55.0, 45.833333333333336)","(31.0, 42.0, 41.793103448275865)","(31.0, 55.0, 50.333333333333336)","(1.7, 1.97, 1.969868297271872)","(81.0, 120.0, 117.5)","(101.0, 630.0, 619.375)","(3.5, 3.8, 3.8385245901639347)","(10.0, 12.5, 12.379032258064516)","(18.0, 28.0, 27.18840579710145)","(21.0, 32.0, 29.08955223880597)"
08-12-2022 14:40:55.803760,"(31.0, 55.0, 45.833333333333336)","(31.0, 42.0, 41.793103448275865)","(31.0, 55.0, 50.333333333333336)","(1.7, 1.97, 1.969868297271872)","(81.0, 120.0, 117.5)","(101.0, 630.0, 598.6666666666666)","(3.5, 3.85, 3.8385245901639347)","(10.0, 12.5, 12.379032258064516)","(18.0, 28.0, 27.18840579710145)","(21.0, 32.0, 28.486486486486488)"
08-12-2022 14:40:57.101122,"(31.0, 55.0, 45.833333333333336)","(31.0, 42.0, 41.793103448275865)","(31.0, 55.0, 50.333333333333336)","(1.7, 1.97, 1.9698368298368298)","(81.0, 120.0, 117.5)","(101.0, 620.0, 598.6666666666666)","(3.5, 3.85, 3.811111111111111)","(10.0, 12.5, 12.368421052631579)","(18.0, 28.0, 27.16417910447761)","(21.0, 32.0, 28.090225563909776)"
08-12-2022 14:40:58.522568,"(31.0, 55.0, 45.1)","(31.0, 42.0, 41.793103448275865)","(31.0, 55.0, 50.333333333333336)","(1.7, 1.97, 1.9706896551724138)","(81.0, 120.0, 113.84615384615384)","(101.0, 620.0, 598.6666666666666)","(3.5, 3.85, 3.7810810810810813)","(10.0, 12.5, 12.368421052631579)","(18.0, 28.0, 27.211267605633804)","(21.0, 32.0, 27.323741007194243)"
08-12-2022 14:40:59.814787,"(31.0, 55.0, 45.1)","(31.0, 42.0, 41.793103448275865)","(31.0, 55.0, 53.526315789473685)","(1.7, 1.98, 1.9711956521739131)","(81.0, 120.0, 111.11111111111111)","(101.0, 620.0, 605.4545454545455)","(3.5, 3.85, 3.786781609195402)","(10.0, 12.5, 12.368421052631579)","(18.0, 28.0, 27.211267605633804)","(21.0, 32.0, 28.4)"
08-12-2022 14:41:01.140758,"(31.0, 55.0, 45.1)","(31.0, 42.0, 41.81818181818182)","(31.0, 55.0, 52.142857142857146)","(1.7, 1.98, 1.9765342163355408)","(81.0, 120.0, 113.33333333333333)","(101.0, 620.0, 605.4545454545455)","(3.5, 3.8, 3.7888888888888888)","(10.0, 12.5, 11.992248062015504)","(18.0, 28.0, 27.232876712328768)","(21.0, 30.0, 27.5625)"
08-12-2022 14:41:02.529874,"(31.0, 55.0, 45.660377358490564)","(31.0, 42.0, 41.833333333333336)","(31.0, 55.0, 53.0)","(1.7, 1.98, 1.9770817120622568)","(81.0, 120.0, 114.28571428571429)","(101.0, 620.0, 604.0)","(3.5, 3.85, 3.7978102189781024)","(10.0, 12.0, 11.99125)","(18.0, 28.0, 27.28205128205128)","(21.0, 30.0, 28.227272727272727)"
08-12-2022 14:41:03.808503,"(31.0, 55.0, 46.160714285714285)","(31.0, 42.0, 41.833333333333336)","(31.0, 55.0, 53.0)","(1.7, 1.98, 1.9784276729559749)","(81.0, 120.0, 114.28571428571429)","(101.0, 620.0, 622.0)","(3.5, 3.85, 3.7976190476190474)","(10.0, 12.0, 12.442446043165468)","(18.0, 28.0, 27.28205128205128)","(21.0, 30.0, 28.375)"
08-12-2022 14:41:05.078694,"(31.0, 55.0, 46.75)","(31.0, 42.0, 41.833333333333336)","(31.0, 55.0, 53.0)","(1.7, 1.98, 1.9791749174917492)","(81.0, 120.0, 114.28571428571429)","(101.0, 640.0, 622.0)","(3.5, 3.85, 3.7976190476190474)","(10.0, 12.5, 11.978102189781023)","(18.0, 28.0, 27.28205128205128)","(21.0, 30.0, 28.375)"
08-12-2022 14:41:06.346555,"(31.0, 55.0, 46.75)","(31.0, 42.0, 41.833333333333336)","(31.0, 55.0, 53.0)","(1.7, 1.98, 1.9792268041237113)","(81.0, 120.0, 112.0)","(101.0, 640.0, 622.0)","(3.5, 3.85, 3.7976190476190474)","(10.0, 12.0, 11.978102189781023)","(18.0, 28.0, 27.28205128205128)","(21.0, 30.0, 28.375)"
08-12-2022 14:41:07.694816,"(31.0, 55.0, 46.75)","(31.0, 42.0, 41.833333333333336)","(31.0, 55.0, 53.0)","(1.7, 1.98, 1.9796316359696642)","(81.0, 120.0, 112.0)","(101.0, 640.0, 622.0)","(3.5, 3.85, 3.775130890052356)","(10.0, 12.0, 11.978260869565217)","(18.0, 28.0, 27.28205128205128)","(21.0, 30.0, 28.514285714285712)"
08-12-2022 14:41:09.060166,"(31.0, 55.0, 46.75)","(31.0, 42.0, 41.833333333333336)","(31.0, 55.0, 53.0)","(1.7, 1.98, 1.9815981198589894)","(81.0, 120.0, 113.33333333333333)","(101.0, 640.0, 622.0)","(3.5, 3.85, 3.7908653846153846)","(10.0, 12.0, 11.97887323943662)","(18.0, 28.0, 27.363636363636363)","(21.0, 30.0, 28.470588235294116)"
08-12-2022 14:41:10.512806,"(31.0, 55.0, 47.142857142857146)","(31.0, 42.0, 41.85)","(31.0, 55.0, 53.18181818181818)","(1.75, 2.0, 1.9817857142857143)","(81.0, 120.0, 113.33333333333333)","(101.0, 640.0, 622.0)","(3.5, 3.8, 3.788990825688073)","(10.0, 12.0, 11.967073170731707)","(18.0, 28.0, 27.325301204819276)","(20.0, 30.0, 28.571428571428573)"
08-12-2022 14:41:11.930461,"(31.0, 55.0, 46.8421052631579)","(31.0, 42.0, 41.85)","(31.0, 55.0, 53.18181818181818)","(1.75, 2.0, 1.990841121495327)","(81.0, 120.0, 113.33333333333333)","(101.0, 640.0, 622.0)","(3.5, 3.8, 3.791358024691358)","(10.0, 12.0, 11.967073170731707)","(18.0, 28.0, 27.170212765957448)","(20.0, 30.0, 28.571428571428573)"
08-12-2022 14:41:13.365842,"(31.0, 50.0, 46.57142857142857)","(31.0, 42.0, 41.85)","(41.0, 55.0, 52.69230769230769)","(1.75, 2.0, 1.979351620947631)","(81.0, 120.0, 111.66666666666667)","(101.0, 640.0, 622.0)","(3.5, 3.8, 3.798623853211009)","(10.0, 12.0, 11.96830985915493)","(18.0, 28.0, 27.170212765957448)","(20.0, 30.0, 28.571428571428573)"
08-12-2022 14:41:14.729835,"(31.0, 50.0, 46.57142857142857)","(31.0, 42.0, 41.869565217391305)","(41.0, 55.0, 53.84615384615385)","(1.75, 2.0, 1.9641071428571428)","(81.0, 120.0, 112.85714285714286)","(101.0, 640.0, 622.8571428571429)","(3.5, 3.8, 3.7990963855421684)","(10.0, 12.0, 11.986046511627906)","(18.0, 28.0, 27.133333333333333)","(20.0, 30.0, 28.88888888888889)"
08-12-2022 14:41:16.107894,"(31.0, 50.0, 46.52173913043478)","(31.0, 42.0, 41.869565217391305)","(41.0, 55.0, 54.0)","(1.75, 1.97, 1.976583850931677)","(81.0, 120.0, 113.75)","(101.0, 640.0, 606.8181818181818)","(3.5, 3.8, 3.848728813559322)","(10.0, 12.0, 12.447483588621445)","(18.0, 28.0, 27.170212765957448)","(20.0, 30.0, 28.94736842105263)"
08-12-2022 14:41:17.539643,"(31.0, 50.0, 47.03703703703704)","(31.0, 42.0, 41.88)","(41.0, 55.0, 54.0)","(1.75, 1.99, 1.9780662983425414)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.85, 3.848529411764706)","(10.0, 12.5, 12.447483588621445)","(18.0, 28.0, 27.170212765957448)","(20.0, 30.0, 28.231884057971016)"
08-12-2022 14:41:18.904888,"(31.0, 50.0, 47.03703703703704)","(31.0, 42.0, 41.535714285714285)","(41.0, 55.0, 54.0)","(1.75, 1.99, 1.9781412639405205)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.85, 3.838546255506608)","(10.0, 12.5, 12.447483588621445)","(18.0, 28.0, 27.170212765957448)","(20.0, 32.0, 28.51006711409396)"
08-12-2022 14:41:20.332726,"(31.0, 50.0, 47.03703703703704)","(31.0, 42.0, 41.535714285714285)","(41.0, 55.0, 54.0)","(1.75, 2.0, 1.9820408163265306)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.85, 3.817752808988764)","(10.0, 12.5, 12.447483588621445)","(18.0, 28.0, 27.170212765957448)","(20.0, 32.0, 28.413793103448278)"
08-12-2022 14:41:21.814941,"(31.0, 50.0, 47.03703703703704)","(31.0, 42.0, 41.490196078431374)","(41.0, 55.0, 54.0)","(1.75, 2.0, 1.9900845070422535)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.9, 3.8124223602484473)","(10.0, 12.5, 12.447483588621445)","(18.0, 28.0, 27.1875)","(20.0, 32.0, 28.176470588235293)"
08-12-2022 14:41:23.256482,"(31.0, 50.0, 47.03703703703704)","(31.0, 42.0, 43.29824561403509)","(41.0, 55.0, 54.0)","(1.75, 2.0, 1.9770434782608695)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.9, 3.8300796812749005)","(10.0, 12.5, 12.447483588621445)","(18.0, 28.0, 27.1875)","(20.0, 32.0, 28.176470588235293)"
08-12-2022 14:41:24.741859,"(31.0, 50.0, 47.03703703703704)","(31.0, 44.0, 43.29824561403509)","(41.0, 55.0, 54.0)","(1.75, 2.0, 1.9726424870466321)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.85, 3.7996296296296297)","(10.0, 12.5, 12.447483588621445)","(18.0, 28.0, 27.1875)","(20.0, 32.0, 28.571428571428573)"
08-12-2022 14:41:26.206334,"(31.0, 50.0, 47.03703703703704)","(31.0, 44.0, 43.29824561403509)","(41.0, 55.0, 54.0)","(1.75, 2.0, 1.9702259887005649)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.85, 3.7996296296296297)","(10.0, 12.5, 12.285714285714286)","(18.0, 28.0, 27.1875)","(20.0, 30.0, 29.032258064516128)"
08-12-2022 14:41:27.736665,"(31.0, 50.0, 47.03703703703704)","(31.0, 44.0, 43.29824561403509)","(41.0, 55.0, 54.0)","(1.75, 1.98, 1.9756626506024095)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.85, 3.794864864864865)","(10.0, 12.5, 12.35576923076923)","(18.0, 28.0, 27.1875)","(20.0, 30.0, 29.032258064516128)"
08-12-2022 14:41:29.187508,"(31.0, 50.0, 47.03703703703704)","(31.0, 44.0, 43.29824561403509)","(41.0, 55.0, 54.0)","(1.75, 1.98, 1.9776377952755906)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.85, 3.797428571428571)","(10.0, 12.5, 12.375)","(18.0, 28.0, 27.1875)","(20.0, 30.0, 29.032258064516128)"
08-12-2022 14:41:30.688703,"(31.0, 50.0, 47.03703703703704)","(31.0, 44.0, 43.29824561403509)","(41.0, 55.0, 54.0)","(1.75, 1.98, 1.9791253644314868)","(81.0, 120.0, 113.75)","(101.0, 630.0, 606.8181818181818)","(3.5, 3.8, 3.796456692913386)","(10.0, 12.5, 12.418478260869565)","(18.0, 28.0, 27.1875)","(20.0, 30.0, 29.032258064516128)"
