,Cause Havoc,Sir Diamond,Chase Me Chopper,Double Buck,Off Beat
06-01-2023 11:22:22.859092,"(2.45, 4.0, 3.4837499999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.8925)","(26.0, 70.0, 66.11538461538461)","(4.4, 7.0, 6.25)"
06-01-2023 11:22:23.698539,"(2.45, 4.0, 3.4837499999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.001428571428572)","(26.0, 70.0, 66.11538461538461)","(4.4, 7.0, 6.25)"
06-01-2023 11:22:24.510957,"(2.45, 4.0, 3.4837499999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.001428571428572)","(26.0, 70.0, 66.11538461538461)","(4.4, 7.0, 6.25)"
06-01-2023 11:22:25.417282,"(2.45, 4.0, 3.4837499999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.001428571428572)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.25)"
06-01-2023 11:22:26.291480,"(2.45, 4.0, 3.4837499999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.45, 2.912702702702703)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.0)"
06-01-2023 11:22:27.142566,"(2.45, 4.0, 3.3233333333333333)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.45, 2.8645454545454543)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.0)"
06-01-2023 11:22:28.064333,"(2.45, 4.0, 3.4924999999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.45, 2.9278378378378376)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.285714285714286)"
06-01-2023 11:22:28.957254,"(2.45, 4.0, 3.4924999999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.4, 2.9815384615384612)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.285714285714286)"
06-01-2023 11:22:29.762578,"(2.45, 4.0, 3.4924999999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.4, 2.9815384615384612)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.285714285714286)"
06-01-2023 11:22:30.609741,"(2.45, 4.0, 3.4924999999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.4, 2.9815384615384612)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.285714285714286)"
06-01-2023 11:22:31.538918,"(2.45, 4.0, 3.4924999999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.4, 2.9815384615384612)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.285714285714286)"
06-01-2023 11:22:32.388089,"(2.45, 4.0, 3.4924999999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.4, 2.9815384615384612)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.285714285714286)"
06-01-2023 11:22:33.180892,"(2.45, 4.0, 3.4924999999999997)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.4, 2.9815384615384612)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.285714285714286)"
06-01-2023 11:22:34.066476,"(2.45, 4.0, 3.335)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.8690625)","(26.0, 70.0, 30.0)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:34.905902,"(2.45, 4.0, 3.5012499999999998)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.0030434782608695)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:35.813274,"(2.45, 4.0, 3.5012499999999998)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.0030434782608695)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:36.735706,"(2.45, 4.0, 3.5012499999999998)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.0030434782608695)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:37.616087,"(2.45, 4.0, 3.5012499999999998)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.0030434782608695)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:38.465545,"(2.45, 4.0, 3.5012499999999998)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.0030434782608695)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:39.302092,"(2.45, 4.0, 3.5012499999999998)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.0030434782608695)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:40.177310,"(2.45, 4.0, 3.5012499999999998)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.0030434782608695)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 5.944444444444445)"
06-01-2023 11:22:41.039102,"(2.45, 4.0, 3.2745454545454544)","(6.0, 9.8, 9.266666666666667)","(2.5, 3.35, 2.9066666666666667)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.321428571428571)"
06-01-2023 11:22:41.897417,"(2.45, 4.0, 3.51)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.015217391304348)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.357142857142858)"
06-01-2023 11:22:42.774564,"(2.45, 4.0, 3.51)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.015217391304348)","(26.0, 70.0, 36.66666666666667)","(4.4, 7.0, 6.314285714285714)"
06-01-2023 11:22:43.657084,"(2.45, 4.0, 3.51)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.015217391304348)","(26.0, 70.0, 36.66666666666667)","(4.4, 6.8, 5.676923076923076)"
06-01-2023 11:22:44.450176,"(2.45, 4.0, 3.51)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.015217391304348)","(26.0, 70.0, 36.66666666666667)","(4.4, 6.6, 5.676923076923076)"
06-01-2023 11:22:45.281126,"(2.45, 3.95, 3.620769230769231)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.015217391304348)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.676923076923076)"
06-01-2023 11:22:46.200339,"(2.45, 3.95, 3.620769230769231)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 3.015217391304348)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.676923076923076)"
06-01-2023 11:22:47.110334,"(2.45, 3.95, 3.620769230769231)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.8951923076923074)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.933333333333333)"
06-01-2023 11:22:47.981352,"(2.45, 3.95, 3.415)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.8468085106382977)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.977777777777778)"
06-01-2023 11:22:48.803198,"(2.45, 3.95, 3.626923076923077)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.9489189189189187)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.977777777777778)"
06-01-2023 11:22:49.667206,"(2.45, 3.95, 3.626923076923077)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.9117307692307692)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.977777777777778)"
06-01-2023 11:22:50.514420,"(2.45, 3.95, 3.626923076923077)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.9117307692307692)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.977777777777778)"
06-01-2023 11:22:51.419883,"(2.45, 3.95, 3.626923076923077)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.9117307692307692)","(26.0, 70.0, 30.0)","(4.4, 6.6, 5.676923076923076)"
06-01-2023 11:22:52.360549,"(2.45, 3.95, 3.626923076923077)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.9489189189189187)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:53.245134,"(2.45, 3.95, 3.626923076923077)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.9489189189189187)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:54.129076,"(2.45, 3.95, 3.626923076923077)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.9489189189189187)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:54.962825,"(2.45, 3.95, 3.425)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.88625)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:55.859549,"(2.45, 3.95, 3.6330769230769233)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.964054054054054)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:56.723460,"(2.45, 3.95, 3.6330769230769233)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.964054054054054)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:57.605472,"(2.45, 3.95, 3.6330769230769233)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.964054054054054)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:58.444682,"(2.45, 3.95, 3.6330769230769233)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.964054054054054)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:22:59.369678,"(2.45, 3.95, 3.6330769230769233)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.964054054054054)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.7384615384615385)"
06-01-2023 11:23:00.239720,"(2.45, 3.95, 3.6330769230769233)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.964054054054054)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.7384615384615385)"
06-01-2023 11:23:01.185734,"(2.45, 3.95, 3.6330769230769233)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.964054054054054)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.355555555555556)"
06-01-2023 11:23:02.092173,"(2.45, 3.95, 3.435)","(6.0, 9.8, 9.266666666666667)","(2.5, 3.35, 2.90375)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.355555555555556)"
06-01-2023 11:23:02.951861,"(2.45, 3.95, 3.6392307692307693)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.979189189189189)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.355555555555556)"
06-01-2023 11:23:03.852747,"(2.45, 3.95, 3.6392307692307693)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.979189189189189)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.355555555555556)"
06-01-2023 11:23:04.681374,"(2.45, 3.95, 3.6392307692307693)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.979189189189189)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.355555555555556)"
06-01-2023 11:23:05.673270,"(2.45, 3.95, 3.6392307692307693)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.979189189189189)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.533333333333333)"
06-01-2023 11:23:06.568584,"(2.45, 3.95, 3.6392307692307693)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.979189189189189)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.533333333333333)"
06-01-2023 11:23:07.416209,"(2.45, 3.95, 3.6392307692307693)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.979189189189189)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.533333333333333)"
06-01-2023 11:23:08.283206,"(2.45, 3.95, 3.6392307692307693)","(6.0, 9.6, 8.987096774193548)","(2.5, 3.35, 2.979189189189189)","(26.0, 70.0, 46.470588235294116)","(4.4, 6.6, 5.85)"
06-01-2023 11:23:09.214029,"(2.45, 3.95, 3.4450000000000003)","(6.0, 9.6, 6.6000000000000005)","(2.5, 3.35, 2.9212499999999997)","(26.0, 70.0, 53.333333333333336)","(4.4, 6.6, 5.48)"
06-01-2023 11:23:10.085677,"(2.45, 3.95, 3.7025)","(6.0, 9.4, 7.275)","(2.5, 3.35, 2.9943243243243245)","(26.0, 70.0, 28.53846153846154)","(4.4, 6.6, 5.48)"
06-01-2023 11:23:10.902923,"(2.45, 3.95, 3.7025)","(6.0, 9.4, 7.2125)","(2.5, 3.35, 2.9943243243243245)","(26.0, 70.0, 28.53846153846154)","(4.4, 6.6, 5.48)"
06-01-2023 11:23:11.734951,"(2.45, 3.95, 3.7025)","(6.0, 9.4, 7.2125)","(2.5, 3.35, 2.9943243243243245)","(26.0, 70.0, 28.53846153846154)","(4.4, 6.6, 5.48)"
06-01-2023 11:23:12.520721,"(2.45, 3.95, 3.7025)","(6.0, 9.4, 6.176315789473684)","(2.5, 3.35, 2.9943243243243245)","(26.0, 70.0, 49.269230769230774)","(4.4, 6.6, 5.273684210526316)"
06-01-2023 11:23:13.338648,"(2.45, 3.95, 3.7025)","(6.0, 9.2, 6.890000000000001)","(2.5, 3.35, 2.9943243243243245)","(26.0, 70.0, 49.269230769230774)","(4.4, 6.2, 5.711111111111111)"
06-01-2023 11:23:14.483061,"(2.45, 3.95, 3.7025)","(6.0, 9.2, 6.130232558139535)","(2.5, 3.35, 2.9943243243243245)","(26.0, 70.0, 49.269230769230774)","(4.4, 6.2, 5.5)"
06-01-2023 11:23:15.354347,"(2.45, 3.95, 3.7025)","(6.0, 9.2, 6.130232558139535)","(2.5, 3.35, 2.9943243243243245)","(26.0, 70.0, 49.269230769230774)","(4.4, 6.2, 5.5)"
06-01-2023 11:23:16.182259,"(2.45, 3.95, 3.59)","(6.0, 9.2, 6.130232558139535)","(2.5, 3.35, 2.9387499999999998)","(26.0, 70.0, 49.269230769230774)","(4.4, 6.2, 5.666666666666667)"
06-01-2023 11:23:17.167043,"(2.45, 3.95, 3.407142857142857)","(6.0, 9.0, 7.0625)","(2.5, 3.35, 3.0094594594594595)","(26.0, 70.0, 49.269230769230774)","(4.4, 6.2, 5.666666666666667)"
06-01-2023 11:23:18.241993,"(2.45, 3.95, 3.5700000000000003)","(6.0, 9.0, 6.158333333333333)","(2.5, 3.35, 3.0094594594594595)","(26.0, 70.0, 49.269230769230774)","(4.4, 6.2, 5.666666666666667)"
06-01-2023 11:23:19.276718,"(2.45, 3.95, 3.5700000000000003)","(6.0, 9.0, 6.158333333333333)","(2.5, 3.35, 3.0094594594594595)","(26.0, 70.0, 56.525000000000006)","(4.4, 6.2, 5.666666666666667)"
06-01-2023 11:23:20.215079,"(2.45, 3.95, 3.5700000000000003)","(6.0, 9.0, 6.158333333333333)","(2.5, 3.35, 3.0094594594594595)","(26.0, 70.0, 56.525000000000006)","(4.4, 6.2, 5.666666666666667)"
06-01-2023 11:23:21.083305,"(2.45, 3.95, 3.5700000000000003)","(6.0, 9.0, 6.158333333333333)","(2.5, 3.35, 3.0094594594594595)","(26.0, 70.0, 56.525000000000006)","(4.4, 6.2, 5.538461538461538)"
06-01-2023 11:23:22.047476,"(2.45, 3.95, 3.5700000000000003)","(6.0, 9.0, 6.158333333333333)","(2.5, 3.35, 3.0094594594594595)","(26.0, 70.0, 29.384615384615387)","(4.4, 6.4, 5.6)"
06-01-2023 11:23:22.837920,"(2.45, 3.95, 3.5700000000000003)","(6.0, 8.8, 6.7700000000000005)","(2.5, 3.35, 3.0094594594594595)","(26.0, 70.0, 29.384615384615387)","(4.4, 6.4, 5.6)"
06-01-2023 11:23:23.806681,"(2.45, 3.95, 3.725)","(6.0, 8.6, 6.9125)","(2.5, 3.35, 3.0245945945945945)","(26.0, 70.0, 30.23076923076923)","(4.4, 6.4, 5.711111111111111)"
06-01-2023 11:23:24.738737,"(2.45, 3.95, 3.725)","(6.0, 8.6, 6.575)","(2.5, 3.35, 3.0245945945945945)","(26.0, 70.0, 30.23076923076923)","(4.4, 6.2, 5.711111111111111)"
06-01-2023 11:23:25.579349,"(2.45, 4.1, 3.7499999999999996)","(6.0, 8.6, 6.575)","(2.5, 3.35, 3.0245945945945945)","(26.0, 70.0, 30.23076923076923)","(4.4, 6.2, 5.711111111111111)"
06-01-2023 11:23:26.406487,"(2.45, 4.1, 3.7499999999999996)","(6.0, 8.6, 6.575)","(2.5, 3.35, 3.0245945945945945)","(26.0, 70.0, 30.23076923076923)","(4.4, 6.2, 5.711111111111111)"
06-01-2023 11:23:27.272890,"(2.45, 4.0, 3.7625)","(6.0, 8.6, 6.237500000000001)","(2.5, 3.35, 3.0245945945945945)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.711111111111111)"
06-01-2023 11:23:28.078542,"(2.45, 4.0, 3.7625)","(6.0, 8.6, 6.237500000000001)","(2.5, 3.35, 3.0245945945945945)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.711111111111111)"
06-01-2023 11:23:28.917238,"(2.45, 4.0, 3.7625)","(6.0, 8.6, 6.237500000000001)","(2.5, 3.35, 3.0245945945945945)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.690909090909091)"
06-01-2023 11:23:29.779853,"(2.45, 4.0, 3.6545454545454543)","(6.0, 8.4, 7.15)","(2.5, 3.3, 3.11)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.622222222222223)"
06-01-2023 11:23:30.641643,"(2.45, 4.0, 3.723076923076923)","(6.0, 8.2, 6.475)","(2.5, 3.3, 3.0784615384615384)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.622222222222223)"
06-01-2023 11:23:31.501802,"(2.45, 4.2, 3.8062500000000004)","(6.0, 8.0, 6.472727272727273)","(2.5, 3.3, 3.0784615384615384)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.622222222222223)"
06-01-2023 11:23:32.402565,"(2.45, 4.2, 3.8062500000000004)","(6.0, 8.0, 6.25)","(2.5, 3.3, 3.0784615384615384)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.622222222222223)"
06-01-2023 11:23:33.244167,"(2.45, 4.2, 3.8062500000000004)","(6.0, 8.0, 6.25)","(2.5, 3.3, 3.0784615384615384)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.622222222222223)"
06-01-2023 11:23:34.084277,"(2.45, 4.2, 3.8062500000000004)","(6.0, 8.0, 6.25)","(2.5, 3.3, 3.0784615384615384)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.622222222222223)"
06-01-2023 11:23:35.157742,"(2.45, 4.2, 3.8062500000000004)","(6.0, 8.0, 6.25)","(2.5, 3.3, 3.0784615384615384)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.266666666666667)"
06-01-2023 11:23:36.120054,"(2.45, 4.2, 3.8062500000000004)","(6.0, 8.0, 6.25)","(2.5, 3.3, 3.0784615384615384)","(26.0, 70.0, 46.5)","(4.4, 6.2, 5.189473684210527)"
06-01-2023 11:23:37.049653,"(2.45, 4.3, 3.9714285714285715)","(6.0, 8.0, 6.25)","(2.5, 3.3, 3.0066666666666664)","(26.0, 70.0, 46.5)","(4.4, 6.0, 5.189473684210527)"
06-01-2023 11:23:38.267887,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.8, 6.375)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 6.0, 5.052777777777778)"
06-01-2023 11:23:39.251568,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.8, 6.375)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 6.0, 5.052777777777778)"
06-01-2023 11:23:40.163879,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.8, 6.375)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 6.0, 5.163157894736843)"
06-01-2023 11:23:41.123920,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.8, 6.375)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.9, 5.163157894736843)"
06-01-2023 11:23:42.041582,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.8, 6.375)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.9, 4.8354838709677415)"
06-01-2023 11:23:43.056652,"(2.45, 4.5, 4.275)","(6.0, 7.8, 6.375)","(2.5, 3.3, 2.98)","(26.0, 70.0, 46.5)","(4.4, 5.9, 5.4)"
06-01-2023 11:23:44.004580,"(2.45, 4.4, 4.042857142857143)","(6.0, 7.8, 6.714285714285714)","(2.5, 3.3, 2.98)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.246153846153846)"
06-01-2023 11:23:44.947010,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.6, 6.363636363636364)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:45.867554,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.6, 6.363636363636364)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:46.785081,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.6, 6.363636363636364)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:47.738439,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.6, 6.363636363636364)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:48.624430,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.6, 6.363636363636364)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:49.495014,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.6, 6.363636363636364)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:50.454698,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.6, 6.363636363636364)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:51.458171,"(2.45, 4.4, 3.8444444444444446)","(6.0, 7.4, 6.4625)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:52.433862,"(2.45, 4.4, 3.9312500000000004)","(6.0, 7.4, 7.087804878048781)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:53.337803,"(2.45, 4.3, 3.5607142857142855)","(6.0, 7.4, 7.087804878048781)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:54.321154,"(2.45, 4.3, 3.5607142857142855)","(6.0, 7.4, 7.087804878048781)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:55.235327,"(2.45, 4.3, 3.5607142857142855)","(6.0, 7.4, 7.087804878048781)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:56.128500,"(2.45, 4.3, 3.5607142857142855)","(6.0, 7.4, 7.087804878048781)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:56.976351,"(2.45, 4.3, 3.5607142857142855)","(6.0, 7.4, 7.087804878048781)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:57.906503,"(2.45, 4.3, 3.5607142857142855)","(6.0, 7.4, 7.2666666666666675)","(2.5, 3.3, 2.98)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:58.817727,"(2.45, 4.3, 3.75)","(6.0, 7.2, 6.926829268292683)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:23:59.703356,"(2.45, 4.3, 3.625)","(6.0, 7.2, 6.926829268292683)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:00.593829,"(2.45, 4.3, 3.3529411764705883)","(6.0, 7.2, 6.926829268292683)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:01.457552,"(2.45, 4.2, 3.36875)","(6.0, 7.2, 6.926829268292683)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:02.392194,"(2.45, 4.2, 3.3404761904761906)","(6.0, 7.2, 6.926829268292683)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:03.340069,"(2.45, 4.2, 3.3404761904761906)","(6.0, 7.2, 6.926829268292683)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 4.939130434782609)"
06-01-2023 11:24:04.223368,"(2.45, 4.2, 3.396153846153846)","(6.0, 7.2, 6.926829268292683)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 4.843478260869565)"
06-01-2023 11:24:05.112194,"(2.45, 4.2, 3.6789473684210527)","(6.0, 7.0, 6.79)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:06.120619,"(2.45, 4.2, 3.6789473684210527)","(6.0, 7.0, 6.79)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:07.100665,"(2.45, 4.2, 3.6789473684210527)","(6.0, 7.0, 6.79)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:07.920216,"(2.45, 4.2, 3.6789473684210527)","(6.0, 7.0, 6.79)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:08.778688,"(2.45, 4.2, 3.6789473684210527)","(6.0, 7.0, 6.79)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:09.695209,"(2.45, 4.2, 3.6789473684210527)","(6.0, 7.0, 6.79)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
06-01-2023 11:24:10.592128,"(2.45, 4.2, 3.6789473684210527)","(6.0, 7.0, 6.79)","(2.5, 3.3, 3.0169230769230766)","(26.0, 70.0, 46.5)","(4.4, 5.8, 5.066666666666667)"
