,Heavenly Sign,Wotnow Swanee,Nor Westa,Standandeliver,Sport Cadet,Colby Nz,Im Boo Nz,Thundamental
05-01-2023 17:15:08.743192,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 14.5, 12.15)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:09.900670,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.6, 13.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:11.095218,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 14.5, 12.266666666666666)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:12.233120,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 14.5, 9.575000000000001)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:13.451088,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.8, 9.575000000000001)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:14.667683,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.8, 9.440000000000001)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:15.965116,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.8, 9.440000000000001)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:17.156708,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.8, 9.440000000000001)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:18.375515,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.8, 9.440000000000001)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:19.608634,"(1.3, 1.57, 1.54)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.8, 9.440000000000001)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:20.794495,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.8, 9.066666666666666)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:21.922639,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.6, 9.066666666666666)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:23.154391,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.6, 8.933333333333334)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:24.297189,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.4, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:25.409551,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:26.509330,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:27.647818,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:28.827500,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:29.974674,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:31.213819,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:32.422302,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:33.679209,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:34.856476,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:36.044162,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 18.666666666666668)","(6.0, 9.2, 8.738461538461538)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:37.273356,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.2, 8.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:38.464800,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.2, 8.5)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:39.750331,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.0, 8.225)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:40.931356,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.6, 8.225)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:42.112227,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.6, 8.1)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:43.318450,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.6, 8.453658536585365)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:44.509241,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.6, 8.453658536585365)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:45.684413,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.6, 8.046153846153846)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:46.842007,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.6, 8.177777777777777)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:48.049987,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.4, 8.177777777777777)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:49.284998,"(1.3, 1.57, 1.552857142857143)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.4, 8.177777777777777)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:50.512103,"(1.3, 1.57, 1.5516666666666667)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.4, 8.275)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:51.775895,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.0, 8.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:52.997503,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.0, 8.65)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:54.258517,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.0, 8.805405405405406)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:55.569449,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.0, 8.4)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:56.830382,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.8, 8.952)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:58.153987,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.0, 8.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:15:59.450355,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.0, 8.795348837209303)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:00.758884,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 8.8, 9.186666666666666)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:02.029768,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.2, 9.186666666666666)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:03.303321,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.2, 9.1875)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:04.558711,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.2, 9.370588235294118)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:05.777207,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.4, 8.854545454545454)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:06.998973,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.4, 8.971428571428572)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:08.180745,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.4, 9.271794871794873)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:09.430031,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 15.833333333333334)","(6.0, 9.4, 9.271794871794873)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 20.0)"
05-01-2023 17:16:10.541194,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 21.25)","(6.0, 9.4, 8.775)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 25.6)"
05-01-2023 17:16:11.644119,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 80.57142857142857)","(11.0, 30.0, 21.25)","(6.0, 9.4, 8.775)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 28.142857142857142)"
05-01-2023 17:16:12.733823,"(1.3, 1.57, 1.5590000000000002)","(21.0, 48.0, 23.833333333333332)","(41.0, 100.0, 77.0)","(11.0, 30.0, 24.285714285714285)","(6.0, 9.4, 8.775)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 34.0, 26.714285714285715)"
05-01-2023 17:16:13.945701,"(1.3, 1.57, 1.5590000000000002)","(21.0, 46.0, 27.333333333333336)","(41.0, 95.0, 77.0)","(11.0, 29.0, 24.285714285714285)","(6.0, 9.4, 8.775)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 32.0, 26.714285714285715)"
05-01-2023 17:16:15.166406,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 95.0, 73.42857142857143)","(11.0, 29.0, 21.11111111111111)","(6.0, 9.4, 8.566666666666666)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 32.0, 25.285714285714285)"
05-01-2023 17:16:16.340464,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.74)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:17.529451,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.74)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:18.612316,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.74)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:19.743142,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.74)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:20.866621,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.74)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:22.066369,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.842857142857142)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:23.433224,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.2, 8.842857142857142)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:24.667571,"(1.3, 1.57, 1.5590000000000002)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.2, 8.636363636363637)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:25.896040,"(1.3, 1.57, 1.5686274509803921)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.0, 8.971428571428572)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:27.188139,"(1.3, 1.57, 1.56)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.83529411764706)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:28.442021,"(1.3, 1.57, 1.564)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.854545454545454)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:29.779854,"(1.3, 1.57, 1.564)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.9)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:31.042465,"(1.3, 1.57, 1.564)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 8.741176470588236)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:32.414549,"(1.3, 1.57, 1.564)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 9.194871794871796)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:33.718390,"(1.3, 1.57, 1.564)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 9.271794871794873)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:35.097954,"(1.3, 1.57, 1.564)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 16.0)","(6.0, 9.4, 9.271794871794873)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:36.421148,"(1.3, 1.57, 1.564)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 9.271794871794873)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:37.707733,"(1.3, 1.57, 1.565)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:38.957391,"(1.3, 1.57, 1.565)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:40.215574,"(1.3, 1.57, 1.565)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:41.551765,"(1.3, 1.57, 1.565)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:42.809236,"(1.3, 1.57, 1.565)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:44.025252,"(1.3, 1.57, 1.565)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:45.219161,"(1.3, 1.57, 1.5691666666666668)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:46.457056,"(1.3, 1.57, 1.5691071428571428)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:47.621939,"(1.3, 1.57, 1.5691071428571428)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.82857142857143)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:48.776522,"(1.3, 1.57, 1.5691071428571428)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.777777777777777)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:49.891575,"(1.3, 1.57, 1.56)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.777777777777777)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:51.077320,"(1.3, 1.57, 1.55)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 18.0)","(6.0, 9.4, 8.777777777777777)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 19.333333333333332)"
05-01-2023 17:16:52.264620,"(1.3, 1.72, 1.7166101694915255)","(21.0, 44.0, 27.333333333333336)","(41.0, 90.0, 73.42857142857143)","(11.0, 28.0, 17.666666666666668)","(6.0, 9.4, 8.723076923076922)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 16.666666666666668)"
05-01-2023 17:16:53.414497,"(1.3, 1.72, 1.7033333333333334)","(21.0, 44.0, 23.166666666666668)","(41.0, 90.0, 73.42857142857143)","(11.0, 27.0, 15.8)","(6.0, 9.4, 8.723076923076922)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 16.285714285714285)"
