,Arctic Rocket,Devilicious,Flying Dubawi,Gold Counter,Sunday Bell,Dastani,Dubai Bound,Hubie Dubie,Lanks,Pleasing Surprise,State Capital,Creedemption,Craigs My Boy,Elite Choice
12-01-2023 12:52:44.488652,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.3, 5.083720930232558)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:46.019826,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.3, 5.09)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:47.634620,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.3, 5.09)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:49.205621,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.3, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:50.777742,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:52.322233,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:53.827623,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:55.315956,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:56.905505,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 14.636363636363637)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 110.0)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:58.369712,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 15.0, 13.875)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 110.0)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:52:59.881590,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 15.0, 13.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 110.0)","(14.0, 23.0, 22.076923076923077)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:01.424188,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.5)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 110.0)","(14.0, 23.0, 22.076923076923077)","(41.0, 200.0, 110.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:03.067833,"(41.0, 200.0, 156.66666666666669)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 73.33333333333333)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.875)","(21.0, 110.0, 64.66666666666667)","(4.0, 5.2, 5.16)","(18.0, 70.0, 62.5)","(61.0, 200.0, 110.0)","(14.0, 23.0, 19.0)","(41.0, 200.0, 110.0)","(91.0, 200.0, 121.25)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:04.649019,"(41.0, 200.0, 146.42857142857144)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 67.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.0)","(21.0, 110.0, 61.33333333333333)","(4.0, 5.2, 5.16)","(18.0, 70.0, 59.0)","(61.0, 200.0, 155.0)","(14.0, 23.0, 21.875)","(41.0, 200.0, 149.375)","(91.0, 200.0, 121.25)","(101.0, 220.0, 140.0)"
12-01-2023 12:53:06.225066,"(41.0, 200.0, 146.42857142857144)","(1.85, 2.08, 2.013333333333333)","(31.0, 120.0, 67.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.0)","(21.0, 100.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 60.57142857142857)","(61.0, 200.0, 155.0)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 149.375)","(91.0, 200.0, 121.25)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:07.711190,"(41.0, 200.0, 146.42857142857144)","(1.85, 2.08, 2.0375862068965516)","(31.0, 120.0, 67.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.0)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 60.57142857142857)","(61.0, 200.0, 155.0)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 149.375)","(91.0, 200.0, 121.25)","(101.0, 220.0, 140.0)"
12-01-2023 12:53:09.265775,"(41.0, 200.0, 106.25)","(1.85, 2.06, 2.0375862068965516)","(31.0, 120.0, 67.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.0)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 60.57142857142857)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 149.375)","(91.0, 200.0, 121.25)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:10.794212,"(41.0, 200.0, 106.25)","(1.85, 2.06, 1.9763157894736842)","(31.0, 120.0, 87.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.0)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 60.57142857142857)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 178.68421052631578)","(91.0, 200.0, 121.25)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:12.338816,"(41.0, 200.0, 106.25)","(1.85, 2.04, 1.9763157894736842)","(31.0, 120.0, 87.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.25)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 60.57142857142857)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 122.0)","(91.0, 200.0, 121.25)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:13.820391,"(41.0, 200.0, 106.25)","(1.85, 2.04, 1.9763157894736842)","(31.0, 120.0, 87.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.25)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 48.5)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 122.0)","(91.0, 200.0, 177.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:15.363842,"(41.0, 200.0, 106.25)","(1.85, 2.04, 1.9795)","(31.0, 120.0, 87.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.25)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 59.25)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 122.0)","(91.0, 200.0, 125.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:16.910149,"(41.0, 200.0, 106.25)","(1.85, 2.04, 1.9763157894736842)","(31.0, 120.0, 87.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.25)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.16)","(18.0, 70.0, 59.25)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 122.0)","(91.0, 200.0, 125.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:18.469919,"(41.0, 200.0, 106.25)","(1.85, 2.04, 1.974)","(31.0, 120.0, 87.5)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.25)","(21.0, 95.0, 56.75)","(4.0, 5.2, 5.36923076923077)","(18.0, 70.0, 59.25)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.05263157894737)","(41.0, 200.0, 122.0)","(91.0, 200.0, 133.33333333333334)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:20.038144,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 1.9933333333333334)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.25)","(21.0, 95.0, 56.75)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.18181818181818)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 22.333333333333332)","(41.0, 200.0, 135.0)","(91.0, 200.0, 133.33333333333334)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:21.633166,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 2.01)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.25)","(21.0, 95.0, 56.75)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.18181818181818)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 22.333333333333332)","(41.0, 200.0, 135.0)","(91.0, 200.0, 133.33333333333334)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:23.235528,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 2.01)","(31.0, 120.0, 90.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 13.15)","(21.0, 95.0, 56.75)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.18181818181818)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 20.25)","(41.0, 200.0, 135.0)","(91.0, 200.0, 133.33333333333334)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:24.815215,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 2.02)","(31.0, 120.0, 90.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.5, 12.846153846153847)","(21.0, 95.0, 56.75)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.18181818181818)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 20.25)","(41.0, 200.0, 135.0)","(91.0, 200.0, 133.33333333333334)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:26.301498,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 2.02)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.928571428571429)","(21.0, 95.0, 56.75)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 150.0)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:27.816627,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 1.998888888888889)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.928571428571429)","(21.0, 95.0, 70.5)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:29.430958,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 2.0141666666666667)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.928571428571429)","(21.0, 150.0, 72.66666666666667)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 140.0)"
12-01-2023 12:53:30.980650,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 2.0141666666666667)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.928571428571429)","(21.0, 130.0, 72.66666666666667)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 161.42857142857142)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 140.0)"
12-01-2023 12:53:32.506404,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.06, 2.02875)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.928571428571429)","(21.0, 130.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 146.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 140.0)"
12-01-2023 12:53:34.095424,"(41.0, 200.0, 116.66666666666666)","(1.85, 2.04, 2.02875)","(31.0, 120.0, 90.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.75)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 106.66666666666666)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:35.681042,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0175)","(31.0, 120.0, 113.63636363636363)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.5, 12.428571428571429)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:37.408071,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0300000000000002)","(31.0, 120.0, 113.63636363636363)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.5, 12.975)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:38.959455,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0300000000000002)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.5, 12.704545454545455)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:40.588458,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0300000000000002)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.5, 12.764705882352942)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:42.119892,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0300000000000002)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.671052631578947)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:43.701304,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0300000000000002)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.695121951219512)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 137.5)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:45.264356,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.03125)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.695121951219512)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 144.44444444444446)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:46.967075,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.03125)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.642857142857142)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.36923076923077)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 144.44444444444446)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:48.609205,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.03125)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.642857142857142)","(21.0, 120.0, 63.0)","(4.0, 5.4, 5.356521739130435)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 144.0)","(14.0, 23.0, 20.25)","(41.0, 200.0, 140.9090909090909)","(91.0, 200.0, 144.44444444444446)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:50.272914,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.03125)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.642857142857142)","(21.0, 120.0, 99.0)","(4.0, 5.4, 5.195454545454545)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 200.0, 136.0)","(91.0, 200.0, 144.44444444444446)","(101.0, 220.0, 160.0)"
12-01-2023 12:53:51.963715,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.03125)","(31.0, 120.0, 94.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.642857142857142)","(21.0, 110.0, 88.66666666666666)","(4.0, 5.4, 5.306976744186047)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 180.0, 124.54545454545455)","(91.0, 200.0, 144.44444444444446)","(101.0, 220.0, 201.53846153846155)"
12-01-2023 12:53:53.729895,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0325)","(31.0, 120.0, 90.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.642857142857142)","(21.0, 110.0, 79.0)","(4.0, 5.4, 4.9)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 170.0, 124.54545454545455)","(91.0, 200.0, 144.44444444444446)","(101.0, 220.0, 200.0)"
12-01-2023 12:53:55.557310,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0325)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 12.642857142857142)","(21.0, 110.0, 94.5)","(4.0, 5.4, 5.075)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 170.0, 124.54545454545455)","(91.0, 200.0, 144.44444444444446)","(101.0, 220.0, 128.33333333333334)"
12-01-2023 12:53:57.413618,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0325)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 13.0, 11.272727272727273)","(21.0, 110.0, 80.0)","(4.0, 5.3, 5.085714285714285)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 170.0, 124.54545454545455)","(91.0, 200.0, 144.44444444444446)","(101.0, 200.0, 125.0)"
12-01-2023 12:53:59.294777,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.0325)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 12.5, 11.272727272727273)","(21.0, 110.0, 92.85714285714286)","(4.0, 5.2, 5.085714285714285)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 170.0, 124.54545454545455)","(91.0, 200.0, 144.44444444444446)","(101.0, 190.0, 160.0)"
12-01-2023 12:54:00.982888,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.025)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 12.5, 11.272727272727273)","(21.0, 110.0, 92.85714285714286)","(4.0, 5.2, 4.9875)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 170.0, 124.54545454545455)","(91.0, 200.0, 144.44444444444446)","(101.0, 190.0, 184.0)"
12-01-2023 12:54:02.695276,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.025)","(31.0, 120.0, 100.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 12.5, 11.272727272727273)","(21.0, 110.0, 92.85714285714286)","(4.0, 5.1, 4.9875)","(18.0, 70.0, 62.833333333333336)","(61.0, 200.0, 153.33333333333331)","(14.0, 23.0, 20.25)","(41.0, 170.0, 124.54545454545455)","(91.0, 200.0, 144.44444444444446)","(101.0, 190.0, 184.0)"
12-01-2023 12:54:04.295591,"(41.0, 200.0, 148.0)","(1.85, 2.04, 2.025)","(31.0, 120.0, 87.0)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 12.5, 11.272727272727273)","(21.0, 110.0, 77.0)","(4.0, 5.1, 5.085714285714285)","(18.0, 70.0, 52.0)","(61.0, 200.0, 119.0)","(14.0, 23.0, 21.35)","(41.0, 170.0, 98.75)","(91.0, 200.0, 125.0)","(101.0, 190.0, 150.0)"
12-01-2023 12:54:06.020093,"(41.0, 200.0, 146.42857142857144)","(1.85, 2.04, 2.025)","(31.0, 120.0, 99.375)","(10.0, 13.0, 12.25)","(101.0, 220.0, 212.0)","(10.0, 12.5, 11.272727272727273)","(21.0, 110.0, 89.375)","(4.0, 5.2, 4.844117647058823)","(18.0, 70.0, 60.30769230769231)","(61.0, 200.0, 149.375)","(14.0, 23.0, 22.175)","(41.0, 170.0, 113.0)","(91.0, 200.0, 125.0)","(101.0, 190.0, 150.0)"
