,Sir Jujon,Pom Pay,Badboybeau Nz,Ellen Shannon,Promising,Don Arthur,Leah Shannon,Bettor Keppel,Major Holiday Nz,Alta Billy
07-12-2022 18:43:48.015363,"(26.0, 190.0, 76.5)","(51.0, 190.0, 163.75)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.6038709677419356)","(14.0, 19.0, 17.785714285714285)","(91.0, 250.0, 170.0)","(41.0, 100.0, 91.11111111111111)","(41.0, 99999, 99990)","(12.0, 24.0, 20.6)"
07-12-2022 18:43:49.925766,"(26.0, 180.0, 84.66666666666666)","(51.0, 190.0, 282.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.62, 2.6038709677419356)","(14.0, 19.5, 18.4)","(91.0, 240.0, 150.0)","(41.0, 100.0, 94.16666666666666)","(41.0, 99999, 99990)","(12.0, 24.0, 19.2)"
07-12-2022 18:43:51.678660,"(26.0, 170.0, 84.66666666666666)","(51.0, 410.0, 195.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.62, 2.595806451612903)","(14.0, 19.0, 18.4)","(91.0, 250.0, 143.33333333333334)","(41.0, 100.0, 92.27272727272727)","(41.0, 99999, 99990)","(12.0, 24.0, 19.2)"
07-12-2022 18:43:53.503671,"(26.0, 170.0, 108.0)","(51.0, 370.0, 187.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.62, 2.814)","(14.0, 19.0, 18.4)","(91.0, 230.0, 143.33333333333334)","(41.0, 95.0, 91.42857142857143)","(41.0, 99999, 99990)","(12.0, 24.0, 19.636363636363637)"
07-12-2022 18:43:55.200511,"(26.0, 240.0, 73.33333333333333)","(51.0, 350.0, 173.33333333333334)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.882222222222222)","(14.0, 19.0, 18.4)","(91.0, 230.0, 143.33333333333334)","(41.0, 100.0, 91.42857142857143)","(41.0, 99999, 99990)","(12.0, 24.0, 21.0)"
07-12-2022 18:43:57.066696,"(26.0, 230.0, 84.0)","(51.0, 340.0, 222.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.8133333333333335)","(14.0, 19.0, 17.785714285714285)","(91.0, 230.0, 143.33333333333334)","(41.0, 100.0, 91.42857142857143)","(41.0, 99999, 99990)","(12.0, 21.0, 17.785714285714285)"
07-12-2022 18:43:58.846322,"(26.0, 210.0, 84.0)","(51.0, 310.0, 195.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.8133333333333335)","(14.0, 19.5, 17.785714285714285)","(91.0, 230.0, 143.33333333333334)","(41.0, 100.0, 91.42857142857143)","(41.0, 99999, 99990)","(12.0, 26.0, 22.833333333333332)"
07-12-2022 18:44:00.446707,"(26.0, 210.0, 84.0)","(51.0, 300.0, 175.71428571428572)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.8133333333333335)","(14.0, 19.5, 17.785714285714285)","(91.0, 230.0, 143.33333333333334)","(41.0, 100.0, 91.42857142857143)","(41.0, 99999, 99990)","(12.0, 26.0, 20.041666666666668)"
07-12-2022 18:44:02.048423,"(26.0, 210.0, 154.0)","(51.0, 290.0, 204.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.8133333333333335)","(14.0, 19.5, 17.785714285714285)","(91.0, 230.0, 128.1818181818182)","(41.0, 100.0, 91.42857142857143)","(41.0, 99999, 99990)","(12.0, 25.0, 20.363636363636363)"
07-12-2022 18:44:03.785843,"(26.0, 210.0, 178.36363636363637)","(51.0, 280.0, 198.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.8133333333333335)","(14.0, 19.5, 18.142857142857142)","(91.0, 410.0, 193.33333333333331)","(41.0, 100.0, 91.42857142857143)","(41.0, 99999, 99990)","(12.0, 25.0, 20.041666666666668)"
07-12-2022 18:44:05.481127,"(26.0, 210.0, 178.36363636363637)","(51.0, 270.0, 153.75)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.8133333333333335)","(14.0, 19.0, 18.142857142857142)","(91.0, 380.0, 186.66666666666669)","(41.0, 100.0, 88.0)","(41.0, 99999, 99990)","(12.0, 25.0, 21.916666666666664)"
07-12-2022 18:44:07.087112,"(26.0, 210.0, 178.36363636363637)","(51.0, 260.0, 180.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.736)","(14.0, 19.0, 17.785714285714285)","(91.0, 360.0, 143.33333333333334)","(41.0, 100.0, 88.0)","(41.0, 99999, 99990)","(12.0, 21.0, 20.357142857142858)"
07-12-2022 18:44:08.779475,"(26.0, 210.0, 178.36363636363637)","(51.0, 240.0, 174.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.736)","(14.0, 19.5, 17.785714285714285)","(91.0, 360.0, 180.0)","(41.0, 100.0, 88.0)","(41.0, 99999, 99990)","(12.0, 23.0, 22.07142857142857)"
07-12-2022 18:44:10.306161,"(26.0, 210.0, 178.36363636363637)","(51.0, 230.0, 174.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.736)","(14.0, 19.5, 17.785714285714285)","(91.0, 340.0, 180.0)","(41.0, 100.0, 88.0)","(41.0, 99999, 99990)","(12.0, 28.0, 20.333333333333332)"
07-12-2022 18:44:11.825350,"(26.0, 210.0, 178.36363636363637)","(51.0, 230.0, 174.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.8266666666666667)","(14.0, 19.5, 18.142857142857142)","(91.0, 340.0, 170.0)","(41.0, 100.0, 88.0)","(41.0, 99999, 99990)","(12.0, 28.0, 21.25)"
07-12-2022 18:44:13.355349,"(26.0, 210.0, 178.36363636363637)","(51.0, 230.0, 174.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.8266666666666667)","(14.0, 19.0, 18.142857142857142)","(91.0, 310.0, 166.66666666666669)","(41.0, 100.0, 76.66666666666667)","(41.0, 99999, 99990)","(12.0, 26.0, 22.8)"
07-12-2022 18:44:14.832297,"(26.0, 210.0, 178.36363636363637)","(51.0, 230.0, 174.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.8266666666666667)","(14.0, 19.0, 18.142857142857142)","(91.0, 300.0, 166.66666666666669)","(41.0, 100.0, 76.66666666666667)","(41.0, 99999, 99990)","(12.0, 27.0, 21.6)"
07-12-2022 18:44:16.247540,"(26.0, 210.0, 178.36363636363637)","(51.0, 230.0, 174.0)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.8266666666666667)","(14.0, 19.0, 17.764705882352942)","(91.0, 300.0, 166.66666666666669)","(41.0, 100.0, 80.0)","(41.0, 99999, 99990)","(12.0, 25.0, 22.07142857142857)"
07-12-2022 18:44:18.080010,"(26.0, 210.0, 124.0)","(51.0, 230.0, 178.33333333333331)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.7)","(14.0, 19.0, 17.764705882352942)","(91.0, 300.0, 195.0)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)"
07-12-2022 18:44:19.703754,"(26.0, 210.0, 124.0)","(51.0, 220.0, 178.33333333333331)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.671111111111111)","(14.0, 19.0, 17.764705882352942)","(91.0, 290.0, 160.0)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 21.0, 20.333333333333332)"
07-12-2022 18:44:21.451060,"(26.0, 210.0, 119.0)","(51.0, 350.0, 191.66666666666666)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.7142857142857144)","(14.0, 19.0, 17.764705882352942)","(91.0, 280.0, 180.0)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 21.0, 18.333333333333332)"
07-12-2022 18:44:22.937587,"(26.0, 200.0, 119.0)","(51.0, 240.0, 258.3333333333333)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.666666666666667)","(14.0, 19.0, 17.764705882352942)","(91.0, 260.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 21.0, 19.4)"
07-12-2022 18:44:24.628840,"(26.0, 190.0, 114.0)","(51.0, 340.0, 258.3333333333333)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.772727272727273)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 23.0, 18.0)"
07-12-2022 18:44:26.232216,"(26.0, 190.0, 114.0)","(51.0, 340.0, 266.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.772727272727273)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 23.0, 19.4)"
07-12-2022 18:44:27.779460,"(26.0, 190.0, 114.0)","(51.0, 340.0, 238.1818181818182)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.772727272727273)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 23.0, 18.428571428571427)"
07-12-2022 18:44:29.172574,"(26.0, 190.0, 114.0)","(51.0, 320.0, 245.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.8263157894736843)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 22.0, 19.0)"
07-12-2022 18:44:31.141831,"(26.0, 190.0, 88.66666666666666)","(51.0, 310.0, 245.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.8263157894736843)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.0)"
07-12-2022 18:44:32.684549,"(26.0, 190.0, 143.6)","(51.0, 310.0, 257.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.817647058823529)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 20.0, 20.0)"
07-12-2022 18:44:34.151900,"(26.0, 170.0, 137.33333333333331)","(51.0, 290.0, 240.83333333333334)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.817647058823529)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 27.0, 18.25)"
07-12-2022 18:44:35.615391,"(26.0, 150.0, 100.0)","(51.0, 270.0, 212.85714285714286)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.8666666666666667)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 27.0, 19.666666666666668)"
07-12-2022 18:44:37.152334,"(26.0, 140.0, 110.66666666666667)","(51.0, 260.0, 185.625)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.8666666666666667)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 26.0, 19.666666666666668)"
07-12-2022 18:44:38.963193,"(26.0, 120.0, 110.66666666666667)","(51.0, 240.0, 199.16666666666666)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.8666666666666667)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 76.66666666666667)","(41.0, 99999, 99990)","(12.0, 26.0, 17.857142857142858)"
07-12-2022 18:44:40.454768,"(26.0, 120.0, 110.66666666666667)","(51.0, 220.0, 199.16666666666666)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.9, 2.8133333333333335)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 100.0, 80.0)","(41.0, 99999, 99990)","(12.0, 26.0, 17.857142857142858)"
07-12-2022 18:44:41.917787,"(26.0, 100.0, 92.88888888888889)","(51.0, 200.0, 138.75)","(1.75, 99999, 99990)","(51.0, 110.0, 91.66666666666666)","(2.3, 2.9, 2.8133333333333335)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 26.0, 17.857142857142858)"
07-12-2022 18:44:43.403647,"(26.0, 90.0, 69.23076923076923)","(51.0, 190.0, 155.71428571428572)","(1.75, 99999, 99990)","(51.0, 100.0, 94.375)","(2.3, 2.9, 2.8025)","(14.0, 19.0, 17.764705882352942)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 26.0, 19.666666666666668)"
07-12-2022 18:44:44.869937,"(26.0, 90.0, 66.15384615384616)","(51.0, 180.0, 126.92307692307693)","(1.75, 99999, 99990)","(51.0, 100.0, 94.375)","(2.3, 2.9, 2.84)","(14.0, 19.0, 17.6875)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 28.0, 18.8)"
07-12-2022 18:44:46.375600,"(26.0, 85.0, 64.36363636363636)","(51.0, 170.0, 122.72727272727272)","(1.75, 99999, 99990)","(51.0, 100.0, 90.0)","(2.3, 2.86, 2.821818181818182)","(14.0, 19.0, 17.65)","(91.0, 270.0, 156.66666666666666)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 28.0, 17.65)"
07-12-2022 18:44:47.920633,"(26.0, 75.0, 64.36363636363636)","(51.0, 150.0, 122.72727272727272)","(1.75, 99999, 99990)","(51.0, 100.0, 89.16666666666666)","(2.3, 2.84, 2.74)","(14.0, 19.0, 17.65)","(91.0, 270.0, 180.0)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 28.0, 20.57142857142857)"
07-12-2022 18:44:49.287848,"(26.0, 70.0, 44.4)","(51.0, 150.0, 116.66666666666667)","(1.75, 99999, 99990)","(51.0, 95.0, 93.33333333333334)","(2.3, 2.82, 2.74)","(14.0, 19.0, 17.65)","(91.0, 260.0, 170.0)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 26.0, 19.714285714285715)"
07-12-2022 18:44:51.020100,"(26.0, 60.0, 43.5)","(51.0, 130.0, 122.0)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.82, 2.7199999999999998)","(14.0, 19.0, 17.65)","(91.0, 240.0, 165.0)","(41.0, 95.0, 80.0)","(41.0, 99999, 99990)","(12.0, 24.0, 22.07142857142857)"
07-12-2022 18:44:52.699968,"(26.0, 55.0, 39.5)","(51.0, 130.0, 106.11111111111111)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.78, 2.7333333333333334)","(14.0, 19.0, 17.65)","(91.0, 230.0, 150.0)","(41.0, 95.0, 83.33333333333333)","(41.0, 99999, 99990)","(12.0, 23.0, 19.5)"
07-12-2022 18:44:54.401141,"(26.0, 50.0, 39.666666666666664)","(51.0, 110.0, 98.0)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.88, 2.7680000000000002)","(14.0, 19.0, 17.65)","(91.0, 200.0, 111.11111111111111)","(41.0, 95.0, 77.5)","(41.0, 99999, 99990)","(12.0, 22.0, 19.07142857142857)"
07-12-2022 18:44:56.200841,"(26.0, 48.0, 40.5)","(51.0, 110.0, 101.66666666666667)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.9, 2.86)","(14.0, 19.0, 17.65)","(91.0, 200.0, 140.0)","(41.0, 95.0, 81.42857142857143)","(41.0, 99999, 99990)","(12.0, 19.5, 21.75)"
07-12-2022 18:44:58.387067,"(26.0, 48.0, 40.5)","(51.0, 110.0, 270.0)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.9, 2.8266666666666667)","(14.0, 19.0, 17.65)","(91.0, 180.0, 137.5)","(41.0, 85.0, 76.66666666666666)","(41.0, 99999, 99990)","(12.0, 24.0, 22.6)"
07-12-2022 18:45:00.249963,"(26.0, 48.0, 40.0)","(51.0, 390.0, 150.9090909090909)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.9, 2.8266666666666667)","(14.0, 19.0, 17.65)","(91.0, 180.0, 137.5)","(41.0, 85.0, 76.66666666666666)","(41.0, 99999, 99990)","(12.0, 24.0, 21.375)"
07-12-2022 18:45:01.886551,"(26.0, 46.0, 40.0)","(51.0, 380.0, 143.33333333333334)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.9, 2.83)","(14.0, 19.0, 17.65)","(91.0, 180.0, 137.5)","(41.0, 85.0, 76.66666666666666)","(41.0, 99999, 99990)","(12.0, 22.0, 19.307692307692307)"
07-12-2022 18:45:03.479163,"(26.0, 46.0, 40.0)","(51.0, 360.0, 200.0)","(1.75, 99999, 99990)","(51.0, 100.0, 90.0)","(2.3, 2.88, 2.86)","(14.0, 19.0, 17.65)","(91.0, 180.0, 109.16666666666667)","(41.0, 85.0, 72.14285714285714)","(41.0, 99999, 99990)","(12.0, 22.0, 18.285714285714285)"
07-12-2022 18:45:05.106943,"(26.0, 46.0, 38.0)","(51.0, 350.0, 160.0)","(1.75, 99999, 99990)","(51.0, 100.0, 75.0)","(2.3, 2.9, 2.837142857142857)","(14.0, 19.0, 17.65)","(91.0, 180.0, 109.16666666666667)","(41.0, 85.0, 76.81818181818181)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:06.783358,"(26.0, 44.0, 38.0)","(51.0, 340.0, 168.57142857142856)","(1.75, 99999, 99990)","(51.0, 100.0, 86.25)","(2.3, 2.94, 2.868)","(14.0, 19.0, 17.65)","(91.0, 180.0, 109.16666666666667)","(41.0, 85.0, 76.81818181818181)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:08.391201,"(26.0, 44.0, 38.0)","(51.0, 340.0, 165.71428571428572)","(1.75, 99999, 99990)","(51.0, 95.0, 86.25)","(2.3, 2.94, 2.8976470588235292)","(14.0, 19.0, 17.65)","(91.0, 180.0, 109.16666666666667)","(41.0, 85.0, 76.81818181818181)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:09.999368,"(26.0, 44.0, 38.0)","(51.0, 330.0, 165.71428571428572)","(1.75, 99999, 99990)","(51.0, 95.0, 86.25)","(2.3, 2.94, 2.905333333333333)","(14.0, 19.0, 17.65)","(91.0, 180.0, 109.16666666666667)","(41.0, 85.0, 76.81818181818181)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:11.941204,"(26.0, 44.0, 38.0)","(51.0, 310.0, 163.33333333333334)","(1.75, 99999, 99990)","(51.0, 95.0, 83.75)","(2.3, 2.92, 2.905333333333333)","(14.0, 19.0, 17.65)","(91.0, 180.0, 120.0)","(41.0, 85.0, 76.81818181818181)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:13.786542,"(26.0, 44.0, 38.0)","(61.0, 290.0, 126.36363636363636)","(1.75, 99999, 99990)","(51.0, 90.0, 155.0)","(2.3, 2.92, 2.905333333333333)","(14.0, 19.0, 17.65)","(91.0, 170.0, 105.83333333333333)","(41.0, 85.0, 76.81818181818181)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:15.584811,"(26.0, 44.0, 38.0)","(61.0, 290.0, 126.36363636363636)","(1.75, 99999, 99990)","(51.0, 290.0, 182.0)","(2.3, 2.92, 2.905333333333333)","(14.0, 19.0, 17.65)","(91.0, 160.0, 106.25)","(41.0, 85.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:17.376699,"(26.0, 44.0, 38.0)","(61.0, 290.0, 163.33333333333334)","(1.75, 99999, 99990)","(51.0, 260.0, 176.25)","(2.3, 2.92, 2.8666666666666667)","(14.0, 19.0, 17.65)","(91.0, 140.0, 96.25)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:19.177471,"(26.0, 44.0, 40.0)","(61.0, 270.0, 121.53846153846153)","(1.75, 99999, 99990)","(51.0, 240.0, 119.28571428571429)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 140.0, 96.66666666666667)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:20.930521,"(26.0, 44.0, 40.0)","(61.0, 260.0, 121.53846153846153)","(1.75, 99999, 99990)","(51.0, 230.0, 190.71428571428572)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 130.0, 96.66666666666667)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:22.669984,"(26.0, 44.0, 40.0)","(61.0, 260.0, 131.66666666666666)","(1.75, 99999, 99990)","(51.0, 210.0, 137.5)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 130.0, 96.66666666666667)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:24.494795,"(26.0, 44.0, 40.0)","(61.0, 240.0, 128.33333333333334)","(1.75, 99999, 99990)","(51.0, 200.0, 146.25)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 130.0, 96.66666666666667)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:26.422305,"(26.0, 44.0, 128.66666666666669)","(61.0, 220.0, 145.0)","(1.75, 99999, 99990)","(51.0, 170.0, 121.75)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 130.0, 96.66666666666667)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:28.289696,"(26.0, 310.0, 128.66666666666669)","(61.0, 220.0, 145.0)","(1.75, 99999, 99990)","(51.0, 160.0, 121.75)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 130.0, 105.0)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:30.035143,"(26.0, 280.0, 112.0)","(61.0, 220.0, 183.33333333333331)","(1.75, 99999, 99990)","(51.0, 160.0, 126.07142857142858)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 120.0, 100.0)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:31.894881,"(26.0, 260.0, 112.0)","(61.0, 220.0, 183.33333333333331)","(1.75, 99999, 99990)","(51.0, 140.0, 126.07142857142858)","(2.3, 2.94, 2.89875)","(14.0, 19.0, 17.65)","(91.0, 130.0, 98.0)","(41.0, 80.0, 77.22222222222223)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:33.648688,"(26.0, 250.0, 108.66666666666667)","(61.0, 540.0, 253.33333333333334)","(1.75, 99999, 99990)","(51.0, 130.0, 116.33333333333333)","(2.3, 2.94, 2.892857142857143)","(14.0, 19.0, 17.65)","(91.0, 130.0, 98.0)","(41.0, 80.0, 65.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:35.350703,"(26.0, 250.0, 105.33333333333333)","(61.0, 520.0, 250.0)","(1.75, 99999, 99990)","(51.0, 130.0, 98.33333333333334)","(2.3, 2.94, 2.892857142857143)","(14.0, 19.0, 17.65)","(91.0, 130.0, 98.0)","(41.0, 80.0, 60.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:37.220429,"(26.0, 240.0, 105.33333333333333)","(61.0, 510.0, 194.0)","(1.75, 99999, 99990)","(51.0, 120.0, 79.44444444444444)","(2.3, 2.94, 2.892857142857143)","(14.0, 19.0, 17.65)","(91.0, 130.0, 98.0)","(41.0, 80.0, 56.25)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:38.896959,"(26.0, 240.0, 105.33333333333333)","(61.0, 490.0, 233.33333333333331)","(1.75, 99999, 99990)","(51.0, 110.0, 91.0)","(2.3, 2.94, 2.892857142857143)","(14.0, 19.0, 17.65)","(91.0, 130.0, 98.0)","(41.0, 75.0, 92.5)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:40.538949,"(26.0, 240.0, 160.0)","(61.0, 460.0, 230.0)","(1.75, 99999, 99990)","(51.0, 100.0, 91.0)","(2.3, 2.94, 2.8892307692307693)","(14.0, 19.0, 17.65)","(91.0, 130.0, 98.0)","(41.0, 130.0, 83.88888888888889)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:42.280229,"(26.0, 240.0, 160.0)","(61.0, 450.0, 270.0)","(1.75, 99999, 99990)","(51.0, 100.0, 91.0)","(2.3, 2.94, 2.9226315789473682)","(14.0, 19.0, 17.65)","(91.0, 130.0, 154.0)","(41.0, 120.0, 87.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:43.928064,"(26.0, 240.0, 160.0)","(61.0, 420.0, 320.0)","(1.75, 99999, 99990)","(51.0, 100.0, 91.0)","(2.3, 2.94, 2.9)","(14.0, 19.0, 17.65)","(91.0, 410.0, 195.0)","(41.0, 95.0, 81.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:45.742167,"(26.0, 240.0, 199.6)","(61.0, 420.0, 320.0)","(1.75, 99999, 99990)","(51.0, 100.0, 91.0)","(2.3, 2.94, 2.9266666666666667)","(14.0, 19.0, 17.65)","(91.0, 370.0, 246.0)","(41.0, 95.0, 83.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:47.313088,"(26.0, 240.0, 145.0)","(61.0, 400.0, 312.85714285714283)","(1.75, 99999, 99990)","(51.0, 100.0, 80.0)","(2.3, 2.94, 2.8499999999999996)","(14.0, 19.0, 17.65)","(91.0, 350.0, 254.28571428571428)","(41.0, 90.0, 90.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:48.950900,"(26.0, 250.0, 145.0)","(61.0, 390.0, 298.57142857142856)","(1.8, 99999, 99990)","(51.0, 100.0, 85.0)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 320.0, 240.0)","(41.0, 100.0, 86.25)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
