,Imperial Master,Perfect Design,Shrinking,Weblec Breeze,Miss Graphite,Scott Hue,Follow You,Diamond Carat
07-01-2023 09:16:34.197730,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.636363636363636)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:35.200939,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.636363636363636)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:36.224523,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.636363636363636)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:37.186685,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.636363636363636)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:38.207261,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.636363636363636)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:39.225687,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.636363636363636)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:40.234088,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 7.411764705882353)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:41.453591,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 7.411764705882353)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:42.501679,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:43.531104,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:44.649781,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:45.866750,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:46.990032,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:48.090751,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:49.119056,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 10.5, 8.41)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:50.208206,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 7.016666666666666)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:51.303822,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 7.016666666666666)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:52.357246,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 7.188235294117646)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:53.404146,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 7.202941176470588)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:54.514615,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 7.202941176470588)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:55.722641,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:56.897641,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:58.008466,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:16:59.086719,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:00.123285,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:01.148400,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:02.207953,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:03.229672,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.516666666666667)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:04.227816,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 5.183333333333334)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:05.246884,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 5.183333333333334)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:06.237169,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 5.183333333333334)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:07.216357,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:08.241714,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:09.287067,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:10.336794,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:11.412482,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:12.503657,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:13.642754,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:14.730766,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:15.815421,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:16.938257,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:18.073762,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:19.184166,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:20.283219,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:21.403363,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:22.538724,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:23.650397,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:24.786021,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:25.932291,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:27.045554,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:28.193115,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:29.295686,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:30.350134,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:31.419855,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:32.480884,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:33.587603,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.52)","(15.0, 42.0, 29.045454545454547)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:34.738488,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.953658536585365)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:35.819934,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.953658536585365)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:36.962668,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:38.075160,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:39.187383,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:40.380419,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:41.592319,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:42.724975,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:43.959310,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:45.294909,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:46.619834,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:47.854646,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:49.155654,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:50.341539,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.070588235294117)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:51.457084,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:52.652708,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:53.842129,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:54.956433,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:56.024762,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:57.115445,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:58.303788,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:17:59.464504,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:18:00.535580,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:18:01.603062,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:18:02.652297,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:18:03.769993,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 4.8)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
