,Busted Axel,Springview Magic,Alpha Zap,Magical Trav,Magical Len,Champagne Jazzy
14-12-2022 13:29:29.099495,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.58)"
14-12-2022 13:29:30.322998,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.58)"
14-12-2022 13:29:31.439919,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.6223076923076922)"
14-12-2022 13:29:32.590194,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.58)"
14-12-2022 13:29:33.868453,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.5966666666666667)"
14-12-2022 13:29:35.088159,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.5966666666666667)"
14-12-2022 13:29:36.354624,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.5966666666666667)"
14-12-2022 13:29:37.515919,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.5585714285714285)"
14-12-2022 13:29:38.582056,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.6166666666666667)"
14-12-2022 13:29:39.644329,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.545)"
14-12-2022 13:29:40.615562,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.68, 1.545)"
14-12-2022 13:29:41.633615,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.68, 1.545)"
14-12-2022 13:29:42.674414,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.68, 1.5542857142857143)"
14-12-2022 13:29:43.803242,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.68, 1.5542857142857143)"
14-12-2022 13:29:44.910308,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.68, 1.5542857142857143)"
14-12-2022 13:29:45.964430,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.68, 1.5866666666666667)"
14-12-2022 13:29:47.153479,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.68, 1.5866666666666667)"
14-12-2022 13:29:48.404902,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 14.666666666666666)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.333333333333336)","(1.3, 1.68, 1.5542857142857143)"
14-12-2022 13:29:49.554216,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 13.6)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.333333333333336)","(1.3, 1.68, 1.5866666666666667)"
14-12-2022 13:29:50.827346,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 9.914285714285715)","(11.0, 22.0, 13.25)","(7.0, 14.0, 13.066666666666666)","(18.0, 60.0, 43.333333333333336)","(1.3, 1.68, 1.5866666666666667)"
14-12-2022 13:29:52.057028,"(10.0, 23.0, 21.0)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 60.0, 43.333333333333336)","(1.3, 1.68, 1.5999999999999999)"
14-12-2022 13:29:53.335459,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 60.0, 39.09090909090909)","(1.3, 1.68, 1.5999999999999999)"
14-12-2022 13:29:54.589784,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.68, 1.5999999999999999)"
14-12-2022 13:29:55.889485,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.68, 1.6039999999999999)"
14-12-2022 13:29:57.133242,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.68, 1.5999999999999999)"
14-12-2022 13:29:58.220336,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.68, 1.5999999999999999)"
14-12-2022 13:29:59.450195,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.68, 1.5999999999999999)"
14-12-2022 13:30:00.620856,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.68, 1.496)"
14-12-2022 13:30:01.736873,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.68, 1.5056521739130435)"
14-12-2022 13:30:02.909927,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.67, 1.5711111111111111)"
14-12-2022 13:30:04.093981,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.66, 1.5711111111111111)"
14-12-2022 13:30:05.308368,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.66, 1.4866666666666666)"
14-12-2022 13:30:06.482541,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.66, 1.5299999999999998)"
14-12-2022 13:30:07.640743,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.65, 1.5299999999999998)"
14-12-2022 13:30:08.808498,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.65, 1.5299999999999998)"
14-12-2022 13:30:09.930521,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.65, 1.4838461538461538)"
14-12-2022 13:30:11.284982,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.65, 1.4838461538461538)"
14-12-2022 13:30:12.796388,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.65, 1.4852631578947368)"
14-12-2022 13:30:14.043603,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.64, 1.4852631578947368)"
14-12-2022 13:30:15.237706,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.64, 1.4852631578947368)"
14-12-2022 13:30:16.559416,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.64, 1.486)"
14-12-2022 13:30:17.789424,"(10.0, 24.0, 21.8)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.066666666666666)","(18.0, 50.0, 39.09090909090909)","(1.3, 1.64, 1.5014285714285713)"
14-12-2022 13:30:19.064490,"(10.0, 25.0, 19.0)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 13.5, 13.955555555555556)","(18.0, 50.0, 36.333333333333336)","(1.3, 1.63, 1.5014285714285713)"
14-12-2022 13:30:20.254360,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 48.0, 36.333333333333336)","(1.3, 1.63, 1.541111111111111)"
14-12-2022 13:30:21.506418,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 48.0, 36.333333333333336)","(1.3, 1.63, 1.52)"
14-12-2022 13:30:22.634633,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 48.0, 38.666666666666664)","(1.3, 1.63, 1.5150000000000001)"
14-12-2022 13:30:23.761950,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 60.0, 38.666666666666664)","(1.3, 1.62, 1.4914285714285713)"
14-12-2022 13:30:24.910644,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 60.0, 38.84615384615385)","(1.3, 1.62, 1.47)"
14-12-2022 13:30:26.092072,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:27.272115,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 13.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:28.474166,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 17.625)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:29.644204,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 17.625)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:30.810496,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 17.625)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:32.114142,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 22.0, 17.625)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:33.251600,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 17.545454545454547)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:34.359393,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 17.545454545454547)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:35.517418,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 17.545454545454547)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:36.779584,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 17.545454545454547)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:37.950957,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:39.103134,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:40.235847,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:41.432756,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 38.84615384615385)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:42.553844,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 55.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:43.706796,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:44.776880,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:45.872398,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:47.027887,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:48.342396,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:49.542950,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:50.612962,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:51.611778,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:52.747990,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:53.840959,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:54.913954,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:56.237181,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:30:57.713557,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:30:58.985867,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:31:00.162238,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.45)"
14-12-2022 13:31:01.461404,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:31:02.768395,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.4652380952380952)"
14-12-2022 13:31:04.091085,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.61, 1.458888888888889)"
14-12-2022 13:31:05.635127,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.49, 1.45)"
14-12-2022 13:31:06.996439,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.49, 1.44)"
14-12-2022 13:31:08.356679,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.48, 1.43)"
14-12-2022 13:31:09.628386,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.48, 1.43)"
14-12-2022 13:31:11.138978,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.47, 1.4414285714285713)"
14-12-2022 13:31:12.389198,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.47, 1.4414285714285713)"
14-12-2022 13:31:13.895029,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.47, 1.4414285714285713)"
14-12-2022 13:31:15.141464,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 10.0)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.5)","(1.3, 1.47, 1.439230769230769)"
14-12-2022 13:31:16.459144,"(10.0, 25.0, 18.647058823529413)","(7.0, 14.0, 11.555555555555555)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 37.27272727272727)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:17.851891,"(10.0, 25.0, 17.03846153846154)","(7.0, 14.0, 11.555555555555555)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4166666666666665)"
14-12-2022 13:31:19.070803,"(10.0, 25.0, 17.03846153846154)","(7.0, 14.0, 11.555555555555555)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4166666666666665)"
14-12-2022 13:31:20.315794,"(10.0, 25.0, 17.03846153846154)","(7.0, 14.0, 11.555555555555555)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4370588235294117)"
14-12-2022 13:31:21.412670,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4370588235294117)"
14-12-2022 13:31:22.455913,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4370588235294117)"
14-12-2022 13:31:23.581460,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:31:24.920918,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4077777777777778)"
14-12-2022 13:31:26.158083,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.44)"
14-12-2022 13:31:27.434213,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:28.596435,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:29.830411,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:31.021671,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:32.274810,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:33.805885,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:34.954397,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.439230769230769)"
14-12-2022 13:31:36.097900,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.439230769230769)"
14-12-2022 13:31:37.172023,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.439230769230769)"
14-12-2022 13:31:38.334635,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.447142857142857)"
14-12-2022 13:31:39.585663,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4166666666666665)"
