,Interpretation,Yering Soho,Terror To Rock,Star Shine,Honolulu Lulu,Mods,Gilardi,Eddee,Rocking Wroxton
10-01-2023 16:54:01.780828,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.3)","(12.0, 24.0, 19.75)","(14.0, 17.0, 15.444444444444445)","(10.0, 20.0, 17.5)","(31.0, 75.0, 53.0)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:02.952212,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.3)","(12.0, 24.0, 19.75)","(14.0, 17.0, 16.333333333333332)","(10.0, 20.0, 17.714285714285715)","(31.0, 75.0, 53.0)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:04.204062,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 19.75)","(14.0, 16.5, 16.0)","(10.0, 20.0, 17.714285714285715)","(31.0, 75.0, 53.0)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:05.472759,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 19.75)","(14.0, 16.5, 16.0)","(10.0, 20.0, 17.714285714285715)","(31.0, 75.0, 53.0)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:06.670777,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 19.75)","(14.0, 16.5, 14.8125)","(10.0, 20.0, 17.714285714285715)","(31.0, 75.0, 58.5)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:07.890180,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 19.75)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:09.285529,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 22.11111111111111)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:10.709739,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 23.227272727272727)","(14.0, 17.0, 15.444444444444445)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:12.077261,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 18.666666666666668)","(14.0, 17.0, 16.0)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 18.8)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:13.295365,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.3)","(12.0, 24.0, 18.666666666666668)","(14.0, 16.5, 15.5)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.75)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:14.561114,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.2)","(12.0, 24.0, 20.25)","(14.0, 16.5, 15.125)","(10.0, 20.0, 18.0)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.846153846153847)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:15.782253,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.25)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.846153846153847)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:17.008745,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.25)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.846153846153847)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:18.217946,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.25)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.846153846153847)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:19.429680,"(1.3, 1.73, 1.638235294117647)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.666666666666668)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.25)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:20.613252,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.666666666666668)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.25)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:21.772256,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.666666666666668)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.25)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:22.947082,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.666666666666668)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.25)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:24.158619,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.666666666666668)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.25)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:25.403279,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.25)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:26.717026,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 20.25)","(31.0, 60.0, 58.5)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:27.973239,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.12)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 18.5)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:29.237500,"(1.3, 1.73, 1.6464285714285716)","(7.5, 8.6, 8.16)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 22.0, 18.0)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:30.491326,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 21.0, 17.333333333333332)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:31.740650,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.16)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 21.0, 17.333333333333332)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:33.018518,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.16)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 21.0, 17.333333333333332)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:34.262281,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.16)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 21.0, 17.333333333333332)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:35.458594,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.16)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.0)","(31.0, 75.0, 65.57142857142857)","(11.0, 21.0, 17.333333333333332)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:36.715214,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 21.0, 18.2)","(31.0, 60.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:37.931959,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 20.0, 17.9)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:39.308684,"(1.3, 1.7, 1.6333333333333333)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.0)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:40.516781,"(1.3, 1.69, 1.6187500000000001)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.0)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:41.642643,"(1.3, 1.69, 1.6187500000000001)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 16.8)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.0)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:42.839277,"(1.3, 1.69, 1.6187500000000001)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 18.333333333333336)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.0)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:44.087651,"(1.3, 1.69, 1.6187500000000001)","(7.5, 8.8, 8.1)","(12.0, 24.0, 20.25)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.0)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:45.336054,"(1.3, 1.69, 1.6187500000000001)","(7.5, 8.8, 8.1)","(12.0, 24.0, 18.375)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 17.5)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.27777777777778)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:46.556854,"(1.3, 1.69, 1.6187500000000001)","(7.5, 8.8, 8.1)","(12.0, 24.0, 18.357142857142858)","(14.0, 17.0, 14.8125)","(10.0, 20.0, 18.22222222222222)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.27777777777778)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:48.026648,"(1.3, 1.69, 1.6187500000000001)","(8.0, 8.8, 8.1)","(12.0, 23.0, 19.25)","(15.0, 17.0, 14.8125)","(11.0, 20.0, 18.22222222222222)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.27777777777778)","(31.0, 55.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:49.605721,"(1.3, 1.69, 1.6292)","(8.0, 8.8, 8.2)","(12.0, 22.0, 17.785714285714285)","(15.0, 17.0, 15.125)","(11.0, 20.0, 18.22222222222222)","(31.0, 75.0, 65.57142857142857)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:51.058505,"(1.3, 1.69, 1.687142857142857)","(8.0, 8.6, 7.742857142857143)","(12.0, 21.0, 17.785714285714285)","(15.0, 17.0, 14.8125)","(11.0, 20.0, 15.0)","(31.0, 75.0, 77.83333333333334)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:52.688443,"(1.3, 1.7, 1.6986206896551723)","(8.0, 8.6, 8.066666666666666)","(12.0, 21.0, 17.785714285714285)","(15.0, 17.0, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:54.226242,"(1.3, 1.7, 1.6986206896551723)","(8.0, 8.6, 8.066666666666666)","(12.0, 21.0, 17.785714285714285)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:55.749136,"(1.3, 1.7, 1.665)","(8.0, 8.6, 7.933333333333333)","(12.0, 21.0, 17.785714285714285)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:57.204811,"(1.3, 1.7, 1.665)","(8.0, 8.6, 7.933333333333333)","(12.0, 21.0, 17.785714285714285)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:58.628116,"(1.3, 1.7, 1.665)","(8.0, 8.6, 7.933333333333333)","(12.0, 21.0, 17.785714285714285)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 112.5)"
10-01-2023 16:54:59.891549,"(1.3, 1.7, 1.6984)","(8.0, 8.6, 7.933333333333333)","(12.0, 21.0, 17.785714285714285)","(15.0, 16.5, 16.0625)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.27777777777778)","(31.0, 60.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:55:01.206735,"(1.3, 1.7, 1.6984)","(8.0, 8.6, 7.933333333333333)","(12.0, 21.0, 17.785714285714285)","(15.0, 17.0, 16.0625)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:55:02.360240,"(1.3, 1.7, 1.6984)","(8.0, 8.6, 7.933333333333333)","(12.0, 21.0, 17.785714285714285)","(15.0, 17.0, 16.0625)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:55:03.524145,"(1.3, 1.7, 1.6984)","(8.0, 8.6, 7.933333333333333)","(12.0, 21.0, 17.785714285714285)","(15.0, 17.0, 16.0625)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 112.5)"
10-01-2023 16:55:04.676717,"(1.3, 1.7, 1.6984)","(8.0, 8.8, 8.153846153846153)","(12.0, 21.0, 18.1875)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:05.811903,"(1.3, 1.7, 1.6600000000000001)","(8.0, 8.8, 8.153846153846153)","(12.0, 21.0, 18.1875)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:07.239588,"(1.3, 1.7, 1.6600000000000001)","(8.0, 8.8, 8.153846153846153)","(12.0, 21.0, 18.1875)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:08.396681,"(1.3, 1.7, 1.6600000000000001)","(8.0, 8.8, 8.153846153846153)","(12.0, 21.0, 18.1875)","(15.0, 16.5, 15.5)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:09.589549,"(1.3, 1.7, 1.625)","(8.0, 8.8, 8.153846153846153)","(12.0, 21.0, 18.1875)","(15.0, 17.0, 15.8)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 53.14285714285714)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:10.774549,"(1.3, 1.7, 1.69)","(8.0, 8.8, 8.153846153846153)","(12.0, 21.0, 18.1875)","(15.0, 17.0, 15.8)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 55.0, 58.61538461538461)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:12.019187,"(1.3, 1.67, 1.6624999999999999)","(8.0, 8.8, 8.4)","(12.0, 20.0, 17.8125)","(15.0, 17.0, 15.8)","(11.0, 20.0, 15.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 60.0, 58.61538461538461)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:13.343824,"(1.3, 1.62, 1.6169230769230771)","(8.0, 8.8, 8.4)","(12.0, 19.5, 18.0)","(15.0, 17.0, 15.8)","(11.0, 20.0, 16.666666666666668)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 17.5)","(31.0, 70.0, 72.46153846153845)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:14.603496,"(1.3, 1.62, 1.6169230769230771)","(8.0, 8.8, 8.4)","(12.0, 19.5, 17.0625)","(15.0, 17.0, 15.8)","(11.0, 20.0, 17.0)","(31.0, 85.0, 77.83333333333334)","(11.0, 19.5, 16.583333333333332)","(31.0, 75.0, 72.46153846153845)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:15.884411,"(1.3, 1.62, 1.605)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 17.142857142857142)","(15.0, 17.0, 16.25)","(11.0, 20.0, 17.857142857142858)","(31.0, 85.0, 80.69999999999999)","(11.0, 19.5, 18.5)","(31.0, 75.0, 66.75)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:17.260665,"(1.3, 1.67, 1.664705882352941)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.1)","(11.0, 20.0, 17.857142857142858)","(31.0, 85.0, 49.857142857142854)","(11.0, 21.0, 19.555555555555557)","(31.0, 75.0, 63.0)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:18.463844,"(1.3, 1.67, 1.664705882352941)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.1)","(11.0, 20.0, 17.857142857142858)","(31.0, 85.0, 49.857142857142854)","(11.0, 20.0, 19.555555555555557)","(31.0, 70.0, 63.0)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:19.578052,"(1.3, 1.67, 1.665)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.1)","(11.0, 20.0, 17.857142857142858)","(31.0, 85.0, 49.857142857142854)","(11.0, 20.0, 19.555555555555557)","(31.0, 70.0, 63.0)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:20.715244,"(1.3, 1.67, 1.665)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.869565217391305)","(11.0, 20.0, 17.857142857142858)","(31.0, 85.0, 49.857142857142854)","(11.0, 20.0, 19.555555555555557)","(31.0, 70.0, 63.0)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:21.979394,"(1.3, 1.67, 1.665)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.875)","(11.0, 20.0, 15.333333333333334)","(31.0, 85.0, 49.857142857142854)","(11.0, 20.0, 19.555555555555557)","(31.0, 70.0, 63.0)","(61.0, 150.0, 87.5)"
10-01-2023 16:55:23.050797,"(1.3, 1.67, 1.6673076923076922)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.875)","(11.0, 20.0, 15.333333333333334)","(31.0, 85.0, 49.857142857142854)","(11.0, 20.0, 19.2)","(31.0, 70.0, 63.0)","(61.0, 150.0, 107.5)"
10-01-2023 16:55:24.127847,"(1.3, 1.69, 1.6865384615384615)","(8.0, 8.8, 8.153846153846153)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.875)","(11.0, 20.0, 15.333333333333334)","(31.0, 85.0, 49.857142857142854)","(11.0, 20.0, 18.857142857142858)","(31.0, 70.0, 63.0)","(61.0, 140.0, 91.25)"
10-01-2023 16:55:25.266893,"(1.3, 1.69, 1.6866666666666665)","(8.0, 9.4, 8.8)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 15.333333333333334)","(31.0, 85.0, 49.857142857142854)","(11.0, 21.0, 17.666666666666668)","(31.0, 70.0, 63.0)","(61.0, 140.0, 102.5)"
10-01-2023 16:55:26.399419,"(1.3, 1.69, 1.6865384615384615)","(8.0, 9.2, 9.022222222222222)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 15.333333333333334)","(31.0, 85.0, 53.0)","(11.0, 20.0, 17.666666666666668)","(31.0, 70.0, 63.0)","(61.0, 130.0, 100.0)"
10-01-2023 16:55:27.544213,"(1.3, 1.69, 1.68)","(8.0, 9.2, 8.616666666666667)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 15.333333333333334)","(31.0, 80.0, 59.5)","(11.0, 20.0, 17.625)","(31.0, 70.0, 63.0)","(61.0, 150.0, 107.5)"
10-01-2023 16:55:28.714562,"(1.3, 1.69, 1.6300000000000001)","(8.0, 9.2, 8.616666666666667)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 16.5)","(31.0, 75.0, 59.5)","(11.0, 21.0, 17.625)","(31.0, 70.0, 63.0)","(61.0, 140.0, 107.5)"
10-01-2023 16:55:30.012364,"(1.3, 1.69, 1.6275000000000002)","(8.0, 9.2, 8.533333333333333)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 18.0)","(31.0, 75.0, 59.5)","(11.0, 21.0, 17.666666666666668)","(31.0, 70.0, 63.5625)","(61.0, 140.0, 102.5)"
10-01-2023 16:55:31.195207,"(1.3, 1.69, 1.6275000000000002)","(8.0, 9.2, 8.866666666666665)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 18.0)","(31.0, 75.0, 59.5)","(11.0, 20.0, 17.666666666666668)","(31.0, 65.0, 63.5625)","(61.0, 130.0, 100.0)"
10-01-2023 16:55:32.269420,"(1.3, 1.69, 1.6275000000000002)","(8.0, 9.2, 8.866666666666665)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 18.0)","(31.0, 75.0, 59.5)","(11.0, 20.0, 17.666666666666668)","(31.0, 65.0, 63.5625)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:33.385515,"(1.3, 1.69, 1.6275000000000002)","(8.0, 9.2, 8.866666666666665)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 18.0)","(31.0, 75.0, 59.5)","(11.0, 20.0, 17.666666666666668)","(31.0, 65.0, 63.5625)","(61.0, 150.0, 100.0)"
10-01-2023 16:55:34.510944,"(1.3, 1.69, 1.6275000000000002)","(8.0, 9.2, 8.866666666666665)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 18.0)","(31.0, 75.0, 59.5)","(11.0, 20.0, 17.625)","(31.0, 65.0, 54.31578947368421)","(61.0, 150.0, 88.75)"
10-01-2023 16:55:35.646406,"(1.3, 1.69, 1.64)","(8.0, 9.2, 8.866666666666665)","(12.0, 18.0, 16.8)","(15.0, 17.0, 16.934782608695652)","(11.0, 20.0, 18.0)","(31.0, 75.0, 59.5)","(11.0, 21.0, 17.625)","(31.0, 60.0, 54.31578947368421)","(61.0, 130.0, 88.75)"
10-01-2023 16:55:36.933108,"(1.3, 1.63, 1.6227272727272728)","(8.0, 9.2, 8.866666666666665)","(12.0, 18.0, 16.8)","(15.0, 20.0, 19.25)","(11.0, 20.0, 18.0)","(31.0, 75.0, 59.5)","(11.0, 20.0, 17.666666666666668)","(31.0, 60.0, 54.31578947368421)","(61.0, 130.0, 88.75)"
10-01-2023 16:55:38.253877,"(1.3, 1.63, 1.6258620689655172)","(8.0, 9.2, 8.95)","(12.0, 18.0, 16.8)","(15.0, 20.0, 18.666666666666668)","(11.0, 20.0, 17.0)","(31.0, 75.0, 59.5)","(11.0, 20.0, 17.625)","(31.0, 60.0, 54.31578947368421)","(61.0, 130.0, 102.5)"
