,Amazonian Queen,Seven Ounce,Arlington,Desmonde,Affair Bit,Zipping Presley,Afro Puff,Bugs
06-01-2023 17:23:55.134507,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.9)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.6, 4.1)","(31.0, 130.0, 104.10526315789474)","(3.6, 5.2, 4.862500000000001)","(17.0, 80.0, 60.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:23:56.310455,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.9)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.6, 3.676923076923077)","(31.0, 130.0, 104.10526315789474)","(3.6, 5.2, 4.862500000000001)","(17.0, 80.0, 60.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:23:57.527656,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.6, 4.05)","(31.0, 130.0, 104.10526315789474)","(3.6, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:23:58.618084,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.5, 4.05)","(31.0, 130.0, 104.10526315789474)","(3.6, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:23:59.809451,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.5, 4.05)","(31.0, 130.0, 104.10526315789474)","(3.6, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:24:01.056775,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.5, 4.0)","(31.0, 130.0, 104.10526315789474)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:24:02.334971,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.4, 4.0)","(31.0, 130.0, 104.10526315789474)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:24:03.648647,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.4, 4.0)","(31.0, 130.0, 104.10526315789474)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:24:04.892168,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.4, 4.107142857142858)","(31.0, 130.0, 106.0)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 30.0)"
06-01-2023 17:24:06.106004,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.875)","(31.0, 130.0, 80.0)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 36.0, 31.0)"
06-01-2023 17:24:07.274255,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.875)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:08.363429,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.875)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:09.652590,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.875)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:10.946618,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.875)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:12.176445,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.875)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:13.398163,"(2.8, 4.3, 3.7249999999999996)","(7.0, 11.0, 10.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.875)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:14.699739,"(2.8, 4.3, 3.8266666666666667)","(7.0, 11.0, 10.615384615384615)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.2, 3.7699999999999996)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:16.049873,"(2.8, 4.3, 3.7600000000000002)","(7.0, 11.5, 11.0)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.1, 3.85)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 72.0)","(13.0, 38.0, 31.0)"
06-01-2023 17:24:17.414601,"(2.8, 4.2, 3.7600000000000002)","(7.0, 11.5, 11.081818181818182)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.0, 3.7576923076923077)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 73.33333333333334)","(13.0, 38.0, 37.33333333333333)"
06-01-2023 17:24:18.670768,"(2.8, 4.2, 3.7600000000000002)","(7.0, 11.5, 10.566666666666666)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.0, 3.7576923076923077)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 61.0)","(13.0, 40.0, 37.06666666666666)"
06-01-2023 17:24:20.339811,"(2.8, 4.2, 3.4899999999999998)","(7.0, 11.5, 10.94)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.0, 3.856818181818182)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 61.0)","(13.0, 38.0, 37.17647058823529)"
06-01-2023 17:24:22.373436,"(2.8, 4.1, 3.9444444444444446)","(7.0, 11.5, 10.866666666666667)","(14.0, 30.0, 29.17857142857143)","(3.4, 4.0, 3.854761904761905)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(17.0, 80.0, 61.0)","(13.0, 40.0, 37.17647058823529)"
06-01-2023 17:24:23.935317,"(2.8, 4.0, 3.925)","(7.0, 11.5, 10.414285714285715)","(14.0, 30.0, 29.233333333333334)","(3.4, 3.95, 3.75)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.7875)","(17.0, 80.0, 67.33333333333333)","(13.0, 40.0, 37.17647058823529)"
06-01-2023 17:24:25.486157,"(2.8, 4.0, 3.925)","(7.0, 11.5, 10.414285714285715)","(14.0, 30.0, 29.233333333333334)","(3.4, 3.9, 3.75)","(31.0, 130.0, 92.5)","(3.7, 5.1, 4.683333333333334)","(17.0, 80.0, 67.33333333333333)","(13.0, 40.0, 35.0)"
06-01-2023 17:24:27.007248,"(2.8, 4.0, 3.925)","(7.0, 11.5, 10.933333333333334)","(14.0, 30.0, 29.233333333333334)","(3.4, 3.9, 3.75)","(31.0, 130.0, 92.5)","(3.7, 5.1, 4.7125)","(17.0, 80.0, 67.33333333333333)","(13.0, 40.0, 36.53846153846153)"
06-01-2023 17:24:28.418770,"(2.8, 4.0, 3.925)","(7.0, 11.5, 10.933333333333334)","(14.0, 30.0, 29.233333333333334)","(3.4, 3.9, 3.75)","(31.0, 130.0, 92.5)","(3.7, 5.0, 4.7125)","(17.0, 80.0, 67.33333333333333)","(13.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:29.790311,"(2.8, 4.0, 3.925)","(7.0, 11.5, 10.933333333333334)","(14.0, 30.0, 29.233333333333334)","(3.4, 3.9, 3.75)","(31.0, 130.0, 92.5)","(3.7, 5.0, 4.7125)","(18.0, 80.0, 62.0)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:31.107008,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.142105263157895)","(15.0, 30.0, 29.233333333333334)","(3.4, 3.55, 3.525)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.75)","(18.0, 80.0, 62.0)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:32.421979,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.142105263157895)","(15.0, 30.0, 29.233333333333334)","(3.4, 3.55, 3.5366666666666666)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.586363636363637)","(18.0, 80.0, 70.5)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:33.625471,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.142105263157895)","(15.0, 30.0, 29.233333333333334)","(3.4, 3.55, 3.5366666666666666)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.586363636363637)","(18.0, 80.0, 70.5)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:34.978769,"(2.8, 4.0, 3.925)","(7.0, 11.5, 10.954545454545455)","(15.0, 30.0, 29.233333333333334)","(3.4, 3.55, 3.5366666666666666)","(31.0, 130.0, 92.5)","(3.7, 5.2, 4.862500000000001)","(18.0, 80.0, 70.5)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:36.308255,"(2.8, 4.0, 3.925)","(7.0, 11.5, 10.954545454545455)","(15.0, 30.0, 29.233333333333334)","(3.4, 3.55, 3.542307692307692)","(31.0, 130.0, 107.5)","(3.7, 5.2, 4.862500000000001)","(18.0, 80.0, 70.5)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:37.598333,"(2.8, 4.0, 3.9583333333333335)","(7.0, 11.5, 10.954545454545455)","(15.0, 30.0, 28.192307692307693)","(3.4, 3.55, 3.542307692307692)","(31.0, 130.0, 107.5)","(3.7, 5.2, 4.586363636363637)","(18.0, 80.0, 67.33333333333333)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:38.892476,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.147058823529411)","(15.0, 29.0, 28.192307692307693)","(3.4, 3.55, 3.542307692307692)","(31.0, 130.0, 107.5)","(3.7, 5.2, 4.586363636363637)","(18.0, 80.0, 67.33333333333333)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:40.239152,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.147058823529411)","(15.0, 29.0, 28.192307692307693)","(3.4, 3.55, 3.6833333333333336)","(31.0, 130.0, 107.5)","(3.7, 5.2, 4.862500000000001)","(18.0, 80.0, 67.33333333333333)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:41.620115,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.055555555555555)","(15.0, 29.0, 28.192307692307693)","(3.4, 3.75, 3.6343750000000004)","(31.0, 130.0, 107.5)","(3.7, 5.2, 4.178571428571429)","(18.0, 80.0, 67.33333333333333)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:42.968457,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.055555555555555)","(15.0, 29.0, 29.115384615384613)","(3.4, 3.7, 3.6343750000000004)","(31.0, 130.0, 107.5)","(3.7, 5.0, 4.75)","(18.0, 80.0, 67.33333333333333)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:44.298006,"(2.8, 4.0, 3.925)","(7.0, 11.5, 11.055555555555555)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 72.8)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:45.577945,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 11.1)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 72.8)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:46.766578,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 11.1)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.5833333333333335)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 72.8)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:48.041773,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 11.1)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 72.8)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:49.369870,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 37.35294117647059)"
06-01-2023 17:24:50.747378,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 36.53846153846153)"
06-01-2023 17:24:52.134261,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 36.53846153846153)"
06-01-2023 17:24:53.412984,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 36.53846153846153)"
06-01-2023 17:24:54.721011,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 107.5)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:24:56.071940,"(2.8, 4.0, 3.9444444444444446)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 88.87096774193549)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:24:57.461043,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6500000000000004)","(31.0, 130.0, 83.51851851851852)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:24:58.860260,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.6730769230769234)","(31.0, 110.0, 83.51851851851852)","(3.7, 4.9, 4.75)","(18.0, 80.0, 74.85714285714286)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:00.228295,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 83.51851851851852)","(3.7, 4.9, 4.75)","(18.0, 80.0, 63.0)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:01.678480,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 83.51851851851852)","(3.7, 4.9, 4.75)","(18.0, 80.0, 68.66666666666667)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:03.424230,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 83.51851851851852)","(3.7, 4.9, 4.75)","(18.0, 80.0, 73.2)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:05.010722,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 83.51851851851852)","(3.7, 4.9, 4.75)","(18.0, 80.0, 73.2)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:06.594819,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.7)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 83.51851851851852)","(3.7, 4.9, 4.75)","(18.0, 80.0, 64.0)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:08.091447,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.566666666666666)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.75)","(18.0, 80.0, 64.0)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:09.453228,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.566666666666666)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.425000000000001)","(18.0, 80.0, 64.0)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:10.803766,"(2.8, 4.0, 3.9)","(7.0, 11.5, 11.25)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.425000000000001)","(18.0, 80.0, 69.33333333333333)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:12.116527,"(2.8, 4.0, 3.9)","(7.0, 12.0, 10.666666666666666)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.425000000000001)","(18.0, 80.0, 69.33333333333333)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:13.325653,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.666666666666666)","(15.0, 30.0, 29.115384615384613)","(3.4, 3.7, 3.674074074074074)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.425000000000001)","(18.0, 80.0, 69.33333333333333)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:14.618140,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 28.42857142857143)","(3.4, 3.7, 3.67)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.425000000000001)","(18.0, 80.0, 69.33333333333333)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:15.920207,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 28.42857142857143)","(3.4, 3.7, 3.67)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.425000000000001)","(18.0, 80.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:17.261493,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 29.38888888888889)","(3.4, 3.7, 3.68)","(31.0, 110.0, 82.91666666666667)","(3.7, 4.9, 4.425000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:18.536682,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.666666666666666)","(15.0, 30.0, 27.375)","(3.4, 3.7, 3.68)","(31.0, 110.0, 82.0)","(3.7, 4.9, 4.425000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:19.828892,"(2.8, 4.0, 3.9)","(7.0, 11.5, 10.75)","(15.0, 30.0, 29.25)","(3.4, 3.7, 3.68)","(31.0, 110.0, 94.16666666666666)","(3.7, 4.9, 4.425000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:21.213123,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 29.25)","(3.3, 3.7, 3.68)","(31.0, 100.0, 90.0)","(3.7, 4.9, 4.425000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:22.609064,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 29.25)","(3.3, 3.7, 3.68)","(31.0, 100.0, 90.0)","(3.7, 4.9, 4.425000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:24.012459,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 29.25)","(3.3, 3.7, 3.68)","(31.0, 100.0, 90.0)","(3.7, 4.9, 4.425000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:25.336411,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 29.25)","(3.3, 3.7, 3.68)","(31.0, 95.0, 80.9090909090909)","(3.7, 4.9, 4.425000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:26.482637,"(2.8, 4.0, 3.9)","(7.0, 11.0, 10.75)","(15.0, 30.0, 29.25)","(3.3, 3.7, 3.68)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.108333333333333)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:27.752695,"(2.8, 4.0, 3.9)","(7.0, 12.0, 11.25)","(15.0, 30.0, 27.392857142857142)","(3.3, 3.7, 3.68)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:28.935710,"(2.8, 4.0, 3.9)","(7.0, 12.0, 11.25)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.68)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:30.243024,"(2.8, 4.0, 3.9)","(7.0, 12.0, 11.25)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.68)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:31.629860,"(2.8, 4.0, 3.9)","(7.0, 12.0, 11.25)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.68)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 59.0)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:32.843953,"(2.8, 4.0, 3.9)","(7.0, 12.0, 11.25)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 59.0)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:34.057260,"(2.8, 4.0, 3.9)","(7.0, 12.0, 10.588235294117647)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 59.0)","(14.0, 40.0, 35.714285714285715)"
06-01-2023 17:25:35.394366,"(2.8, 4.0, 3.9)","(7.0, 12.0, 10.666666666666666)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 59.0)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:37.051236,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 10.666666666666666)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.140000000000001)","(18.0, 70.0, 59.0)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:38.505252,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 10.666666666666666)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.321428571428571)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:39.820028,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 10.666666666666666)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.321428571428571)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:41.294056,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 9.95185185185185)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.119999999999999)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:42.631426,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 9.95185185185185)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.9, 4.119999999999999)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:43.824273,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 10.414285714285715)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.7, 4.116666666666667)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:45.025166,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 10.414285714285715)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.7, 4.116666666666667)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 36.0)"
06-01-2023 17:25:46.174067,"(2.8, 4.0, 3.9454545454545453)","(7.0, 11.5, 10.414285714285715)","(15.0, 28.0, 26.40625)","(3.3, 3.7, 3.6806451612903226)","(31.0, 100.0, 80.9090909090909)","(3.7, 4.7, 4.116666666666667)","(18.0, 70.0, 62.666666666666664)","(14.0, 40.0, 36.0)"
