,Amazonian Queen,Seven Ounce,Arlington,Desmonde,Affair Bit,Zipping Presley,Afro Puff,Bugs
06-01-2023 17:19:16.093727,"(2.8, 4.5, 4.0649999999999995)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 5.288235294117648)","(17.0, 80.0, 48.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:17.278026,"(2.8, 4.5, 4.0649999999999995)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 5.300000000000001)","(17.0, 80.0, 48.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:18.462715,"(2.8, 4.5, 4.0649999999999995)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 5.300000000000001)","(17.0, 80.0, 48.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:19.630704,"(2.8, 4.5, 4.0649999999999995)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 80.0, 48.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:20.695941,"(2.8, 4.5, 4.0649999999999995)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 80.0, 48.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:21.736748,"(2.8, 4.5, 4.0649999999999995)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 80.0, 48.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:22.900517,"(2.8, 4.5, 4.0649999999999995)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 80.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:24.083643,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:25.321549,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:26.574084,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:27.756884,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:28.770132,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:29.811301,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:30.966118,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:32.314545,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 38.4375)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:33.568605,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:34.750918,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:35.987771,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:37.129128,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:38.202570,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:39.291552,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:40.348422,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:41.432095,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 75.0, 39.0625)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:42.700644,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 27.5)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 86.54545454545455)","(3.6, 5.4, 4.5)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:43.942265,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.4, 5.821428571428571)","(31.0, 200.0, 92.0)","(3.6, 5.4, 4.5)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:45.179011,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.4, 5.105555555555556)","(31.0, 200.0, 92.0)","(3.6, 5.4, 3.7888888888888888)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:46.374356,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.0, 5.55625)","(31.0, 200.0, 92.0)","(3.6, 5.3, 4.4)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:47.593707,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.4, 5.808333333333334)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.2)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:48.744497,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.0, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.4, 4.2)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:49.754576,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.4, 3.7888888888888888)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:50.777246,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.3, 3.7888888888888888)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:51.916679,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.3, 3.7888888888888888)","(17.0, 75.0, 42.14285714285714)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:53.099591,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.3, 3.7888888888888888)","(17.0, 75.0, 88.21428571428572)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:54.343625,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.3, 3.7888888888888888)","(17.0, 100.0, 52.5)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:55.577772,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.3, 4.4)","(17.0, 70.0, 52.5)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:56.841292,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 70.0, 52.5)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:58.017793,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 70.0, 52.5)","(13.0, 44.0, 34.5)"
06-01-2023 17:19:59.138401,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 70.0, 43.75)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:00.251600,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 70.0, 43.75)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:01.368002,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 70.0, 43.75)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:02.429378,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 70.0, 43.75)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:03.520408,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 70.0, 43.40909090909091)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:04.606060,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.175)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:05.697745,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:06.858903,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.8125)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:08.036949,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.666666666666666)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:09.203814,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.666666666666666)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:10.320204,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.666666666666666)","(14.0, 34.0, 27.5)","(3.4, 6.2, 5.227777777777778)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:11.389010,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 4.2555555555555555)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:12.352597,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.9250000000000003)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:13.458152,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:14.661484,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:15.915605,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:17.081701,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:18.185295,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:19.327267,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:20.576375,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:21.792155,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 41.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:23.038066,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:24.138199,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.8812499999999996)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:25.188401,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:26.353662,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:27.557357,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:28.828579,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:30.034620,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:31.248527,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 43.07692307692308)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:32.417212,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.622222222222222)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 45.208333333333336)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:33.620590,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 45.208333333333336)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:34.751519,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 65.0, 47.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:35.862314,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 47.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:36.977655,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 47.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:38.116491,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 47.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:39.196830,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 47.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:40.475513,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 10.68)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 47.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:41.774035,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 27.5)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 47.25)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:43.012071,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 28.428571428571427)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 49.625)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:44.346156,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 28.428571428571427)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 50.77777777777777)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:45.690473,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 28.428571428571427)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:46.809426,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 28.428571428571427)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:47.935953,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 28.428571428571427)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 92.0)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:49.096709,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 21.0)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 140.75)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:50.331471,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 21.0)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 140.75)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:51.574357,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.5)","(14.0, 34.0, 21.0)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 140.75)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:52.849381,"(2.8, 4.5, 3.5057142857142853)","(7.0, 13.0, 11.714285714285715)","(14.0, 34.0, 21.333333333333332)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 140.75)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:54.034843,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.333333333333332)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 140.75)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
06-01-2023 17:20:55.253006,"(2.8, 4.5, 3.5057142857142853)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.333333333333332)","(3.4, 6.2, 3.7909090909090906)","(31.0, 200.0, 140.75)","(3.6, 5.2, 4.4)","(17.0, 60.0, 32.666666666666664)","(13.0, 44.0, 34.5)"
