,Rich List,Bretts Hope,Mums Pet Rock,Resolute Bay,Movin Millions,Mister Nien,Denstown Nz,Streamliner,Taste It
09-01-2023 14:12:03.207170,"(6.0, 12.5, 10.773684210526316)","(15.0, 26.0, 23.857142857142858)","(41.0, 55.0, 45.0)","(8.0, 12.0, 11.066666666666666)","(19.0, 40.0, 28.545454545454547)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 5.1, 5.033333333333333)","(4.8, 6.8, 6.466666666666667)"
09-01-2023 14:12:04.434028,"(6.0, 11.5, 10.673333333333334)","(15.0, 26.0, 23.857142857142858)","(41.0, 55.0, 45.0)","(8.0, 11.5, 11.290909090909091)","(19.0, 38.0, 25.666666666666668)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 5.1, 5.033333333333333)","(4.8, 6.6, 6.185714285714286)"
09-01-2023 14:12:05.679946,"(6.0, 11.0, 10.0)","(15.0, 26.0, 23.0)","(41.0, 55.0, 34.333333333333336)","(8.0, 11.5, 10.6)","(19.0, 38.0, 25.666666666666668)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 5.1, 5.033333333333333)","(4.8, 6.2, 6.529411764705882)"
09-01-2023 14:12:06.824700,"(6.0, 12.0, 11.683333333333334)","(15.0, 26.0, 22.88888888888889)","(41.0, 55.0, 46.142857142857146)","(8.0, 12.0, 10.5)","(19.0, 36.0, 21.571428571428573)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 5.1, 5.074999999999999)","(4.8, 6.6, 6.592592592592593)"
09-01-2023 14:12:08.015973,"(6.0, 12.0, 10.666666666666666)","(15.0, 26.0, 22.88888888888889)","(41.0, 55.0, 46.142857142857146)","(8.0, 12.0, 10.6)","(19.0, 34.0, 21.571428571428573)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 5.1, 5.074999999999999)","(4.8, 6.8, 6.380000000000001)"
09-01-2023 14:12:09.208081,"(6.0, 11.5, 9.166666666666666)","(15.0, 26.0, 24.0)","(41.0, 55.0, 46.142857142857146)","(8.0, 11.5, 10.6)","(19.0, 34.0, 27.833333333333336)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 5.1, 5.9375)","(4.8, 6.4, 6.545)"
09-01-2023 14:12:10.419346,"(6.0, 11.0, 10.253333333333334)","(15.0, 26.0, 24.0)","(41.0, 55.0, 46.142857142857146)","(8.0, 12.0, 11.5)","(19.0, 32.0, 24.0)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 6.0, 5.903614457831325)","(4.8, 6.8, 6.392)"
09-01-2023 14:12:11.606246,"(6.0, 11.0, 9.911111111111111)","(15.0, 26.0, 18.8)","(41.0, 55.0, 46.142857142857146)","(8.0, 12.0, 11.5)","(19.0, 32.0, 23.666666666666668)","(5.5, 6.6, 6.04)","(4.0, 99999, 99990)","(4.2, 6.0, 5.788235294117647)","(4.8, 6.8, 6.392)"
09-01-2023 14:12:13.102013,"(6.0, 11.0, 9.5)","(15.0, 26.0, 22.22222222222222)","(41.0, 55.0, 46.142857142857146)","(8.0, 12.0, 10.4)","(19.0, 32.0, 27.833333333333336)","(5.5, 6.6, 6.0)","(4.0, 99999, 99990)","(4.2, 6.0, 5.64)","(4.8, 6.8, 6.392)"
09-01-2023 14:12:14.515344,"(6.0, 14.0, 10.0)","(15.0, 26.0, 22.666666666666668)","(41.0, 55.0, 45.0)","(8.0, 12.0, 10.15)","(19.0, 32.0, 26.857142857142858)","(5.5, 6.6, 6.042857142857144)","(4.0, 99999, 99990)","(4.2, 6.0, 5.4714285714285715)","(4.8, 6.8, 6.392)"
09-01-2023 14:12:15.740265,"(6.0, 13.0, 8.714285714285714)","(16.0, 26.0, 23.625)","(41.0, 55.0, 44.66666666666667)","(8.0, 11.5, 11.272727272727273)","(19.0, 30.0, 27.333333333333336)","(5.5, 6.4, 6.042857142857144)","(4.0, 99999, 99990)","(4.2, 5.9, 5.433333333333334)","(4.8, 6.8, 6.392)"
09-01-2023 14:12:16.973118,"(6.0, 11.5, 10.992307692307692)","(16.0, 26.0, 22.2)","(41.0, 55.0, 44.66666666666667)","(8.0, 11.5, 11.272727272727273)","(19.0, 29.0, 24.555555555555557)","(5.5, 6.4, 6.042857142857144)","(4.0, 99999, 99990)","(4.2, 5.9, 5.433333333333334)","(4.8, 6.8, 5.95)"
09-01-2023 14:12:18.220088,"(6.0, 11.0, 10.125)","(16.0, 26.0, 22.22222222222222)","(41.0, 55.0, 44.8)","(8.0, 11.5, 11.5)","(19.0, 29.0, 25.25)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.9, 5.54)","(4.8, 6.8, 5.95)"
09-01-2023 14:12:19.377464,"(6.0, 11.0, 10.011764705882353)","(16.0, 26.0, 20.0)","(41.0, 50.0, 41.66666666666667)","(8.0, 12.0, 11.5)","(19.0, 29.0, 25.25)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.9, 5.6)","(4.8, 6.6, 5.95)"
09-01-2023 14:12:20.657319,"(6.0, 10.0, 9.0)","(16.0, 26.0, 20.0)","(41.0, 80.0, 52.5)","(8.0, 12.0, 10.72)","(19.0, 29.0, 23.3)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.9, 5.6)","(4.8, 6.6, 5.95)"
09-01-2023 14:12:21.940525,"(6.0, 10.0, 9.0)","(16.0, 24.0, 21.0)","(41.0, 75.0, 50.5)","(8.0, 12.0, 10.72)","(19.0, 27.0, 24.5)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.9, 5.6)","(4.8, 6.6, 5.95)"
09-01-2023 14:12:23.087605,"(6.0, 10.0, 9.85)","(16.0, 24.0, 22.625)","(41.0, 110.0, 76.4)","(8.0, 12.0, 11.5)","(19.0, 26.0, 24.555555555555557)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.9, 5.6)","(4.8, 6.6, 6.3)"
09-01-2023 14:12:24.269964,"(6.0, 10.0, 9.0)","(16.0, 29.0, 27.0)","(41.0, 100.0, 50.666666666666664)","(8.0, 12.0, 10.72)","(19.0, 26.0, 22.75)","(5.5, 6.4, 6.025)","(4.0, 99999, 99990)","(4.2, 5.9, 5.4714285714285715)","(4.8, 6.6, 6.04)"
09-01-2023 14:12:25.507397,"(6.0, 10.0, 9.85)","(16.0, 29.0, 27.0)","(41.0, 95.0, 67.4)","(8.0, 13.0, 12.21875)","(19.0, 26.0, 24.555555555555557)","(5.5, 6.4, 6.025)","(4.0, 99999, 99990)","(4.2, 5.9, 5.442857142857143)","(4.8, 6.6, 5.983333333333333)"
09-01-2023 14:12:26.746696,"(6.0, 10.0, 9.0)","(16.0, 29.0, 27.0)","(41.0, 95.0, 60.0)","(8.0, 13.0, 12.038461538461538)","(19.0, 25.0, 24.75)","(5.5, 6.4, 6.025)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.4, 5.987500000000001)"
09-01-2023 14:12:27.967179,"(6.0, 10.0, 9.0)","(16.0, 29.0, 27.0)","(41.0, 90.0, 41.25)","(8.0, 13.0, 12.51923076923077)","(19.0, 30.0, 24.75)","(5.5, 6.4, 6.025)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.6, 6.625)"
09-01-2023 14:12:29.201567,"(6.0, 10.0, 8.333333333333334)","(16.0, 29.0, 21.666666666666668)","(41.0, 85.0, 55.0)","(8.0, 13.0, 12.537037037037036)","(19.0, 29.0, 22.333333333333332)","(5.5, 6.4, 6.025)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.8, 6.666666666666666)"
09-01-2023 14:12:30.319035,"(6.0, 9.8, 8.18)","(16.0, 28.0, 20.5)","(41.0, 85.0, 47.0)","(8.0, 13.0, 12.537037037037036)","(19.0, 28.0, 24.5)","(5.5, 6.4, 6.025)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.8, 6.35)"
09-01-2023 14:12:31.525026,"(6.0, 9.4, 8.7)","(16.0, 28.0, 20.5)","(41.0, 80.0, 50.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 22.75)","(5.5, 6.4, 6.114285714285715)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.8, 6.35)"
09-01-2023 14:12:32.662770,"(6.0, 9.4, 8.933333333333334)","(16.0, 26.0, 21.0)","(41.0, 75.0, 50.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 26.0, 22.75)","(5.5, 6.4, 6.114285714285715)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.8, 5.7875)"
09-01-2023 14:12:33.899399,"(6.0, 9.4, 8.933333333333334)","(16.0, 26.0, 21.5)","(41.0, 70.0, 43.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 25.0, 23.166666666666668)","(5.5, 6.4, 6.114285714285715)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.6, 6.344444444444445)"
09-01-2023 14:12:35.119039,"(6.0, 9.4, 8.933333333333334)","(15.0, 25.0, 23.428571428571427)","(41.0, 70.0, 55.33333333333333)","(8.0, 13.0, 12.553571428571429)","(19.0, 26.0, 24.8)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.4, 6.185714285714286)"
09-01-2023 14:12:36.294080,"(6.0, 9.4, 8.933333333333334)","(15.0, 25.0, 23.285714285714285)","(41.0, 70.0, 55.33333333333333)","(8.0, 13.0, 12.553571428571429)","(19.0, 29.0, 22.214285714285715)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.442857142857143)","(4.8, 6.2, 6.185714285714286)"
09-01-2023 14:12:37.564382,"(6.0, 9.4, 8.933333333333334)","(15.0, 25.0, 22.9)","(41.0, 65.0, 45.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 28.0, 21.045454545454547)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.5)","(4.8, 6.8, 6.468965517241379)"
09-01-2023 14:12:39.012370,"(6.0, 9.4, 8.933333333333334)","(15.0, 24.0, 21.833333333333332)","(41.0, 65.0, 42.5)","(8.0, 13.0, 12.553571428571429)","(19.0, 28.0, 21.642857142857142)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.5)","(4.8, 6.8, 6.457142857142857)"
09-01-2023 14:12:40.846287,"(6.0, 9.4, 8.933333333333334)","(15.0, 26.0, 24.833333333333336)","(41.0, 60.0, 48.66666666666667)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.8)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.425)","(4.8, 6.6, 6.56)"
09-01-2023 14:12:42.406125,"(6.0, 9.4, 8.4)","(15.0, 26.0, 24.5)","(41.0, 60.0, 42.5)","(8.0, 13.0, 12.553571428571429)","(19.0, 26.0, 24.5)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.425)","(4.8, 6.6, 6.571428571428571)"
09-01-2023 14:12:43.948203,"(6.0, 9.4, 12.0)","(16.0, 26.0, 24.714285714285715)","(41.0, 60.0, 48.66666666666667)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 23.11111111111111)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.8, 6.8, 6.185714285714286)"
09-01-2023 14:12:45.287136,"(6.0, 14.0, 12.0)","(16.0, 27.0, 24.714285714285715)","(41.0, 60.0, 45.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 22.625)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.9, 5.633333333333333)","(4.8, 6.2, 6.466666666666667)"
09-01-2023 14:12:46.655797,"(6.0, 13.0, 11.181818181818182)","(16.0, 27.0, 24.5)","(41.0, 55.0, 33.57142857142857)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 22.625)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.5)","(4.8, 6.6, 6.526315789473684)"
09-01-2023 14:12:47.921579,"(6.0, 12.5, 11.9375)","(16.0, 26.0, 19.583333333333332)","(41.0, 55.0, 37.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 22.625)","(5.5, 6.4, 6.15)","(4.0, 99999, 99990)","(4.2, 5.8, 5.6)","(4.8, 6.6, 6.562962962962962)"
09-01-2023 14:12:49.125781,"(6.0, 11.5, 11.246153846153845)","(16.0, 25.0, 19.583333333333332)","(41.0, 50.0, 37.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 23.666666666666668)","(5.5, 6.4, 6.2)","(4.0, 99999, 99990)","(4.2, 5.9, 5.566666666666667)","(4.8, 6.6, 6.433333333333333)"
09-01-2023 14:12:50.494079,"(6.0, 11.0, 9.8)","(16.0, 25.0, 23.75)","(41.0, 48.0, 45.7)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 25.2)","(5.5, 6.4, 6.12)","(4.0, 99999, 99990)","(4.2, 5.9, 5.757142857142857)","(4.8, 6.6, 6.511111111111111)"
09-01-2023 14:12:51.756669,"(6.0, 14.0, 9.649999999999999)","(16.0, 29.0, 23.75)","(41.0, 48.0, 43.4)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.857142857142858)","(5.5, 6.6, 6.28)","(4.0, 99999, 99990)","(4.2, 5.9, 5.6)","(4.8, 6.8, 6.490322580645161)"
09-01-2023 14:12:53.071995,"(6.0, 13.0, 11.275)","(16.0, 29.0, 23.75)","(41.0, 48.0, 43.6)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.666666666666668)","(5.5, 6.6, 6.3)","(4.0, 99999, 99990)","(4.2, 5.8, 5.466666666666667)","(4.8, 6.8, 6.571428571428571)"
09-01-2023 14:12:54.296986,"(6.0, 12.0, 10.48)","(16.0, 29.0, 23.75)","(41.0, 48.0, 44.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 26.0, 23.375)","(5.5, 6.6, 6.323076923076923)","(4.0, 99999, 99990)","(4.2, 5.8, 5.466666666666667)","(4.8, 6.8, 6.58)"
09-01-2023 14:12:55.516184,"(6.0, 11.0, 9.833333333333332)","(16.0, 29.0, 26.8)","(41.0, 48.0, 44.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 25.0, 23.375)","(5.5, 6.6, 6.323076923076923)","(4.0, 99999, 99990)","(4.2, 5.8, 5.466666666666667)","(4.8, 6.6, 5.7846153846153845)"
09-01-2023 14:12:56.794561,"(6.0, 10.5, 9.733333333333333)","(16.0, 29.0, 23.5)","(41.0, 48.0, 44.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 25.0, 23.375)","(5.5, 6.6, 6.323076923076923)","(4.0, 99999, 99990)","(4.2, 5.8, 5.566666666666667)","(4.8, 6.8, 6.5473684210526315)"
09-01-2023 14:12:58.060555,"(6.0, 11.0, 10.6)","(16.0, 28.0, 25.285714285714285)","(41.0, 48.0, 43.6)","(8.0, 13.0, 12.553571428571429)","(19.0, 36.0, 28.444444444444443)","(5.5, 6.6, 6.323076923076923)","(4.0, 99999, 99990)","(4.2, 5.9, 5.483333333333333)","(4.8, 6.6, 6.449999999999999)"
09-01-2023 14:12:59.316108,"(6.0, 11.0, 10.377777777777776)","(16.0, 26.0, 21.555555555555557)","(41.0, 48.0, 44.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 34.0, 24.2)","(5.5, 6.6, 6.45)","(4.0, 99999, 99990)","(4.2, 5.9, 5.7214285714285715)","(4.8, 6.6, 6.39)"
09-01-2023 14:13:00.566886,"(6.0, 11.0, 10.066666666666666)","(16.0, 25.0, 22.666666666666668)","(41.0, 48.0, 44.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 25.285714285714285)","(5.5, 6.6, 6.45)","(4.0, 99999, 99990)","(4.2, 5.9, 5.7214285714285715)","(4.8, 6.6, 6.228571428571429)"
09-01-2023 14:13:01.826808,"(6.0, 10.5, 10.17142857142857)","(16.0, 23.0, 22.0)","(41.0, 48.0, 44.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 30.0, 25.285714285714285)","(5.5, 6.6, 6.45)","(4.0, 99999, 99990)","(4.2, 5.9, 5.7214285714285715)","(4.8, 6.4, 6.228571428571429)"
09-01-2023 14:13:03.107660,"(6.0, 11.0, 10.3)","(16.0, 23.0, 22.0)","(41.0, 48.0, 43.6)","(8.0, 13.0, 12.553571428571429)","(19.0, 29.0, 26.285714285714285)","(5.5, 6.6, 6.45)","(4.0, 99999, 99990)","(4.2, 5.9, 5.7214285714285715)","(4.8, 6.4, 6.2)"
09-01-2023 14:13:04.456305,"(6.0, 11.0, 10.711111111111112)","(16.0, 29.0, 26.8)","(41.0, 48.0, 43.6)","(8.0, 13.0, 12.553571428571429)","(19.0, 29.0, 24.92857142857143)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.9, 5.7214285714285715)","(4.8, 6.4, 5.4714285714285715)"
09-01-2023 14:13:05.840599,"(6.0, 11.0, 10.3)","(16.0, 32.0, 23.09090909090909)","(41.0, 50.0, 53.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 28.0, 22.333333333333332)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.9, 5.8090909090909095)","(4.8, 6.4, 5.892857142857143)"
09-01-2023 14:13:07.190026,"(6.0, 11.0, 10.3)","(16.0, 32.0, 23.09090909090909)","(41.0, 80.0, 42.33333333333333)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 22.333333333333332)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.9, 5.566666666666667)","(4.8, 5.9, 6.126315789473685)"
09-01-2023 14:13:08.492988,"(6.0, 11.0, 10.133333333333333)","(16.0, 30.0, 26.0)","(41.0, 75.0, 42.33333333333333)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.9, 5.483333333333333)","(4.8, 6.2, 6.126315789473685)"
09-01-2023 14:13:09.777625,"(6.0, 11.0, 10.133333333333333)","(16.0, 28.0, 26.0)","(41.0, 75.0, 42.33333333333333)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.9, 5.4625)","(4.8, 6.2, 6.300000000000001)"
09-01-2023 14:13:11.074447,"(6.0, 10.5, 10.08)","(16.0, 28.0, 26.0)","(41.0, 75.0, 40.666666666666664)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.9, 5.4625)","(4.8, 6.4, 6.341176470588236)"
09-01-2023 14:13:12.285601,"(6.0, 11.0, 12.440000000000001)","(16.0, 27.0, 24.0)","(41.0, 70.0, 40.666666666666664)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.9, 5.550000000000001)","(4.8, 6.4, 6.007142857142857)"
09-01-2023 14:13:13.540921,"(6.0, 18.5, 12.559999999999999)","(16.0, 27.0, 24.0)","(41.0, 70.0, 39.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.7, 5.550000000000001)","(4.8, 6.4, 6.1931034482758625)"
09-01-2023 14:13:14.821032,"(6.0, 18.0, 13.052631578947368)","(16.0, 27.0, 24.0)","(41.0, 65.0, 39.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.7, 5.45)","(4.8, 6.2, 5.9)"
09-01-2023 14:13:16.041532,"(6.0, 18.0, 13.052631578947368)","(16.0, 27.0, 24.0)","(41.0, 65.0, 39.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.6, 5.45)","(4.8, 6.4, 6.341176470588236)"
09-01-2023 14:13:17.329881,"(6.0, 17.5, 15.881818181818181)","(16.0, 27.0, 24.0)","(41.0, 65.0, 39.0)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.6, 5.425000000000001)","(4.8, 6.4, 6.372727272727273)"
09-01-2023 14:13:18.576300,"(6.0, 17.5, 15.881818181818181)","(16.0, 27.0, 22.75)","(41.0, 65.0, 45.5)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.5, 5.328571428571428)","(4.8, 6.4, 6.014285714285714)"
09-01-2023 14:13:19.799514,"(6.0, 17.5, 13.15)","(16.0, 27.0, 22.75)","(41.0, 65.0, 51.5)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.5, 5.390909090909091)","(4.8, 6.4, 6.185714285714286)"
09-01-2023 14:13:21.039670,"(6.0, 17.5, 13.15)","(16.0, 27.0, 22.75)","(41.0, 60.0, 52.400000000000006)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.5, 5.390909090909091)","(4.8, 6.2, 6.36)"
09-01-2023 14:13:22.298028,"(6.0, 17.5, 13.15)","(16.0, 27.0, 22.75)","(41.0, 70.0, 52.400000000000006)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.5, 5.328571428571428)","(4.8, 6.4, 5.660869565217391)"
09-01-2023 14:13:23.513444,"(6.0, 17.5, 13.15)","(16.0, 27.0, 22.75)","(41.0, 70.0, 52.400000000000006)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.5, 5.328571428571428)","(4.8, 6.6, 6.208695652173914)"
09-01-2023 14:13:24.756148,"(6.0, 17.5, 13.15)","(16.0, 27.0, 22.75)","(41.0, 70.0, 52.8)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 24.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.5, 5.260000000000001)","(4.8, 6.4, 6.208695652173914)"
09-01-2023 14:13:26.007394,"(6.0, 17.5, 14.733333333333334)","(16.0, 27.0, 22.75)","(41.0, 70.0, 52.8)","(8.0, 13.0, 12.553571428571429)","(19.0, 27.0, 26.0)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.4, 5.05)","(4.8, 6.4, 6.20952380952381)"
09-01-2023 14:13:27.226545,"(6.0, 17.5, 16.083333333333336)","(16.0, 27.0, 22.75)","(41.0, 70.0, 52.400000000000006)","(8.0, 13.0, 12.553571428571429)","(19.0, 38.0, 26.666666666666668)","(5.5, 6.6, 6.461538461538462)","(4.0, 99999, 99990)","(4.2, 5.2, 5.05)","(4.8, 6.4, 6.278787878787879)"
09-01-2023 14:13:28.450294,"(6.0, 17.5, 15.325)","(16.0, 27.0, 22.75)","(41.0, 70.0, 52.400000000000006)","(8.0, 13.0, 12.553571428571429)","(19.0, 36.0, 30.57142857142857)","(5.5, 6.6, 6.841379310344828)","(4.0, 99999, 99990)","(4.2, 5.2, 5.05)","(4.8, 6.4, 6.189473684210527)"
09-01-2023 14:13:29.682749,"(6.0, 17.0, 10.011111111111111)","(16.0, 27.0, 22.5)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 34.0, 27.555555555555557)","(5.5, 9.6, 6.836363636363636)","(4.0, 99999, 99990)","(4.2, 5.2, 4.85)","(4.8, 6.4, 6.189473684210527)"
09-01-2023 14:13:30.879151,"(6.0, 16.5, 10.011111111111111)","(16.0, 26.0, 22.5)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 25.571428571428573)","(5.5, 9.2, 7.376470588235295)","(4.0, 99999, 99990)","(4.2, 5.0, 4.766666666666667)","(4.8, 6.4, 6.136842105263158)"
09-01-2023 14:13:32.302443,"(6.0, 16.0, 11.299999999999999)","(16.0, 25.0, 22.0)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 25.571428571428573)","(5.5, 8.8, 7.6909090909090905)","(4.0, 99999, 99990)","(4.2, 5.0, 4.825)","(4.8, 6.4, 6.125)"
09-01-2023 14:13:33.692163,"(6.0, 15.5, 10.966666666666667)","(16.0, 25.0, 23.333333333333332)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 25.571428571428573)","(5.5, 8.6, 6.866666666666666)","(4.0, 99999, 99990)","(4.2, 4.9, 4.845454545454546)","(4.8, 6.4, 6.125)"
09-01-2023 14:13:35.072345,"(6.0, 14.5, 10.399999999999999)","(16.0, 32.0, 23.333333333333332)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 25.571428571428573)","(5.5, 8.2, 7.811111111111111)","(4.0, 99999, 99990)","(4.2, 4.9, 4.876)","(4.8, 6.4, 6.306666666666667)"
09-01-2023 14:13:36.683111,"(6.0, 14.0, 9.916666666666666)","(16.0, 32.0, 23.333333333333332)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 24.5)","(5.5, 8.2, 6.866666666666666)","(4.0, 99999, 99990)","(4.2, 4.9, 4.876)","(4.8, 6.4, 6.316666666666667)"
09-01-2023 14:13:38.234546,"(6.0, 13.5, 11.35)","(16.0, 32.0, 24.0)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 24.5)","(5.5, 8.2, 7.533333333333333)","(4.0, 99999, 99990)","(4.2, 4.9, 4.671428571428572)","(4.8, 6.4, 5.827272727272727)"
09-01-2023 14:13:39.675285,"(6.0, 12.5, 11.1)","(16.0, 32.0, 26.625)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 24.5)","(5.5, 8.2, 7.937499999999999)","(4.0, 99999, 99990)","(4.2, 4.8, 4.714285714285714)","(4.8, 6.4, 6.243478260869566)"
09-01-2023 14:13:41.018062,"(6.0, 13.0, 11.866666666666667)","(16.0, 30.0, 26.625)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 23.818181818181817)","(5.5, 8.2, 7.3999999999999995)","(4.0, 99999, 99990)","(4.2, 4.8, 4.654166666666667)","(4.8, 6.4, 6.220000000000001)"
09-01-2023 14:13:42.335293,"(6.0, 16.5, 11.633333333333333)","(16.0, 29.0, 23.0)","(41.0, 70.0, 59.714285714285715)","(8.0, 13.0, 12.553571428571429)","(19.0, 32.0, 24.636363636363637)","(5.5, 8.2, 7.914285714285715)","(4.0, 99999, 99990)","(4.2, 4.8, 4.675)","(4.8, 6.4, 6.362500000000001)"
