,Jubay,Cupids Song,Astrayal,Hes Clever,Gettin Spicy,Rockin Chair,Curb That Tiger,Shade Tree Corner,Windsors Star,Missionary
07-01-2023 11:42:17.545596,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:19.072649,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:20.689195,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:22.108426,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:23.514089,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:25.089173,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:26.538259,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:27.977498,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:29.388471,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:30.687978,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:31.970395,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:33.364092,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:34.637977,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:35.846844,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:37.161898,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:38.477855,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:39.777005,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:40.987956,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:42.239026,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:43.555509,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:44.723524,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:45.940511,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:47.259049,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:48.596748,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:49.859238,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:51.105737,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:52.324659,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:53.530111,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:54.709719,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:55.933935,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:57.219885,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:58.520669,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:42:59.749825,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:01.036705,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:02.281106,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:03.561953,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:04.783598,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:06.019557,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:07.333117,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:08.643250,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:09.906261,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:11.191975,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:12.466820,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:13.710163,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:14.882651,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:16.127502,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:17.412617,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:18.662386,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:19.968767,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:21.317872,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:22.588411,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:23.794608,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:24.959146,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:26.179689,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:27.395499,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:28.567762,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:29.829690,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:31.175757,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:32.450568,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:33.713971,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:35.032391,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:36.313060,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:37.498887,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:38.667976,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:39.792462,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:40.964457,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:42.132001,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:43.335873,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:44.603015,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:45.939395,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:47.240459,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:48.472587,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:49.698915,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:50.980676,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:52.218247,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
07-01-2023 11:43:53.413306,"(18.0, 230.0, 194.0)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 125.5)","(13.0, 26.0, 19.8)","(41.0, 230.0, 132.0)","(8.5, 230.0, 174.95)","(5.5, 12.0, 8.266666666666667)","(4.4, 230.0, 173.775)"
