,Magic Drum,Tom The Star,Silly Salmon,Strad,Beautrooper,Funny Impact,Isolating,Beaukati,Belle Power,Miss Epernay,Low Level Flying,Ourzacracker
10-01-2023 15:23:04.504303,"(10.0, 12.0, 11.86111111111111)","(6.5, 8.8, 8.717948717948719)","(3.6, 4.2, 4.192783505154639)","(12.0, 16.5, 16.176470588235293)","(9.0, 12.0, 11.725)","(31.0, 50.0, 47.14285714285714)","(10.0, 11.5, 11.04)","(3.4, 3.9, 3.8884615384615384)","(21.0, 34.0, 32.84615384615385)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 141.53846153846155)"
10-01-2023 15:23:05.948325,"(10.0, 12.0, 11.964285714285714)","(6.5, 8.8, 8.714285714285715)","(3.6, 4.2, 4.178947368421053)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.755555555555556)","(31.0, 50.0, 45.714285714285715)","(10.0, 11.5, 11.044554455445544)","(3.5, 3.9, 3.89375)","(21.0, 34.0, 32.0)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 134.28571428571428)"
10-01-2023 15:23:07.424670,"(10.0, 12.0, 11.972972972972974)","(6.5, 8.8, 8.770731707317074)","(3.6, 4.2, 4.177622377622377)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 50.0, 45.714285714285715)","(10.0, 11.5, 11.044554455445544)","(3.5, 3.9, 3.89375)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:08.838685,"(10.0, 12.0, 11.972972972972974)","(6.5, 8.8, 8.770731707317074)","(3.6, 4.2, 4.1716814159292035)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 50.0, 45.714285714285715)","(10.0, 11.5, 11.044554455445544)","(3.5, 3.9, 3.89375)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:10.213978,"(10.0, 12.0, 11.972972972972974)","(6.5, 8.8, 8.770731707317074)","(3.6, 4.2, 4.1716814159292035)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 50.0, 45.714285714285715)","(10.0, 11.5, 11.044554455445544)","(3.5, 3.9, 3.89375)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:11.637670,"(10.0, 12.0, 11.972972972972974)","(6.5, 8.8, 8.770731707317074)","(3.6, 4.2, 4.1716814159292035)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 50.0, 45.714285714285715)","(10.0, 11.5, 11.044554455445544)","(3.5, 3.9, 3.89375)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:13.080269,"(10.0, 12.0, 11.972972972972974)","(6.5, 8.8, 8.770731707317074)","(3.6, 4.2, 4.238181818181818)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 50.0, 45.714285714285715)","(10.0, 11.5, 11.044554455445544)","(3.5, 3.9, 3.89375)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:14.449963,"(10.0, 12.0, 11.972972972972974)","(6.5, 8.8, 8.770731707317074)","(3.6, 4.3, 4.263636363636364)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 50.0, 46.666666666666664)","(10.0, 11.5, 10.922077922077921)","(3.5, 3.9, 3.8884615384615384)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:15.826548,"(10.0, 12.0, 11.972972972972974)","(6.5, 8.8, 8.770731707317074)","(3.6, 4.3, 4.261904761904762)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.922077922077921)","(3.5, 3.9, 3.8884615384615384)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:17.171748,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.903703703703703)","(3.6, 4.3, 4.254716981132075)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.964285714285714)","(3.5, 3.9, 3.8884615384615384)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 145.0)"
10-01-2023 15:23:18.593363,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.84)","(3.6, 4.3, 4.214285714285714)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.964285714285714)","(3.5, 3.9, 3.893478260869565)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:19.980892,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.84)","(3.6, 4.3, 4.214285714285714)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.964285714285714)","(3.5, 3.9, 3.893478260869565)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:21.316373,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.84)","(3.6, 4.3, 4.214285714285714)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.99090909090909)","(3.5, 3.9, 3.893478260869565)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:22.638897,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.84)","(3.6, 4.3, 4.214285714285714)","(12.0, 16.5, 16.466216216216218)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.99090909090909)","(3.5, 3.9, 3.893478260869565)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:24.098099,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.3, 4.1841121495327105)","(12.0, 16.5, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.99090909090909)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:25.468415,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.149390243902439)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 10.99090909090909)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:26.777591,"(10.0, 12.0, 11.884615384615385)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.149390243902439)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.0, 11.082608695652175)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:28.127519,"(10.0, 12.0, 11.96875)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.149390243902439)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.038461538461538)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:29.525550,"(10.0, 12.0, 11.96875)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.145251396648044)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.030805687203792)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:31.029923,"(10.0, 12.0, 11.96875)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.145251396648044)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.030805687203792)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:32.479392,"(10.0, 12.0, 11.96875)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.145251396648044)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.030805687203792)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:33.910551,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.192045454545455)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.030805687203792)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:35.438807,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.955555555555556)","(3.6, 4.2, 4.192045454545455)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.030805687203792)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:36.921634,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.887500000000001)","(3.6, 4.2, 4.179245283018868)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.030805687203792)","(3.5, 3.9, 3.89)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:38.347186,"(10.0, 12.0, 11.972972972972974)","(6.5, 9.0, 8.887500000000001)","(3.6, 4.2, 4.196739130434783)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.030805687203792)","(3.5, 3.9, 3.824074074074074)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:39.708445,"(10.0, 12.5, 12.266666666666667)","(6.5, 9.2, 8.975)","(3.6, 4.2, 4.196739130434783)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.146428571428572)","(3.5, 3.85, 3.824074074074074)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:41.046076,"(10.0, 12.5, 12.296296296296296)","(6.5, 9.2, 9.010526315789473)","(3.6, 4.2, 4.18989898989899)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.19032258064516)","(3.5, 3.85, 3.824074074074074)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:42.609640,"(10.0, 12.5, 12.296296296296296)","(6.5, 9.2, 9.010526315789473)","(3.6, 4.2, 4.1855769230769235)","(12.0, 17.0, 16.823529411764707)","(9.0, 12.0, 11.73469387755102)","(31.0, 48.0, 46.666666666666664)","(10.0, 11.5, 11.19032258064516)","(3.5, 3.85, 3.824074074074074)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:44.152282,"(10.0, 12.5, 12.296296296296296)","(6.5, 9.2, 9.10909090909091)","(3.6, 4.2, 4.172033898305084)","(12.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.606060606060606)","(31.0, 48.0, 43.714285714285715)","(10.0, 11.5, 11.19032258064516)","(3.5, 3.85, 3.838)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:45.772225,"(10.0, 12.5, 12.225)","(6.5, 9.2, 9.10909090909091)","(3.6, 4.2, 4.172033898305084)","(12.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.472222222222221)","(31.0, 48.0, 43.63636363636363)","(10.0, 11.5, 11.19811320754717)","(3.5, 3.85, 3.838)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:47.126513,"(10.0, 12.5, 12.28125)","(6.5, 9.2, 9.428571428571429)","(3.6, 4.2, 4.1850000000000005)","(12.0, 17.0, 16.833333333333332)","(9.0, 11.5, 11.523076923076923)","(31.0, 48.0, 43.63636363636363)","(10.0, 11.5, 11.204545454545455)","(3.5, 3.85, 3.7727272727272725)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 144.0)"
10-01-2023 15:23:48.655214,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.323076923076922)","(3.6, 4.2, 4.1850000000000005)","(12.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.5)","(31.0, 48.0, 45.0)","(10.0, 11.5, 11.213836477987421)","(3.5, 3.8, 3.738)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:50.142551,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.323076923076922)","(3.5, 4.2, 4.172033898305084)","(12.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.534246575342465)","(31.0, 48.0, 46.2)","(10.0, 11.5, 11.219135802469136)","(3.5, 3.75, 3.738888888888889)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:51.484684,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.399999999999999)","(3.5, 4.2, 4.172033898305084)","(12.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.534246575342465)","(31.0, 48.0, 46.2)","(10.0, 11.5, 11.219135802469136)","(3.5, 3.75, 3.7199999999999998)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:52.812418,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.399999999999999)","(3.5, 4.2, 4.194444444444445)","(12.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.534246575342465)","(31.0, 48.0, 46.0)","(10.0, 11.5, 11.284)","(3.5, 3.75, 3.7199999999999998)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:54.140606,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.399999999999999)","(3.5, 4.2, 4.194444444444445)","(12.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.534246575342465)","(31.0, 50.0, 46.0)","(10.0, 11.5, 11.284)","(3.5, 3.75, 3.7199999999999998)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:55.486784,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.399999999999999)","(3.5, 4.2, 4.189473684210526)","(12.0, 17.0, 16.772727272727273)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.284)","(3.5, 3.75, 3.7199999999999998)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:56.797282,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.399999999999999)","(3.5, 4.2, 4.172033898305084)","(12.0, 17.0, 16.772727272727273)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.313793103448276)","(3.5, 3.75, 3.7199999999999998)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:58.053889,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.399999999999999)","(3.5, 4.2, 4.242045454545455)","(12.0, 17.0, 16.357142857142858)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.313793103448276)","(3.5, 3.75, 3.72)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:23:59.429791,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.443478260869565)","(3.5, 4.3, 4.384615384615385)","(12.0, 16.5, 16.52)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.313793103448276)","(3.5, 3.75, 3.6457831325301204)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:00.764647,"(10.0, 12.5, 12.28125)","(6.5, 9.6, 9.443478260869565)","(3.5, 4.4, 4.468075117370892)","(12.0, 17.0, 16.40625)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.715909090909092)","(3.5, 3.65, 3.644927536231884)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:02.107144,"(10.0, 12.5, 12.225)","(6.5, 9.6, 9.466666666666667)","(3.6, 4.5, 4.468075117370892)","(12.0, 16.5, 16.40625)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 12.0, 11.7375)","(3.5, 3.65, 3.6440677966101696)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:03.667502,"(10.0, 12.5, 12.174418604651162)","(6.5, 9.6, 9.466666666666667)","(3.6, 4.5, 4.468372093023255)","(12.0, 16.5, 16.40625)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 12.0, 11.7375)","(3.5, 3.65, 3.646875)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:05.090979,"(10.0, 12.5, 11.79)","(6.5, 9.6, 9.578723404255319)","(3.6, 4.5, 4.468075117370892)","(12.0, 16.5, 16.40625)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 12.0, 11.7375)","(3.5, 3.65, 3.578125)","(21.0, 34.0, 33.07692307692308)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:06.451463,"(10.0, 12.0, 11.79)","(6.5, 9.6, 9.59090909090909)","(3.6, 4.5, 4.468075117370892)","(12.0, 16.5, 16.40625)","(9.0, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 12.0, 11.7375)","(3.5, 3.6, 3.5805555555555557)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:08.089277,"(10.0, 12.0, 11.766666666666667)","(6.5, 9.6, 9.59090909090909)","(3.6, 4.5, 4.466502463054187)","(12.0, 16.5, 16.52)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 12.0, 11.7375)","(3.4, 3.6, 3.620967741935484)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:09.569767,"(10.0, 12.0, 11.716216216216216)","(6.5, 9.6, 9.59090909090909)","(3.6, 4.5, 4.466502463054187)","(12.0, 17.0, 16.52)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 12.0, 11.74)","(3.4, 3.65, 3.6795081967213115)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:11.103521,"(10.0, 12.0, 11.681818181818182)","(6.5, 9.6, 9.578947368421053)","(3.6, 4.5, 4.463829787234043)","(12.0, 17.0, 16.444444444444443)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 12.0, 11.490099009900991)","(3.4, 3.7, 3.685483870967742)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:12.518335,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.578947368421053)","(3.6, 4.5, 4.463829787234043)","(12.0, 17.0, 16.444444444444443)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.491803278688524)","(3.4, 3.7, 3.685483870967742)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:13.821558,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.578947368421053)","(3.6, 4.5, 4.463829787234043)","(12.0, 17.0, 16.444444444444443)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.491803278688524)","(3.4, 3.7, 3.693137254901961)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:15.204923,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.450980392156863)","(3.6, 4.5, 4.463829787234043)","(12.0, 17.0, 16.444444444444443)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.491803278688524)","(3.4, 3.7, 3.693137254901961)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:16.666069,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.450980392156863)","(3.6, 4.5, 4.463829787234043)","(12.0, 17.0, 16.5)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.491803278688524)","(3.4, 3.7, 3.693137254901961)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:18.114742,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.450980392156863)","(3.6, 4.5, 4.463829787234043)","(12.0, 17.0, 16.5)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.491803278688524)","(3.4, 3.7, 3.6872881355932203)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:19.501351,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.450980392156863)","(3.6, 4.5, 4.468518518518518)","(12.0, 17.0, 16.5)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.476190476190476)","(3.4, 3.7, 3.6872881355932203)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:20.932831,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.438297872340426)","(3.6, 4.5, 4.468518518518518)","(12.0, 17.0, 16.5)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.476190476190476)","(3.4, 3.7, 3.6872881355932203)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:22.382224,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.421739130434784)","(3.6, 4.5, 4.476923076923077)","(12.0, 17.0, 16.444444444444443)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.476190476190476)","(3.4, 3.7, 3.6872881355932203)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
10-01-2023 15:24:23.894158,"(10.0, 12.0, 11.609756097560975)","(6.5, 9.6, 9.35)","(3.6, 4.5, 4.476923076923077)","(12.0, 17.0, 16.444444444444443)","(8.5, 12.0, 11.514285714285714)","(31.0, 50.0, 47.0)","(10.0, 11.5, 11.476190476190476)","(3.4, 3.7, 3.694)","(21.0, 34.0, 32.666666666666664)","(101.0, 190.0, 185.0)","(101.0, 270.0, 247.5)","(91.0, 160.0, 146.66666666666666)"
