,Ms Morena,Cupids Joy,Beautiful Taps,Mazi,Cat Tale Breeze,Valley Verde,Sweet Dynasty
16-12-2022 11:00:12.220008,"(11.0, 99999, 99990)","(7.0, 8.2, 7.857142857142857)","(26.0, 460.0, 181.33333333333334)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.4, 4.4)"
16-12-2022 11:00:13.225450,"(11.0, 99999, 99990)","(7.0, 8.2, 7.741176470588234)","(26.0, 460.0, 181.33333333333334)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.4)"
16-12-2022 11:00:14.195975,"(11.0, 99999, 99990)","(7.0, 8.2, 7.741176470588234)","(26.0, 460.0, 384.3636363636364)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.4)"
16-12-2022 11:00:15.186032,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 384.3636363636364)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.4)"
16-12-2022 11:00:16.157978,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 184.0)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.425)"
16-12-2022 11:00:17.143694,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.425)"
16-12-2022 11:00:18.220774,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:19.319681,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:20.372251,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:21.402403,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:22.359644,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:23.339712,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:24.321339,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:25.317146,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:26.356993,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 149.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:27.330602,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:28.355440,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:29.307362,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:30.367344,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:31.391390,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:32.400530,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:33.389882,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:34.399550,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:35.347061,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:36.402047,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:37.438496,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:38.481708,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:39.515200,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:40.509344,"(11.0, 99999, 99990)","(7.0, 8.2, 7.726315789473683)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:41.526313,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:42.517157,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.434375)"
16-12-2022 11:00:43.534508,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.171428571428572)","(4.6, 5.9, 5.85)","(3.8, 4.5, 4.408695652173913)"
16-12-2022 11:00:44.593591,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.271428571428571)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.825)","(3.8, 4.5, 4.408695652173913)"
16-12-2022 11:00:45.672098,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.318181818181818)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.5, 4.3950000000000005)"
16-12-2022 11:00:46.609445,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 186.66666666666666)","(3.5, 4.4, 4.318181818181818)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.5, 4.3950000000000005)"
16-12-2022 11:00:47.618594,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:48.603046,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:49.687614,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:50.749999,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:51.770142,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:52.760549,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(26.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:53.738977,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(31.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:54.716867,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(31.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:55.759198,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(31.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.147368421052632)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:56.762798,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(31.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.103703703703704)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:57.819894,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(31.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.103703703703704)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.344444444444445)"
16-12-2022 11:00:58.807583,"(11.0, 99999, 99990)","(7.0, 8.2, 7.709090909090909)","(31.0, 460.0, 152.5)","(3.5, 4.4, 4.330769230769231)","(5.5, 6.4, 6.155555555555556)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.318181818181818)"
16-12-2022 11:00:59.726711,"(12.0, 99999, 99990)","(7.0, 8.0, 7.895652173913043)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.266666666666667)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.8100000000000005)","(3.8, 4.4, 4.318181818181818)"
16-12-2022 11:01:00.695988,"(12.0, 99999, 99990)","(7.0, 8.0, 7.895652173913043)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.318181818181818)"
16-12-2022 11:01:01.751360,"(12.0, 99999, 99990)","(7.0, 8.0, 7.895652173913043)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.271428571428571)"
16-12-2022 11:01:02.811233,"(12.0, 99999, 99990)","(7.0, 8.0, 7.895652173913043)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.30625)"
16-12-2022 11:01:03.822529,"(12.0, 99999, 99990)","(7.0, 8.0, 7.895652173913043)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:04.828817,"(12.0, 99999, 99990)","(7.0, 8.0, 7.895652173913043)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:05.870955,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:06.912983,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:07.949266,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:08.968135,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.268)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:10.022022,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.2375)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:11.081066,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:12.094508,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:13.098978,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.7875)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:14.113337,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.790909090909091)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:15.190720,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.790909090909091)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:16.284802,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.807692307692308)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:17.254630,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.74)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:18.221886,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.785714285714286)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:19.240370,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.785714285714286)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:20.250053,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.042857142857143)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.800000000000001)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:21.317611,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.042857142857143)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.75)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:22.451847,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.042857142857143)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.769565217391305)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:23.536938,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.566666666666667)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:24.588166,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.566666666666667)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:25.592150,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.566666666666667)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:26.581601,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.50909090909091)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:27.586405,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.8, 5.536363636363637)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:28.612896,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.536363636363637)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:29.730383,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.536363636363637)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:30.862389,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 152.5)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.536363636363637)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:31.994747,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.557142857142857)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:33.049036,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.9, 5.455172413793104)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:34.105224,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.8, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:35.089123,"(12.0, 99999, 99990)","(7.0, 8.2, 7.8342857142857145)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1125)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:36.047354,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:37.051430,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:38.153405,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:39.217982,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:40.315018,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:41.318474,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:42.354345,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.3)"
16-12-2022 11:01:43.365975,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.4, 4.202325581395349)"
16-12-2022 11:01:44.442162,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.533333333333333)","(3.8, 4.3, 4.202325581395349)"
16-12-2022 11:01:45.482355,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.20625)","(5.5, 6.2, 6.0777777777777775)","(4.6, 5.7, 5.640000000000001)","(3.8, 4.3, 4.189795918367347)"
16-12-2022 11:01:46.543667,"(12.0, 99999, 99990)","(7.0, 8.2, 7.742857142857142)","(31.0, 460.0, 186.66666666666666)","(3.5, 4.3, 4.1375)","(5.5, 6.2, 6.285714285714286)","(4.6, 5.7, 5.640000000000001)","(3.8, 4.3, 4.189795918367347)"
16-12-2022 11:01:47.608319,"(12.0, 99999, 99990)","(7.0, 8.2, 7.814285714285714)","(31.0, 460.0, 217.0)","(3.5, 4.2, 4.133333333333334)","(5.5, 6.4, 6.285714285714286)","(4.6, 5.7, 5.642857142857143)","(3.8, 4.3, 4.157142857142857)"
16-12-2022 11:01:48.690630,"(12.0, 99999, 99990)","(7.0, 8.2, 7.814285714285714)","(31.0, 460.0, 325.0)","(3.5, 4.2, 4.05)","(5.5, 6.4, 6.285714285714286)","(4.6, 5.7, 5.642857142857143)","(3.8, 4.3, 4.157142857142857)"
16-12-2022 11:01:49.661991,"(12.0, 99999, 99990)","(7.0, 8.2, 7.814285714285714)","(31.0, 460.0, 325.0)","(3.5, 4.2, 4.05)","(5.5, 6.4, 6.285714285714286)","(4.6, 5.7, 5.642857142857143)","(3.8, 4.3, 4.157142857142857)"
