,Lala Noel,Hailey Lainey,Especial Pip,You Yang Yaala,Amlin Princess,No Holds Barred,Sailors Girl,Alfie Solomon
09-01-2023 11:54:03.063291,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:04.554216,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:05.922425,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:07.300097,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:08.536993,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:09.982678,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:11.352334,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:12.658606,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:14.273307,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:15.589115,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:17.123145,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:18.388836,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:19.686541,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:21.039183,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:22.337941,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:23.539789,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:24.762986,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:26.023492,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:27.369112,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:28.624767,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:29.923629,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:31.189879,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 13.333333333333332)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:32.375559,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:33.805136,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:35.057580,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:36.220392,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:37.428935,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:38.638757,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:39.842348,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:41.037562,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:42.205380,"(5.5, 12.0, 7.275)","(9.0, 19.5, 15.4875)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 12.75)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 10.228571428571428)","(8.0, 14.0, 11.933333333333334)"
09-01-2023 11:54:43.409478,"(5.5, 12.0, 7.275)","(9.0, 19.5, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:44.696677,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:45.872890,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:47.544455,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:48.873741,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:50.169882,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:51.431103,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:52.708842,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:53.960644,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:55.085025,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:56.202835,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:57.404738,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:54:58.760251,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:00.146247,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:01.824052,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:03.965864,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:05.440604,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:06.732866,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:07.964429,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:09.123182,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:10.311668,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:11.401254,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:12.648119,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:13.780044,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:15.070164,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:16.284328,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:17.495395,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:18.717776,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:19.974976,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:21.196407,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:22.400730,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:23.582225,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 16.842105263157894)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:24.748853,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:25.921034,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:27.104581,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:28.228534,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:29.374672,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:30.521157,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:31.643224,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:32.756447,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 17.05)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:33.862138,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:34.993460,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:36.013402,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:37.143738,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:38.208211,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:39.257117,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:40.315909,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:41.304904,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:42.343608,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:55:43.375432,"(5.5, 12.0, 7.275)","(9.0, 20.0, 10.200000000000001)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.2, 7.7749999999999995)","(7.5, 12.5, 8.525)","(8.0, 14.0, 9.866666666666667)"
