,Mr Oklahoma City,Legionary,Gist,Hit One Out,Country Brave,Im Crenshaw,Spirit Of Spoatie,Canonize
15-12-2022 13:49:19.001876,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 5.987500000000001)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.2)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:20.393143,"(12.0, 25.0, 19.0)","(4.4, 6.6, 6.16)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.075)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.129411764705882)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:21.637837,"(12.0, 24.0, 19.0)","(4.4, 6.4, 6.16)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.2, 7.175)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.129411764705882)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:22.822809,"(12.0, 25.0, 23.25)","(4.4, 6.4, 6.066666666666667)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.129411764705882)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:24.049613,"(12.0, 25.0, 23.833333333333336)","(4.4, 6.4, 6.066666666666667)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.292307692307692)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:25.308017,"(12.0, 25.0, 23.833333333333336)","(4.4, 6.4, 6.066666666666667)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.292307692307692)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:26.528409,"(12.0, 25.0, 23.833333333333336)","(4.4, 6.4, 6.066666666666667)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.292307692307692)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:27.711552,"(12.0, 25.0, 23.833333333333336)","(4.4, 6.4, 6.266666666666667)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:28.861824,"(12.0, 25.0, 23.833333333333336)","(4.4, 7.0, 6.266666666666667)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.3)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:30.085135,"(12.0, 25.0, 23.833333333333336)","(4.4, 7.0, 6.5600000000000005)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.3)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:31.253741,"(12.0, 25.0, 23.833333333333336)","(4.4, 7.0, 6.5600000000000005)","(17.0, 100.0, 67.0)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.3)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:32.501897,"(12.0, 25.0, 23.833333333333336)","(4.4, 7.0, 6.5600000000000005)","(17.0, 100.0, 73.6)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.3)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:33.786728,"(12.0, 25.0, 23.833333333333336)","(4.4, 7.0, 6.5600000000000005)","(17.0, 100.0, 73.6)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.3)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:34.989443,"(12.0, 25.0, 23.0)","(4.4, 7.0, 6.5600000000000005)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.3)","(9.0, 12.0, 11.725)"
15-12-2022 13:49:36.132677,"(12.0, 25.0, 23.0)","(4.4, 7.0, 6.5600000000000005)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.050000000000001)","(9.0, 12.0, 11.122222222222222)"
15-12-2022 13:49:37.314916,"(12.0, 24.0, 22.285714285714285)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.4, 6.050000000000001)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:49:38.487645,"(12.0, 24.0, 21.57142857142857)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.4, 6.050000000000001)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:49:39.680149,"(12.0, 24.0, 21.25)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.4, 6.050000000000001)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:49:40.874308,"(12.0, 24.0, 21.25)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.4, 6.050000000000001)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:49:42.021211,"(12.0, 24.0, 21.25)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.175)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.4, 6.050000000000001)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:49:43.161407,"(12.0, 24.0, 19.333333333333336)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.485714285714286)","(6.5, 8.4, 7.991666666666667)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.4, 6.050000000000001)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:49:44.273334,"(12.0, 24.0, 22.444444444444443)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.811764705882354)","(6.5, 8.4, 8.210526315789474)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.4, 6.333333333333333)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:49:45.440001,"(12.0, 24.0, 18.8)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.811764705882354)","(6.5, 8.4, 8.210526315789474)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:46.616740,"(12.0, 22.0, 18.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.44)","(6.5, 8.4, 7.28)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.333333333333333)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:47.716557,"(12.0, 22.0, 20.6875)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 81.71428571428571)","(7.5, 10.0, 9.44)","(6.5, 8.4, 7.28)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.333333333333333)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:48.804665,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.72)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:49.970573,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.72)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:51.079285,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.72)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:52.286099,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.72)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:53.497254,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:54.744324,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.52)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:55.926905,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.52)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:57.078231,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.52)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:58.150502,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.52)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:49:59.237017,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.52)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:50:00.676630,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.52)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.014285714285714)"
15-12-2022 13:50:02.124721,"(12.0, 22.0, 14.5)","(4.4, 6.8, 6.050000000000001)","(17.0, 100.0, 53.5)","(7.5, 10.0, 9.52)","(6.5, 8.4, 7.955555555555556)","(3.8, 4.0, 3.871875)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.5, 11.122222222222222)"
15-12-2022 13:50:03.456479,"(12.0, 21.0, 17.266666666666666)","(4.4, 6.8, 6.35)","(17.0, 100.0, 82.28571428571429)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.0)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:04.650367,"(12.0, 21.0, 19.42857142857143)","(4.4, 6.8, 6.35)","(17.0, 100.0, 82.28571428571429)","(7.5, 10.0, 9.6)","(6.5, 8.4, 8.16)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.0)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:05.870212,"(12.0, 21.0, 18.555555555555557)","(4.4, 6.8, 6.35)","(17.0, 100.0, 76.0)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 8.16)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.0)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:07.196321,"(12.0, 21.0, 17.0)","(4.4, 6.8, 6.35)","(17.0, 100.0, 82.28571428571429)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.0)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:08.581751,"(12.0, 20.0, 17.0)","(4.4, 6.8, 6.35)","(17.0, 100.0, 82.28571428571429)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 5.84)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:10.019586,"(12.0, 20.0, 16.242105263157896)","(4.4, 6.8, 6.35)","(17.0, 100.0, 76.0)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.7868421052631582)","(5.0, 6.4, 5.84)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:11.327266,"(12.0, 20.0, 13.954545454545455)","(4.4, 6.8, 6.35)","(17.0, 100.0, 82.85714285714286)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 8.16)","(3.8, 4.0, 3.7868421052631582)","(5.0, 6.4, 5.84)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:12.671130,"(12.0, 20.0, 14.59090909090909)","(4.4, 6.8, 5.966666666666667)","(17.0, 100.0, 72.0)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 8.16)","(3.8, 4.0, 3.7868421052631582)","(5.0, 6.4, 5.84)","(9.0, 11.5, 10.5)"
15-12-2022 13:50:13.888574,"(12.0, 20.0, 14.59090909090909)","(4.4, 6.8, 5.966666666666667)","(20.0, 100.0, 83.42857142857143)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 4.0, 3.7868421052631582)","(5.0, 6.4, 5.688888888888888)","(9.0, 11.5, 10.333333333333334)"
15-12-2022 13:50:15.129345,"(12.0, 20.0, 17.763157894736842)","(4.4, 6.8, 6.62)","(20.0, 100.0, 83.42857142857143)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 4.0, 3.7868421052631582)","(5.0, 6.4, 6.206896551724138)","(9.0, 11.0, 10.333333333333334)"
15-12-2022 13:50:16.345206,"(12.0, 20.0, 17.763157894736842)","(4.4, 6.8, 6.62)","(20.0, 100.0, 83.42857142857143)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 8.16)","(3.8, 4.0, 3.7868421052631582)","(5.0, 6.4, 5.76)","(9.0, 11.0, 12.89655172413793)"
15-12-2022 13:50:17.582946,"(12.0, 20.0, 15.0)","(4.4, 6.8, 5.966666666666667)","(20.0, 100.0, 58.0)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.35)","(3.8, 4.0, 3.871875)","(5.0, 6.4, 6.109090909090909)","(9.0, 13.0, 13.8)"
15-12-2022 13:50:18.677772,"(12.0, 19.5, 16.0)","(4.4, 6.8, 6.442857142857143)","(20.0, 100.0, 58.0)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.066666666666666)","(9.0, 14.5, 13.545454545454545)"
15-12-2022 13:50:19.767457,"(12.0, 19.5, 16.0)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 58.0)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.066666666666666)","(9.0, 15.0, 13.423076923076923)"
15-12-2022 13:50:20.976256,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 58.0)","(7.5, 10.0, 9.200000000000001)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.066666666666666)","(9.0, 15.5, 13.8)"
15-12-2022 13:50:22.229627,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 58.0)","(7.5, 10.0, 9.92)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.066666666666666)","(9.0, 15.0, 13.8)"
15-12-2022 13:50:23.358533,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 58.0)","(7.5, 10.0, 9.92)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.066666666666666)","(9.0, 15.0, 13.8)"
15-12-2022 13:50:24.474694,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 58.0)","(7.5, 10.0, 9.92)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.2727272727272725)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:25.595982,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 81.33333333333334)","(7.5, 10.0, 9.833333333333334)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.2727272727272725)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:26.794553,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 81.33333333333334)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.2727272727272725)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:27.980258,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 81.33333333333334)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.6, 6.3125)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:29.200238,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 81.33333333333334)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.300000000000001)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:30.445767,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 81.33333333333334)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.300000000000001)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:31.577894,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 81.33333333333334)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.300000000000001)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:32.763939,"(12.0, 19.5, 13.5)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.0)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.28)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.300000000000001)","(9.0, 15.0, 13.6875)"
15-12-2022 13:50:33.975198,"(12.0, 19.5, 14.8125)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.0)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.35)","(3.8, 3.95, 3.871875)","(5.0, 6.4, 6.300000000000001)","(9.0, 15.0, 13.5)"
15-12-2022 13:50:35.183456,"(12.0, 19.5, 14.8125)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.0)","(7.5, 10.0, 9.866666666666667)","(6.5, 8.4, 7.35)","(3.8, 3.95, 3.8041666666666667)","(5.0, 6.4, 6.530769230769231)","(9.0, 15.0, 13.5)"
15-12-2022 13:50:36.356159,"(12.0, 19.5, 14.8125)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8041666666666667)","(5.0, 6.6, 6.4875)","(9.0, 15.0, 13.5)"
15-12-2022 13:50:37.518092,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8041666666666667)","(5.0, 6.6, 6.4875)","(9.0, 15.0, 13.5)"
15-12-2022 13:50:38.697892,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8041666666666667)","(5.0, 6.6, 6.4875)","(9.0, 15.0, 13.5)"
15-12-2022 13:50:39.915561,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8041666666666667)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.25)"
15-12-2022 13:50:41.191663,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8323529411764707)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.1)"
15-12-2022 13:50:42.327467,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8323529411764707)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.625)"
15-12-2022 13:50:43.400238,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8323529411764707)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:44.408017,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8323529411764707)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:45.424483,"(12.0, 19.0, 14.625)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 84.57142857142857)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.8323529411764707)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:46.466844,"(12.0, 18.5, 14.4375)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 85.14285714285714)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.95, 3.841666666666667)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:47.617807,"(12.0, 18.5, 14.4375)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.933333333333334)","(3.8, 3.9, 3.841666666666667)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:48.822248,"(12.0, 18.5, 13.357142857142858)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.6)","(6.5, 8.4, 7.35)","(3.8, 3.9, 3.841666666666667)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:49.954054,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.822222222222223)","(6.5, 8.4, 7.28)","(3.8, 3.9, 3.76875)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:51.014218,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.822222222222223)","(6.5, 8.4, 7.28)","(3.8, 3.9, 3.7)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:52.076317,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.822222222222223)","(6.5, 8.4, 7.28)","(3.8, 3.9, 3.7)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:53.153740,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.822222222222223)","(6.5, 8.4, 7.28)","(3.8, 3.9, 3.72)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:54.338005,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.822222222222223)","(6.5, 8.4, 7.28)","(3.8, 3.9, 3.72)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:55.545746,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 62.5)","(7.5, 10.0, 9.822222222222223)","(6.5, 8.4, 7.28)","(3.8, 3.9, 3.72)","(5.0, 6.6, 6.4875)","(9.0, 14.5, 13.3)"
15-12-2022 13:50:56.767021,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 88.57142857142857)","(7.5, 10.0, 9.822222222222223)","(6.5, 8.4, 7.075)","(3.8, 3.9, 3.72)","(5.0, 6.6, 5.888461538461539)","(9.0, 14.5, 13.785714285714286)"
15-12-2022 13:50:57.962820,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 95.0, 83.33333333333333)","(7.5, 10.0, 9.822222222222223)","(6.0, 8.2, 7.28)","(3.7, 3.9, 3.72)","(5.0, 6.4, 6.324999999999999)","(9.0, 14.5, 13.785714285714286)"
15-12-2022 13:50:59.101088,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 83.33333333333333)","(7.5, 10.0, 9.822222222222223)","(6.0, 8.4, 7.28)","(3.7, 3.9, 3.72)","(5.0, 6.6, 5.85)","(9.0, 14.5, 13.7)"
15-12-2022 13:51:00.357976,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 83.33333333333333)","(7.5, 10.0, 9.822222222222223)","(6.0, 8.4, 7.28)","(3.7, 3.9, 3.72)","(5.0, 6.6, 6.199999999999999)","(9.0, 14.5, 13.7)"
