,Mr Oklahoma City,Legionary,Gist,Hit One Out,Country Brave,Im Crenshaw,Spirit Of Spoatie,Canonize
15-12-2022 13:45:51.905766,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.455555555555556)","(20.0, 95.0, 74.0)","(8.0, 9.6, 7.8)","(6.5, 8.4, 7.800000000000001)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:45:52.959010,"(13.0, 25.0, 18.0)","(4.4, 7.2, 6.325)","(20.0, 95.0, 74.0)","(8.0, 9.6, 7.8)","(6.5, 8.4, 7.800000000000001)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:45:54.078708,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.550000000000001)","(20.0, 95.0, 74.0)","(7.5, 9.6, 7.8)","(6.5, 8.4, 7.800000000000001)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:45:55.156419,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.550000000000001)","(20.0, 95.0, 74.0)","(7.5, 9.6, 7.8)","(6.5, 8.4, 7.800000000000001)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:45:56.273685,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.550000000000001)","(20.0, 95.0, 74.0)","(7.5, 9.8, 9.0)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:45:57.395437,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.550000000000001)","(20.0, 95.0, 74.0)","(7.5, 9.8, 9.0)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:45:58.548069,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.550000000000001)","(20.0, 95.0, 74.0)","(7.5, 9.8, 9.0)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:45:59.698319,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.550000000000001)","(20.0, 95.0, 74.0)","(7.5, 9.8, 9.0)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:00.930728,"(13.0, 25.0, 18.0)","(4.4, 7.4, 6.550000000000001)","(20.0, 95.0, 74.0)","(7.5, 9.8, 9.0)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:02.393184,"(13.0, 25.0, 18.0)","(4.4, 7.4, 5.983333333333333)","(20.0, 95.0, 74.0)","(7.5, 9.8, 9.0)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.88)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:03.611908,"(13.0, 25.0, 19.75)","(4.4, 7.2, 5.8875)","(20.0, 95.0, 74.0)","(7.5, 9.8, 10.475)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.733333333333333)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:04.759863,"(13.0, 25.0, 19.75)","(4.4, 7.2, 5.8875)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.733333333333333)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:05.965816,"(13.0, 25.0, 19.75)","(4.4, 7.2, 5.8875)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.733333333333333)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:07.100491,"(13.0, 25.0, 19.75)","(4.4, 7.2, 5.8875)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.733333333333333)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:08.103203,"(13.0, 25.0, 19.75)","(4.4, 6.8, 5.8375)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.2, 5.733333333333333)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:09.319729,"(13.0, 24.0, 20.833333333333332)","(4.4, 7.0, 5.96)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.2, 7.485714285714286)","(4.0, 4.8, 4.38)","(5.0, 6.4, 6.1000000000000005)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:10.428775,"(13.0, 24.0, 20.833333333333332)","(4.4, 6.8, 5.8375)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.6, 7.9)","(4.0, 4.8, 4.38)","(5.0, 6.4, 6.220000000000001)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:11.482277,"(13.0, 24.0, 20.833333333333332)","(4.4, 6.8, 5.8375)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.6, 7.9)","(4.0, 4.8, 4.38)","(5.0, 6.4, 6.220000000000001)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:12.592215,"(13.0, 24.0, 20.833333333333332)","(4.4, 6.8, 5.8375)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.6, 7.9)","(4.0, 4.8, 4.38)","(5.0, 6.4, 6.220000000000001)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:13.679658,"(13.0, 24.0, 20.833333333333332)","(4.4, 6.8, 5.8375)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.6, 7.9)","(4.0, 4.8, 4.38)","(5.0, 6.4, 6.220000000000001)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:14.751544,"(12.0, 24.0, 20.833333333333332)","(4.4, 6.8, 5.8375)","(20.0, 95.0, 74.0)","(7.5, 11.5, 10.475)","(6.5, 8.6, 7.9)","(4.0, 4.8, 4.38)","(5.0, 6.4, 6.220000000000001)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:15.837362,"(12.0, 24.0, 20.833333333333332)","(4.4, 6.8, 5.8375)","(20.0, 95.0, 74.0)","(7.5, 11.5, 9.56)","(6.5, 8.6, 7.9)","(4.0, 4.8, 4.2749999999999995)","(5.0, 6.4, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:16.891930,"(12.0, 24.0, 20.833333333333332)","(4.4, 7.8, 6.75)","(20.0, 95.0, 74.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.8, 4.2)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:18.162234,"(12.0, 24.0, 22.1)","(4.4, 7.6, 6.333333333333333)","(20.0, 95.0, 64.5)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.8, 4.2)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:19.308947,"(12.0, 24.0, 22.1)","(4.4, 7.6, 6.65)","(20.0, 95.0, 64.5)","(7.5, 11.0, 8.035294117647059)","(6.5, 8.6, 7.8)","(4.0, 4.8, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:20.431707,"(12.0, 24.0, 22.1)","(4.4, 7.6, 5.9375)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:21.646977,"(12.0, 27.0, 22.833333333333336)","(4.4, 7.4, 6.2)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:23.196113,"(12.0, 27.0, 22.833333333333336)","(4.4, 7.2, 6.266666666666667)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:24.432830,"(12.0, 27.0, 22.833333333333336)","(4.4, 7.2, 6.266666666666667)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:25.621714,"(12.0, 26.0, 21.07142857142857)","(4.4, 7.2, 5.8)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:27.056799,"(12.0, 26.0, 19.61111111111111)","(4.4, 7.2, 5.8)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:28.362232,"(12.0, 26.0, 19.61111111111111)","(4.4, 7.2, 5.8)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:29.495498,"(12.0, 26.0, 19.61111111111111)","(4.4, 7.2, 5.8)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:30.759915,"(12.0, 26.0, 19.61111111111111)","(4.4, 7.2, 5.8)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:31.984204,"(12.0, 26.0, 19.61111111111111)","(4.4, 7.2, 6.88)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.466666666666667)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:33.198872,"(12.0, 26.0, 19.61111111111111)","(4.4, 7.2, 6.88)","(20.0, 95.0, 64.5)","(7.5, 9.6, 7.788235294117647)","(6.5, 8.6, 7.8)","(4.0, 4.7, 4.2)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 9.533333333333333)"
15-12-2022 13:46:34.329334,"(12.0, 26.0, 17.785714285714285)","(4.4, 7.2, 6.870588235294118)","(20.0, 95.0, 72.0)","(7.5, 9.6, 8.066666666666666)","(6.5, 8.6, 7.4)","(4.0, 4.8, 4.233333333333333)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 10.2)"
15-12-2022 13:46:35.483355,"(12.0, 26.0, 17.785714285714285)","(4.4, 7.2, 6.15)","(20.0, 95.0, 72.0)","(7.5, 9.4, 8.066666666666666)","(6.5, 8.4, 7.4)","(4.0, 4.7, 4.233333333333333)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 10.2)"
15-12-2022 13:46:36.619209,"(12.0, 26.0, 17.785714285714285)","(4.4, 7.8, 6.225)","(18.0, 95.0, 72.0)","(7.5, 9.4, 8.066666666666666)","(6.5, 8.4, 7.4)","(4.0, 4.7, 4.233333333333333)","(5.0, 6.2, 5.966666666666667)","(9.0, 11.0, 10.28)"
15-12-2022 13:46:37.846131,"(12.0, 25.0, 19.75)","(4.4, 7.4, 6.266666666666667)","(18.0, 95.0, 72.0)","(7.5, 9.4, 8.3)","(6.5, 8.4, 7.4)","(4.0, 4.7, 4.042424242424242)","(5.0, 6.2, 6.072727272727273)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:39.049400,"(12.0, 25.0, 18.7)","(4.4, 7.4, 6.863157894736842)","(18.0, 95.0, 72.0)","(7.5, 11.0, 8.3)","(6.5, 8.4, 7.4)","(4.0, 4.7, 4.12)","(5.0, 6.2, 6.044444444444444)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:40.315724,"(12.0, 25.0, 18.7)","(4.4, 7.4, 6.720000000000001)","(18.0, 95.0, 72.0)","(7.5, 11.0, 8.3)","(6.5, 8.4, 7.4)","(4.0, 4.6, 4.12)","(5.0, 6.2, 6.044444444444444)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:41.517012,"(12.0, 25.0, 18.7)","(4.4, 7.4, 6.720000000000001)","(18.0, 95.0, 72.0)","(7.5, 11.0, 8.3)","(6.5, 8.4, 7.4)","(4.0, 4.6, 4.12)","(5.0, 6.2, 6.044444444444444)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:42.688505,"(12.0, 25.0, 18.7)","(4.4, 7.4, 6.720000000000001)","(18.0, 95.0, 72.0)","(7.5, 11.0, 8.3)","(6.5, 8.4, 7.4)","(4.0, 4.6, 4.12)","(5.0, 6.2, 6.044444444444444)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:43.844530,"(12.0, 25.0, 18.7)","(4.4, 7.4, 6.720000000000001)","(18.0, 95.0, 72.0)","(7.5, 11.0, 8.3)","(6.5, 8.4, 7.4)","(4.0, 4.6, 4.12)","(5.0, 6.2, 6.044444444444444)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:44.982824,"(12.0, 25.0, 21.5)","(4.4, 7.4, 6.720000000000001)","(18.0, 95.0, 49.66666666666667)","(7.5, 11.0, 10.15)","(6.5, 8.4, 7.4)","(4.0, 4.6, 4.12)","(5.0, 6.2, 6.044444444444444)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:46.230120,"(12.0, 23.0, 18.75)","(4.4, 7.4, 6.720000000000001)","(18.0, 95.0, 49.66666666666667)","(7.5, 11.0, 10.15)","(6.5, 8.4, 8.066666666666666)","(4.0, 4.6, 4.12)","(5.0, 6.2, 6.044444444444444)","(9.0, 11.0, 10.36)"
15-12-2022 13:46:47.549297,"(12.0, 23.0, 18.75)","(4.4, 7.4, 6.720000000000001)","(18.0, 95.0, 67.8)","(7.5, 11.0, 9.5)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.6, 4.0875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:48.799646,"(12.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 67.8)","(7.5, 11.0, 9.5)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.0875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:50.000606,"(12.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 67.8)","(7.5, 11.0, 9.5)","(6.5, 8.6, 7.3428571428571425)","(4.0, 4.5, 4.01875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:51.170632,"(12.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 67.8)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.01875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:52.378747,"(11.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 67.8)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.01875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:53.503948,"(11.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 61.0)","(7.5, 11.0, 10.142857142857142)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.01875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:54.552441,"(11.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 61.0)","(7.5, 11.0, 10.142857142857142)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.0875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:55.670125,"(11.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 61.0)","(7.5, 11.0, 10.142857142857142)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.0875)","(5.0, 6.2, 6.0)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:56.892230,"(11.0, 23.0, 17.9)","(4.4, 7.0, 6.16)","(18.0, 95.0, 61.0)","(7.5, 11.0, 10.142857142857142)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.0875)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:58.032920,"(11.0, 23.0, 17.9)","(4.4, 7.0, 6.358333333333333)","(18.0, 95.0, 61.0)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.0875)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.3)"
15-12-2022 13:46:59.155574,"(11.0, 23.0, 17.9)","(4.4, 7.0, 6.358333333333333)","(18.0, 95.0, 45.0)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.5, 4.025)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.3)"
15-12-2022 13:47:00.374862,"(11.0, 23.0, 16.0)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 45.0)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.3)"
15-12-2022 13:47:01.488432,"(11.0, 22.0, 16.0)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 45.0)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.3)"
15-12-2022 13:47:02.563505,"(11.0, 22.0, 16.0)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 45.0)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.3)"
15-12-2022 13:47:03.687920,"(11.0, 22.0, 16.0)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 45.0)","(7.5, 11.0, 9.5)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.3)"
15-12-2022 13:47:04.772330,"(11.0, 22.0, 16.4)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 9.0)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.090909090909091)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:05.843720,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 9.0)","(6.5, 8.2, 7.3428571428571425)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.0285714285714285)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:06.901499,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 9.0)","(6.5, 8.6, 7.64)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.1)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:08.081206,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 9.0)","(6.5, 8.6, 7.64)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.1)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:09.308832,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 54.285714285714285)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.200000000000001)","(4.0, 4.4, 4.025)","(5.0, 6.2, 6.1)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:10.529200,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.358333333333333)","(18.0, 90.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.133333333333334)","(5.0, 6.2, 6.0285714285714285)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:11.727323,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.066666666666666)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.2, 6.0285714285714285)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:13.045401,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.066666666666666)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.2, 6.0285714285714285)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:14.294259,"(11.0, 22.0, 17.333333333333332)","(4.4, 7.0, 6.066666666666666)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.2, 6.266666666666667)","(9.0, 11.0, 10.65)"
15-12-2022 13:47:15.521552,"(11.0, 25.0, 20.0)","(4.4, 7.0, 6.066666666666666)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.4, 6.266666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:16.719293,"(11.0, 25.0, 20.0)","(4.4, 7.0, 6.066666666666666)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.4, 6.266666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:17.889039,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.066666666666666)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.8, 8.066666666666666)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:19.015295,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.4)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:20.172828,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.4)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:21.371134,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.144444444444445)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:22.609691,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.144444444444445)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.133333333333334)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:23.848439,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.144444444444445)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.4)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:25.133679,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.144444444444445)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.4)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:26.454327,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.144444444444445)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.4)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:27.891944,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.144444444444445)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.5, 4.32)","(5.0, 6.4, 6.166666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:29.258628,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.241666666666667)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.4, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:30.582583,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.241666666666667)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:31.809157,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.241666666666667)","(18.0, 95.0, 67.5)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:33.107829,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.241666666666667)","(18.0, 95.0, 54.285714285714285)","(7.5, 11.0, 9.0)","(6.5, 8.6, 8.066666666666666)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
