,Akina Crusader,Dr Cinny,Myall Sparrow,Dr Whitlee,Early Boy,Dr Audrey,Rapidfire Serena
11-01-2023 18:16:32.966970,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.4492307692307693)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:34.213184,"(2.2, 3.0, 2.4)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:35.317134,"(2.2, 3.0, 2.4)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.071111111111111)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:36.411544,"(2.2, 3.0, 2.4)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.3327272727272725)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:37.611670,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.25)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:38.827385,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.25)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:40.129892,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.4492307692307693)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:41.282383,"(2.2, 3.0, 2.3842105263157896)","(13.0, 29.0, 15.875)","(5.0, 11.5, 11.041666666666666)","(17.0, 55.0, 36.0)","(2.8, 4.3, 3.4492307692307693)","(13.0, 30.0, 24.5)","(11.0, 26.0, 16.666666666666668)"
11-01-2023 18:16:42.485817,"(2.2, 3.0, 2.3666666666666667)","(13.0, 29.0, 18.15)","(5.0, 11.5, 9.733333333333334)","(17.0, 55.0, 27.857142857142858)","(2.8, 4.3, 3.3072727272727276)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:43.632383,"(2.2, 3.0, 2.3666666666666667)","(13.0, 29.0, 16.142857142857142)","(5.0, 11.5, 9.733333333333334)","(17.0, 55.0, 23.333333333333332)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:44.886321,"(2.2, 3.0, 2.4)","(13.0, 29.0, 17.75)","(5.0, 11.5, 9.733333333333334)","(17.0, 55.0, 23.333333333333332)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:46.079854,"(2.2, 3.0, 2.3526315789473684)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.75)","(17.0, 55.0, 22.5)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:47.069147,"(2.2, 3.0, 2.3526315789473684)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.75)","(17.0, 50.0, 22.5)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:48.233947,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 24.0)","(5.0, 11.5, 9.733333333333334)","(17.0, 50.0, 22.916666666666668)","(2.8, 4.3, 3.25)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:49.539288,"(2.2, 3.0, 2.2588235294117647)","(13.0, 29.0, 24.0)","(5.0, 11.5, 9.733333333333334)","(17.0, 50.0, 22.916666666666668)","(2.8, 4.3, 3.4492307692307693)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:50.723822,"(2.2, 3.0, 2.4)","(13.0, 29.0, 24.0)","(5.0, 11.5, 9.733333333333334)","(17.0, 50.0, 31.944444444444443)","(2.8, 4.3, 3.4492307692307693)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:51.947468,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.4492307692307693)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:53.298233,"(2.2, 3.0, 2.428571428571429)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.3072727272727276)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:54.770986,"(2.2, 3.0, 2.428571428571429)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:56.355085,"(2.2, 3.0, 2.3842105263157896)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:57.579308,"(2.2, 3.0, 2.3842105263157896)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.4492307692307693)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:58.592515,"(2.2, 3.0, 2.3666666666666667)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.3072727272727276)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:16:59.682043,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:17:00.970762,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 24.0)","(5.0, 11.5, 8.95)","(17.0, 50.0, 21.25)","(2.8, 4.3, 3.2219999999999995)","(13.0, 30.0, 22.0)","(11.0, 26.0, 17.0)"
11-01-2023 18:17:02.240262,"(2.2, 3.0, 2.3333333333333335)","(13.0, 29.0, 24.0)","(5.0, 11.5, 7.675000000000001)","(17.0, 50.0, 31.75)","(2.8, 4.3, 3.85)","(13.0, 30.0, 20.4)","(11.0, 26.0, 15.875)"
11-01-2023 18:17:03.461246,"(2.2, 2.98, 2.795)","(13.0, 29.0, 24.0)","(5.0, 11.5, 7.675000000000001)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.85)","(13.0, 30.0, 20.4)","(11.0, 26.0, 15.875)"
11-01-2023 18:17:04.704639,"(2.2, 3.05, 2.8475)","(13.0, 29.0, 24.0)","(5.0, 11.5, 7.675000000000001)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.85)","(13.0, 30.0, 20.4)","(11.0, 26.0, 15.875)"
11-01-2023 18:17:05.812283,"(2.2, 3.05, 2.9228571428571426)","(13.0, 29.0, 24.0)","(5.0, 11.5, 7.675000000000001)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.988571428571429)","(13.0, 30.0, 20.4)","(11.0, 26.0, 15.875)"
11-01-2023 18:17:07.076981,"(2.2, 3.05, 2.49375)","(13.0, 29.0, 24.0)","(5.0, 11.5, 7.675000000000001)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.988571428571429)","(13.0, 30.0, 19.333333333333332)","(11.0, 26.0, 18.75)"
11-01-2023 18:17:08.256501,"(2.2, 3.0, 2.4)","(13.0, 29.0, 26.5)","(5.0, 13.0, 8.96)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.988571428571429)","(13.0, 29.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:09.824011,"(2.2, 3.0, 2.82)","(13.0, 29.0, 26.5)","(5.0, 12.5, 8.225)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.988571428571429)","(13.0, 29.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:10.912116,"(2.2, 3.0, 2.82)","(13.0, 29.0, 26.5)","(5.0, 12.5, 8.225)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9080000000000004)","(13.0, 29.0, 25.0)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:12.016188,"(2.2, 3.0, 2.86)","(13.0, 29.0, 26.5)","(5.0, 12.5, 8.225)","(17.0, 48.0, 31.75)","(2.8, 4.2, 4.008333333333334)","(13.0, 29.0, 26.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:13.135502,"(2.2, 2.96, 2.828)","(13.0, 29.0, 26.5)","(5.0, 12.5, 10.5875)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 29.0, 22.5)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:14.233457,"(2.2, 2.96, 2.8)","(13.0, 29.0, 26.5)","(5.0, 12.5, 10.5875)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 29.0, 22.5)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:15.278209,"(2.2, 2.96, 2.815)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 8.825)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 29.0, 22.5)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:16.395452,"(2.2, 2.96, 2.815)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 8.825)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 29.0, 22.5)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:17.587962,"(2.2, 2.96, 2.815)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 8.825)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 29.0, 19.25)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:18.759941,"(2.2, 2.92, 2.457142857142857)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 8.825)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 29.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:19.985499,"(2.2, 2.9, 2.77)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.7375)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:21.164317,"(2.2, 2.9, 2.77)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.7375)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:22.178465,"(2.2, 2.9, 2.8133333333333335)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.7375)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:23.200987,"(2.2, 2.9, 2.775)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.7375)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:24.333251,"(2.2, 2.9, 2.775)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.7375)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:25.471871,"(2.2, 2.9, 2.775)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.7375)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:26.603660,"(2.2, 2.9, 2.775)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 9.56)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:27.593134,"(2.2, 2.9, 2.775)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.9625)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.9800000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:28.653604,"(2.2, 2.9, 2.775)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.225)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 19.666666666666668)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:29.731605,"(2.2, 2.9, 2.7942857142857145)","(13.0, 29.0, 24.166666666666664)","(5.0, 12.5, 10.225)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 23.5)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:30.916170,"(2.2, 2.9, 2.7560000000000002)","(13.0, 29.0, 22.0)","(5.0, 12.5, 10.341666666666667)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:31.999849,"(2.2, 2.9, 2.725)","(13.0, 29.0, 22.0)","(5.0, 12.0, 10.933333333333334)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:33.050106,"(2.2, 2.9, 2.725)","(13.0, 29.0, 26.666666666666668)","(5.0, 11.5, 10.15)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:34.315705,"(2.2, 2.9, 2.7942857142857145)","(13.0, 29.0, 22.5)","(5.0, 11.5, 11.083333333333334)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:35.588723,"(2.2, 2.9, 2.725)","(13.0, 29.0, 20.666666666666668)","(5.0, 11.5, 11.083333333333334)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:36.789932,"(2.2, 2.9, 2.725)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.083333333333334)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:38.053629,"(2.2, 2.9, 2.725)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.083333333333334)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:39.190007,"(2.2, 2.9, 2.725)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 10.25)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:40.262406,"(2.2, 2.9, 2.7942857142857145)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 10.25)","(17.0, 48.0, 31.75)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 18.75)"
11-01-2023 18:17:41.368198,"(2.2, 2.9, 2.7942857142857145)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 48.0, 27.25)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:42.413523,"(2.2, 2.9, 2.725)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 46.0, 30.0)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:43.520746,"(2.2, 2.66, 2.338)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.2, 3.6500000000000004)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:44.602315,"(2.2, 2.64, 2.5300000000000002)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.2, 3.8)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:45.750796,"(2.2, 2.64, 2.5300000000000002)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:46.877355,"(2.2, 2.64, 2.5714285714285716)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:47.969221,"(2.2, 2.64, 2.5714285714285716)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:48.899295,"(2.2, 2.94, 2.8285714285714283)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:50.002452,"(2.2, 2.94, 2.8285714285714283)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:51.169451,"(2.2, 2.94, 2.8285714285714283)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:52.237621,"(2.2, 2.94, 2.8285714285714283)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:53.236309,"(2.2, 3.0, 2.88)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:54.241593,"(2.2, 3.0, 2.88)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:55.377343,"(2.2, 3.0, 2.88)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 11.114285714285714)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.3000000000000003)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:56.610487,"(2.2, 3.0, 2.88)","(13.0, 30.0, 20.666666666666668)","(5.0, 11.5, 10.6)","(17.0, 44.0, 30.25)","(2.8, 4.5, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:57.666113,"(2.2, 3.0, 2.72)","(13.0, 29.0, 18.166666666666668)","(5.0, 11.5, 10.6)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:58.739191,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 10.6)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:17:59.726986,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 10.6)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:00.875535,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 9.475000000000001)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:02.061520,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:03.075725,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:04.148264,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.75)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:05.298753,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 4.4, 3.5)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:06.482194,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 3.9, 3.5)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:07.563000,"(2.2, 3.0, 2.72)","(13.0, 28.0, 22.0)","(5.0, 11.5, 11.15)","(17.0, 44.0, 30.25)","(2.8, 3.9, 3.1576923076923076)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:08.610706,"(2.2, 3.0, 2.88)","(13.0, 28.0, 22.0)","(5.0, 11.5, 10.5625)","(17.0, 44.0, 30.25)","(2.8, 3.85, 3.475)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:09.724123,"(2.2, 2.76, 2.6707692307692303)","(13.0, 28.0, 22.0)","(5.0, 11.5, 10.5625)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.85, 3.475)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:10.912281,"(2.2, 2.74, 2.5971428571428574)","(13.0, 28.0, 26.0)","(5.0, 11.5, 10.5625)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.85, 3.475)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 16.666666666666668)"
11-01-2023 18:18:12.036139,"(2.2, 2.74, 2.5971428571428574)","(13.0, 28.0, 22.25)","(5.0, 11.5, 10.5625)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.85, 3.475)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:13.069022,"(2.2, 2.74, 2.5971428571428574)","(13.0, 28.0, 22.25)","(5.0, 11.5, 10.5625)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.85, 3.35)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:14.030424,"(2.2, 2.76, 2.6733333333333333)","(13.0, 28.0, 22.25)","(5.0, 11.5, 10.5625)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.6, 3.35)","(13.0, 27.0, 20.333333333333332)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:15.146552,"(2.2, 2.76, 2.735)","(13.0, 28.0, 22.25)","(5.0, 11.5, 9.475000000000001)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.6, 3.5700000000000003)","(13.0, 27.0, 19.625)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:16.201034,"(2.2, 2.64, 2.62)","(13.0, 28.0, 22.5)","(5.0, 11.5, 9.475000000000001)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.6, 3.325)","(13.0, 26.0, 21.0)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:17.299295,"(2.2, 2.64, 2.6321311475409837)","(13.0, 28.0, 22.5)","(5.0, 11.5, 10.6)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.6, 3.325)","(13.0, 25.0, 21.0)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:18.379653,"(2.2, 2.64, 2.6321311475409837)","(13.0, 28.0, 22.5)","(5.0, 11.5, 10.6)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.6, 3.325)","(13.0, 25.0, 21.0)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:19.481883,"(2.2, 2.64, 2.6171428571428574)","(13.0, 28.0, 22.5)","(5.0, 11.5, 10.6)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.6, 3.25)","(13.0, 25.0, 21.0)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:20.668137,"(2.2, 2.64, 2.6171428571428574)","(13.0, 28.0, 22.5)","(5.0, 11.5, 10.6)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.45, 3.25)","(13.0, 25.0, 21.0)","(11.0, 25.0, 21.285714285714285)"
11-01-2023 18:18:21.779064,"(2.2, 2.64, 2.6171428571428574)","(13.0, 28.0, 22.5)","(5.0, 11.5, 10.6)","(17.0, 44.0, 39.416666666666664)","(2.8, 3.45, 3.3)","(13.0, 25.0, 21.0)","(11.0, 25.0, 20.0)"
