,Set Us Free,Inordinate,Rebel Racer,Dixie Built,Hollerween,Turin,Black Banjo,Manhattan Sting,Fabiola,Hesontherun,Delightful Hustler,Anything But
10-01-2023 14:50:30.414901,"(14.0, 21.0, 20.272727272727273)","(3.8, 4.4, 4.353846153846154)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.1875)","(5.5, 9.6, 9.116129032258064)","(3.9, 4.5, 4.346478873239437)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.5, 12.94)","(15.0, 20.0, 19.5)","(26.0, 28.0, 26.5)","(101.0, 230.0, 202.0)"
10-01-2023 14:50:31.900159,"(14.0, 21.0, 20.272727272727273)","(3.8, 4.4, 4.353846153846154)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.1875)","(5.5, 9.6, 8.914285714285715)","(3.9, 4.5, 4.406837606837607)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.5, 13.160377358490566)","(15.0, 20.0, 19.5)","(26.0, 28.0, 27.57894736842105)","(101.0, 230.0, 216.0)"
10-01-2023 14:50:33.325509,"(14.0, 21.0, 20.272727272727273)","(3.8, 4.4, 4.353846153846154)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.1875)","(5.5, 9.6, 9.0)","(3.9, 4.5, 4.3791208791208796)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.5, 13.160377358490566)","(15.0, 20.0, 19.5)","(26.0, 28.0, 27.733333333333334)","(101.0, 230.0, 216.0)"
10-01-2023 14:50:34.848690,"(14.0, 21.0, 20.272727272727273)","(3.8, 4.4, 4.353846153846154)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.1875)","(5.5, 9.2, 9.0)","(3.9, 4.4, 4.279381443298969)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.5, 12.724358974358974)","(15.0, 20.0, 20.0625)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 216.0)"
10-01-2023 14:50:36.271784,"(14.0, 20.0, 19.583333333333332)","(3.8, 4.4, 4.34)","(9.0, 11.5, 11.1)","(10.0, 11.5, 11.078947368421053)","(6.0, 9.2, 9.0)","(3.9, 4.3, 4.279591836734694)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.0, 12.716049382716049)","(15.0, 21.0, 19.764705882352942)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 216.0)"
10-01-2023 14:50:37.634712,"(14.0, 20.0, 19.444444444444443)","(3.8, 4.4, 4.34)","(9.0, 11.5, 11.1)","(10.0, 11.5, 11.078947368421053)","(6.0, 9.2, 9.0)","(3.9, 4.3, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.0, 12.716049382716049)","(15.0, 21.0, 19.764705882352942)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 217.27272727272725)"
10-01-2023 14:50:39.110670,"(14.0, 20.0, 19.642857142857142)","(3.8, 4.4, 4.3304347826086955)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.078947368421053)","(6.0, 9.2, 9.0)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.0, 12.697368421052632)","(15.0, 21.0, 19.764705882352942)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 217.27272727272725)"
10-01-2023 14:50:40.582103,"(14.0, 20.0, 19.642857142857142)","(3.8, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.029411764705882)","(10.0, 11.5, 11.078947368421053)","(6.0, 9.2, 9.0)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.0, 12.697368421052632)","(15.0, 21.0, 19.764705882352942)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 217.27272727272725)"
10-01-2023 14:50:42.084266,"(14.0, 20.0, 19.642857142857142)","(3.8, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.029411764705882)","(10.0, 11.5, 11.078947368421053)","(6.0, 9.2, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.0, 12.840909090909092)","(15.0, 21.0, 19.764705882352942)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 217.27272727272725)"
10-01-2023 14:50:43.676672,"(14.0, 20.0, 19.444444444444443)","(3.8, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.029411764705882)","(10.0, 11.5, 11.078947368421053)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.0, 12.854166666666666)","(15.0, 21.0, 19.764705882352942)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 217.27272727272725)"
10-01-2023 14:50:45.286202,"(14.0, 20.0, 19.53125)","(3.8, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.029411764705882)","(10.0, 11.5, 11.152173913043478)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 152.0)","(10.0, 13.0, 12.25)","(15.0, 21.0, 19.764705882352942)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 190.0)"
10-01-2023 14:50:47.109403,"(14.0, 20.0, 19.605263157894736)","(3.8, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.152173913043478)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.25)","(15.0, 21.0, 19.725)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 190.0)"
10-01-2023 14:50:48.832217,"(14.0, 20.0, 19.605263157894736)","(3.7, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.152173913043478)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.304347826086957)","(16.0, 21.0, 19.725)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 200.0)"
10-01-2023 14:50:50.417190,"(14.0, 20.0, 19.53125)","(3.7, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.44949494949495)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.304347826086957)","(16.0, 21.0, 19.725)","(26.0, 28.0, 27.555555555555557)","(101.0, 230.0, 180.0)"
10-01-2023 14:50:51.897209,"(14.0, 20.0, 19.53125)","(3.7, 4.4, 4.3304347826086955)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.44949494949495)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.235294117647058)","(16.0, 21.0, 19.725)","(26.0, 28.0, 27.333333333333332)","(101.0, 230.0, 200.0)"
10-01-2023 14:50:53.321299,"(14.0, 20.0, 19.605263157894736)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.44949494949495)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.235294117647058)","(16.0, 21.0, 19.725)","(26.0, 28.0, 27.2)","(101.0, 230.0, 200.0)"
10-01-2023 14:50:54.786984,"(14.0, 20.0, 19.605263157894736)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.44949494949495)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.363636363636363)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.88235294117647)","(101.0, 230.0, 200.0)"
10-01-2023 14:50:56.229294,"(14.0, 20.0, 19.605263157894736)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.44949494949495)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 46.2)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.363636363636363)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.75)","(101.0, 230.0, 200.0)"
10-01-2023 14:50:57.701340,"(14.0, 20.0, 19.605263157894736)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.44949494949495)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 55.0, 57.0)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.642857142857142)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.6)","(101.0, 230.0, 186.66666666666666)"
10-01-2023 14:50:59.237623,"(14.0, 20.0, 19.605263157894736)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 11.133333333333333)","(10.0, 11.5, 11.44949494949495)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.3500000000000005)","(31.0, 70.0, 57.0)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.642857142857142)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.6)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:00.787649,"(14.0, 20.0, 19.6875)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 11.041666666666666)","(10.0, 11.5, 11.453271028037383)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.345794392523365)","(31.0, 70.0, 63.5)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.629032258064516)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.714285714285715)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:02.254322,"(14.0, 20.0, 20.326923076923077)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.451923076923077)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.345794392523365)","(31.0, 70.0, 67.11111111111111)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.795918367346939)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.714285714285715)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:03.682926,"(14.0, 21.0, 20.326923076923077)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.451923076923077)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.345794392523365)","(31.0, 70.0, 67.11111111111111)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.736842105263158)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.714285714285715)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:05.106934,"(14.0, 21.0, 20.140625)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.451923076923077)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.345794392523365)","(31.0, 70.0, 67.11111111111111)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.736842105263158)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.714285714285715)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:06.632095,"(14.0, 21.0, 20.140625)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.95)","(10.0, 11.5, 11.45631067961165)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.345794392523365)","(31.0, 70.0, 67.11111111111111)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.823529411764707)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.714285714285715)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:08.136349,"(14.0, 21.0, 20.140625)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.8125)","(6.0, 9.4, 9.17142857142857)","(3.9, 4.4, 4.345794392523365)","(31.0, 70.0, 67.11111111111111)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.823529411764707)","(16.0, 21.0, 19.725)","(26.0, 28.0, 25.714285714285715)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:09.678633,"(14.0, 21.0, 20.140625)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.720588235294118)","(6.0, 9.4, 9.333333333333334)","(3.9, 4.4, 4.340540540540541)","(31.0, 70.0, 52.0)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.736842105263158)","(16.0, 21.0, 20.32894736842105)","(26.0, 28.0, 26.153846153846153)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:11.078654,"(14.0, 21.0, 20.140625)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.535714285714286)","(6.0, 9.4, 9.333333333333334)","(3.9, 4.4, 4.340540540540541)","(31.0, 65.0, 56.92307692307692)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.736842105263158)","(16.0, 21.0, 20.35135135135135)","(21.0, 28.0, 26.153846153846153)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:12.522945,"(14.0, 21.0, 20.140625)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.9)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.4, 9.333333333333334)","(3.9, 4.4, 4.345794392523365)","(31.0, 65.0, 57.53846153846154)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.823529411764707)","(16.0, 21.0, 20.35135135135135)","(21.0, 28.0, 26.153846153846153)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:13.958101,"(14.0, 21.0, 20.396551724137932)","(3.7, 4.4, 4.387878787878789)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.535714285714286)","(6.0, 9.4, 9.333333333333334)","(3.9, 4.4, 4.345794392523365)","(31.0, 60.0, 57.53846153846154)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.823529411764707)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:15.404236,"(14.0, 21.0, 19.842105263157894)","(3.7, 4.4, 4.3876923076923084)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.535714285714286)","(6.0, 9.4, 9.333333333333334)","(3.9, 4.4, 4.345794392523365)","(31.0, 60.0, 57.53846153846154)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.375)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:16.915629,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.3882352941176475)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.868421052631579)","(6.0, 9.4, 9.333333333333334)","(3.9, 4.4, 4.345794392523365)","(31.0, 60.0, 56.8)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:18.375189,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.3882352941176475)","(9.0, 11.5, 10.875)","(10.0, 12.5, 11.868421052631579)","(6.0, 9.4, 9.333333333333334)","(3.9, 4.4, 4.345794392523365)","(31.0, 60.0, 56.8)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.375)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:19.819274,"(14.0, 21.0, 19.428571428571427)","(3.7, 4.4, 4.388888888888889)","(9.0, 11.5, 10.875)","(10.0, 12.5, 11.791666666666666)","(6.0, 9.4, 9.35)","(3.9, 4.4, 4.272222222222222)","(31.0, 60.0, 56.8)","(101.0, 160.0, 152.0)","(10.0, 12.5, 12.375)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:21.289779,"(14.0, 21.0, 19.428571428571427)","(3.7, 4.4, 4.388888888888889)","(9.0, 11.5, 10.875)","(10.0, 12.5, 11.791666666666666)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.272222222222222)","(31.0, 60.0, 56.8)","(101.0, 160.0, 152.0)","(10.0, 12.5, 12.375)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:22.803182,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.389041095890411)","(9.0, 11.5, 10.9)","(10.0, 12.5, 11.82)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.266292134831461)","(31.0, 60.0, 52.53333333333333)","(101.0, 160.0, 152.0)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:24.386524,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.388888888888889)","(9.0, 11.5, 10.875)","(10.0, 12.5, 11.71875)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.266292134831461)","(31.0, 60.0, 52.53333333333333)","(101.0, 160.0, 153.33333333333334)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:25.883067,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.388888888888889)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.71875)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.266292134831461)","(31.0, 60.0, 52.53333333333333)","(101.0, 160.0, 155.55555555555554)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:27.289798,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.388888888888889)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.71875)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.266292134831461)","(31.0, 60.0, 51.38461538461539)","(101.0, 160.0, 153.33333333333334)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:28.726944,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.388888888888889)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.71875)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.266292134831461)","(31.0, 60.0, 53.0)","(101.0, 160.0, 153.33333333333334)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:30.222977,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.388888888888889)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.71875)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.258904109589041)","(31.0, 60.0, 53.0)","(101.0, 160.0, 153.33333333333334)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 20.454545454545453)","(21.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:31.689989,"(14.0, 21.0, 19.6)","(3.7, 4.4, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.9375)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.190857142857143)","(31.0, 60.0, 57.09090909090909)","(101.0, 160.0, 153.33333333333334)","(10.0, 12.5, 12.409090909090908)","(16.0, 21.0, 22.071428571428573)","(26.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:33.196804,"(14.0, 21.0, 19.6)","(3.7, 4.5, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.9375)","(6.0, 9.4, 9.35)","(3.9, 4.2, 4.190857142857143)","(31.0, 60.0, 57.09090909090909)","(101.0, 160.0, 153.33333333333334)","(10.0, 12.5, 12.375)","(16.0, 24.0, 21.857142857142858)","(26.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:34.731207,"(14.0, 21.0, 19.6)","(3.7, 4.5, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.9375)","(6.0, 9.4, 9.35)","(3.9, 4.2, 4.1894039735099335)","(31.0, 60.0, 57.09090909090909)","(101.0, 160.0, 153.33333333333334)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 28.0, 25.31578947368421)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:36.214402,"(14.0, 21.0, 19.923076923076923)","(3.7, 4.5, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.0, 12.195652173913043)","(6.0, 9.4, 9.35)","(3.9, 4.2, 4.1894039735099335)","(31.0, 60.0, 57.09090909090909)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 28.0, 25.333333333333332)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:37.712928,"(14.0, 21.0, 19.923076923076923)","(3.7, 4.5, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.9, 4.2, 4.247540983606557)","(31.0, 60.0, 57.09090909090909)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 25.307692307692307)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:39.135428,"(14.0, 21.0, 19.923076923076923)","(3.7, 4.5, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.244385026737968)","(31.0, 60.0, 49.333333333333336)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 25.307692307692307)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:40.716124,"(14.0, 21.0, 19.705882352941178)","(3.7, 4.5, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.244385026737968)","(31.0, 60.0, 53.81818181818182)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 25.32)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:42.192632,"(14.0, 21.0, 19.727272727272727)","(3.7, 4.5, 4.359016393442623)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.23716814159292)","(31.0, 55.0, 53.81818181818182)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 25.32)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:43.693368,"(14.0, 21.0, 19.727272727272727)","(3.7, 4.5, 4.355384615384615)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.242857142857143)","(31.0, 55.0, 52.0)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:45.151675,"(14.0, 21.0, 19.533333333333335)","(3.7, 4.5, 4.355384615384615)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.242857142857143)","(31.0, 55.0, 49.64705882352941)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 24.75)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:46.774857,"(14.0, 21.0, 19.533333333333335)","(3.7, 4.5, 4.355384615384615)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.9, 4.3, 4.242857142857143)","(31.0, 55.0, 49.64705882352941)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:48.383296,"(14.0, 21.0, 20.410714285714285)","(3.7, 4.4, 4.359090909090909)","(9.0, 11.5, 10.875)","(10.0, 12.5, 12.075)","(6.0, 9.4, 9.35)","(3.8, 4.3, 4.242857142857143)","(31.0, 55.0, 49.64705882352941)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:50.005087,"(14.0, 21.0, 20.5625)","(3.7, 4.4, 4.359090909090909)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.818181818181818)","(6.0, 9.4, 9.35)","(3.8, 4.3, 4.24468085106383)","(31.0, 55.0, 49.27272727272727)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:51.681233,"(14.0, 21.0, 20.59375)","(3.7, 4.4, 4.359090909090909)","(9.0, 11.5, 10.875)","(10.0, 12.0, 11.818181818181818)","(6.0, 9.4, 9.35)","(3.8, 4.3, 4.242857142857143)","(31.0, 50.0, 49.27272727272727)","(101.0, 160.0, 156.92307692307693)","(10.0, 12.5, 12.375)","(16.0, 22.0, 21.857142857142858)","(26.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:53.413418,"(14.0, 22.0, 20.75)","(3.7, 4.4, 4.345)","(9.0, 11.5, 10.402116402116402)","(10.0, 12.0, 11.823529411764707)","(6.0, 9.4, 9.342857142857142)","(3.8, 4.3, 4.168421052631579)","(31.0, 50.0, 49.333333333333336)","(101.0, 160.0, 157.5)","(10.0, 13.0, 12.529411764705882)","(16.0, 22.0, 21.857142857142858)","(21.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:54.921385,"(14.0, 22.0, 20.75)","(3.7, 4.4, 4.35)","(9.0, 11.0, 10.402116402116402)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.342857142857142)","(3.8, 4.2, 4.136111111111111)","(31.0, 50.0, 47.5)","(101.0, 160.0, 156.92307692307693)","(10.0, 13.0, 12.428571428571429)","(16.0, 22.0, 21.857142857142858)","(21.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
