,Drop Zone,Monkey Paw,Greek Malt,Little Fred,Winlock To Rise,Purse Strings,Brockton Bomber,Chip Rock
15-12-2022 14:19:52.154571,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:53.304747,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:54.385132,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:55.534430,"(5.0, 12.5, 9.1)","(1.45, 1.83, 1.782)","(26.0, 130.0, 109.2)","(41.0, 480.0, 284.0)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:56.576778,"(5.0, 12.5, 9.1)","(1.45, 1.83, 1.7645454545454546)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:57.724419,"(5.0, 12.5, 9.1)","(1.45, 1.82, 1.7588235294117647)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:58.830904,"(5.0, 12.5, 9.1)","(1.45, 1.82, 1.7366666666666666)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:59.938423,"(5.0, 12.5, 9.1)","(1.45, 1.82, 1.754)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:00.992521,"(5.0, 12.5, 9.1)","(1.45, 1.82, 1.754)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 22.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:02.100228,"(5.0, 12.5, 9.1)","(1.45, 1.82, 1.754)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:03.302468,"(5.0, 12.5, 9.1)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:04.381105,"(5.0, 12.5, 9.1)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:05.545423,"(5.0, 12.5, 9.1)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:06.625763,"(5.0, 12.5, 9.1)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:07.712552,"(5.0, 12.5, 9.1)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:08.804594,"(5.0, 12.5, 9.1)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:09.901367,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:11.013370,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:20:12.136429,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 109.2)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:13.294698,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:14.476636,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:15.656134,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.791818181818182)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:16.819369,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.750909090909091)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:18.301566,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.750909090909091)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:19.639798,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.750909090909091)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:20.971181,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.750909090909091)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:22.191852,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.750909090909091)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 272.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:23.402522,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.76625)","(26.0, 130.0, 121.33333333333333)","(41.0, 480.0, 262.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:24.431759,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.76625)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 262.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:25.719293,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.76625)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 262.5)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:27.053657,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.8, 1.75)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:28.603741,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.79, 1.72)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:29.931654,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.78, 1.72)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:31.306959,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.78, 1.72)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:32.457298,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.77, 1.727142857142857)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:33.566560,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.77, 1.727142857142857)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:34.736268,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.77, 1.727142857142857)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:35.833241,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.77, 1.727142857142857)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 12.25)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:36.958572,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.77, 1.727142857142857)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:38.101802,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:39.313191,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:40.544098,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:41.726671,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:42.881164,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 278.0)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:44.011125,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 292.8571428571429)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:45.104056,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 292.8571428571429)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:46.181205,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 292.8571428571429)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:47.284774,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 292.8571428571429)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:48.461605,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7176923076923076)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 292.8571428571429)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:49.656317,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.76, 1.7233333333333334)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 292.8571428571429)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:50.856160,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.75, 1.71)","(26.0, 130.0, 121.33333333333333)","(41.0, 460.0, 292.8571428571429)","(9.0, 21.0, 11.454545454545455)","(6.5, 12.5, 9.147368421052631)","(21.0, 95.0, 81.0)","(11.0, 27.0, 15.333333333333334)"
15-12-2022 14:20:52.042766,"(5.0, 13.0, 10.914285714285715)","(1.45, 1.74, 1.7028169014084507)","(26.0, 130.0, 121.33333333333333)","(31.0, 460.0, 292.8571428571429)","(9.0, 21.0, 15.75)","(6.5, 12.5, 9.59047619047619)","(26.0, 95.0, 85.14285714285714)","(11.0, 27.0, 22.0)"
15-12-2022 14:20:53.255755,"(5.0, 13.0, 11.690909090909091)","(1.45, 1.74, 1.7)","(26.0, 130.0, 121.33333333333333)","(31.0, 460.0, 292.8571428571429)","(9.0, 21.0, 15.75)","(6.5, 12.5, 9.421052631578947)","(26.0, 95.0, 85.14285714285714)","(11.0, 27.0, 22.0)"
15-12-2022 14:20:54.309023,"(5.0, 13.0, 11.690909090909091)","(1.45, 1.74, 1.7)","(26.0, 130.0, 78.5)","(31.0, 460.0, 292.8571428571429)","(9.0, 21.0, 15.75)","(6.5, 12.5, 9.421052631578947)","(26.0, 95.0, 72.33333333333334)","(11.0, 27.0, 15.772727272727273)"
15-12-2022 14:20:55.345163,"(5.0, 13.0, 9.45)","(1.45, 1.74, 1.7093749999999999)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 235.71428571428572)","(9.0, 20.0, 14.0)","(6.5, 12.0, 10.914285714285715)","(26.0, 95.0, 83.66666666666667)","(11.0, 26.0, 15.2)"
15-12-2022 14:20:56.350800,"(5.0, 13.0, 10.971428571428572)","(1.45, 1.74, 1.7093749999999999)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 20.0, 14.0)","(6.5, 12.0, 10.914285714285715)","(26.0, 95.0, 83.66666666666667)","(11.0, 26.0, 15.2)"
15-12-2022 14:20:57.389328,"(5.0, 13.0, 10.971428571428572)","(1.45, 1.74, 1.615)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 20.0, 14.0)","(6.5, 12.0, 11.05)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 15.2)"
15-12-2022 14:20:58.431582,"(5.0, 13.0, 10.971428571428572)","(1.45, 1.74, 1.615)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 20.0, 14.0)","(6.5, 12.0, 11.415384615384616)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 15.2)"
15-12-2022 14:20:59.556750,"(5.0, 13.0, 10.971428571428572)","(1.45, 1.74, 1.615)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 20.0, 14.0)","(6.5, 12.0, 11.415384615384616)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 15.2)"
15-12-2022 14:21:00.656042,"(5.0, 13.0, 10.971428571428572)","(1.45, 1.73, 1.604)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 20.0, 18.11111111111111)","(6.5, 12.0, 11.415384615384616)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 20.0)"
15-12-2022 14:21:01.709200,"(5.0, 13.0, 11.727272727272727)","(1.45, 1.73, 1.6016666666666668)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 20.0, 16.615384615384613)","(6.5, 12.0, 11.415384615384616)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:02.748008,"(5.0, 13.0, 11.057142857142857)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.415384615384616)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:03.699423,"(5.0, 13.0, 11.057142857142857)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 283.3333333333333)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.433333333333334)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:04.778406,"(5.0, 13.0, 11.057142857142857)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 200.0)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.433333333333334)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:05.870713,"(5.0, 13.0, 11.057142857142857)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 450.0, 200.0)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.433333333333334)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:07.060382,"(5.0, 13.0, 11.057142857142857)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 430.0, 176.42857142857144)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.433333333333334)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:08.233190,"(5.0, 13.0, 11.057142857142857)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 430.0, 305.0)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.433333333333334)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:09.357908,"(5.0, 13.0, 11.057142857142857)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 420.0, 305.0)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.433333333333334)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:10.419122,"(5.0, 12.5, 11.45)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 420.0, 190.0)","(9.0, 21.0, 16.09090909090909)","(6.5, 12.0, 11.433333333333334)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 18.607142857142858)"
15-12-2022 14:21:11.572083,"(5.0, 12.5, 11.975000000000001)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 420.0, 320.0)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.0, 10.8)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 17.40909090909091)"
15-12-2022 14:21:12.594656,"(5.0, 12.5, 10.533333333333333)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 410.0, 320.0)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.0, 10.8)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 17.40909090909091)"
15-12-2022 14:21:13.703955,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 410.0, 320.0)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.0, 10.5)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 17.40909090909091)"
15-12-2022 14:21:14.838329,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 410.0, 320.0)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.0, 10.5)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 17.40909090909091)"
15-12-2022 14:21:16.035591,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 410.0, 320.0)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.0, 10.5)","(26.0, 95.0, 72.33333333333334)","(11.0, 26.0, 17.40909090909091)"
15-12-2022 14:21:17.268695,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 400.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.0, 10.75)","(26.0, 95.0, 52.2)","(11.0, 26.0, 17.40909090909091)"
15-12-2022 14:21:18.499037,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 26.0, 18.214285714285715)"
15-12-2022 14:21:19.722144,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 25.0, 17.625)"
15-12-2022 14:21:20.972177,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 24.0, 17.625)"
15-12-2022 14:21:22.185653,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 24.0, 17.625)"
15-12-2022 14:21:23.407485,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 24.0, 17.625)"
15-12-2022 14:21:24.628353,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 24.0, 17.625)"
15-12-2022 14:21:25.798401,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 24.0, 17.625)"
15-12-2022 14:21:27.018842,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 390.0, 355.55555555555554)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 24.0, 17.625)"
15-12-2022 14:21:28.213217,"(5.0, 12.5, 11.516666666666666)","(1.45, 1.72, 1.603)","(26.0, 130.0, 115.28571428571428)","(31.0, 410.0, 286.66666666666663)","(9.0, 21.0, 17.076923076923077)","(6.5, 12.5, 10.75)","(26.0, 90.0, 38.45454545454545)","(11.0, 24.0, 17.625)"
