,Rosie La La,Dr Dot,Snowy Alford,Open Heaven,Galloping Moon,Sword Dancer,Young Blowy
10-01-2023 20:28:24.468579,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 3.8666666666666667)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:25.569840,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 3.8666666666666667)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:26.537553,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:27.572222,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 551.6666666666666)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:28.724588,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:29.702671,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:30.744170,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:31.758459,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:32.769860,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:33.738999,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:34.859918,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:36.080926,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:37.079283,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:38.152626,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:39.395127,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:40.651616,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:41.788052,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:42.882839,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:43.957376,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:44.929658,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:45.954972,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:47.094581,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:48.202872,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:49.269186,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:50.427075,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:51.510859,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:52.606219,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:28:53.664360,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:54.757872,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:55.825990,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:56.985597,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:58.099637,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:28:59.316686,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:00.516867,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:01.660163,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:02.749441,"(2.7, 3.25, 3.227586206896552)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:03.856788,"(2.7, 3.25, 3.227586206896552)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:04.919878,"(2.7, 3.25, 3.227586206896552)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:05.991107,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:06.985766,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:08.043675,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 365.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 190.88888888888889)"
10-01-2023 20:29:09.158443,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:10.225837,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:11.443411,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:12.631612,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:13.835268,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:14.912812,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:15.940757,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:17.084553,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:18.222751,"(2.7, 3.25, 3.17125)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:19.325346,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:20.537893,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:21.703021,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:22.927926,"(2.7, 3.25, 3.2175000000000002)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 265.3333333333333)"
10-01-2023 20:29:24.273024,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 468.33333333333337)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 197.0)"
10-01-2023 20:29:25.532710,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:26.621904,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:27.742357,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:28.869403,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:30.004799,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:31.143687,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 357.5)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:32.280732,"(2.7, 3.25, 3.237763157894737)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 650.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:33.414799,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:34.554053,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:35.492346,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 179.77777777777777)"
10-01-2023 20:29:36.569143,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 290.0, 185.33333333333334)"
10-01-2023 20:29:37.693708,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 300.0, 185.33333333333334)"
10-01-2023 20:29:38.775846,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 10.309999999999999)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 300.0, 185.33333333333334)"
10-01-2023 20:29:39.844728,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.5, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 300.0, 214.0)"
10-01-2023 20:29:40.924352,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 300.0, 176.0)"
10-01-2023 20:29:42.040014,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 5.193846153846153)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:43.014826,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 7.949999999999999)","(5.5, 12.0, 11.085714285714285)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 4.544)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:44.116597,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 8.871875)","(5.5, 12.0, 8.85)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:45.199323,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 8.85)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 3.76)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:46.191113,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 8.85)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:47.168467,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 8.85)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 3.76)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:48.297287,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 10.45)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:49.402978,"(2.7, 3.55, 3.5338157894736844)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:50.465044,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 3.76)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:51.430727,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 3.76)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:52.580890,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.2, 8.383333333333333)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 5.359999999999999)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:53.685656,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:54.735166,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:55.784412,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:56.799179,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:57.759241,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:58.699180,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:29:59.759323,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.9)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 176.0)"
10-01-2023 20:30:00.842145,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 11.277777777777779)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 280.22222222222223)"
10-01-2023 20:30:01.863932,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 11.277777777777779)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 280.22222222222223)"
10-01-2023 20:30:02.849260,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.933333333333334)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 280.22222222222223)"
10-01-2023 20:30:03.923819,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.933333333333334)","(6.5, 18.0, 11.6)","(91.0, 550.0, 456.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 280.22222222222223)"
10-01-2023 20:30:05.033099,"(2.7, 3.55, 3.4436363636363634)","(4.0, 9.4, 5.574999999999999)","(5.5, 12.0, 9.933333333333334)","(6.5, 18.0, 11.6)","(91.0, 550.0, 315.0)","(2.9, 5.6, 4.504)","(31.0, 310.0, 280.22222222222223)"
