,Delightful Anna,Attahua Ace,Blissfull Identity,Marley Bromac,Seven Rippin Aces,Shes So Brave,Rippin Good Feelin,Spruce Loose,Wotnow Swanee,Betterthankkylie
15-12-2022 12:35:07.735280,"(4.4, 5.8, 10.0125)","(4.2, 5.8, 4.975)","(4.4, 5.8, 8.0)","(31.0, 48.0, 81.0)","(21.0, 50.0, 35.916666666666664)","(101.0, 370.0, 8357.5)","(8.5, 17.0, 11.8)","(31.0, 120.0, 87.33333333333333)","(3.7, 8.6, 7.66)","(31.0, 85.0, 44.33333333333333)"
15-12-2022 12:35:09.499876,"(4.4, 13.5, 9.82)","(4.2, 6.0, 4.975)","(4.4, 9.0, 8.0)","(31.0, 130.0, 81.0)","(21.0, 40.0, 35.916666666666664)","(101.0, 99999, 8357.5)","(8.5, 17.0, 11.8)","(31.0, 120.0, 87.33333333333333)","(3.7, 8.6, 7.66)","(31.0, 85.0, 44.33333333333333)"
15-12-2022 12:35:11.131824,"(4.4, 13.5, 9.82)","(4.2, 6.0, 4.975)","(4.4, 9.0, 8.0)","(31.0, 130.0, 81.0)","(21.0, 40.0, 35.916666666666664)","(101.0, 99999, 8357.5)","(8.5, 17.0, 11.866666666666667)","(31.0, 120.0, 87.33333333333333)","(3.7, 8.6, 7.124999999999999)","(31.0, 85.0, 44.33333333333333)"
15-12-2022 12:35:12.584455,"(4.4, 13.5, 9.82)","(4.2, 6.0, 5.7)","(4.4, 9.0, 6.5)","(31.0, 130.0, 81.0)","(21.0, 40.0, 35.916666666666664)","(101.0, 99999, 8357.5)","(8.5, 14.5, 11.866666666666667)","(31.0, 120.0, 87.33333333333333)","(3.7, 8.2, 7.18)","(31.0, 85.0, 44.33333333333333)"
15-12-2022 12:35:14.033294,"(4.4, 13.5, 12.69090909090909)","(4.2, 6.0, 5.82)","(4.4, 4.0, 3.82972972972973)","(31.0, 130.0, 81.0)","(21.0, 40.0, 35.916666666666664)","(101.0, 99999, 8357.5)","(8.5, 14.5, 11.8)","(31.0, 120.0, 87.33333333333333)","(3.7, 8.0, 7.18)","(31.0, 85.0, 44.33333333333333)"
15-12-2022 12:35:15.696843,"(4.4, 13.5, 9.98)","(4.2, 6.2, 5.98)","(4.4, 3.7, 3.9875)","(31.0, 130.0, 81.0)","(21.0, 40.0, 30.75)","(101.0, 99999, 8357.5)","(8.5, 17.0, 9.8)","(31.0, 120.0, 87.33333333333333)","(3.7, 8.0, 7.02)","(31.0, 85.0, 44.33333333333333)"
