,Chatty Mavis,Sozins Queen,Epic Blossom,Lucky Jack,Goldstar Clover,Romeo,Homebush Thaw,Retread Pete
15-12-2022 13:55:56.057247,"(1.55, 1.84, 1.666388888888889)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.85, 3.675)","(18.0, 200.0, 127.0)","(14.0, 80.0, 61.142857142857146)","(20.0, 250.0, 235.59375)","(17.0, 160.0, 70.0)"
15-12-2022 13:55:57.352486,"(1.55, 1.81, 1.616888888888889)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.85, 3.6928571428571426)","(18.0, 200.0, 127.0)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 235.59375)","(17.0, 160.0, 70.0)"
15-12-2022 13:55:58.565565,"(1.55, 1.82, 1.6181111111111113)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 127.0)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 235.59375)","(17.0, 160.0, 70.0)"
15-12-2022 13:55:59.892001,"(1.55, 1.8, 1.6541666666666668)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 127.0)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 235.59375)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:01.181697,"(1.55, 1.8, 1.6541666666666668)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 127.0)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 235.59375)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:02.562781,"(1.55, 1.8, 1.6541666666666668)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 211.83333333333331)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:03.858573,"(1.55, 1.8, 1.6541666666666668)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:05.161617,"(1.55, 1.79, 1.6511111111111112)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:06.479598,"(1.55, 1.79, 1.6511111111111112)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:07.740342,"(1.55, 1.79, 1.6511111111111112)","(15.0, 110.0, 90.9)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6928571428571426)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:09.027116,"(1.55, 1.79, 1.6511111111111112)","(15.0, 110.0, 86.125)","(15.0, 65.0, 58.5625)","(3.3, 3.8, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:10.306889,"(1.55, 1.82, 1.6136448598130841)","(15.0, 110.0, 86.125)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:11.552759,"(1.55, 1.8, 1.6541666666666668)","(15.0, 110.0, 86.125)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:12.777840,"(1.55, 1.8, 1.6541666666666668)","(15.0, 110.0, 86.125)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 66.7)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:14.003762,"(1.55, 1.8, 1.6541666666666668)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 57.833333333333336)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:15.212067,"(1.55, 1.78, 1.6464864864864865)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 61.142857142857146)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:16.478979,"(1.55, 1.78, 1.6464864864864865)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 217.28571428571428)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:17.675932,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 182.6190476190476)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 173.16666666666666)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:18.811052,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 169.58333333333334)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 173.16666666666666)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:19.845544,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.58333333333331)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:21.043614,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.6607142857142856)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.58333333333331)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:22.231975,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 3.75, 3.9153846153846152)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.58333333333331)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:23.432496,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 4.1, 3.9153846153846152)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.66666666666669)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:24.511488,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 4.1, 3.9153846153846152)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.66666666666669)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:25.665333,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 4.1, 3.821428571428571)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.66666666666669)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:26.882691,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 4.0, 3.725)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.66666666666669)","(17.0, 160.0, 70.0)"
15-12-2022 13:56:28.137311,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 4.0, 3.725)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 211.66666666666669)","(17.0, 160.0, 108.57142857142858)"
15-12-2022 13:56:29.364691,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 53.55555555555556)","(3.3, 4.0, 3.725)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(17.0, 160.0, 57.5)"
15-12-2022 13:56:30.619131,"(1.55, 1.77, 1.6304081632653062)","(15.0, 110.0, 86.375)","(15.0, 65.0, 55.20833333333333)","(3.3, 4.0, 3.725)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(17.0, 160.0, 57.5)"
15-12-2022 13:56:32.121081,"(1.55, 1.77, 1.599)","(15.0, 110.0, 86.375)","(15.0, 85.0, 55.20833333333333)","(3.3, 4.0, 3.68)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(17.0, 160.0, 57.5)"
15-12-2022 13:56:33.568346,"(1.55, 1.77, 1.598)","(15.0, 110.0, 102.0)","(15.0, 85.0, 63.95833333333333)","(3.3, 4.0, 3.736842105263158)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(17.0, 160.0, 57.5)"
15-12-2022 13:56:35.011196,"(1.55, 1.75, 1.6206382978723406)","(15.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 4.0, 3.736842105263158)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(17.0, 160.0, 57.5)"
15-12-2022 13:56:36.408106,"(1.55, 1.75, 1.5963829787234043)","(15.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 4.0, 3.7892857142857146)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(17.0, 160.0, 57.5)"
15-12-2022 13:56:37.764172,"(1.55, 1.75, 1.5963829787234043)","(16.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:39.246915,"(1.55, 1.75, 1.5963829787234043)","(16.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.33333333333333)","(20.0, 250.0, 226.95000000000002)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:40.630764,"(1.55, 1.75, 1.5963829787234043)","(16.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 36.0)","(20.0, 250.0, 226.95000000000002)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:42.344153,"(1.55, 1.73, 1.6365)","(16.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 126.80000000000001)","(14.0, 80.0, 59.625)","(20.0, 250.0, 226.95000000000002)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:44.605420,"(1.55, 1.73, 1.6365)","(16.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 109.0)","(14.0, 75.0, 64.83333333333333)","(20.0, 250.0, 211.66666666666669)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:46.079767,"(1.55, 1.73, 1.660909090909091)","(16.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 109.0)","(14.0, 75.0, 64.83333333333333)","(20.0, 250.0, 211.66666666666669)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:47.438078,"(1.55, 1.93, 1.660909090909091)","(16.0, 110.0, 86.125)","(15.0, 100.0, 63.95833333333333)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 109.0)","(14.0, 75.0, 64.83333333333333)","(20.0, 250.0, 211.66666666666669)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:48.734010,"(1.55, 1.93, 1.765294117647059)","(16.0, 110.0, 86.125)","(15.0, 100.0, 60.90909090909091)","(3.3, 3.95, 3.7892857142857146)","(18.0, 200.0, 127.19999999999999)","(14.0, 75.0, 64.83333333333333)","(20.0, 250.0, 211.66666666666669)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:50.060005,"(1.55, 1.93, 1.7715094339622641)","(16.0, 110.0, 86.125)","(15.0, 100.0, 28.75)","(3.3, 3.95, 3.575)","(18.0, 200.0, 127.19999999999999)","(14.0, 75.0, 64.83333333333333)","(20.0, 250.0, 232.30769230769232)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:51.489507,"(1.55, 1.93, 1.6476190476190478)","(16.0, 110.0, 86.125)","(15.0, 100.0, 28.75)","(3.3, 3.95, 3.545)","(18.0, 200.0, 127.19999999999999)","(14.0, 75.0, 60.66666666666667)","(20.0, 250.0, 232.30769230769232)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:53.208974,"(1.55, 1.92, 1.6672340425531915)","(16.0, 110.0, 86.125)","(15.0, 100.0, 28.75)","(3.3, 3.95, 3.5666666666666664)","(18.0, 200.0, 127.19999999999999)","(14.0, 70.0, 60.66666666666667)","(20.0, 250.0, 221.25)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:54.802926,"(1.55, 1.9, 1.6625531914893616)","(16.0, 110.0, 86.125)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5666666666666664)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.66666666666667)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:56.084797,"(1.55, 1.88, 1.681142857142857)","(16.0, 110.0, 86.125)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5666666666666664)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.75)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:57.367797,"(1.55, 1.88, 1.681142857142857)","(16.0, 110.0, 86.125)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5666666666666664)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.75)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:56:58.664564,"(1.55, 1.87, 1.6780000000000002)","(16.0, 110.0, 86.375)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5666666666666664)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.75)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:00.018325,"(1.55, 1.87, 1.6780000000000002)","(16.0, 110.0, 86.375)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5666666666666664)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.75)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:01.285243,"(1.55, 1.86, 1.674857142857143)","(16.0, 110.0, 86.375)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5666666666666664)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.75)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:02.380162,"(1.55, 1.86, 1.674857142857143)","(16.0, 110.0, 86.375)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5666666666666664)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.75)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:03.604377,"(1.55, 1.85, 1.6597560975609758)","(16.0, 110.0, 50.9375)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.536363636363636)","(18.0, 200.0, 127.0)","(14.0, 70.0, 64.91666666666667)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:04.874803,"(1.55, 1.85, 1.6597560975609758)","(16.0, 110.0, 50.9375)","(15.0, 100.0, 28.75)","(3.3, 3.9, 3.5583333333333336)","(18.0, 200.0, 127.0)","(14.0, 75.0, 64.91666666666667)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:06.140356,"(1.55, 1.85, 1.6597560975609758)","(16.0, 110.0, 50.9375)","(15.0, 100.0, 28.75)","(3.3, 3.85, 3.5583333333333336)","(18.0, 200.0, 127.0)","(14.0, 75.0, 60.75)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:07.289454,"(1.55, 1.83, 1.6633333333333333)","(16.0, 110.0, 50.9375)","(15.0, 100.0, 28.75)","(3.3, 3.85, 3.5583333333333336)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.83333333333333)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:08.562868,"(1.55, 1.82, 1.6912)","(16.0, 110.0, 50.9375)","(15.0, 100.0, 28.75)","(3.3, 3.85, 3.5583333333333336)","(18.0, 200.0, 127.0)","(14.0, 70.0, 60.83333333333333)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:09.891030,"(1.55, 1.82, 1.660277777777778)","(16.0, 110.0, 50.9375)","(15.0, 100.0, 38.214285714285715)","(3.3, 3.85, 3.5583333333333336)","(18.0, 200.0, 108.75)","(14.0, 70.0, 65.0)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:11.217354,"(1.55, 1.82, 1.6427083333333334)","(16.0, 110.0, 50.9375)","(15.0, 100.0, 28.333333333333336)","(3.3, 3.85, 3.5583333333333336)","(18.0, 200.0, 127.0)","(14.0, 75.0, 65.0)","(20.0, 250.0, 234.63333333333333)","(18.0, 160.0, 57.5)"
15-12-2022 13:57:12.424022,"(1.55, 1.82, 1.6427083333333334)","(16.0, 110.0, 114.19999999999999)","(15.0, 100.0, 28.333333333333336)","(3.3, 3.85, 3.5583333333333336)","(18.0, 200.0, 108.75)","(14.0, 75.0, 60.83333333333333)","(20.0, 250.0, 235.59375)","(18.0, 160.0, 70.3125)"
15-12-2022 13:57:13.677609,"(1.55, 1.82, 1.660277777777778)","(16.0, 180.0, 114.19999999999999)","(15.0, 100.0, 28.333333333333336)","(3.3, 3.85, 3.5583333333333336)","(18.0, 200.0, 127.0)","(14.0, 70.0, 50.0)","(20.0, 250.0, 221.375)","(18.0, 160.0, 70.3125)"
15-12-2022 13:57:14.947478,"(1.55, 1.8, 1.7550000000000001)","(16.0, 180.0, 114.19999999999999)","(15.0, 100.0, 28.333333333333336)","(3.3, 3.85, 3.5388888888888888)","(18.0, 200.0, 127.0)","(14.0, 85.0, 50.0)","(20.0, 250.0, 235.625)","(18.0, 160.0, 70.3125)"
15-12-2022 13:57:16.244813,"(1.55, 1.79, 1.6700000000000002)","(16.0, 180.0, 114.19999999999999)","(15.0, 100.0, 28.333333333333336)","(3.3, 3.85, 3.55)","(18.0, 200.0, 127.0)","(14.0, 85.0, 50.0)","(20.0, 250.0, 235.625)","(18.0, 160.0, 70.3125)"
15-12-2022 13:57:17.540770,"(1.55, 1.77, 1.602857142857143)","(16.0, 180.0, 114.19999999999999)","(15.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(18.0, 200.0, 127.0)","(14.0, 85.0, 50.25)","(20.0, 250.0, 235.625)","(18.0, 160.0, 70.3125)"
15-12-2022 13:57:18.825246,"(1.55, 1.77, 1.6801818181818182)","(17.0, 180.0, 124.83333333333333)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(19.0, 200.0, 127.0)","(15.0, 85.0, 50.25)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:20.175416,"(1.55, 1.76, 1.7013953488372093)","(17.0, 180.0, 143.22222222222223)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(19.0, 200.0, 127.0)","(15.0, 85.0, 50.25)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:21.431634,"(1.55, 1.76, 1.7013953488372093)","(17.0, 180.0, 143.22222222222223)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(19.0, 200.0, 127.0)","(15.0, 85.0, 60.91666666666667)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:22.623848,"(1.55, 1.76, 1.7013953488372093)","(17.0, 180.0, 143.22222222222223)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(19.0, 200.0, 127.0)","(15.0, 70.0, 60.91666666666667)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:23.929631,"(1.55, 1.76, 1.675)","(17.0, 180.0, 125.0)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(19.0, 200.0, 127.0)","(15.0, 70.0, 60.91666666666667)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:25.114102,"(1.55, 1.77, 1.675)","(17.0, 180.0, 125.0)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(19.0, 200.0, 127.0)","(15.0, 70.0, 60.91666666666667)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:26.416006,"(1.55, 1.76, 1.589)","(17.0, 180.0, 125.0)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.55)","(19.0, 200.0, 127.0)","(15.0, 70.0, 60.91666666666667)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:27.666813,"(1.55, 1.76, 1.589)","(17.0, 180.0, 125.0)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.8, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 70.0, 60.91666666666667)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:28.899998,"(1.55, 1.76, 1.589)","(17.0, 180.0, 125.0)","(16.0, 100.0, 28.333333333333336)","(3.3, 3.75, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 70.0, 60.91666666666667)","(21.0, 250.0, 235.625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:30.217396,"(1.55, 1.76, 1.6408955223880597)","(17.0, 180.0, 147.0)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.75, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 70.0, 65.08333333333333)","(21.0, 250.0, 235.5625)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:31.432455,"(1.55, 1.76, 1.6408955223880597)","(17.0, 180.0, 147.0)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.75, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 75.0, 50.25)","(21.0, 250.0, 192.375)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:32.688619,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.75, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 85.0, 50.25)","(21.0, 250.0, 192.375)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:33.972677,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.75, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 85.0, 50.5)","(21.0, 250.0, 192.375)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:35.150798,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.75, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 85.0, 50.5)","(21.0, 250.0, 192.375)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:36.571514,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.75, 3.5416666666666665)","(19.0, 200.0, 127.0)","(15.0, 85.0, 50.5)","(21.0, 250.0, 192.375)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:37.745681,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.75, 3.533333333333333)","(19.0, 200.0, 112.1875)","(15.0, 85.0, 50.5)","(21.0, 250.0, 139.6875)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:39.290589,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.7, 3.533333333333333)","(19.0, 270.0, 89.64285714285714)","(15.0, 85.0, 50.5)","(21.0, 340.0, 139.6875)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:40.800980,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.7, 3.533333333333333)","(19.0, 270.0, 112.1875)","(15.0, 85.0, 50.5)","(21.0, 340.0, 111.07142857142857)","(19.0, 160.0, 70.3125)"
15-12-2022 13:57:42.028842,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.7, 3.533333333333333)","(19.0, 270.0, 108.75)","(15.0, 85.0, 50.5)","(21.0, 340.0, 192.375)","(19.0, 160.0, 104.8076923076923)"
15-12-2022 13:57:43.283116,"(1.55, 1.76, 1.6408955223880597)","(17.0, 110.0, 73.46153846153845)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.7, 3.533333333333333)","(19.0, 200.0, 154.25)","(15.0, 85.0, 50.75)","(21.0, 250.0, 192.375)","(19.0, 160.0, 104.8076923076923)"
15-12-2022 13:57:44.605919,"(1.55, 1.76, 1.6579104477611941)","(17.0, 110.0, 88.29545454545455)","(16.0, 100.0, 52.22222222222222)","(3.3, 3.7, 3.533333333333333)","(19.0, 200.0, 154.25)","(15.0, 85.0, 50.75)","(21.0, 250.0, 192.375)","(19.0, 160.0, 104.8076923076923)"
