,Rapidfire Forest,Moody Girl,Whizbang Jack,Why Not Rhyno,Sneaky Mojo,Cyber Crime,Sheila Sazs,Galloping Star
11-01-2023 18:59:32.538842,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 2.98, 2.931304347826087)","(6.5, 11.0, 9.933333333333334)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 46.375)","(7.5, 19.0, 15.0)","(21.0, 75.0, 29.666666666666668)"
11-01-2023 18:59:33.647467,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 2.98, 2.931304347826087)","(6.5, 11.0, 9.933333333333334)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 46.77777777777778)","(7.5, 19.0, 15.0)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:34.750904,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 2.98, 2.931304347826087)","(6.5, 11.0, 9.933333333333334)","(6.0, 9.8, 7.35)","(17.0, 50.0, 46.77777777777778)","(7.5, 19.0, 14.666666666666666)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:35.951226,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 3.0, 2.911111111111111)","(6.5, 11.0, 10.32)","(6.0, 9.8, 7.35)","(17.0, 50.0, 46.77777777777778)","(7.5, 19.0, 14.833333333333334)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:37.070371,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 3.0, 2.911111111111111)","(6.5, 11.0, 10.32)","(6.0, 9.8, 7.35)","(17.0, 50.0, 46.77777777777778)","(7.5, 19.5, 15.166666666666666)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:38.214106,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 3.0, 2.911111111111111)","(6.5, 11.0, 10.32)","(6.0, 9.8, 7.35)","(17.0, 50.0, 46.77777777777778)","(7.5, 19.5, 15.333333333333334)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:39.338263,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 3.0, 2.911111111111111)","(6.5, 11.0, 10.32)","(6.0, 9.8, 7.35)","(17.0, 50.0, 46.77777777777778)","(7.5, 20.0, 15.333333333333334)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:40.479040,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.777777777777778)","(2.2, 3.0, 2.911111111111111)","(6.5, 11.0, 9.1)","(6.0, 9.8, 7.466666666666667)","(17.0, 50.0, 46.77777777777778)","(7.5, 20.0, 15.333333333333334)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:41.635677,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.7142857142857135)","(2.2, 3.0, 2.911111111111111)","(6.5, 11.5, 9.05)","(6.0, 9.8, 8.3)","(17.0, 50.0, 46.77777777777778)","(7.5, 20.0, 15.333333333333334)","(21.0, 75.0, 34.2)"
11-01-2023 18:59:42.769953,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.7142857142857135)","(2.2, 3.0, 2.911111111111111)","(6.5, 10.5, 9.171428571428573)","(6.0, 9.6, 7.5600000000000005)","(17.0, 50.0, 46.77777777777778)","(7.5, 20.0, 15.333333333333334)","(21.0, 75.0, 35.5)"
11-01-2023 18:59:43.861612,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.76)","(2.2, 3.0, 2.911111111111111)","(6.5, 9.8, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 20.0, 15.333333333333334)","(21.0, 70.0, 44.66666666666667)"
11-01-2023 18:59:45.004538,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.76)","(2.2, 3.0, 2.911111111111111)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 20.0, 15.333333333333334)","(21.0, 55.0, 33.0)"
11-01-2023 18:59:46.059077,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.76)","(2.2, 3.0, 2.911111111111111)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 20.0, 15.166666666666666)","(21.0, 60.0, 32.0)"
11-01-2023 18:59:47.173994,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.76)","(2.2, 3.0, 2.911111111111111)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 15.166666666666666)","(21.0, 60.0, 32.0)"
11-01-2023 18:59:48.332569,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 6.76)","(2.2, 3.0, 2.911111111111111)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 15.166666666666666)","(21.0, 60.0, 32.0)"
11-01-2023 18:59:49.414215,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.2, 7.0)","(2.2, 3.0, 2.911111111111111)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 15.166666666666666)","(21.0, 60.0, 44.66666666666667)"
11-01-2023 18:59:50.566190,"(6.0, 9.8, 7.720000000000001)","(7.0, 8.0, 7.1)","(2.2, 3.0, 2.911111111111111)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 15.166666666666666)","(21.0, 55.0, 44.66666666666667)"
11-01-2023 18:59:51.787824,"(6.0, 9.8, 7.720000000000001)","(7.0, 7.8, 7.1)","(2.2, 3.0, 2.7760000000000002)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 15.166666666666666)","(21.0, 55.0, 44.66666666666667)"
11-01-2023 18:59:52.961696,"(6.0, 9.8, 7.720000000000001)","(7.0, 7.4, 6.9)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 15.166666666666666)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 18:59:54.156025,"(6.0, 9.8, 7.720000000000001)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 15.166666666666666)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 18:59:55.364943,"(6.0, 9.8, 7.720000000000001)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.5600000000000005)","(17.0, 50.0, 44.2)","(7.5, 19.5, 14.3)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 18:59:56.570846,"(6.0, 9.8, 7.720000000000001)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.933333333333334)","(17.0, 50.0, 44.2)","(7.5, 19.5, 14.5)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 18:59:57.760851,"(6.0, 9.8, 8.066666666666666)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 9.8, 7.75)","(17.0, 50.0, 44.2)","(7.5, 18.5, 15.333333333333334)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 18:59:58.922706,"(6.0, 11.5, 7.916666666666667)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 11.5, 7.45)","(17.0, 50.0, 44.2)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 19:00:00.036912,"(6.0, 11.5, 7.590909090909091)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 11.5, 7.45)","(17.0, 50.0, 44.2)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 19:00:01.134671,"(6.0, 11.5, 7.590909090909091)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 11.5, 7.45)","(17.0, 50.0, 44.2)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 19:00:02.213226,"(6.0, 11.5, 7.590909090909091)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 11.5, 7.45)","(17.0, 50.0, 44.2)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 49.833333333333336)"
11-01-2023 19:00:03.259405,"(6.0, 11.5, 7.590909090909091)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.6)","(6.0, 11.5, 7.45)","(17.0, 50.0, 34.0)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 33.6875)"
11-01-2023 19:00:04.332649,"(6.0, 10.5, 8.85)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.9266666666666667)","(6.5, 10.0, 9.028571428571428)","(6.0, 11.5, 7.45)","(17.0, 46.0, 34.0)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 33.6875)"
11-01-2023 19:00:05.767724,"(6.0, 10.0, 8.15)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.84)","(6.5, 9.6, 9.314285714285715)","(6.0, 11.5, 7.45)","(17.0, 46.0, 34.0)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 33.6875)"
11-01-2023 19:00:07.192600,"(6.0, 11.0, 7.76)","(7.0, 7.4, 6.733333333333333)","(2.2, 3.0, 2.937391304347826)","(6.5, 10.0, 8.7)","(6.0, 11.5, 7.45)","(17.0, 46.0, 34.0)","(7.5, 19.0, 15.333333333333334)","(21.0, 55.0, 33.6875)"
11-01-2023 19:00:08.439049,"(6.0, 10.0, 7.76)","(7.0, 7.4, 7.177777777777778)","(2.2, 3.0, 2.4217977528089887)","(6.5, 9.8, 9.028571428571428)","(6.0, 11.5, 8.107692307692307)","(17.0, 46.0, 30.666666666666664)","(7.5, 19.0, 14.8)","(21.0, 55.0, 42.57142857142857)"
11-01-2023 19:00:09.658788,"(6.0, 9.8, 7.720000000000001)","(7.0, 7.4, 6.711111111111111)","(2.2, 2.5, 2.420909090909091)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.5, 8.68)","(17.0, 46.0, 31.049999999999997)","(7.5, 20.0, 14.8)","(21.0, 50.0, 42.57142857142857)"
11-01-2023 19:00:10.819918,"(6.0, 9.8, 8.5)","(7.0, 7.6, 6.711111111111111)","(2.2, 2.5, 2.420457142857143)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.5, 8.85625)","(17.0, 46.0, 32.40909090909091)","(7.5, 20.0, 15.0)","(21.0, 50.0, 42.57142857142857)"
11-01-2023 19:00:11.961825,"(6.0, 9.8, 8.5)","(7.0, 7.6, 6.711111111111111)","(2.2, 2.5, 2.49)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.5, 7.9375)","(17.0, 46.0, 30.94736842105263)","(7.5, 19.5, 15.333333333333334)","(21.0, 50.0, 37.5)"
11-01-2023 19:00:13.178654,"(6.0, 9.8, 7.811764705882354)","(7.0, 7.6, 6.711111111111111)","(2.2, 2.56, 2.5)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.5, 7.786363636363636)","(17.0, 46.0, 30.94736842105263)","(7.5, 20.0, 14.0)","(21.0, 50.0, 45.125)"
11-01-2023 19:00:14.337997,"(6.0, 9.6, 8.4)","(7.0, 7.6, 7.036363636363637)","(2.2, 2.58, 2.52)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.5, 9.48)","(17.0, 46.0, 30.94736842105263)","(7.5, 21.0, 14.0)","(21.0, 48.0, 45.125)"
11-01-2023 19:00:15.499261,"(6.0, 9.6, 8.4)","(7.0, 7.4, 7.036363636363637)","(2.2, 2.62, 2.52)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.0, 10.457142857142857)","(17.0, 46.0, 30.94736842105263)","(7.5, 21.0, 14.0)","(21.0, 48.0, 45.125)"
11-01-2023 19:00:16.564198,"(6.0, 9.6, 8.4)","(7.0, 7.4, 6.983333333333333)","(2.2, 2.62, 2.52)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.0, 10.457142857142857)","(17.0, 46.0, 33.0)","(7.5, 21.0, 14.0)","(21.0, 48.0, 43.375)"
11-01-2023 19:00:17.667864,"(6.0, 9.6, 8.4)","(7.0, 7.4, 6.983333333333333)","(2.2, 2.62, 2.6)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.0, 10.457142857142857)","(17.0, 46.0, 33.0)","(7.5, 21.0, 14.0)","(21.0, 46.0, 43.375)"
11-01-2023 19:00:18.748892,"(6.0, 9.6, 8.4)","(7.0, 7.4, 6.983333333333333)","(2.2, 2.62, 2.51)","(6.5, 9.6, 9.2)","(6.0, 11.0, 10.457142857142857)","(17.0, 46.0, 33.0)","(7.5, 21.0, 14.0)","(21.0, 46.0, 38.36363636363636)"
11-01-2023 19:00:19.801239,"(6.0, 9.6, 8.4)","(7.0, 7.4, 7.275)","(2.2, 3.1, 2.528)","(6.5, 9.6, 8.879999999999999)","(6.0, 11.0, 8.4)","(17.0, 46.0, 33.0)","(7.5, 21.0, 14.0)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:20.897737,"(6.0, 9.6, 7.68)","(7.0, 7.2, 6.95)","(2.2, 3.1, 2.88)","(6.5, 9.6, 8.959999999999999)","(6.0, 10.0, 9.18)","(17.0, 46.0, 33.0)","(7.5, 21.0, 13.5625)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:22.040213,"(6.0, 9.6, 7.578947368421053)","(7.0, 7.2, 6.866666666666667)","(2.2, 3.0, 2.984848484848485)","(6.5, 9.6, 9.24)","(6.0, 10.5, 8.879999999999999)","(17.0, 46.0, 33.0)","(7.5, 21.0, 13.5625)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:23.186751,"(6.0, 9.6, 7.65)","(7.0, 7.2, 6.7)","(2.2, 3.0, 2.92)","(6.5, 9.6, 9.057142857142857)","(6.0, 10.0, 8.228571428571428)","(17.0, 46.0, 33.0)","(7.5, 21.0, 15.0)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:24.309313,"(6.0, 9.6, 7.65)","(7.0, 7.2, 6.7)","(2.2, 3.0, 2.92)","(6.5, 10.0, 9.266666666666666)","(6.0, 9.6, 8.68)","(17.0, 46.0, 33.0)","(7.5, 20.0, 15.0)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:25.379465,"(6.0, 9.6, 7.65)","(7.0, 7.2, 6.7)","(2.2, 3.0, 2.7800000000000002)","(6.5, 10.0, 9.266666666666666)","(6.0, 9.8, 9.228571428571428)","(17.0, 46.0, 33.0)","(7.5, 20.0, 15.0)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:26.373446,"(6.0, 9.6, 7.65)","(7.0, 7.2, 6.7)","(2.2, 3.0, 2.9371428571428573)","(6.5, 10.0, 9.266666666666666)","(6.0, 9.6, 8.559999999999999)","(17.0, 46.0, 33.0)","(7.5, 20.0, 17.666666666666668)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:27.405100,"(6.0, 9.6, 7.65)","(7.0, 7.2, 6.7)","(2.2, 3.0, 2.9872727272727273)","(6.5, 10.0, 9.266666666666666)","(6.0, 9.6, 9.057142857142857)","(17.0, 46.0, 33.0)","(7.5, 20.0, 18.6)","(21.0, 46.0, 34.8)"
11-01-2023 19:00:28.563634,"(6.0, 9.6, 7.65)","(7.0, 7.2, 6.7)","(2.2, 3.0, 2.91)","(6.5, 10.0, 9.266666666666666)","(6.0, 9.4, 8.2)","(17.0, 46.0, 33.565217391304344)","(7.5, 20.0, 19.125)","(21.0, 46.0, 35.5)"
11-01-2023 19:00:29.759627,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 3.0, 2.988125)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.2, 8.714285714285714)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.125)","(26.0, 46.0, 35.5)"
11-01-2023 19:00:30.953035,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 3.0, 2.8200000000000003)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.0, 8.714285714285714)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.53333333333333)","(26.0, 46.0, 35.5)"
11-01-2023 19:00:32.175573,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 3.0, 2.8200000000000003)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.0, 8.2)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.53333333333333)","(26.0, 46.0, 35.5)"
11-01-2023 19:00:33.365056,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 3.0, 2.983)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.2, 8.714285714285714)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.5)","(26.0, 46.0, 35.5)"
11-01-2023 19:00:34.514449,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 3.0, 2.84)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.0, 8.714285714285714)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.5)","(26.0, 46.0, 35.5)"
11-01-2023 19:00:35.613798,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 3.0, 2.696)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.0, 8.5)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.35)","(26.0, 46.0, 35.5)"
11-01-2023 19:00:36.716228,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 3.0, 2.83)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.0, 8.09090909090909)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.142857142857142)","(26.0, 46.0, 40.2)"
11-01-2023 19:00:37.838196,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 2.98, 2.964444444444444)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.0, 7.244897959183674)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 19.5)","(26.0, 44.0, 41.230769230769226)"
11-01-2023 19:00:38.872958,"(6.5, 9.6, 7.6)","(7.5, 7.2, 6.7)","(2.3, 2.98, 2.964444444444444)","(7.0, 10.0, 9.266666666666666)","(6.5, 9.0, 8.0)","(19.0, 46.0, 33.565217391304344)","(8.0, 20.0, 17.666666666666668)","(26.0, 44.0, 41.230769230769226)"
11-01-2023 19:00:39.905687,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.7)","(2.3, 2.96, 2.7542857142857144)","(7.0, 10.0, 9.0)","(6.5, 8.8, 8.0)","(19.0, 46.0, 33.565217391304344)","(8.0, 21.0, 17.666666666666668)","(26.0, 44.0, 41.230769230769226)"
11-01-2023 19:00:41.047729,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.7)","(2.3, 2.92, 2.7600000000000002)","(7.0, 10.0, 9.0)","(6.5, 8.8, 8.0)","(19.0, 46.0, 33.565217391304344)","(8.0, 21.0, 17.666666666666668)","(26.0, 44.0, 35.9)"
11-01-2023 19:00:42.222098,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.7)","(2.3, 2.88, 2.767272727272727)","(7.0, 10.0, 9.0)","(6.5, 8.8, 8.0)","(19.0, 46.0, 34.08333333333333)","(8.0, 21.0, 17.666666666666668)","(26.0, 44.0, 40.666666666666664)"
11-01-2023 19:00:43.529102,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.7)","(2.3, 2.84, 2.74)","(7.0, 10.0, 9.0)","(6.5, 8.8, 8.0)","(19.0, 46.0, 29.941176470588236)","(8.0, 21.0, 17.666666666666668)","(26.0, 42.0, 40.666666666666664)"
11-01-2023 19:00:44.750717,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.7)","(2.3, 2.78, 2.6742857142857144)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.0)","(19.0, 46.0, 32.35)","(8.0, 21.0, 17.38888888888889)","(26.0, 42.0, 38.833333333333336)"
11-01-2023 19:00:46.017442,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.7)","(2.3, 2.76, 2.66)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.0)","(19.0, 46.0, 32.35)","(8.0, 21.0, 17.25)","(26.0, 40.0, 38.833333333333336)"
11-01-2023 19:00:47.266750,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.866666666666667)","(2.3, 2.74, 2.6171428571428574)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.0)","(19.0, 46.0, 34.130434782608695)","(8.0, 21.0, 17.842105263157894)","(26.0, 40.0, 37.0)"
11-01-2023 19:00:48.411975,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.866666666666667)","(2.3, 2.72, 2.6)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.0)","(19.0, 46.0, 34.130434782608695)","(8.0, 21.0, 17.842105263157894)","(26.0, 38.0, 37.0)"
11-01-2023 19:00:49.628422,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.866666666666667)","(2.3, 2.68, 2.616)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.0)","(19.0, 46.0, 34.130434782608695)","(8.0, 21.0, 17.842105263157894)","(26.0, 38.0, 32.6)"
11-01-2023 19:00:50.746852,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.2, 6.866666666666667)","(2.3, 2.66, 2.58)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.0)","(19.0, 46.0, 31.555555555555557)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.6)"
11-01-2023 19:00:51.842792,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.273684210526316)","(2.3, 2.62, 2.5763636363636366)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.48)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.6)"
11-01-2023 19:00:52.861455,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.273684210526316)","(2.3, 2.62, 2.5763636363636366)","(7.0, 10.0, 9.333333333333334)","(6.5, 8.8, 8.48)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:00:53.851052,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.273684210526316)","(2.3, 2.6, 2.5733333333333333)","(7.0, 10.0, 9.6)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 33.65)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:00:54.823117,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.273684210526316)","(2.3, 2.62, 2.5533333333333332)","(7.0, 10.0, 9.6)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 33.65)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:00:55.857605,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.273684210526316)","(2.3, 2.68, 2.546666666666667)","(7.0, 10.0, 9.6)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:00:56.964649,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.273684210526316)","(2.3, 2.68, 2.546666666666667)","(7.0, 10.0, 9.6)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:00:58.355745,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.066666666666667)","(2.3, 2.68, 2.556923076923077)","(7.0, 10.0, 9.200000000000001)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:00:59.546422,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.066666666666667)","(2.3, 2.68, 2.526153846153846)","(7.0, 9.8, 9.200000000000001)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.0)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:01:00.779070,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.4, 7.066666666666667)","(2.3, 2.68, 2.526153846153846)","(7.0, 9.8, 9.028571428571428)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.08823529411765)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:01:01.993836,"(6.5, 9.6, 7.56923076923077)","(7.5, 7.8, 7.725)","(2.3, 2.68, 2.526153846153846)","(7.0, 9.8, 9.028571428571428)","(6.5, 8.8, 8.533333333333335)","(19.0, 46.0, 30.5625)","(8.0, 21.0, 18.08823529411765)","(26.0, 38.0, 32.857142857142854)"
11-01-2023 19:01:03.122193,"(6.0, 9.6, 7.56923076923077)","(7.0, 7.8, 7.55)","(2.2, 2.68, 2.526153846153846)","(6.5, 9.8, 9.028571428571428)","(6.0, 8.8, 8.533333333333335)","(17.0, 46.0, 30.5625)","(7.5, 21.0, 18.08823529411765)","(21.0, 38.0, 32.857142857142854)"
11-01-2023 19:01:04.188578,"(6.0, 9.6, 7.56923076923077)","(7.0, 8.0, 7.111111111111111)","(2.2, 2.68, 2.526153846153846)","(6.5, 9.8, 8.194594594594594)","(6.0, 8.8, 8.533333333333335)","(17.0, 46.0, 30.5625)","(7.5, 21.0, 18.642857142857142)","(21.0, 38.0, 32.857142857142854)"
11-01-2023 19:01:05.219332,"(6.0, 9.6, 7.56923076923077)","(7.0, 8.0, 7.055555555555555)","(2.2, 2.68, 2.526153846153846)","(6.5, 9.8, 8.553846153846154)","(6.0, 8.8, 8.533333333333335)","(17.0, 46.0, 30.5625)","(7.5, 21.0, 18.642857142857142)","(21.0, 38.0, 32.857142857142854)"
11-01-2023 19:01:06.262702,"(6.0, 9.6, 7.56923076923077)","(7.0, 8.0, 7.055555555555555)","(2.2, 2.68, 2.526153846153846)","(6.5, 9.6, 8.7)","(6.0, 8.8, 8.533333333333335)","(17.0, 46.0, 30.5625)","(7.5, 21.0, 18.14)","(21.0, 38.0, 32.857142857142854)"
11-01-2023 19:01:07.315040,"(6.0, 9.6, 7.56923076923077)","(7.0, 8.0, 7.0476190476190474)","(2.2, 2.68, 2.5623529411764707)","(6.5, 9.4, 8.7)","(6.0, 8.8, 8.533333333333335)","(17.0, 46.0, 30.5625)","(7.5, 21.0, 18.44642857142857)","(21.0, 38.0, 32.857142857142854)"
