,Rapidfire Forest,Moody Girl,Whizbang Jack,Why Not Rhyno,Sneaky Mojo,Cyber Crime,Sheila Sazs,Galloping Star
11-01-2023 18:53:26.967363,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 35.3125)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:28.254204,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 35.3125)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:29.518672,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 35.3125)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:30.763309,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 35.3125)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:32.010117,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 49.166666666666664)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:33.220431,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 49.166666666666664)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:34.476289,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 49.166666666666664)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:35.892749,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 49.166666666666664)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:37.548851,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 45.208333333333336)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:38.954165,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 10.281818181818181)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 44.79166666666667)","(7.5, 20.0, 17.78181818181818)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 18:53:40.281797,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 37.57142857142857)","(7.5, 20.0, 15.2)","(21.0, 95.0, 55.53333333333333)"
11-01-2023 18:53:41.632101,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 37.57142857142857)","(7.5, 20.0, 15.2)","(21.0, 95.0, 55.53333333333333)"
11-01-2023 18:53:42.944086,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 37.57142857142857)","(7.5, 20.0, 15.2)","(21.0, 95.0, 55.53333333333333)"
11-01-2023 18:53:44.287001,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 45.8)","(7.5, 20.0, 15.2)","(21.0, 95.0, 55.53333333333333)"
11-01-2023 18:53:45.538509,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 45.8)","(7.5, 20.0, 15.2)","(21.0, 95.0, 55.53333333333333)"
11-01-2023 18:53:46.800398,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 20.0, 17.485714285714288)","(21.0, 95.0, 36.6)"
11-01-2023 18:53:48.092947,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.485714285714288)","(21.0, 95.0, 36.6)"
11-01-2023 18:53:49.371254,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.485714285714288)","(21.0, 95.0, 36.6)"
11-01-2023 18:53:50.623933,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 36.6)"
11-01-2023 18:53:51.956099,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 52.714285714285715)"
11-01-2023 18:53:53.235660,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 52.714285714285715)"
11-01-2023 18:53:54.596857,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 52.714285714285715)"
11-01-2023 18:53:55.879916,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 52.714285714285715)"
11-01-2023 18:53:57.218843,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 52.714285714285715)"
11-01-2023 18:53:58.534409,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 62.55555555555556)"
11-01-2023 18:53:59.765289,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:00.990389,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.246666666666666)","(2.2, 3.55, 2.349166666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.266666666666666)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:02.273654,"(6.0, 11.0, 7.699999999999999)","(7.0, 12.5, 9.375)","(2.2, 3.55, 2.6433333333333335)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 16.5)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:03.576778,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 9.588888888888889)","(2.2, 3.45, 2.66)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 16.5)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:04.882327,"(6.0, 11.0, 7.699999999999999)","(7.0, 10.5, 9.375)","(2.2, 3.5, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 16.5)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:06.173709,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 9.375)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 16.5)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:07.532832,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 9.375)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 42.411764705882355)","(7.5, 19.0, 17.3)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:08.951498,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 9.375)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.125)","(17.0, 65.0, 30.818181818181817)","(7.5, 19.0, 17.3)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:10.280150,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 9.458333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.92)","(17.0, 65.0, 30.818181818181817)","(7.5, 19.0, 17.3)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:11.493013,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.142857142857142)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.0, 8.125)","(17.0, 65.0, 30.818181818181817)","(7.5, 19.0, 17.57142857142857)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:12.703099,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 10.518518518518519)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.242857142857144)","(17.0, 65.0, 30.818181818181817)","(7.5, 19.0, 17.08)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:13.983824,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 10.086666666666666)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.9)","(17.0, 65.0, 30.818181818181817)","(7.5, 19.0, 17.08)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:15.226949,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 12.0, 8.242857142857144)","(17.0, 65.0, 30.818181818181817)","(7.5, 19.0, 17.08)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:16.486627,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 17.08)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:17.794305,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 17.08)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:19.187321,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:20.482724,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:21.784653,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 42.63636363636364)"
11-01-2023 18:54:23.061785,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 63.2)"
11-01-2023 18:54:24.283258,"(6.0, 11.0, 7.699999999999999)","(7.0, 11.5, 8.780000000000001)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 90.0, 63.2)"
11-01-2023 18:54:25.450512,"(6.0, 11.0, 7.699999999999999)","(7.0, 10.0, 9.2)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 90.0, 41.0)"
11-01-2023 18:54:26.578242,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.044444444444444)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 41.75)"
11-01-2023 18:54:27.746579,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.044444444444444)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 41.75)"
11-01-2023 18:54:28.959998,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.044444444444444)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 41.75)"
11-01-2023 18:54:30.282514,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.044444444444444)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 41.75)"
11-01-2023 18:54:31.515782,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.044444444444444)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 7.166666666666667)","(6.0, 11.5, 8.242857142857144)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 41.75)"
11-01-2023 18:54:32.781702,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.044444444444444)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.777777777777779)","(6.0, 11.5, 9.22)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 14.2)","(21.0, 95.0, 41.75)"
11-01-2023 18:54:34.104816,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 39.5)"
11-01-2023 18:54:35.462417,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 50.6)"
11-01-2023 18:54:36.850553,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 50.6)"
11-01-2023 18:54:38.172233,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 50.6)"
11-01-2023 18:54:39.495677,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 52.714285714285715)"
11-01-2023 18:54:40.836634,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 50.6)"
11-01-2023 18:54:42.190627,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 50.6)"
11-01-2023 18:54:43.693420,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 44.46153846153846)"
11-01-2023 18:54:45.159671,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 44.46153846153846)"
11-01-2023 18:54:46.571997,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 44.46153846153846)"
11-01-2023 18:54:47.847400,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 9.233333333333334)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 30.09090909090909)","(7.5, 19.0, 16.107692307692307)","(21.0, 95.0, 44.46153846153846)"
11-01-2023 18:54:49.201688,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.8, 8.733333333333333)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.24)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:50.501219,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.2, 8.566666666666666)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.24)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:51.798988,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.0, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.133333333333333)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:53.106249,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:54.401121,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:55.750448,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:57.062055,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:58.514030,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:54:59.738554,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:55:00.975282,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:55:02.365147,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:55:03.820026,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.266666666666666)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:55:05.071496,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.399999999999999)","(21.0, 95.0, 54.44444444444444)"
11-01-2023 18:55:06.369565,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.399999999999999)","(21.0, 95.0, 59.0)"
11-01-2023 18:55:07.805814,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.9)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.399999999999999)","(21.0, 95.0, 59.0)"
11-01-2023 18:55:09.105039,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.066666666666666)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.399999999999999)","(21.0, 95.0, 59.0)"
11-01-2023 18:55:10.527720,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.066666666666666)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.399999999999999)","(21.0, 95.0, 59.0)"
11-01-2023 18:55:12.005672,"(6.0, 11.0, 7.699999999999999)","(7.0, 9.4, 8.066666666666666)","(2.2, 3.55, 2.6766666666666667)","(6.5, 12.0, 8.5)","(6.0, 11.5, 8.3)","(17.0, 65.0, 44.79166666666667)","(7.5, 19.0, 15.399999999999999)","(21.0, 95.0, 59.0)"
