,Deluxe Legend,Exlover,Tupelawara,Regal Conqueror,Warrioress,Crazy Eyed Fred,Super Art,Good Girl
08-01-2023 12:43:38.242716,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 2.0, 1.97)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.374468085106383)"
08-01-2023 12:43:39.513346,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 2.0, 1.97)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.374468085106383)"
08-01-2023 12:43:40.741746,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 2.0, 1.97)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.374468085106383)"
08-01-2023 12:43:41.889725,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 2.0, 1.97)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.374468085106383)"
08-01-2023 12:43:43.060007,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 2.0, 1.9336363636363636)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.374468085106383)"
08-01-2023 12:43:44.208903,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.97, 1.9175)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.207407407407407)"
08-01-2023 12:43:45.318132,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9175)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.207407407407407)"
08-01-2023 12:43:46.357144,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9175)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.1866666666666665)"
08-01-2023 12:43:47.428257,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9175)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.302702702702702)"
08-01-2023 12:43:48.566562,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9114285714285713)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.302702702702702)"
08-01-2023 12:43:49.803206,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9309756097560975)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.302702702702702)"
08-01-2023 12:43:51.166272,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.25)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9309756097560975)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.302702702702702)"
08-01-2023 12:43:52.475635,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.5)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.302702702702702)"
08-01-2023 12:43:53.718551,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.5)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:43:55.009668,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.944444444444445)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:43:56.318311,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.944444444444445)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:43:57.644879,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.9411764705882355)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:43:58.967285,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.9411764705882355)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:00.248816,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.9411764705882355)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:01.440189,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.95)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:02.617153,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.95)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:03.691636,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.95)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.9512068965517242)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:04.787737,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.95)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9512068965517242)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:05.937574,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.95)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:07.203202,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:08.394710,"(8.5, 10.5, 10.148148148148149)","(31.0, 55.0, 45.5)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 80.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:09.500006,"(8.5, 10.5, 9.285714285714286)","(31.0, 55.0, 50.25)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:10.631299,"(8.5, 10.5, 9.285714285714286)","(31.0, 55.0, 50.25)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:11.656333,"(8.5, 10.5, 9.285714285714286)","(31.0, 55.0, 50.25)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:12.765400,"(8.5, 10.5, 9.285714285714286)","(31.0, 55.0, 50.25)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:13.903786,"(8.5, 10.5, 9.285714285714286)","(31.0, 55.0, 50.25)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:15.079264,"(8.5, 10.5, 9.285714285714286)","(31.0, 55.0, 50.25)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:16.240241,"(8.5, 10.5, 9.285714285714286)","(31.0, 55.0, 50.25)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.25)","(1.7, 1.96, 1.9276190476190476)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 7.8, 7.54468085106383)"
08-01-2023 12:44:17.412920,"(8.5, 10.5, 9.65)","(31.0, 55.0, 52.625)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 7.8, 7.3)"
08-01-2023 12:44:18.529749,"(8.5, 10.5, 9.65)","(31.0, 55.0, 52.625)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 7.8, 7.3)"
08-01-2023 12:44:19.549831,"(8.5, 10.5, 9.65)","(31.0, 55.0, 52.625)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 7.8, 7.228571428571429)"
08-01-2023 12:44:20.744518,"(8.5, 10.5, 9.65)","(31.0, 55.0, 52.625)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 7.8, 7.228571428571429)"
08-01-2023 12:44:21.918846,"(8.5, 10.5, 9.65)","(31.0, 55.0, 52.625)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 7.8, 7.228571428571429)"
08-01-2023 12:44:23.125079,"(8.5, 10.5, 9.65)","(31.0, 55.0, 52.625)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 16.192307692307693)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 7.8, 7.257142857142857)"
08-01-2023 12:44:24.157976,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 15.25)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.257142857142857)"
08-01-2023 12:44:25.171145,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.0, 6.958333333333333)","(14.0, 16.5, 15.25)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:26.189950,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.8, 6.84)","(14.0, 16.5, 15.25)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:27.260557,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.8, 6.84)","(14.0, 16.5, 15.25)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:28.349110,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.8, 6.84)","(14.0, 16.5, 15.25)","(1.7, 1.96, 1.926)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:29.490027,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.8, 6.84)","(14.0, 16.5, 15.25)","(1.7, 1.96, 1.9335555555555555)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:30.639678,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.8, 6.84)","(14.0, 16.5, 15.25)","(1.7, 1.96, 1.9335555555555555)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:31.803076,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9335555555555555)","(101.0, 210.0, 160.0)","(51.0, 85.0, 70.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:32.925870,"(8.5, 10.5, 9.65)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 85.0, 72.5)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:33.984646,"(8.5, 10.5, 9.65)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:35.090396,"(8.5, 10.5, 9.65)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:36.193098,"(8.5, 10.5, 9.65)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 90.0, 72.5)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:37.352648,"(8.5, 10.5, 9.65)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 90.0, 80.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:38.569309,"(8.5, 10.5, 9.65)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 90.0, 80.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:39.773790,"(8.5, 10.5, 9.65)","(31.0, 70.0, 48.666666666666664)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9248275862068964)","(101.0, 210.0, 160.0)","(51.0, 90.0, 80.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:40.925921,"(8.5, 10.5, 9.428571428571429)","(31.0, 70.0, 62.0)","(3.5, 7.6, 6.9)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 90.0, 80.0)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:42.022273,"(8.5, 10.5, 9.375)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.32)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 100.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:43.124599,"(8.5, 10.5, 9.375)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.32)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:44.245676,"(8.5, 10.5, 9.375)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.32)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:45.354420,"(8.5, 10.5, 9.375)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.32)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:46.525899,"(8.5, 10.5, 9.375)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.0)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:47.662719,"(8.5, 10.5, 9.375)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.0)","(14.0, 16.0, 15.0)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:48.744665,"(8.5, 10.5, 9.572727272727274)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.0)","(14.0, 17.0, 14.352941176470589)","(1.7, 1.96, 1.9194594594594594)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:49.849874,"(8.5, 10.5, 9.572727272727274)","(31.0, 70.0, 62.0)","(3.5, 7.6, 7.4799999999999995)","(14.0, 17.0, 14.352941176470589)","(1.7, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:50.955638,"(8.5, 10.5, 9.572727272727274)","(31.0, 70.0, 64.66666666666666)","(3.5, 7.6, 7.4799999999999995)","(14.0, 17.0, 14.352941176470589)","(1.7, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(51.0, 85.0, 76.25)","(6.0, 8.0, 7.288888888888889)"
08-01-2023 12:44:52.101674,"(8.5, 10.5, 9.572727272727274)","(31.0, 70.0, 64.66666666666666)","(3.5, 7.6, 7.4799999999999995)","(14.0, 17.0, 14.352941176470589)","(1.7, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 85.0, 76.25)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:44:53.233398,"(8.0, 10.5, 9.572727272727274)","(31.0, 70.0, 64.66666666666666)","(3.9, 7.6, 7.4799999999999995)","(13.0, 17.0, 14.352941176470589)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 85.0, 76.25)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:44:54.445884,"(8.0, 10.5, 9.572727272727274)","(31.0, 70.0, 64.66666666666666)","(3.9, 7.6, 7.4799999999999995)","(13.0, 17.0, 15.25)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 85.0, 68.75)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:44:55.666121,"(8.0, 10.5, 9.375)","(31.0, 70.0, 64.66666666666666)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 75.0, 65.0)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:44:56.887377,"(8.0, 10.5, 9.375)","(31.0, 70.0, 64.66666666666666)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:44:58.079364,"(8.0, 10.5, 9.5)","(31.0, 70.0, 64.66666666666666)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:44:59.249444,"(8.0, 10.5, 9.5)","(31.0, 70.0, 64.66666666666666)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:45:00.323155,"(8.0, 10.5, 9.5)","(31.0, 70.0, 65.07692307692308)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:45:01.397050,"(8.0, 10.5, 9.5)","(31.0, 70.0, 65.07692307692308)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9224999999999999)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:45:02.459678,"(8.0, 10.5, 9.5)","(31.0, 70.0, 65.07692307692308)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:45:03.554770,"(8.0, 10.5, 9.744444444444445)","(31.0, 70.0, 55.0)","(3.9, 7.6, 7.4799999999999995)","(13.0, 16.5, 15.25)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.288888888888889)"
08-01-2023 12:45:04.735382,"(8.0, 10.5, 9.744444444444445)","(31.0, 70.0, 62.5)","(3.9, 7.6, 6.769230769230769)","(13.0, 16.5, 16.25)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 8.0, 7.254545454545455)"
08-01-2023 12:45:05.847893,"(8.0, 10.5, 9.744444444444445)","(31.0, 70.0, 62.5)","(3.9, 7.2, 6.769230769230769)","(13.0, 16.5, 16.25)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.254545454545455)"
08-01-2023 12:45:07.009003,"(8.0, 10.5, 9.744444444444445)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.8)","(13.0, 16.5, 16.25)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.254545454545455)"
08-01-2023 12:45:08.150770,"(8.0, 10.5, 9.744444444444445)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.8)","(13.0, 16.5, 16.25)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.254545454545455)"
08-01-2023 12:45:09.280203,"(8.0, 10.5, 9.744444444444445)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.8)","(13.0, 16.5, 16.25)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.254545454545455)"
08-01-2023 12:45:10.461958,"(8.0, 10.5, 9.744444444444445)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.885714285714286)","(13.0, 16.5, 15.8)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.254545454545455)"
08-01-2023 12:45:11.580455,"(8.0, 10.5, 9.5)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.885714285714286)","(13.0, 17.0, 15.8)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.254545454545455)"
08-01-2023 12:45:12.783175,"(8.0, 10.5, 9.5)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.885714285714286)","(13.0, 17.0, 15.8)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.32)"
08-01-2023 12:45:14.025440,"(8.0, 10.5, 9.5)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.885714285714286)","(13.0, 17.0, 15.8)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.32)"
08-01-2023 12:45:15.179596,"(8.0, 10.5, 9.5)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.9)","(13.0, 17.0, 15.8)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.32)"
08-01-2023 12:45:16.337015,"(8.0, 10.5, 9.5)","(31.0, 70.0, 62.5)","(3.9, 7.0, 6.9)","(13.0, 17.0, 15.8)","(1.75, 1.96, 1.9262162162162162)","(101.0, 210.0, 160.0)","(41.0, 70.0, 63.333333333333336)","(5.5, 7.8, 7.32)"
