,Mary Austin Nz,Plains In Heaven,Emer,Direct Command Nz,Carramar Solomona,Machane Said,Puzzle Piece
07-12-2022 18:41:08.302939,"(41.0, 99999, 99990)","(21.0, 30.0, 25.5)","(4.8, 7.4, 7.1000000000000005)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7511111111111113)","(3.3, 4.4, 4.050000000000001)","(5.0, 7.8, 7.216666666666667)"
07-12-2022 18:41:09.422634,"(41.0, 99999, 99990)","(21.0, 30.0, 25.5)","(4.8, 7.4, 7.1000000000000005)","(11.0, 99999, 99990)","(2.4, 2.84, 2.782857142857143)","(3.3, 4.4, 4.050000000000001)","(5.0, 7.8, 7.166666666666666)"
07-12-2022 18:41:10.556146,"(41.0, 99999, 99990)","(21.0, 30.0, 25.5)","(4.8, 7.4, 7.233333333333333)","(11.0, 99999, 99990)","(2.4, 2.84, 2.782857142857143)","(3.3, 4.4, 4.02)","(5.0, 7.8, 6.514285714285714)"
07-12-2022 18:41:11.695632,"(41.0, 99999, 99990)","(21.0, 30.0, 25.5)","(4.8, 7.4, 7.233333333333333)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7745454545454544)","(3.3, 4.3, 4.02)","(5.0, 7.8, 7.226666666666667)"
07-12-2022 18:41:12.820176,"(41.0, 99999, 99990)","(21.0, 30.0, 28.0)","(4.8, 7.4, 7.233333333333333)","(11.0, 99999, 99990)","(2.4, 2.84, 2.744)","(3.3, 4.3, 4.02)","(5.0, 7.6, 7.010526315789473)"
07-12-2022 18:41:14.113300,"(41.0, 99999, 99990)","(21.0, 30.0, 28.0)","(4.8, 7.4, 7.233333333333333)","(11.0, 99999, 99990)","(2.4, 2.84, 2.744)","(3.3, 4.3, 4.033333333333333)","(5.0, 7.6, 7.010526315789473)"
07-12-2022 18:41:15.351947,"(41.0, 99999, 99990)","(21.0, 30.0, 28.0)","(4.8, 7.4, 7.233333333333333)","(11.0, 99999, 99990)","(2.4, 2.84, 2.744)","(3.3, 4.2, 4.0)","(5.0, 7.6, 6.693333333333333)"
07-12-2022 18:41:16.503132,"(41.0, 99999, 99990)","(21.0, 30.0, 25.5)","(4.8, 7.4, 6.955555555555556)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7745454545454544)","(3.3, 4.2, 3.988235294117647)","(5.0, 7.6, 6.533333333333333)"
07-12-2022 18:41:17.620111,"(41.0, 99999, 99990)","(21.0, 30.0, 25.5)","(4.8, 7.4, 6.955555555555556)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7745454545454544)","(3.3, 4.2, 3.988235294117647)","(5.0, 7.6, 7.0434782608695645)"
07-12-2022 18:41:18.822289,"(41.0, 99999, 99990)","(21.0, 30.0, 28.0)","(4.8, 7.4, 6.955555555555556)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7745454545454544)","(3.3, 4.2, 3.992307692307692)","(5.0, 7.6, 7.0434782608695645)"
07-12-2022 18:41:19.912620,"(41.0, 99999, 99990)","(21.0, 29.0, 27.75)","(4.8, 7.4, 6.955555555555556)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7885714285714287)","(3.3, 4.1, 3.9499999999999997)","(5.0, 7.6, 6.666666666666667)"
07-12-2022 18:41:21.061356,"(41.0, 99999, 99990)","(21.0, 29.0, 26.727272727272727)","(4.8, 7.4, 6.955555555555556)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7885714285714287)","(3.3, 4.1, 4.15)","(5.0, 7.6, 6.666666666666667)"
07-12-2022 18:41:22.175422,"(41.0, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(4.8, 7.4, 6.854545454545455)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7885714285714287)","(3.3, 4.4, 4.118181818181818)","(5.0, 7.6, 6.666666666666667)"
07-12-2022 18:41:23.195107,"(41.0, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(4.8, 7.4, 6.733333333333333)","(11.0, 99999, 99990)","(2.4, 2.84, 2.7866666666666666)","(3.3, 4.3, 4.118181818181818)","(5.0, 7.6, 6.666666666666667)"
07-12-2022 18:41:24.137987,"(41.0, 99999, 99990)","(21.0, 29.0, 26.727272727272727)","(4.8, 7.4, 6.733333333333333)","(11.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.3, 4.3, 3.930769230769231)","(5.0, 7.6, 6.693333333333333)"
07-12-2022 18:41:25.177396,"(41.0, 99999, 99990)","(21.0, 29.0, 27.4375)","(4.8, 7.4, 6.854545454545455)","(11.0, 99999, 99990)","(2.4, 2.84, 2.8177777777777777)","(3.3, 4.2, 4.033333333333333)","(5.0, 7.6, 6.88421052631579)"
07-12-2022 18:41:26.252040,"(41.0, 99999, 99990)","(21.0, 29.0, 27.4375)","(4.8, 7.4, 6.854545454545455)","(11.0, 99999, 99990)","(2.4, 2.84, 2.8225)","(3.3, 4.2, 3.95)","(5.0, 7.6, 6.88421052631579)"
07-12-2022 18:41:27.295167,"(41.0, 99999, 99990)","(21.0, 29.0, 26.727272727272727)","(4.8, 7.4, 6.854545454545455)","(11.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.3, 4.1, 3.9999999999999996)","(5.0, 7.6, 6.888888888888888)"
07-12-2022 18:41:28.282442,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.4, 6.854545454545455)","(11.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.3, 4.1, 3.8846153846153846)","(5.0, 7.6, 7.018181818181818)"
07-12-2022 18:41:29.389035,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.4, 6.854545454545455)","(11.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.3, 4.1, 3.8846153846153846)","(5.0, 7.6, 7.018181818181818)"
07-12-2022 18:41:30.491399,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.2, 7.066666666666666)","(12.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.4, 4.1, 3.944444444444444)","(5.0, 7.6, 7.018181818181818)"
07-12-2022 18:41:31.580638,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.2, 7.066666666666666)","(12.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.4, 4.1, 3.9666666666666663)","(5.0, 7.6, 7.018181818181818)"
07-12-2022 18:41:32.585242,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.4, 6.854545454545455)","(12.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.4, 4.1, 3.9666666666666663)","(5.0, 7.6, 7.018181818181818)"
07-12-2022 18:41:33.638826,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.4, 6.9)","(12.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.4, 4.1, 3.9666666666666663)","(5.0, 7.4, 6.816666666666666)"
07-12-2022 18:41:34.631052,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.4, 6.9)","(12.0, 99999, 99990)","(2.4, 2.84, 2.8)","(3.4, 4.1, 3.9666666666666663)","(5.0, 7.4, 6.816666666666666)"
07-12-2022 18:41:35.631238,"(41.0, 99999, 99990)","(21.0, 29.0, 26.142857142857142)","(4.8, 7.4, 6.816666666666667)","(12.0, 99999, 99990)","(2.4, 2.84, 2.825263157894737)","(3.4, 4.1, 3.922222222222222)","(5.0, 7.4, 6.816666666666666)"
07-12-2022 18:41:36.712945,"(41.0, 99999, 99990)","(21.0, 29.0, 25.666666666666668)","(4.8, 7.4, 6.816666666666667)","(12.0, 99999, 99990)","(2.4, 2.84, 2.828333333333333)","(3.4, 4.1, 3.9666666666666663)","(5.0, 7.4, 6.685714285714286)"
07-12-2022 18:41:37.806127,"(41.0, 99999, 99990)","(21.0, 29.0, 25.666666666666668)","(4.8, 7.4, 6.816666666666667)","(12.0, 99999, 99990)","(2.4, 2.84, 2.82)","(3.4, 4.1, 3.9499999999999997)","(5.0, 7.4, 6.685714285714286)"
07-12-2022 18:41:39.086850,"(41.0, 99999, 99990)","(21.0, 29.0, 25.666666666666668)","(4.8, 7.4, 6.816666666666667)","(12.0, 99999, 99990)","(2.4, 2.84, 2.814736842105263)","(3.4, 4.1, 3.9499999999999997)","(5.0, 7.4, 6.685714285714286)"
07-12-2022 18:41:40.184055,"(41.0, 99999, 99990)","(21.0, 29.0, 25.666666666666668)","(4.8, 7.4, 6.816666666666667)","(12.0, 99999, 99990)","(2.4, 2.84, 2.7955555555555556)","(3.4, 4.1, 3.9499999999999997)","(5.0, 7.4, 6.685714285714286)"
07-12-2022 18:41:41.429138,"(41.0, 99999, 99990)","(21.0, 29.0, 25.666666666666668)","(4.8, 7.4, 6.816666666666667)","(12.0, 99999, 99990)","(2.4, 2.84, 2.8177777777777777)","(3.4, 4.1, 3.9499999999999997)","(5.0, 7.4, 6.622222222222223)"
07-12-2022 18:41:42.474576,"(41.0, 99999, 99990)","(21.0, 29.0, 25.666666666666668)","(4.8, 7.4, 6.816666666666667)","(12.0, 99999, 99990)","(2.4, 2.84, 2.8177777777777777)","(3.4, 4.1, 3.9499999999999997)","(5.0, 7.4, 6.933333333333334)"
07-12-2022 18:41:43.571846,"(41.0, 99999, 99990)","(18.0, 29.0, 25.571428571428573)","(5.0, 7.2, 6.72)","(13.0, 99999, 99990)","(2.45, 2.84, 2.809230769230769)","(3.4, 4.1, 4.175)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:44.723705,"(41.0, 99999, 99990)","(18.0, 29.0, 25.571428571428573)","(5.0, 7.2, 6.714285714285714)","(13.0, 99999, 99990)","(2.45, 2.84, 2.809230769230769)","(3.4, 4.4, 4.2)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:45.915657,"(41.0, 99999, 99990)","(18.0, 29.0, 25.571428571428573)","(5.0, 7.4, 6.714285714285714)","(13.0, 99999, 99990)","(2.45, 2.84, 2.809230769230769)","(3.4, 4.4, 4.2)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:47.160359,"(41.0, 99999, 99990)","(18.0, 29.0, 25.571428571428573)","(5.0, 7.4, 6.76)","(13.0, 99999, 99990)","(2.45, 2.84, 2.809230769230769)","(3.4, 4.4, 4.075)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:48.172090,"(41.0, 99999, 99990)","(18.0, 28.0, 25.1875)","(5.0, 7.4, 6.76)","(13.0, 99999, 99990)","(2.45, 2.84, 2.809230769230769)","(3.4, 4.3, 4.03)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:49.238845,"(41.0, 99999, 99990)","(18.0, 28.0, 25.1875)","(5.0, 7.4, 6.76)","(13.0, 99999, 99990)","(2.45, 2.84, 2.809230769230769)","(3.4, 4.3, 4.03)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:50.431817,"(41.0, 99999, 99990)","(18.0, 28.0, 25.1875)","(5.0, 7.4, 6.76)","(13.0, 99999, 99990)","(2.45, 2.84, 2.809230769230769)","(3.4, 4.3, 4.03)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:51.519369,"(41.0, 99999, 99990)","(18.0, 28.0, 24.25)","(5.0, 7.4, 6.76)","(13.0, 99999, 99990)","(2.45, 2.84, 2.838181818181818)","(3.4, 4.3, 4.03)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:52.632989,"(41.0, 99999, 99990)","(16.0, 28.0, 19.5625)","(5.0, 7.4, 6.76)","(13.0, 99999, 99990)","(2.45, 2.86, 2.853684210526316)","(3.4, 4.3, 4.13125)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:53.802546,"(41.0, 99999, 99990)","(16.0, 28.0, 19.5625)","(5.0, 8.2, 7.171428571428571)","(13.0, 99999, 99990)","(2.45, 2.86, 2.853684210526316)","(3.4, 4.3, 4.089473684210526)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:54.965671,"(41.0, 99999, 99990)","(16.0, 27.0, 19.727272727272727)","(5.0, 8.2, 7.458823529411764)","(13.0, 99999, 99990)","(2.45, 2.86, 2.8314285714285714)","(3.4, 4.2, 4.089473684210526)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:56.227926,"(41.0, 99999, 99990)","(16.0, 26.0, 18.75)","(5.0, 8.2, 6.890909090909091)","(13.0, 99999, 99990)","(2.45, 2.86, 2.848888888888889)","(3.4, 4.2, 4.089473684210526)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:57.529740,"(41.0, 99999, 99990)","(16.0, 25.0, 18.75)","(5.0, 8.2, 6.833333333333333)","(13.0, 99999, 99990)","(2.45, 2.86, 2.851304347826087)","(3.4, 4.2, 4.089473684210526)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:58.665817,"(41.0, 99999, 99990)","(16.0, 25.0, 18.75)","(5.0, 8.0, 6.84)","(13.0, 99999, 99990)","(2.45, 2.86, 2.848888888888889)","(3.4, 4.2, 4.089473684210526)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:41:59.914285,"(41.0, 99999, 99990)","(16.0, 25.0, 18.75)","(5.0, 7.8, 7.4399999999999995)","(13.0, 99999, 99990)","(2.45, 2.86, 2.8446153846153845)","(3.4, 4.2, 4.047826086956522)","(5.0, 7.2, 6.720000000000001)"
07-12-2022 18:42:01.098809,"(41.0, 99999, 99990)","(16.0, 24.0, 19.666666666666668)","(5.0, 7.6, 7.3999999999999995)","(13.0, 99999, 99990)","(2.45, 2.86, 2.8446153846153845)","(3.4, 4.2, 4.005263157894737)","(5.0, 7.2, 6.91764705882353)"
07-12-2022 18:42:02.260393,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.3999999999999995)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8559183673469386)","(3.4, 4.1, 4.005263157894737)","(5.0, 7.2, 7.0769230769230775)"
07-12-2022 18:42:03.432809,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.184615384615385)","(12.0, 99999, 99990)","(2.45, 2.86, 2.853846153846154)","(3.4, 4.1, 4.005263157894737)","(5.0, 7.2, 6.95)"
07-12-2022 18:42:04.822060,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.247058823529412)","(12.0, 99999, 99990)","(2.45, 2.86, 2.853846153846154)","(3.4, 4.1, 4.057142857142857)","(5.0, 7.2, 6.989473684210527)"
07-12-2022 18:42:06.098541,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.247058823529412)","(12.0, 99999, 99990)","(2.45, 2.86, 2.816923076923077)","(3.4, 4.1, 4.077419354838709)","(5.0, 7.2, 7.7125)"
07-12-2022 18:42:07.318010,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.253333333333334)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8025641025641024)","(3.4, 4.2, 4.096)","(5.0, 7.8, 7.657142857142857)"
07-12-2022 18:42:08.507916,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.253333333333334)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8025641025641024)","(3.4, 4.2, 4.096)","(5.0, 7.8, 7.657142857142857)"
07-12-2022 18:42:09.741092,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.253333333333334)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8025641025641024)","(3.4, 4.2, 3.981818181818182)","(5.0, 7.8, 7.7555555555555555)"
07-12-2022 18:42:10.955853,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.253333333333334)","(12.0, 99999, 99990)","(2.45, 2.86, 2.7666666666666666)","(3.4, 4.3, 4.152631578947369)","(5.0, 7.8, 7.761904761904762)"
07-12-2022 18:42:12.075140,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.7658823529411762)","(3.4, 4.3, 4.152631578947369)","(5.0, 8.0, 7.545454545454545)"
07-12-2022 18:42:13.279117,"(41.0, 99999, 99990)","(16.0, 24.0, 18.428571428571427)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.7658823529411762)","(3.4, 4.3, 4.152631578947369)","(5.0, 8.0, 7.666666666666666)"
07-12-2022 18:42:14.433385,"(41.0, 99999, 99990)","(16.0, 24.0, 20.454545454545453)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.7658823529411762)","(3.4, 4.3, 4.203448275862069)","(5.0, 7.8, 7.5)"
07-12-2022 18:42:15.632789,"(41.0, 99999, 99990)","(16.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.7658823529411762)","(3.4, 4.3, 4.102702702702703)","(5.0, 7.8, 7.463414634146341)"
07-12-2022 18:42:16.879812,"(41.0, 99999, 99990)","(16.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8020689655172415)","(3.4, 4.2, 4.102702702702703)","(5.0, 7.6, 7.46)"
07-12-2022 18:42:18.089169,"(41.0, 99999, 99990)","(16.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8020689655172415)","(3.4, 4.2, 4.102702702702703)","(5.0, 7.6, 7.46)"
07-12-2022 18:42:19.318620,"(41.0, 99999, 99990)","(16.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8010526315789472)","(3.4, 4.2, 4.102702702702703)","(5.0, 7.6, 7.46)"
07-12-2022 18:42:20.516962,"(41.0, 99999, 99990)","(16.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.811304347826087)","(3.4, 4.2, 4.102702702702703)","(5.0, 7.6, 7.3999999999999995)"
07-12-2022 18:42:22.090147,"(41.0, 99999, 99990)","(16.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.811304347826087)","(3.4, 4.2, 4.102702702702703)","(5.0, 7.6, 7.362162162162162)"
07-12-2022 18:42:23.456614,"(41.0, 99999, 99990)","(17.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.8098507462686566)","(3.4, 4.2, 4.09433962264151)","(5.0, 7.6, 7.353846153846154)"
07-12-2022 18:42:24.779253,"(41.0, 99999, 99990)","(17.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.86, 2.776)","(3.4, 4.2, 4.09433962264151)","(5.0, 7.4, 7.353846153846154)"
07-12-2022 18:42:26.107903,"(41.0, 99999, 99990)","(17.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.8, 2.781052631578947)","(3.4, 4.2, 4.09433962264151)","(5.0, 7.4, 6.7178571428571425)"
07-12-2022 18:42:27.480369,"(41.0, 99999, 99990)","(15.0, 24.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.8, 2.781052631578947)","(3.4, 4.2, 4.09433962264151)","(5.0, 6.8, 6.693023255813953)"
07-12-2022 18:42:28.756680,"(41.0, 99999, 99990)","(15.0, 23.0, 21.0)","(5.0, 7.6, 7.288888888888889)","(12.0, 99999, 99990)","(2.45, 2.8, 2.781052631578947)","(3.4, 4.2, 4.09433962264151)","(5.0, 6.8, 6.6499999999999995)"
07-12-2022 18:42:30.079974,"(41.0, 99999, 99990)","(15.0, 23.0, 20.23076923076923)","(5.0, 7.6, 7.490909090909091)","(12.0, 99999, 99990)","(2.45, 2.8, 2.781052631578947)","(3.4, 4.2, 4.09433962264151)","(5.0, 6.8, 6.564556962025316)"
07-12-2022 18:42:31.387566,"(41.0, 99999, 99990)","(15.0, 23.0, 20.23076923076923)","(5.0, 7.6, 7.490909090909091)","(12.0, 99999, 99990)","(2.45, 2.8, 2.7780487804878047)","(3.4, 4.2, 4.116279069767442)","(5.0, 6.6, 6.733333333333333)"
07-12-2022 18:42:32.630227,"(41.0, 99999, 99990)","(15.0, 23.0, 20.23076923076923)","(5.0, 7.6, 7.490909090909091)","(12.0, 99999, 99990)","(2.45, 2.78, 2.7780487804878047)","(3.4, 4.2, 4.116279069767442)","(5.0, 7.0, 6.709090909090909)"
07-12-2022 18:42:33.864572,"(41.0, 99999, 99990)","(15.0, 22.0, 21.0)","(5.0, 7.6, 7.490909090909091)","(12.0, 99999, 99990)","(2.45, 2.78, 2.7688888888888887)","(3.4, 4.2, 4.080645161290323)","(5.0, 7.2, 6.8769230769230765)"
07-12-2022 18:42:35.073518,"(41.0, 99999, 99990)","(15.0, 22.0, 19.9)","(5.0, 7.8, 7.64)","(12.0, 99999, 99990)","(2.45, 2.78, 2.7657142857142856)","(3.4, 4.2, 4.080645161290323)","(5.0, 7.0, 6.848275862068966)"
07-12-2022 18:42:36.205802,"(41.0, 99999, 99990)","(15.0, 22.0, 19.9)","(5.0, 7.8, 7.685714285714286)","(12.0, 99999, 99990)","(2.45, 2.78, 2.7657142857142856)","(3.4, 4.2, 4.080645161290323)","(5.0, 7.0, 6.848275862068966)"
07-12-2022 18:42:37.444736,"(41.0, 99999, 99990)","(15.0, 22.0, 19.61111111111111)","(5.0, 7.8, 7.685714285714286)","(12.0, 99999, 99990)","(2.45, 2.78, 2.7657142857142856)","(3.4, 4.2, 4.080645161290323)","(5.0, 7.0, 6.848275862068966)"
07-12-2022 18:42:38.655580,"(41.0, 99999, 99990)","(15.0, 21.0, 19.61111111111111)","(5.0, 7.8, 7.7272727272727275)","(12.0, 99999, 99990)","(2.45, 2.78, 2.775384615384615)","(3.4, 4.2, 4.078688524590164)","(5.0, 7.0, 6.837037037037037)"
07-12-2022 18:42:39.922464,"(41.0, 99999, 99990)","(15.0, 21.0, 19.61111111111111)","(5.0, 7.8, 7.7272727272727275)","(12.0, 99999, 99990)","(2.4, 2.78, 2.7736585365853657)","(3.4, 4.2, 4.078688524590164)","(5.0, 7.0, 6.837037037037037)"
07-12-2022 18:42:41.219631,"(41.0, 99999, 99990)","(15.0, 21.0, 19.333333333333332)","(5.0, 7.8, 7.711111111111111)","(12.0, 99999, 99990)","(2.4, 2.8, 2.7736585365853657)","(3.4, 4.2, 4.078688524590164)","(5.0, 7.0, 6.837037037037037)"
07-12-2022 18:42:42.440166,"(41.0, 99999, 99990)","(15.0, 21.0, 19.61111111111111)","(5.0, 7.8, 7.744827586206896)","(12.0, 99999, 99990)","(2.4, 2.8, 2.774074074074074)","(3.4, 4.2, 4.078688524590164)","(5.0, 7.0, 6.8)"
07-12-2022 18:42:43.817545,"(41.0, 99999, 99990)","(15.0, 20.0, 19.5)","(5.0, 7.8, 7.744827586206896)","(12.0, 99999, 99990)","(2.4, 2.78, 2.778181818181818)","(3.4, 4.2, 4.078688524590164)","(5.0, 7.0, 6.8)"
07-12-2022 18:42:45.103239,"(41.0, 99999, 99990)","(15.0, 20.0, 19.5)","(5.0, 7.8, 7.7384615384615385)","(12.0, 99999, 99990)","(2.4, 2.8, 2.7787499999999996)","(3.4, 4.2, 4.078688524590164)","(5.0, 7.0, 6.8)"
07-12-2022 18:42:46.393503,"(41.0, 99999, 99990)","(17.0, 20.0, 19.166666666666668)","(5.0, 7.8, 7.96)","(12.0, 99999, 99990)","(2.4, 2.8, 2.7948837209302324)","(3.4, 4.2, 4.078688524590164)","(5.0, 7.0, 6.8)"
07-12-2022 18:42:47.641341,"(41.0, 99999, 99990)","(17.0, 20.0, 19.166666666666668)","(5.0, 8.2, 7.988235294117647)","(12.0, 99999, 99990)","(2.4, 2.86, 2.7948837209302324)","(3.4, 4.2, 4.083870967741936)","(5.0, 7.0, 6.811764705882353)"
07-12-2022 18:42:48.920821,"(41.0, 99999, 99990)","(17.0, 20.0, 18.5)","(5.0, 8.2, 7.8999999999999995)","(12.0, 99999, 99990)","(2.4, 2.86, 2.7991304347826085)","(3.4, 4.2, 4.08)","(5.0, 7.0, 6.811764705882353)"
07-12-2022 18:42:50.142168,"(41.0, 99999, 99990)","(15.0, 20.0, 18.5)","(5.0, 8.2, 7.825)","(12.0, 99999, 99990)","(2.4, 2.86, 2.80047619047619)","(3.4, 4.2, 4.060714285714286)","(5.0, 7.0, 6.775609756097561)"
07-12-2022 18:42:51.366439,"(41.0, 99999, 99990)","(15.0, 20.0, 18.727272727272727)","(5.0, 8.0, 7.8133333333333335)","(12.0, 99999, 99990)","(2.4, 2.86, 2.7969565217391303)","(3.4, 4.2, 4.146938775510204)","(5.0, 7.0, 6.721212121212121)"
07-12-2022 18:42:52.616623,"(41.0, 99999, 99990)","(15.0, 19.0, 18.727272727272727)","(5.0, 8.0, 8.073684210526315)","(12.0, 99999, 99990)","(2.4, 2.86, 2.80047619047619)","(3.4, 4.2, 4.15593220338983)","(5.0, 7.0, 6.721212121212121)"
07-12-2022 18:42:53.900367,"(41.0, 99999, 99990)","(15.0, 18.5, 17.428571428571427)","(5.0, 8.2, 8.073684210526315)","(12.0, 99999, 99990)","(2.4, 2.86, 2.80047619047619)","(3.4, 4.2, 4.147368421052631)","(5.0, 7.0, 6.778947368421052)"
07-12-2022 18:42:55.102288,"(41.0, 99999, 99990)","(15.0, 18.5, 17.428571428571427)","(5.0, 8.2, 7.885714285714285)","(12.0, 99999, 99990)","(2.4, 2.86, 2.80047619047619)","(3.4, 4.2, 4.147368421052631)","(5.0, 7.0, 6.778947368421052)"
07-12-2022 18:42:56.232085,"(41.0, 99999, 99990)","(15.0, 18.5, 17.024193548387096)","(5.0, 8.0, 7.776470588235294)","(12.0, 99999, 99990)","(2.4, 2.86, 2.831304347826087)","(3.4, 4.2, 4.136363636363636)","(5.0, 7.0, 6.3100000000000005)"
07-12-2022 18:42:57.478165,"(41.0, 99999, 99990)","(15.0, 17.0, 15.591603053435115)","(5.0, 7.8, 8.129411764705882)","(12.0, 99999, 99990)","(2.4, 2.92, 2.839047619047619)","(3.4, 4.2, 4.190909090909091)","(5.0, 6.4, 6.177777777777778)"
07-12-2022 18:42:58.720841,"(41.0, 99999, 99990)","(15.0, 17.0, 16.136363636363637)","(5.0, 8.2, 8.127272727272727)","(12.0, 99999, 99990)","(2.4, 2.92, 2.8975)","(3.4, 4.2, 4.195348837209303)","(5.0, 6.2, 6.048648648648649)"
07-12-2022 18:42:59.988272,"(41.0, 99999, 99990)","(15.0, 16.5, 16.136363636363637)","(5.0, 8.2, 8.127272727272727)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.4, 4.2, 4.209333333333333)","(5.0, 6.4, 5.987500000000001)"
07-12-2022 18:43:01.468825,"(41.0, 99999, 99990)","(15.0, 16.0, 15.433333333333334)","(5.0, 8.2, 8.142857142857142)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.4, 4.3, 4.217073170731707)","(5.0, 6.2, 5.998630136986302)"
07-12-2022 18:43:03.034082,"(41.0, 99999, 99990)","(15.0, 15.5, 15.35)","(5.0, 8.2, 8.0)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.4, 4.3, 4.211111111111111)","(5.0, 6.2, 5.963888888888889)"
